player,pos,salary,date
Deonte Burton,PG/SG,3500,2019-02-26
Jerian Grant,PG,3400,2019-02-26
Patrick McCaw,PG/SF,3400,2019-02-26
Raymond Felton,PG/SG,3300,2019-02-26
Lance Thomas,SF/PF,3300,2019-02-26
Khem Birch,PF/C,3300,2019-02-26
Wesley Iwundu,SG/SF,3300,2019-02-26
Torrey Craig,SG/SF,3200,2019-02-26
Mohamed Bamba,C,3200,2019-02-26
Patrick Patterson,PF/C,3100,2019-02-26
John Jenkins,PG/SG,3100,2019-02-26
Abdel Nader,SF,3100,2019-02-26
Chris Boucher,PF/C,3100,2019-02-26
Robert Williams,PF/C,3100,2019-02-26
Brad Wanamaker,PG/SG,3100,2019-02-26
Hamidou Diallo,SG/SF,3100,2019-02-26
Timofey Mozgov,C,3000,2019-02-26
Andre Roberson,SG/SF,3000,2019-02-26
Jodie Meeks,SG,3000,2019-02-26
Malcolm Miller,PF,3000,2019-02-26
R.J. Hunter,SG,3000,2019-02-26
Jarell Martin,PF/C,3000,2019-02-26
Juan Hernangomez,SF/PF,3000,2019-02-26
Henry Ellenson,PF/C,3000,2019-02-26
Guerschon Yabusele,PF/C,3000,2019-02-26
Semi Ojeleye,SF/PF,3000,2019-02-26
Isaiah Hicks,PF/C,3000,2019-02-26
Tyler Lydon,PF,3000,2019-02-26
Amile Jefferson,PF/C,3000,2019-02-26
Troy Caupain,SG,3000,2019-02-26
Markelle Fultz,PG/SG,3000,2019-02-26
PJ Dozier,PG/SG,3000,2019-02-26
Scotty Hopson,SG/SF,3000,2019-02-26
Jordan Loyd,PG/SG,3000,2019-02-26
Jarred Vanderbilt,SF/PF,3000,2019-02-26
Thomas Welsh,C,3000,2019-02-26
Michael Porter Jr.,SF/PF,3000,2019-02-26
Melvin Frazier,SG/SF,3000,2019-02-26
Brandon Goodwin,PG/SG,3000,2019-02-26
Richard Solomon,PF/C,3000,2019-02-26
Donte Grantham,SF/PF,3000,2019-02-26
James Harden,PG/SG,11200,2019-02-27
LeBron James,SF/PF,11100,2019-02-27
Giannis Antetokounmpo,SF/PF,11000,2019-02-27
Karl-Anthony Towns,C,10600,2019-02-27
Luka Doncic,PG/SF,9300,2019-02-27
Kevin Durant,SF/PF,9200,2019-02-27
Stephen Curry,PG/SG,9100,2019-02-27
Kyrie Irving,PG,9100,2019-02-27
Andre Drummond,C,9000,2019-02-27
Bradley Beal,SG,8900,2019-02-27
Damian Lillard,PG,8800,2019-02-27
Blake Griffin,PF/C,8700,2019-02-27
D'Angelo Russell,PG/SG,8700,2019-02-27
Lauri Markkanen,PF/C,8600,2019-02-27
Kemba Walker,PG,8500,2019-02-27
Chris Paul,PG,8400,2019-02-27
Trae Young,PG,8300,2019-02-27
Rudy Gobert,C,8200,2019-02-27
Donovan Mitchell,PG/SG,8200,2019-02-27
DeMar DeRozan,SG/SF,8100,2019-02-27
DeMarcus Cousins,C,8000,2019-02-27
LaMarcus Aldridge,PF/C,7900,2019-02-27
Julius Randle,PF/C,7800,2019-02-27
Mike Conley,PG,7700,2019-02-27
Zach LaVine,PG/SG,7700,2019-02-27
Jrue Holiday,PG/SG,7600,2019-02-27
Jusuf Nurkic,C,7500,2019-02-27
Jonas Valanciunas,C,7400,2019-02-27
Clint Capela,C,7300,2019-02-27
Anthony Davis,PF/C,7200,2019-02-27
De'Aaron Fox,PG,7200,2019-02-27
Louis Williams,PG/SG,7100,2019-02-27
John Collins,PF/C,7000,2019-02-27
Hassan Whiteside,C,6900,2019-02-27
Montrezl Harrell,PF/C,6800,2019-02-27
Marvin Bagley III,PF/C,6700,2019-02-27
Klay Thompson,SG,6600,2019-02-27
Eric Bledsoe,PG,6500,2019-02-27
Khris Middleton,SG/SF,6400,2019-02-27
Brandon Ingram,PG/SG,6400,2019-02-27
Buddy Hield,SG/SF,6400,2019-02-27
Al Horford,PF/C,6300,2019-02-27
Danilo Gallinari,SF/PF,6300,2019-02-27
C.J. McCollum,PG/SG,6300,2019-02-27
Bobby Portis,PF/C,6300,2019-02-27
Myles Turner,C,6300,2019-02-27
Andrew Wiggins,SG/SF,6200,2019-02-27
Kyle Kuzma,SF/PF,6200,2019-02-27
Darren Collison,PG,6100,2019-02-27
Otto Porter,SF/PF,6100,2019-02-27
Ricky Rubio,PG,6000,2019-02-27
Spencer Dinwiddie,PG/SG,6000,2019-02-27
Terry Rozier,PG/SG,6000,2019-02-27
Domantas Sabonis,PF/C,6000,2019-02-27
Jayson Tatum,SF/PF,6000,2019-02-27
Lonzo Ball,PG,6000,2019-02-27
Rudy Gay,SF/PF,5900,2019-02-27
Thaddeus Young,SF/PF,5900,2019-02-27
Kenneth Faried,PF/C,5900,2019-02-27
Draymond Green,PF/C,5900,2019-02-27
Josh Richardson,SG/SF,5900,2019-02-27
Robert Covington,SF/PF,5800,2019-02-27
Enes Kanter,C,5800,2019-02-27
Cody Zeller,C,5800,2019-02-27
Caris LeVert,PG/SF,5800,2019-02-27
Trevor Ariza,SF/PF,5700,2019-02-27
Kris Dunn,PG/SG,5700,2019-02-27
Jeff Teague,PG,5600,2019-02-27
Dwight Howard,C,5500,2019-02-27
Derrick Rose,PG/SG,5500,2019-02-27
Bojan Bogdanovic,SG/SF,5500,2019-02-27
Reggie Jackson,PG/SG,5500,2019-02-27
Nikola Mirotic,PF/C,5500,2019-02-27
Kent Bazemore,SG/SF,5400,2019-02-27
Jabari Parker,SF/PF,5400,2019-02-27
Malcolm Brogdon,PG/SG,5400,2019-02-27
Tomas Satoransky,PG/SG,5400,2019-02-27
Dewayne Dedmon,PF/C,5300,2019-02-27
Jeremy Lamb,SG/SF,5300,2019-02-27
Ivan Rabb,PF/C,5300,2019-02-27
Kenrich Williams,SF/PF,5300,2019-02-27
Elfrid Payton,PG,5200,2019-02-27
Tim Hardaway Jr.,SG/SF,5200,2019-02-27
Justise Winslow,PG/SF,5200,2019-02-27
Jarrett Allen,C,5200,2019-02-27
Dwyane Wade,PG/SG,5100,2019-02-27
Rajon Rondo,PG,5000,2019-02-27
Joe Ingles,SG/SF,5000,2019-02-27
Jaren Jackson Jr.,PF/C,5000,2019-02-27
Patrick Beverley,PG/SG,4900,2019-02-27
Kelly Olynyk,PF/C,4900,2019-02-27
Dion Waiters,SG/SF,4900,2019-02-27
Jahlil Okafor,C,4900,2019-02-27
Bogdan Bogdanovic,SG/SF,4900,2019-02-27
Eric Gordon,SG/SF,4800,2019-02-27
Joakim Noah,C,4800,2019-02-27
Cheick Diallo,PF/C,4800,2019-02-27
Wendell Carter Jr.,PF/C,4800,2019-02-27
Goran Dragic,PG,4700,2019-02-27
Nicolas Batum,SG/SF,4700,2019-02-27
Jeff Green,PF/C,4700,2019-02-27
Marcus Morris,SF/PF,4700,2019-02-27
Derrick Favors,PF/C,4600,2019-02-27
Harrison Barnes,SF/PF,4600,2019-02-27
Jaylen Brown,SG/SF,4600,2019-02-27
Thomas Bryant,PF/C,4600,2019-02-27
Derrick White,PG/SG,4600,2019-02-27
Wesley Matthews,SG/SF,4500,2019-02-27
Robin Lopez,C,4500,2019-02-27
Joe Harris,SG/SF,4500,2019-02-27
Brook Lopez,C,4500,2019-02-27
Tyus Jones,PG,4500,2019-02-27
Willie Cauley-Stein,C,4500,2019-02-27
Taurean Prince,SF,4500,2019-02-27
JaVale McGee,C,4400,2019-02-27
Marvin Williams,SF/PF,4400,2019-02-27
Kyle O'Quinn,PF/C,4400,2019-02-27
Al-Farouq Aminu,SF/PF,4300,2019-02-27
Gordon Hayward,SF/PF,4300,2019-02-27
Marcus Smart,PG/SG,4300,2019-02-27
Dwight Powell,C,4300,2019-02-27
Reggie Bullock,SG/SF,4300,2019-02-27
Dario Saric,PF,4300,2019-02-27
Luke Kennard,SG/SF,4200,2019-02-27
Jae Crowder,SF/PF,4100,2019-02-27
P.J. Tucker,SF/PF,4100,2019-02-27
Delon Wright,PG/SG,4100,2019-02-27
Kevin Huerter,SG/SF,4100,2019-02-27
Avery Bradley,PG/SG,4000,2019-02-27
Taj Gibson,PF/C,4000,2019-02-27
DeMarre Carroll,SF/PF,4000,2019-02-27
Justin Holiday,SG/SF,4000,2019-02-27
Ivica Zubac,C,4000,2019-02-27
Jake Layman,SF/PF,4000,2019-02-27
Ryan Arcidiacono,PG/SG,4000,2019-02-27
Bryn Forbes,PG/SG,4000,2019-02-27
Bam Adebayo,PF/C,4000,2019-02-27
Patrick Mills,PG/SG,3900,2019-02-27
Andre Iguodala,SG/SF,3900,2019-02-27
Chandler Hutchison,SF/PF,3900,2019-02-27
Kyle Anderson,SF/PF,3800,2019-02-27
Allen Crabbe,SG/SF,3800,2019-02-27
Dorian Finney-Smith,SF/PF,3800,2019-02-27
Landry Shamet,SG/SF,3800,2019-02-27
Shai Gilgeous-Alexander,PG/SG,3800,2019-02-27
Marco Belinelli,SG/SF,3700,2019-02-27
Cory Joseph,PG/SG,3700,2019-02-27
Aron Baynes,C,3700,2019-02-27
Maurice Harkless,SF/PF,3600,2019-02-27
Wayne Ellington,SG/SF,3600,2019-02-27
Wilson Chandler,SF/PF,3600,2019-02-27
James Johnson,SF/PF,3600,2019-02-27
Alex Len,C,3600,2019-02-27
E'Twaun Moore,SG/SF,3600,2019-02-27
Tim Frazier,PG,3600,2019-02-27
Davis Bertans,SF/PF,3600,2019-02-27
Jakob Poeltl,C,3600,2019-02-27
Maxi Kleber,PF/C,3600,2019-02-27
Josh Okogie,SG/SF,3600,2019-02-27
Jalen Brunson,PG/SG,3600,2019-02-27
Tyreke Evans,SG/SF,3500,2019-02-27
Ed Davis,C,3500,2019-02-27
Darius Miller,SF/PF,3500,2019-02-27
Luol Deng,SF/PF,3500,2019-02-27
Ersan Ilyasova,PF/C,3500,2019-02-27
Rodney Hood,SG/SF,3500,2019-02-27
JaMychal Green,SF/PF,3500,2019-02-27
Ishmael Smith,PG,3400,2019-02-27
Gerald Green,SG/SF,3400,2019-02-27
Evan Turner,SG/SF,3400,2019-02-27
Dante Exum,PG/SG,3400,2019-02-27
Gorgui Dieng,PF/C,3400,2019-02-27
Shabazz Napier,PG/SG,3400,2019-02-27
Derrick Jones Jr.,SF/PF,3400,2019-02-27
Wayne Selden,SG/SF,3400,2019-02-27
Royce O'Neale,SF,3400,2019-02-27
Miles Bridges,SF/PF,3400,2019-02-27
Austin Rivers,PG/SG,3300,2019-02-27
Trey Burke,PG/SG,3300,2019-02-27
Kyle Korver,SG/SF,3300,2019-02-27
Kentavious Caldwell-Pope,SG/SF,3300,2019-02-27
C.J. Miles,SG/SF,3300,2019-02-27
Lance Stephenson,SG/SF,3300,2019-02-27
Garrett Temple,SG/SF,3300,2019-02-27
George Hill,PG/SG,3300,2019-02-27
Rondae Hollis-Jefferson,PF/C,3300,2019-02-27
Kevon Looney,PF/C,3300,2019-02-27
DeAndre Bembry,SG/SF,3300,2019-02-27
Chasson Randle,PG/SG,3300,2019-02-27
Timothe Luwawu-Cabarrot,SG/SF,3300,2019-02-27
Daniel Theis,PF/C,3300,2019-02-27
Malik Monk,PG/SG,3300,2019-02-27
Frank Jackson,PG/SG,3300,2019-02-27
Aaron Holiday,PG/SG,3300,2019-02-27
Chandler Parsons,SF/PF,3200,2019-02-27
Wesley Johnson,SG/SF,3200,2019-02-27
Pau Gasol,C,3200,2019-02-27
Alec Burks,PG/SG,3200,2019-02-27
Jerryd Bayless,PG/SG,3200,2019-02-27
Anthony Tolliver,SF/PF,3200,2019-02-27
Thabo Sefolosha,SF/PF,3200,2019-02-27
Iman Shumpert,SG/SF,3200,2019-02-27
Ian Clark,PG/SG,3200,2019-02-27
Doug McDermott,SF/PF,3200,2019-02-27
Michael Kidd-Gilchrist,SF/PF,3200,2019-02-27
Bismack Biyombo,C,3200,2019-02-27
Meyers Leonard,PF/C,3200,2019-02-27
Bruno Caboclo,SF/PF,3200,2019-02-27
Mike Muscala,PF/C,3200,2019-02-27
Shelvin Mack,PG/SG,3200,2019-02-27
Salah Mejri,C,3200,2019-02-27
Jordan McRae,PG/SG,3200,2019-02-27
Seth Curry,PG/SG,3200,2019-02-27
Treveon Graham,SF/PF,3200,2019-02-27
Raulzinho Neto,PG,3200,2019-02-27
Rodney McGruder,SG/SF,3200,2019-02-27
Guillermo Hernangomez,C,3200,2019-02-27
Johnathan Motley,PF/C,3200,2019-02-27
Tyrone Wallace,PG/SG,3200,2019-02-27
Josh Hart,SG/SF,3200,2019-02-27
D.J. Wilson,PF/C,3200,2019-02-27
Zach Collins,PF/C,3200,2019-02-27
Harry Giles,PF/C,3200,2019-02-27
Alfonzo McKinnie,SG/SF,3200,2019-02-27
Devonte' Graham,PG/SG,3200,2019-02-27
Omari Spellman,PF/C,3200,2019-02-27
Jevon Carter,PG/SG,3200,2019-02-27
Bruce Brown Jr.,SG/SF,3200,2019-02-27
Dirk Nowitzki,PF/C,3100,2019-02-27
Tony Parker,PG,3100,2019-02-27
Devin Harris,PG/SG,3100,2019-02-27
Tyson Chandler,C,3100,2019-02-27
Isaiah Canaan,PG,3100,2019-02-27
Vince Carter,SF/PF,3100,2019-02-27
Corey Brewer,SG/SF,3100,2019-02-27
Jon Leuer,PF/C,3100,2019-02-27
Zaza Pachulia,C,3100,2019-02-27
Tony Snell,SG/SF,3100,2019-02-27
Jonas Jerebko,SF/PF,3100,2019-02-27
Ian Mahinmi,C,3100,2019-02-27
Nene Hilario,C,3100,2019-02-27
Solomon Hill,SF/PF,3100,2019-02-27
Shaun Livingston,PG,3100,2019-02-27
Langston Galloway,PG/SG,3100,2019-02-27
Quinn Cook,PG,3100,2019-02-27
Stanley Johnson,SG/SF,3100,2019-02-27
Pat Connaughton,SG/SF,3100,2019-02-27
Georges Niang,SF/PF,3100,2019-02-27
Thon Maker,PF/C,3100,2019-02-27
Shaquille Harrison,PG/SF,3100,2019-02-27
Antonio Blakeney,PG/SG,3100,2019-02-27
Jordan Bell,PF/C,3100,2019-02-27
Edmond Sumner,SG/SF,3100,2019-02-27
Sindarius Thornwell,SG/SF,3100,2019-02-27
Justin Jackson,SG/SF,3100,2019-02-27
TJ Leaf,SF/PF,3100,2019-02-27
Robert Williams,PF/C,3100,2019-02-27
Brad Wanamaker,PG/SG,3100,2019-02-27
Grayson Allen,PG/SG,3100,2019-02-27
Gary Clark,PF/C,3100,2019-02-27
Isaiah Hartenstein,PF/C,3100,2019-02-27
Yuta Watanabe,SF/PF,3100,2019-02-27
Jerome Robinson,SG,3100,2019-02-27
Rodions Kurucs,SF/PF,3100,2019-02-27
Julian Washburn,SG/SF,3100,2019-02-27
Ryan Anderson,PF/C,3000,2019-02-27
Terrence Jones,PF/C,3000,2019-02-27
Victor Oladipo,PG/SG,3000,2019-02-27
John Wall,PG,3000,2019-02-27
Jose Calderon,PG,3000,2019-02-27
Jason Smith,PF,3000,2019-02-27
Miles Plumlee,C,3000,2019-02-27
Courtney Lee,SG/SF,3000,2019-02-27
Jared Dudley,SF/PF,3000,2019-02-27
Kosta Koufos,C,3000,2019-02-27
Udonis Haslem,PF,3000,2019-02-27
Juan Jose Barea,PG/SG,3000,2019-02-27
Glenn Robinson III,SF/PF,3000,2019-02-27
Ekpe Udoh,C,3000,2019-02-27
Luc Mbah a Moute,SF/PF,3000,2019-02-27
Quincy Pondexter,SF,3000,2019-02-27
Dante Cunningham,SF/PF,3000,2019-02-27
R.J. Hunter,SG,3000,2019-02-27
Frank Kaminsky,PF/C,3000,2019-02-27
Cristiano Da Silva Felicio,C,3000,2019-02-27
Justin Anderson,SF,3000,2019-02-27
Sam Dekker,SF/PF,3000,2019-02-27
Nemanja Bjelica,PF,3000,2019-02-27
Kristaps Porzingis,PF/C,3000,2019-02-27
Jordan Sibert,PG/SG,3000,2019-02-27
Christian Wood,PF/C,3000,2019-02-27
Isaiah Whitehead,PG/SG,3000,2019-02-27
Yogi Ferrell,PG/SG,3000,2019-02-27
Damion Lee,SG/SF,3000,2019-02-27
Denzel Valentine,PG/SF,3000,2019-02-27
C.J. Williams,SG/SF,3000,2019-02-27
Damian Jones,C,3000,2019-02-27
Alex Poythress,SF/PF,3000,2019-02-27
Troy Williams,SF/PF,3000,2019-02-27
Alan Williams,C,3000,2019-02-27
Skal Labissiere,PF/C,3000,2019-02-27
Dejounte Murray,PG,3000,2019-02-27
Danuel House,SF/PF,3000,2019-02-27
Tyler Dorsey,PG/SG,3000,2019-02-27
Tyler Cavanaugh,PF,3000,2019-02-27
Guerschon Yabusele,PF/C,3000,2019-02-27
Semi Ojeleye,SF/PF,3000,2019-02-27
Dwayne Bacon,SG/SF,3000,2019-02-27
Ben Moore,PF,3000,2019-02-27
Alex Caruso,PG/SG,3000,2019-02-27
Dillon Brooks,SG/SF,3000,2019-02-27
Sterling Brown,SG/SF,3000,2019-02-27
Kalin Lucas,PG,3000,2019-02-27
Davon Reed,SG/SF,3000,2019-02-27
Caleb Swanigan,PF/C,3000,2019-02-27
Frank Mason III,PG/SG,3000,2019-02-27
Tony Bradley,C,3000,2019-02-27
Naz Long,PG/SG,3000,2019-02-27
Devin Robinson,SG,3000,2019-02-27
PJ Dozier,PG/SG,3000,2019-02-27
Joe Chealey,PG,3000,2019-02-27
J.P. Macura,SG,3000,2019-02-27
Anfernee Simons,PG/SG,3000,2019-02-27
Gary Trent Jr.,SG,3000,2019-02-27
Jared Terrell,PG/SG,3000,2019-02-27
Keita Bates-Diop,SF,3000,2019-02-27
Jacob Evans III,SG/SF,3000,2019-02-27
Marcus Derrickson,SF,3000,2019-02-27
Lonnie Walker IV,PG/SG,3000,2019-02-27
Duncan Robinson,SG/SF,3000,2019-02-27
Yante Maten,PF,3000,2019-02-27
Drew Eubanks,PF/C,3000,2019-02-27
Chimezie Metu,PF/C,3000,2019-02-27
Trevon Bluiett,SG/SF,3000,2019-02-27
Rawle Alkins,SG/SF,3000,2019-02-27
Isaac Bonga,PG/SF,3000,2019-02-27
Moritz Wagner,PF/C,3000,2019-02-27
Johnathan Williams,PF/C,3000,2019-02-27
Svi Mykhailiuk,PG/SF,3000,2019-02-27
Troy Brown,SG/SF,3000,2019-02-27
Chris Chiozza,PG,3000,2019-02-27
Wenyen Gabriel,SF/PF,3000,2019-02-27
Jaylen Adams,PG,3000,2019-02-27
Vincent Edwards,PG/SF,3000,2019-02-27
Emanuel Terry,PF,3000,2019-02-27
Bonzie Colson,PF/C,3000,2019-02-27
Donte DiVincenzo,PG/SF,3000,2019-02-27
Angel Delgado,C,3000,2019-02-27
Trevon Duval,PG,3000,2019-02-27
Khyri Thomas,SG,3000,2019-02-27
Theo Pinson,SG/SF,3000,2019-02-27
Dzanan Musa,SG/SF,3000,2019-02-27
Alize Johnson,PF,3000,2019-02-27
Kostas Antetokounmpo,SF/PF,3000,2019-02-27
Daryl Macon,PG/SG,3000,2019-02-27
Ryan Broekhoff,SG/SF,3000,2019-02-27
Brandon Sampson,PG/SG,3000,2019-02-27
Russell Westbrook,PG,11100,2019-02-28
James Harden,PG/SG,11000,2019-02-28
Karl-Anthony Towns,C,10500,2019-02-28
Paul George,SF/PF,10400,2019-02-28
Joel Embiid,C,10300,2019-02-28
Nikola Jokic,C,10000,2019-02-28
Nikola Vucevic,C,9300,2019-02-28
Kevin Durant,SF/PF,9200,2019-02-28
Stephen Curry,PG/SG,9100,2019-02-28
Ben Simmons,PG/SF,8400,2019-02-28
Chris Paul,PG,8300,2019-02-28
Rudy Gobert,C,8200,2019-02-28
Donovan Mitchell,PG/SG,8000,2019-02-28
DeMarcus Cousins,C,7900,2019-02-28
Tobias Harris,SF/PF,7300,2019-02-28
Jimmy Butler,SG/SF,7100,2019-02-28
Kevin Love,PF/C,6900,2019-02-28
Hassan Whiteside,C,6800,2019-02-28
Clint Capela,C,6700,2019-02-28
Paul Millsap,PF/C,6600,2019-02-28
Klay Thompson,SG,6500,2019-02-28
Aaron Gordon,SF/PF,6400,2019-02-28
Mitchell Robinson,C,6400,2019-02-28
Steven Adams,C,6300,2019-02-28
Dennis Smith Jr.,PG,6300,2019-02-28
Jamal Murray,PG/SG,6200,2019-02-28
Andrew Wiggins,SG/SF,6100,2019-02-28
Ricky Rubio,PG,6100,2019-02-28
Myles Turner,C,6000,2019-02-28
Darren Collison,PG,6000,2019-02-28
Domantas Sabonis,PF/C,6000,2019-02-28
Draymond Green,PF/C,6000,2019-02-28
Larry Nance Jr.,PF/C,6000,2019-02-28
DeAndre Jordan,C,6000,2019-02-28
Thaddeus Young,SF/PF,5900,2019-02-28
Robert Covington,SF/PF,5800,2019-02-28
Evan Fournier,SG/SF,5800,2019-02-28
Jonathan Isaac,SF/PF,5800,2019-02-28
Kenneth Faried,PF/C,5800,2019-02-28
Josh Richardson,SG/SF,5700,2019-02-28
Derrick Rose,PG/SG,5600,2019-02-28
Jeff Teague,PG,5500,2019-02-28
Bojan Bogdanovic,SG/SF,5400,2019-02-28
Tristan Thompson,C,5300,2019-02-28
Kevin Knox,SF/PF,5200,2019-02-28
Terrence Ross,SG/SF,5100,2019-02-28
Dwyane Wade,PG/SG,5100,2019-02-28
Jordan Clarkson,PG/SG,5100,2019-02-28
Will Barton,SG/SF,5000,2019-02-28
Joe Ingles,SG/SF,5000,2019-02-28
Justise Winslow,PG/SF,5000,2019-02-28
J.J. Redick,SG/SF,5000,2019-02-28
Collin Sexton,PG,5000,2019-02-28
Kelly Olynyk,PF/C,4900,2019-02-28
Dion Waiters,SG/SF,4900,2019-02-28
Jerami Grant,PF,4900,2019-02-28
Emmanuel Mudiay,PG,4900,2019-02-28
Cedi Osman,SF/PF,4900,2019-02-28
Eric Gordon,SG/SF,4800,2019-02-28
Dennis Schroder,PG/SG,4700,2019-02-28
Damyean Dotson,SG/SF,4600,2019-02-28
Wesley Matthews,SG/SF,4500,2019-02-28
Tyus Jones,PG,4500,2019-02-28
Derrick Favors,PF/C,4500,2019-02-28
D.J. Augustin,PG,4500,2019-02-28
Boban Marjanovic,C,4500,2019-02-28
Mason Plumlee,PF/C,4400,2019-02-28
Goran Dragic,PG,4400,2019-02-28
Gary Harris,SG,4300,2019-02-28
Jae Crowder,SF/PF,4200,2019-02-28
Malik Beasley,PG/SG,4200,2019-02-28
Ante Zizic,C,4200,2019-02-28
Kadeem Allen,PG/SG,4100,2019-02-28
Kyle O'Quinn,PF/C,4000,2019-02-28
Dario Saric,PF,4000,2019-02-28
P.J. Tucker,SF/PF,4000,2019-02-28
Bam Adebayo,PF/C,4000,2019-02-28
Jonah Bolden,PF/C,4000,2019-02-28
Allonzo Trier,PG/SG,4000,2019-02-28
Monte Morris,PG,3900,2019-02-28
Nerlens Noel,C,3900,2019-02-28
James Johnson,SF/PF,3800,2019-02-28
Mike Scott,SF/PF,3800,2019-02-28
Markieff Morris,SF/PF,3800,2019-02-28
Noah Vonleh,PF/C,3800,2019-02-28
Taj Gibson,PF/C,3700,2019-02-28
Isaiah Thomas,PG,3700,2019-02-28
Henry Ellenson,PF/C,3700,2019-02-28
Marquese Chriss,PF/C,3700,2019-02-28
Cory Joseph,PG/SG,3600,2019-02-28
Trey Lyles,SF/PF,3600,2019-02-28
Andre Iguodala,SG/SF,3600,2019-02-28
Jerian Grant,PG,3600,2019-02-28
Frank Ntilikina,PG/SF,3600,2019-02-28
Josh Okogie,SG/SF,3500,2019-02-28
Isaiah Briscoe,PG/SG,3500,2019-02-28
Terrance Ferguson,SG/SF,3500,2019-02-28
T.J. McConnell,PG/SG,3500,2019-02-28
Tyreke Evans,SG/SF,3400,2019-02-28
Royce O'Neale,SF,3400,2019-02-28
Dante Exum,PG/SG,3400,2019-02-28
Khem Birch,PF/C,3400,2019-02-28
Derrick Jones Jr.,SF/PF,3400,2019-02-28
Deonte Burton,PG/SG,3400,2019-02-28
Luke Kornet,PF/C,3400,2019-02-28
Mario Hezonja,SF/PF,3400,2019-02-28
Lance Thomas,SF/PF,3400,2019-02-28
Luol Deng,SF/PF,3300,2019-02-28
Gorgui Dieng,PF/C,3300,2019-02-28
Wesley Iwundu,SG/SF,3300,2019-02-28
Gerald Green,SG/SF,3300,2019-02-28
Raymond Felton,PG/SG,3300,2019-02-28
David Nwaba,SG/SF,3300,2019-02-28
Matthew Dellavedova,PG/SG,3300,2019-02-28
Aaron Holiday,PG/SG,3200,2019-02-28
Anthony Tolliver,SF/PF,3200,2019-02-28
Jerryd Bayless,PG/SG,3200,2019-02-28
Doug McDermott,SF/PF,3200,2019-02-28
Kyle Korver,SG/SF,3200,2019-02-28
Torrey Craig,SG/SF,3200,2019-02-28
Thabo Sefolosha,SF/PF,3200,2019-02-28
Raulzinho Neto,PG,3200,2019-02-28
Mohamed Bamba,C,3200,2019-02-28
Alfonzo McKinnie,SG/SF,3200,2019-02-28
Austin Rivers,PG/SG,3200,2019-02-28
Rodney McGruder,SG/SF,3200,2019-02-28
Iman Shumpert,SG/SF,3200,2019-02-28
Justin Patton,C,3200,2019-02-28
Abdel Nader,SF,3200,2019-02-28
Patrick Patterson,PF/C,3200,2019-02-28
Hamidou Diallo,SG/SF,3200,2019-02-28
Amir Johnson,PF/C,3200,2019-02-28
Edmond Sumner,SG/SF,3100,2019-02-28
TJ Leaf,SF/PF,3100,2019-02-28
