name,player_y,dt,minutes,team
Delon Wright,,2018-03-04,13.066666666666666,Team.TORONTO_RAPTORS
Harrison Barnes,,2018-03-04,30.983333333333334,Team.DALLAS_MAVERICKS
Malcolm Miller,,2018-03-04,13.566666666666666,Team.TORONTO_RAPTORS
T.J. McConnell,,2018-03-04,21.733333333333334,Team.PHILADELPHIA_76ERS
Jabari Parker,,2018-03-04,21.4,Team.MILWAUKEE_BUCKS
Frank Kaminsky,,2018-03-04,26.466666666666665,Team.CHARLOTTE_HORNETS
C.J. Miles,,2018-03-04,19.15,Team.TORONTO_RAPTORS
Taurean Waller-Prince,,2018-03-04,31.4,Team.ATLANTA_HAWKS
Bradley Beal,,2018-03-04,42.75,Team.WASHINGTON_WIZARDS
Tony Snell,,2018-03-04,21.566666666666666,Team.MILWAUKEE_BUCKS
Khris Middleton,,2018-03-04,34.93333333333333,Team.MILWAUKEE_BUCKS
Kyle Collinsworth,,2018-03-04,16.95,Team.DALLAS_MAVERICKS
Treveon Graham,,2018-03-04,6.933333333333334,Team.CHARLOTTE_HORNETS
Devin Booker,,2018-03-04,33.68333333333333,Team.PHOENIX_SUNS
Malcolm Delaney,,2018-03-04,15.066666666666666,Team.ATLANTA_HAWKS
Timothé Luwawu-Cabarrot,,2018-03-04,2.7,Team.PHILADELPHIA_76ERS
Lucas Nogueira,,2018-03-04,4.533333333333333,Team.TORONTO_RAPTORS
J.J. Redick,,2018-03-04,31.883333333333333,Team.PHILADELPHIA_76ERS
Marcin Gortat,,2018-03-04,22.1,Team.WASHINGTON_WIZARDS
Alex Len,,2018-03-04,2.433333333333333,Team.PHOENIX_SUNS
Tyson Chandler,,2018-03-04,26.233333333333334,Team.PHOENIX_SUNS
Trey Burke,,2018-03-04,26.966666666666665,Team.NEW_YORK_KNICKS
Jason Terry,,2018-03-04,26.016666666666666,Team.MILWAUKEE_BUCKS
Bruno Caboclo,,2018-03-04,8.333333333333334,Team.SACRAMENTO_KINGS
Thon Maker,,2018-03-04,4.633333333333334,Team.MILWAUKEE_BUCKS
Michael Kidd-Gilchrist,,2018-03-04,18.516666666666666,Team.CHARLOTTE_HORNETS
Serge Ibaka,,2018-03-04,30.35,Team.TORONTO_RAPTORS
Nicolas Batum,,2018-03-04,34.61666666666667,Team.CHARLOTTE_HORNETS
Jonas Valan?i?nas,,2018-03-04,29.633333333333333,Team.TORONTO_RAPTORS
Jeremy Lamb,,2018-03-04,26.2,Team.CHARLOTTE_HORNETS
Dennis Smith,,2018-03-04,31.35,Team.DALLAS_MAVERICKS
John Collins,,2018-03-04,22.416666666666668,Team.ATLANTA_HAWKS
Garrett Temple,,2018-03-04,21.3,Team.SACRAMENTO_KINGS
Kemba Walker,,2018-03-04,38.9,Team.CHARLOTTE_HORNETS
Jodie Meeks,,2018-03-04,25.9,Team.WASHINGTON_WIZARDS
Buddy Hield,,2018-03-04,26.7,Team.SACRAMENTO_KINGS
DeAndre Liggins,,2018-03-04,2.683333333333333,Team.NEW_ORLEANS_PELICANS
De'Aaron Fox,,2018-03-04,28.65,Team.SACRAMENTO_KINGS
J.J. Barea,,2018-03-04,21.966666666666665,Team.DALLAS_MAVERICKS
Cody Zeller,,2018-03-04,24.3,Team.CHARLOTTE_HORNETS
Miles Plumlee,,2018-03-04,25.583333333333332,Team.ATLANTA_HAWKS
Joel Embiid,,2018-03-04,31.216666666666665,Team.PHILADELPHIA_76ERS
Dwight Powell,,2018-03-04,23.3,Team.DALLAS_MAVERICKS
Michael Carter-Williams,,2018-03-04,18.833333333333332,Team.CHARLOTTE_HORNETS
Giannis Antetokounmpo,,2018-03-04,41.86666666666667,Team.MILWAUKEE_BUCKS
Kosta Koufos,,2018-03-04,25.7,Team.SACRAMENTO_KINGS
Vince Carter,,2018-03-04,24.116666666666667,Team.SACRAMENTO_KINGS
Josh Jackson,,2018-03-04,25.05,Team.PHOENIX_SUNS
Ben Simmons,,2018-03-04,35.1,Team.PHILADELPHIA_76ERS
Shaquille Harrison,,2018-03-04,13.2,Team.PHOENIX_SUNS
Scotty Hopson,,2018-03-04,8.383333333333333,Team.DALLAS_MAVERICKS
Jakob Pöltl,,2018-03-04,13.533333333333333,Team.TORONTO_RAPTORS
Tim Frazier,,2018-03-04,17.533333333333335,Team.WASHINGTON_WIZARDS
Dewayne Dedmon,,2018-03-04,21.766666666666666,Team.ATLANTA_HAWKS
Marco Belinelli,,2018-03-04,24.333333333333332,Team.PHILADELPHIA_76ERS
Mike Scott,,2018-03-04,22.383333333333333,Team.WASHINGTON_WIZARDS
Yogi Ferrell,,2018-03-04,23.383333333333333,Team.DALLAS_MAVERICKS
Jaylen Morris,,2018-03-04,24.533333333333335,Team.ATLANTA_HAWKS
Marvin Williams,,2018-03-04,21.616666666666667,Team.CHARLOTTE_HORNETS
Salah Mejri,,2018-03-04,6.2,Team.DALLAS_MAVERICKS
Sindarius Thornwell,,2018-03-04,23.216666666666665,Team.LOS_ANGELES_CLIPPERS
Walt Lemon,,2018-03-04,8.916666666666666,Team.NEW_ORLEANS_PELICANS
Skal Labissière,,2018-03-04,33.56666666666667,Team.SACRAMENTO_KINGS
Dirk Nowitzki,,2018-03-04,25.733333333333334,Team.DALLAS_MAVERICKS
Eric Bledsoe,,2018-03-04,40.416666666666664,Team.MILWAUKEE_BUCKS
Ian Mahinmi,,2018-03-04,23.816666666666666,Team.WASHINGTON_WIZARDS
Markieff Morris,,2018-03-04,27.7,Team.WASHINGTON_WIZARDS
Ersan ?lyasova,,2018-03-04,18.35,Team.PHILADELPHIA_76ERS
Dwight Howard,,2018-03-04,23.616666666666667,Team.CHARLOTTE_HORNETS
John Henson,,2018-03-04,21.8,Team.MILWAUKEE_BUCKS
Amir Johnson,,2018-03-04,14.95,Team.PHILADELPHIA_76ERS
Marquese Chriss,,2018-03-04,18.183333333333334,Team.PHOENIX_SUNS
Isaiah Hicks,,2018-03-04,8.833333333333334,Team.NEW_YORK_KNICKS
DeMar DeRozan,,2018-03-04,35.86666666666667,Team.TORONTO_RAPTORS
Nerlens Noel,,2018-03-04,17.783333333333335,Team.DALLAS_MAVERICKS
Mike Muscala,,2018-03-04,23.283333333333335,Team.ATLANTA_HAWKS
Norman Powell,,2018-03-04,4.083333333333333,Team.TORONTO_RAPTORS
Otto Porter,,2018-03-04,35.71666666666667,Team.WASHINGTON_WIZARDS
Bobby Portis,,2018-03-05,27.316666666666666,Team.CHICAGO_BULLS
Cameron Payne,,2018-03-05,19.516666666666666,Team.CHICAGO_BULLS
Abdel Nader,,2018-03-05,12.0,Team.BOSTON_CELTICS
CJ McCollum,,2018-03-05,38.15,Team.PORTLAND_TRAIL_BLAZERS
Jarell Eddie,,2018-03-05,2.9833333333333334,Team.CHICAGO_BULLS
Wayne Selden,,2018-03-05,14.783333333333333,Team.MEMPHIS_GRIZZLIES
John Henson,,2018-03-05,26.183333333333334,Team.MILWAUKEE_BUCKS
Luke Babbitt,,2018-03-05,25.8,Team.MIAMI_HEAT
Deyonta Davis,,2018-03-05,11.216666666666667,Team.MEMPHIS_GRIZZLIES
Jason Terry,,2018-03-05,21.2,Team.MILWAUKEE_BUCKS
Evan Fournier,,2018-03-05,32.233333333333334,Team.ORLANDO_MAGIC
Zach LaVine,,2018-03-05,27.083333333333332,Team.CHICAGO_BULLS
Bam Adebayo,,2018-03-05,4.633333333333334,Team.MIAMI_HEAT
Zach Collins,,2018-03-05,9.133333333333333,Team.PORTLAND_TRAIL_BLAZERS
Luke Kennard,,2018-03-05,4.7,Team.DETROIT_PISTONS
Bismack Biyombo,,2018-03-05,15.516666666666667,Team.ORLANDO_MAGIC
Shane Larkin,,2018-03-05,16.05,Team.BOSTON_CELTICS
Shaquille Harrison,,2018-03-05,24.466666666666665,Team.PHOENIX_SUNS
Giannis Antetokounmpo,,2018-03-05,36.983333333333334,Team.MILWAUKEE_BUCKS
Marcus Smart,,2018-03-05,26.483333333333334,Team.BOSTON_CELTICS
Jayson Tatum,,2018-03-05,19.833333333333332,Team.BOSTON_CELTICS
Nikola Vu?evi?,,2018-03-05,32.483333333333334,Team.ORLANDO_MAGIC
Shelvin Mack,,2018-03-05,20.333333333333332,Team.ORLANDO_MAGIC
Blake Griffin,,2018-03-05,29.0,Team.DETROIT_PISTONS
Damian Lillard,,2018-03-05,38.95,Team.PORTLAND_TRAIL_BLAZERS
Tony Snell,,2018-03-05,25.883333333333333,Team.MILWAUKEE_BUCKS
D.J. Augustin,,2018-03-05,28.966666666666665,Team.ORLANDO_MAGIC
Shabazz Muhammad,,2018-03-05,6.866666666666666,Team.MILWAUKEE_BUCKS
Myke Henry,,2018-03-05,27.883333333333333,Team.MEMPHIS_GRIZZLIES
Daniel Theis,,2018-03-05,17.95,Team.BOSTON_CELTICS
Lauri Markkanen,,2018-03-05,30.3,Team.CHICAGO_BULLS
Terry Rozier,,2018-03-05,31.516666666666666,Team.BOSTON_CELTICS
Noah Vonleh,,2018-03-05,16.65,Team.CHICAGO_BULLS
Ivan Rabb,,2018-03-05,14.533333333333333,Team.MEMPHIS_GRIZZLIES
George Hill,,2018-03-05,23.416666666666668,Team.CLEVELAND_CAVALIERS
Derrick Jones,,2018-03-05,4.633333333333334,Team.MIAMI_HEAT
Aron Baynes,,2018-03-05,17.666666666666668,Team.BOSTON_CELTICS
Denzel Valentine,,2018-03-05,28.6,Team.CHICAGO_BULLS
Marcus Morris,,2018-03-05,22.233333333333334,Team.BOSTON_CELTICS
Travis Wear,,2018-03-05,16.25,Team.LOS_ANGELES_LAKERS
Kris Dunn,,2018-03-05,28.483333333333334,Team.CHICAGO_BULLS
Eric Moreland,,2018-03-05,12.716666666666667,Team.DETROIT_PISTONS
Xavier Rathan-Mayes,,2018-03-05,25.533333333333335,Team.MEMPHIS_GRIZZLIES
Jonathan Isaac,,2018-03-05,17.75,Team.ORLANDO_MAGIC
Evan Turner,,2018-03-05,22.65,Team.PORTLAND_TRAIL_BLAZERS
Pat Connaughton,,2018-03-05,17.5,Team.PORTLAND_TRAIL_BLAZERS
Raul Neto,,2018-03-05,6.533333333333333,Team.UTAH_JAZZ
David Nwaba,,2018-03-05,29.683333333333334,Team.CHICAGO_BULLS
Dragan Bender,,2018-03-05,30.75,Team.PHOENIX_SUNS
Alec Peters,,2018-03-05,3.15,Team.PHOENIX_SUNS
Cristiano Felício,,2018-03-05,21.733333333333334,Team.CHICAGO_BULLS
Jusuf Nurki?,,2018-03-05,29.333333333333332,Team.PORTLAND_TRAIL_BLAZERS
Bryn Forbes,,2018-03-05,4.983333333333333,Team.SAN_ANTONIO_SPURS
Kobi Simmons,,2018-03-05,25.8,Team.MEMPHIS_GRIZZLIES
Anthony Tolliver,,2018-03-05,19.283333333333335,Team.DETROIT_PISTONS
Thon Maker,,2018-03-05,18.416666666666668,Team.MILWAUKEE_BUCKS
Shabazz Napier,,2018-03-05,26.883333333333333,Team.PORTLAND_TRAIL_BLAZERS
Tyler Ennis,,2018-03-05,6.016666666666667,Team.LOS_ANGELES_LAKERS
Elfrid Payton,,2018-03-05,24.3,Team.PHOENIX_SUNS
Jerian Grant,,2018-03-05,7.65,Team.CHICAGO_BULLS
Joffrey Lauvergne,,2018-03-05,7.083333333333333,Team.SAN_ANTONIO_SPURS
John Holland,,2018-03-05,4.7,Team.CLEVELAND_CAVALIERS
Khris Middleton,,2018-03-05,34.516666666666666,Team.MILWAUKEE_BUCKS
Greg Monroe,,2018-03-05,19.466666666666665,Team.BOSTON_CELTICS
D?vis Bert?ns,,2018-03-05,19.266666666666666,Team.SAN_ANTONIO_SPURS
Udonis Haslem,,2018-03-05,3.15,Team.MIAMI_HEAT
Ekpe Udoh,,2018-03-05,10.916666666666666,Team.UTAH_JAZZ
Al-Farouq Aminu,,2018-03-05,31.933333333333334,Team.PORTLAND_TRAIL_BLAZERS
José Calderón,,2018-03-05,15.55,Team.CLEVELAND_CAVALIERS
Jonathon Simmons,,2018-03-05,28.716666666666665,Team.ORLANDO_MAGIC
Aaron Gordon,,2018-03-05,32.666666666666664,Team.ORLANDO_MAGIC
Al Horford,,2018-03-05,22.1,Team.BOSTON_CELTICS
Rodney McGruder,,2018-03-05,23.05,Team.MIAMI_HEAT
Ed Davis,,2018-03-05,16.016666666666666,Team.PORTLAND_TRAIL_BLAZERS
Reggie Bullock,,2018-03-05,29.0,Team.DETROIT_PISTONS
Henry Ellenson,,2018-03-05,5.216666666666667,Team.DETROIT_PISTONS
Joe Young,,2018-03-05,13.633333333333333,Team.INDIANA_PACERS
Davon Reed,,2018-03-05,4.633333333333334,Team.PHOENIX_SUNS
Jabari Parker,,2018-03-05,23.8,Team.MILWAUKEE_BUCKS
Mario Hezonja,,2018-03-05,20.2,Team.ORLANDO_MAGIC
Jaylen Brown,,2018-03-05,28.166666666666668,Team.BOSTON_CELTICS
Sterling Brown,,2018-03-05,11.3,Team.MILWAUKEE_BUCKS
Dwight Buycks,,2018-03-05,13.15,Team.DETROIT_PISTONS
Meyers Leonard,,2018-03-05,9.466666666666667,Team.PORTLAND_TRAIL_BLAZERS
Kyle Lowry,,2018-03-06,22.716666666666665,Team.TORONTO_RAPTORS
Chris Paul,,2018-03-06,32.8,Team.HOUSTON_ROCKETS
Joel Embiid,,2018-03-06,28.783333333333335,Team.PHILADELPHIA_76ERS
Serge Ibaka,,2018-03-06,25.35,Team.TORONTO_RAPTORS
Klay Thompson,,2018-03-06,38.1,Team.GOLDEN_STATE_WARRIORS
Allen Crabbe,,2018-03-06,28.266666666666666,Team.BROOKLYN_NETS
Gerald Green,,2018-03-06,15.033333333333333,Team.HOUSTON_ROCKETS
Michael Kidd-Gilchrist,,2018-03-06,14.0,Team.CHARLOTTE_HORNETS
Ramon Sessions,,2018-03-06,13.433333333333334,Team.WASHINGTON_WIZARDS
Jeremy Lamb,,2018-03-06,17.966666666666665,Team.CHARLOTTE_HORNETS
Mason Plumlee,,2018-03-06,18.133333333333333,Team.DENVER_NUGGETS
Emmanuel Mudiay,,2018-03-06,25.816666666666666,Team.NEW_YORK_KNICKS
Kyle Collinsworth,,2018-03-06,13.3,Team.DALLAS_MAVERICKS
Cody Zeller,,2018-03-06,14.3,Team.CHARLOTTE_HORNETS
Emeka Okafor,,2018-03-06,21.233333333333334,Team.NEW_ORLEANS_PELICANS
Tyler Dorsey,,2018-03-06,25.0,Team.ATLANTA_HAWKS
Álex Abrines,,2018-03-06,0.2,Team.OKLAHOMA_CITY_THUNDER
D'Angelo Russell,,2018-03-06,34.1,Team.BROOKLYN_NETS
Amir Johnson,,2018-03-06,12.516666666666667,Team.PHILADELPHIA_76ERS
DeMar DeRozan,,2018-03-06,28.183333333333334,Team.TORONTO_RAPTORS
Clint Capela,,2018-03-06,27.033333333333335,Team.HOUSTON_ROCKETS
Dwight Howard,,2018-03-06,30.333333333333332,Team.CHARLOTTE_HORNETS
Norman Powell,,2018-03-06,7.033333333333333,Team.TORONTO_RAPTORS
Jamal Murray,,2018-03-06,24.083333333333332,Team.DENVER_NUGGETS
Damyean Dotson,,2018-03-06,18.3,Team.NEW_YORK_KNICKS
Dwyane Wade,,2018-03-06,28.266666666666666,Team.MIAMI_HEAT
Kyle O'Quinn,,2018-03-06,17.616666666666667,Team.NEW_YORK_KNICKS
Isaiah Hicks,,2018-03-06,3.3666666666666667,Team.NEW_YORK_KNICKS
Sindarius Thornwell,,2018-03-06,27.85,Team.LOS_ANGELES_CLIPPERS
Corey Brewer,,2018-03-06,23.116666666666667,Team.OKLAHOMA_CITY_THUNDER
Jerami Grant,,2018-03-06,20.033333333333335,Team.OKLAHOMA_CITY_THUNDER
Dwayne Bacon,,2018-03-06,5.366666666666666,Team.CHARLOTTE_HORNETS
Kevin Durant,,2018-03-06,34.6,Team.GOLDEN_STATE_WARRIORS
Paul Millsap,,2018-03-06,19.9,Team.DENVER_NUGGETS
Delon Wright,,2018-03-06,18.4,Team.TORONTO_RAPTORS
Ben Simmons,,2018-03-06,32.916666666666664,Team.PHILADELPHIA_76ERS
P.J. Tucker,,2018-03-06,26.383333333333333,Team.HOUSTON_ROCKETS
Stephen Curry,,2018-03-06,33.93333333333333,Team.GOLDEN_STATE_WARRIORS
Richaun Holmes,,2018-03-06,3.05,Team.PHILADELPHIA_76ERS
Markieff Morris,,2018-03-06,41.516666666666666,Team.WASHINGTON_WIZARDS
Rondae Hollis-Jefferson,,2018-03-06,24.816666666666666,Team.BROOKLYN_NETS
Tim Hardaway,,2018-03-06,35.03333333333333,Team.NEW_YORK_KNICKS
Kelly Olynyk,,2018-03-06,25.25,Team.MIAMI_HEAT
Carmelo Anthony,,2018-03-06,32.68333333333333,Team.OKLAHOMA_CITY_THUNDER
Andre Iguodala,,2018-03-06,25.766666666666666,Team.GOLDEN_STATE_WARRIORS
Jason Smith,,2018-03-06,3.5166666666666666,Team.WASHINGTON_WIZARDS
Draymond Green,,2018-03-06,36.63333333333333,Team.GOLDEN_STATE_WARRIORS
Jodie Meeks,,2018-03-06,10.183333333333334,Team.WASHINGTON_WIZARDS
C.J. Miles,,2018-03-06,27.033333333333335,Team.TORONTO_RAPTORS
Russell Westbrook,,2018-03-06,39.43333333333333,Team.OKLAHOMA_CITY_THUNDER
Jarrett Allen,,2018-03-06,20.15,Team.BROOKLYN_NETS
Frank Ntilikina,,2018-03-06,28.05,Team.NEW_YORK_KNICKS
Sean Kilpatrick,,2018-03-06,3.716666666666667,Team.LOS_ANGELES_CLIPPERS
James Johnson,,2018-03-06,14.366666666666667,Team.MIAMI_HEAT
Nikola Joki?,,2018-03-06,25.75,Team.DENVER_NUGGETS
Michael Beasley,,2018-03-06,25.0,Team.NEW_YORK_KNICKS
Marvin Williams,,2018-03-06,23.9,Team.CHARLOTTE_HORNETS
Malik Monk,,2018-03-06,15.616666666666667,Team.CHARLOTTE_HORNETS
Kemba Walker,,2018-03-06,34.75,Team.CHARLOTTE_HORNETS
Josh Richardson,,2018-03-06,35.06666666666667,Team.MIAMI_HEAT
Wilson Chandler,,2018-03-06,32.03333333333333,Team.DENVER_NUGGETS
Raymond Felton,,2018-03-06,10.216666666666667,Team.OKLAHOMA_CITY_THUNDER
Paul George,,2018-03-06,38.25,Team.OKLAHOMA_CITY_THUNDER
James Harden,,2018-03-06,36.1,Team.HOUSTON_ROCKETS
Trevor Ariza,,2018-03-06,32.96666666666667,Team.HOUSTON_ROCKETS
Trey Burke,,2018-03-06,20.466666666666665,Team.NEW_YORK_KNICKS
Nicolas Batum,,2018-03-06,31.433333333333334,Team.CHARLOTTE_HORNETS
Enes Kanter,,2018-03-06,27.016666666666666,Team.NEW_YORK_KNICKS
Bradley Beal,,2018-03-06,43.0,Team.WASHINGTON_WIZARDS
Kelly Oubre,,2018-03-06,27.9,Team.WASHINGTON_WIZARDS
Frank Kaminsky,,2018-03-06,20.733333333333334,Team.CHARLOTTE_HORNETS
Ian Mahinmi,,2018-03-06,4.383333333333334,Team.WASHINGTON_WIZARDS
Tobias Harris,,2018-03-06,38.46666666666667,Team.LOS_ANGELES_CLIPPERS
Shaun Livingston,,2018-03-06,14.766666666666667,Team.GOLDEN_STATE_WARRIORS
Robert Covington,,2018-03-06,30.066666666666666,Team.PHILADELPHIA_76ERS
Dario ?ari?,,2018-03-06,28.05,Team.PHILADELPHIA_76ERS
Will Barton,,2018-03-06,30.783333333333335,Team.DENVER_NUGGETS
Jordan Bell,,2018-03-06,10.3,Team.GOLDEN_STATE_WARRIORS
Otto Porter,,2018-03-06,31.65,Team.WASHINGTON_WIZARDS
Nick Young,,2018-03-06,14.083333333333334,Team.GOLDEN_STATE_WARRIORS
J.J. Redick,,2018-03-06,23.583333333333332,Team.PHILADELPHIA_76ERS
Tyler Johnson,,2018-03-06,38.233333333333334,Team.MIAMI_HEAT
Joe Harris,,2018-03-06,22.783333333333335,Team.BROOKLYN_NETS
Caris LeVert,,2018-03-06,24.7,Team.BROOKLYN_NETS
Spencer Dinwiddie,,2018-03-06,30.366666666666667,Team.BROOKLYN_NETS
DeMarre Carroll,,2018-03-06,28.083333333333332,Team.BROOKLYN_NETS
Luc Mbah a Moute,,2018-03-06,23.85,Team.HOUSTON_ROCKETS
Jakob Pöltl,,2018-03-06,20.666666666666668,Team.TORONTO_RAPTORS
Doug McDermott,,2018-03-06,27.1,Team.DALLAS_MAVERICKS
Timothé Luwawu-Cabarrot,,2018-03-06,3.05,Team.PHILADELPHIA_76ERS
Gary Harris,,2018-03-06,32.016666666666666,Team.DENVER_NUGGETS
Hassan Whiteside,,2018-03-06,21.316666666666666,Team.MIAMI_HEAT
Goran Dragi?,,2018-03-06,35.61666666666667,Team.MIAMI_HEAT
Willy Hernangómez,,2018-03-06,3.3666666666666667,Team.CHARLOTTE_HORNETS
Jaylen Morris,,2018-03-06,19.716666666666665,Team.ATLANTA_HAWKS
Justise Winslow,,2018-03-06,38.5,Team.MIAMI_HEAT
Patrick Patterson,,2018-03-06,10.566666666666666,Team.OKLAHOMA_CITY_THUNDER
Jonas Valan?i?nas,,2018-03-06,25.966666666666665,Team.TORONTO_RAPTORS
Nenê Hilário,,2018-03-06,16.983333333333334,Team.HOUSTON_ROCKETS
Luke Kornet,,2018-03-06,3.3666666666666667,Team.NEW_YORK_KNICKS
Eric Gordon,,2018-03-06,28.85,Team.HOUSTON_ROCKETS
Lucas Nogueira,,2018-03-06,1.3666666666666667,Team.TORONTO_RAPTORS
Lance Thomas,,2018-03-06,19.633333333333333,Team.NEW_YORK_KNICKS
Marcin Gortat,,2018-03-06,22.783333333333335,Team.WASHINGTON_WIZARDS
Steven Adams,,2018-03-06,38.3,Team.OKLAHOMA_CITY_THUNDER
Bojan Bogdanovi?,,2018-03-07,32.55,Team.INDIANA_PACERS
Skal Labissière,,2018-03-07,27.566666666666666,Team.SACRAMENTO_KINGS
Devin Harris,,2018-03-07,14.883333333333333,Team.DENVER_NUGGETS
Donovan Mitchell,,2018-03-07,36.11666666666667,Team.UTAH_JAZZ
Joe Young,,2018-03-07,10.483333333333333,Team.INDIANA_PACERS
Raul Neto,,2018-03-07,8.816666666666666,Team.UTAH_JAZZ
Eric Bledsoe,,2018-03-07,34.95,Team.MILWAUKEE_BUCKS
JaMychal Green,,2018-03-07,27.15,Team.MEMPHIS_GRIZZLIES
Xavier Rathan-Mayes,,2018-03-07,27.883333333333333,Team.MEMPHIS_GRIZZLIES
Kosta Koufos,,2018-03-07,20.433333333333334,Team.SACRAMENTO_KINGS
T.J. Leaf,,2018-03-07,3.45,Team.INDIANA_PACERS
Wesley Iwundu,,2018-03-07,6.266666666666667,Team.ORLANDO_MAGIC
J.R. Smith,,2018-03-07,24.716666666666665,Team.CLEVELAND_CAVALIERS
Marc Gasol,,2018-03-07,27.283333333333335,Team.MEMPHIS_GRIZZLIES
Darius Miller,,2018-03-07,28.966666666666665,Team.NEW_ORLEANS_PELICANS
Travis Wear,,2018-03-07,1.55,Team.LOS_ANGELES_LAKERS
DeAndre Liggins,,2018-03-07,8.833333333333334,Team.NEW_ORLEANS_PELICANS
Ian Clark,,2018-03-07,18.616666666666667,Team.NEW_ORLEANS_PELICANS
Myles Turner,,2018-03-07,30.033333333333335,Team.INDIANA_PACERS
Cedi Osman,,2018-03-07,11.6,Team.CLEVELAND_CAVALIERS
John Henson,,2018-03-07,19.916666666666668,Team.MILWAUKEE_BUCKS
Cory Joseph,,2018-03-07,37.81666666666667,Team.INDIANA_PACERS
Tony Bradley,,2018-03-07,1.4,Team.UTAH_JAZZ
De'Aaron Fox,,2018-03-07,5.066666666666666,Team.SACRAMENTO_KINGS
Giannis Antetokounmpo,,2018-03-07,37.733333333333334,Team.MILWAUKEE_BUCKS
Luke Kennard,,2018-03-07,30.833333333333332,Team.DETROIT_PISTONS
E'Twaun Moore,,2018-03-07,34.45,Team.NEW_ORLEANS_PELICANS
Jeff Green,,2018-03-07,16.733333333333334,Team.CLEVELAND_CAVALIERS
Cheick Diallo,,2018-03-07,12.4,Team.NEW_ORLEANS_PELICANS
Jabari Parker,,2018-03-07,25.3,Team.MILWAUKEE_BUCKS
Domantas Sabonis,,2018-03-07,18.266666666666666,Team.INDIANA_PACERS
Lance Stephenson,,2018-03-07,13.45,Team.INDIANA_PACERS
JaKarr Sampson,,2018-03-07,17.733333333333334,Team.SACRAMENTO_KINGS
Noah Vonleh,,2018-03-07,13.166666666666666,Team.CHICAGO_BULLS
Rajon Rondo,,2018-03-07,31.85,Team.NEW_ORLEANS_PELICANS
Alex Caruso,,2018-03-07,13.433333333333334,Team.LOS_ANGELES_LAKERS
Garrett Temple,,2018-03-07,19.733333333333334,Team.SACRAMENTO_KINGS
Royce O'Neale,,2018-03-07,19.566666666666666,Team.UTAH_JAZZ
Thaddeus Young,,2018-03-07,30.616666666666667,Team.INDIANA_PACERS
James Ennis,,2018-03-07,36.38333333333333,Team.DETROIT_PISTONS
Gerald Green,,2018-03-07,12.683333333333334,Team.HOUSTON_ROCKETS
Deyonta Davis,,2018-03-07,18.6,Team.MEMPHIS_GRIZZLIES
Ricky Rubio,,2018-03-07,33.13333333333333,Team.UTAH_JAZZ
Anthony Tolliver,,2018-03-07,15.3,Team.DETROIT_PISTONS
Eric Moreland,,2018-03-07,15.75,Team.DETROIT_PISTONS
Anthony Davis,,2018-03-07,23.0,Team.NEW_ORLEANS_PELICANS
Ekpe Udoh,,2018-03-07,1.4,Team.UTAH_JAZZ
Ben McLemore,,2018-03-07,37.733333333333334,Team.MEMPHIS_GRIZZLIES
Jae Crowder,,2018-03-07,28.383333333333333,Team.UTAH_JAZZ
Ish Smith,,2018-03-07,37.56666666666667,Team.DETROIT_PISTONS
Kyle Korver,,2018-03-07,20.833333333333332,Team.CLEVELAND_CAVALIERS
Derrick Favors,,2018-03-07,25.65,Team.UTAH_JAZZ
Myke Henry,,2018-03-07,18.616666666666667,Team.MEMPHIS_GRIZZLIES
Victor Oladipo,,2018-03-07,33.583333333333336,Team.INDIANA_PACERS
Zach Randolph,,2018-03-07,26.366666666666667,Team.SACRAMENTO_KINGS
Justin Holiday,,2018-03-07,17.35,Team.CHICAGO_BULLS
Alex Poythress,,2018-03-07,3.45,Team.INDIANA_PACERS
Kris Dunn,,2018-03-07,32.0,Team.CHICAGO_BULLS
Bogdan Bogdanovi?,,2018-03-07,26.5,Team.SACRAMENTO_KINGS
Nikola Miroti?,,2018-03-07,31.25,Team.NEW_ORLEANS_PELICANS
Glenn Robinson,,2018-03-07,12.666666666666666,Team.INDIANA_PACERS
Reggie Bullock,,2018-03-07,38.78333333333333,Team.DETROIT_PISTONS
Joe Ingles,,2018-03-07,34.68333333333333,Team.UTAH_JAZZ
Thomas Bryant,,2018-03-07,2.9833333333333334,Team.LOS_ANGELES_LAKERS
Andre Drummond,,2018-03-07,37.15,Team.DETROIT_PISTONS
Emeka Okafor,,2018-03-07,16.533333333333335,Team.NEW_ORLEANS_PELICANS
Lauri Markkanen,,2018-03-07,34.833333333333336,Team.CHICAGO_BULLS
Bobby Portis,,2018-03-07,29.783333333333335,Team.CHICAGO_BULLS
Buddy Hield,,2018-03-07,30.85,Team.SACRAMENTO_KINGS
Rodney Hood,,2018-03-07,30.816666666666666,Team.CLEVELAND_CAVALIERS
George Hill,,2018-03-07,30.883333333333333,Team.CLEVELAND_CAVALIERS
Cameron Payne,,2018-03-07,16.0,Team.CHICAGO_BULLS
Jason Terry,,2018-03-07,30.0,Team.MILWAUKEE_BUCKS
Cristiano Felício,,2018-03-07,18.216666666666665,Team.CHICAGO_BULLS
Denzel Valentine,,2018-03-07,21.3,Team.CHICAGO_BULLS
Zach LaVine,,2018-03-07,33.25,Team.CHICAGO_BULLS
Dillon Brooks,,2018-03-07,28.066666666666666,Team.MEMPHIS_GRIZZLIES
Jrue Holiday,,2018-03-07,34.1,Team.NEW_ORLEANS_PELICANS
