name,player_y,dt,minutes,team
Ben Simmons,,2017-10-21,33.38333333333333,Team.PHILADELPHIA_76ERS
Lucas Nogueira,,2017-10-21,16.383333333333333,Team.TORONTO_RAPTORS
Delon Wright,,2017-10-21,31.233333333333334,Team.TORONTO_RAPTORS
Dario ?ari?,,2017-10-21,23.8,Team.PHILADELPHIA_76ERS
Jakob Pöltl,,2017-10-21,16.616666666666667,Team.TORONTO_RAPTORS
Jonas Valan?i?nas,,2017-10-21,15.0,Team.TORONTO_RAPTORS
DeMar DeRozan,,2017-10-21,26.7,Team.TORONTO_RAPTORS
Timothé Luwawu-Cabarrot,,2017-10-21,10.683333333333334,Team.PHILADELPHIA_76ERS
Jerryd Bayless,,2017-10-21,26.533333333333335,Team.PHILADELPHIA_76ERS
Robert Covington,,2017-10-21,14.516666666666667,Team.PHILADELPHIA_76ERS
T.J. McConnell,,2017-10-21,18.25,Team.PHILADELPHIA_76ERS
C.J. Miles,,2017-10-21,16.883333333333333,Team.TORONTO_RAPTORS
Pascal Siakam,,2017-10-21,8.4,Team.TORONTO_RAPTORS
Fred VanVleet,,2017-10-21,17.433333333333334,Team.TORONTO_RAPTORS
Serge Ibaka,,2017-10-21,24.55,Team.TORONTO_RAPTORS
J.J. Redick,,2017-10-21,26.383333333333333,Team.PHILADELPHIA_76ERS
Amir Johnson,,2017-10-21,14.083333333333334,Team.PHILADELPHIA_76ERS
Kyle Lowry,,2017-10-21,28.1,Team.TORONTO_RAPTORS
Jahlil Okafor,,2017-10-21,22.15,Team.PHILADELPHIA_76ERS
Norman Powell,,2017-10-21,17.333333333333332,Team.TORONTO_RAPTORS
Bruno Caboclo,,2017-10-21,6.116666666666666,Team.TORONTO_RAPTORS
Markelle Fultz,,2017-10-21,24.45,Team.PHILADELPHIA_76ERS
OG Anunoby,,2017-10-21,15.25,Team.TORONTO_RAPTORS
Nik Stauskas,,2017-10-21,8.4,Team.PHILADELPHIA_76ERS
Justin Anderson,,2017-10-21,17.366666666666667,Team.PHILADELPHIA_76ERS
Jameer Nelson,,2017-10-22,24.116666666666667,Team.NEW_ORLEANS_PELICANS
Isaiah Canaan,,2017-10-25,3.95,Team.HOUSTON_ROCKETS
Josh Smith,,2017-10-28,6.933333333333334,Team.NEW_ORLEANS_PELICANS
Jason Terry,,2017-11-03,5.483333333333333,Team.MILWAUKEE_BUCKS
Jarell Martin,,2017-11-04,11.833333333333334,Team.MEMPHIS_GRIZZLIES
Mike Conley,,2017-11-04,33.1,Team.MEMPHIS_GRIZZLIES
DeAndre Jordan,,2017-11-04,34.53333333333333,Team.LOS_ANGELES_CLIPPERS
Mario Chalmers,,2017-11-04,27.016666666666666,Team.MEMPHIS_GRIZZLIES
Willie Reed,,2017-11-04,5.966666666666667,Team.LOS_ANGELES_CLIPPERS
Marc Gasol,,2017-11-04,32.15,Team.MEMPHIS_GRIZZLIES
Montrezl Harrell,,2017-11-04,3.816666666666667,Team.LOS_ANGELES_CLIPPERS
Blake Griffin,,2017-11-04,36.63333333333333,Team.LOS_ANGELES_CLIPPERS
James Ennis,,2017-11-04,30.133333333333333,Team.MEMPHIS_GRIZZLIES
Danilo Gallinari,,2017-11-04,35.53333333333333,Team.LOS_ANGELES_CLIPPERS
Lou Williams,,2017-11-04,23.383333333333333,Team.LOS_ANGELES_CLIPPERS
Brandan Wright,,2017-11-04,25.0,Team.MEMPHIS_GRIZZLIES
Austin Rivers,,2017-11-04,38.28333333333333,Team.LOS_ANGELES_CLIPPERS
Sindarius Thornwell,,2017-11-04,9.733333333333333,Team.LOS_ANGELES_CLIPPERS
Chandler Parsons,,2017-11-04,20.316666666666666,Team.MEMPHIS_GRIZZLIES
Patrick Beverley,,2017-11-04,38.05,Team.LOS_ANGELES_CLIPPERS
Dillon Brooks,,2017-11-04,29.366666666666667,Team.MEMPHIS_GRIZZLIES
Tyreke Evans,,2017-11-04,31.083333333333332,Team.MEMPHIS_GRIZZLIES
Wesley Johnson,,2017-11-04,14.066666666666666,Team.LOS_ANGELES_CLIPPERS
Tyler Cavanaugh,,2017-11-05,3.0,Team.ATLANTA_HAWKS
Antonius Cleveland,,2017-11-17,6.933333333333334,Team.DALLAS_MAVERICKS
Antonius Cleveland,,2017-11-18,3.1666666666666665,Team.DALLAS_MAVERICKS
Miles Plumlee,,2017-11-30,3.5,Team.ATLANTA_HAWKS
T.J. McConnell,,2017-12-23,20.166666666666668,Team.PHILADELPHIA_76ERS
Malcolm Miller,,2017-12-23,2.7666666666666666,Team.TORONTO_RAPTORS
Jacob Pullen,,2017-12-23,3.683333333333333,Team.PHILADELPHIA_76ERS
DeMar DeRozan,,2017-12-23,34.53333333333333,Team.TORONTO_RAPTORS
Ben Simmons,,2017-12-23,32.61666666666667,Team.PHILADELPHIA_76ERS
Joel Embiid,,2017-12-23,22.95,Team.PHILADELPHIA_76ERS
Serge Ibaka,,2017-12-23,24.566666666666666,Team.TORONTO_RAPTORS
Fred VanVleet,,2017-12-23,18.95,Team.TORONTO_RAPTORS
Timothé Luwawu-Cabarrot,,2017-12-23,27.116666666666667,Team.PHILADELPHIA_76ERS
Kyle Lowry,,2017-12-23,29.6,Team.TORONTO_RAPTORS
Trevor Booker,,2017-12-23,14.633333333333333,Team.PHILADELPHIA_76ERS
Matt Williams,,2017-12-23,3.4833333333333334,Team.MIAMI_HEAT
James Michael McAdoo,,2017-12-23,3.683333333333333,Team.PHILADELPHIA_76ERS
OG Anunoby,,2017-12-23,20.85,Team.TORONTO_RAPTORS
Jerryd Bayless,,2017-12-23,23.666666666666668,Team.PHILADELPHIA_76ERS
Jakob Pöltl,,2017-12-23,24.283333333333335,Team.TORONTO_RAPTORS
Robert Covington,,2017-12-23,36.75,Team.PHILADELPHIA_76ERS
Norman Powell,,2017-12-23,12.916666666666666,Team.TORONTO_RAPTORS
Richaun Holmes,,2017-12-23,3.683333333333333,Team.PHILADELPHIA_76ERS
Pascal Siakam,,2017-12-23,22.766666666666666,Team.TORONTO_RAPTORS
Delon Wright,,2017-12-23,25.05,Team.TORONTO_RAPTORS
Jonas Valan?i?nas,,2017-12-23,23.716666666666665,Team.TORONTO_RAPTORS
Dario ?ari?,,2017-12-23,33.1,Team.PHILADELPHIA_76ERS
Amir Johnson,,2017-12-23,17.95,Team.PHILADELPHIA_76ERS
Matt Williams,,2017-12-26,1.5166666666666666,Team.MIAMI_HEAT
Gerald Green,,2017-12-28,11.033333333333333,Team.HOUSTON_ROCKETS
Gerald Green,,2017-12-29,27.15,Team.HOUSTON_ROCKETS
Matt Williams,,2017-12-29,6.4,Team.MIAMI_HEAT
Tyrone Wallace,,2018-01-06,31.466666666666665,Team.LOS_ANGELES_CLIPPERS
DeAndre Liggins,,2018-01-10,11.05,Team.NEW_ORLEANS_PELICANS
Kyle Kuzma,,2018-01-15,28.65,Team.LOS_ANGELES_LAKERS
Nicolas Batum,,2018-01-15,33.583333333333336,Team.CHARLOTTE_HORNETS
Trey Burke,,2018-01-15,8.25,Team.NEW_YORK_KNICKS
Johnny O'Bryant,,2018-01-15,11.433333333333334,Team.CHARLOTTE_HORNETS
Luke Kennard,,2018-01-15,25.216666666666665,Team.DETROIT_PISTONS
Julius Randle,,2018-01-15,21.65,Team.LOS_ANGELES_LAKERS
Tobias Harris,,2018-01-15,25.166666666666668,Team.DETROIT_PISTONS
Kentavious Caldwell-Pope,,2018-01-15,33.03333333333333,Team.LOS_ANGELES_LAKERS
Michael Carter-Williams,,2018-01-15,12.766666666666667,Team.CHARLOTTE_HORNETS
Jeremy Lamb,,2018-01-15,18.6,Team.CHARLOTTE_HORNETS
Anthony Tolliver,,2018-01-15,25.466666666666665,Team.DETROIT_PISTONS
Georgios Papagiannis,,2018-01-15,1.3833333333333333,Team.SACRAMENTO_KINGS
Avery Bradley,,2018-01-15,35.96666666666667,Team.DETROIT_PISTONS
JaMychal Green,,2018-01-15,27.433333333333334,Team.MEMPHIS_GRIZZLIES
Dillon Brooks,,2018-01-15,26.733333333333334,Team.MEMPHIS_GRIZZLIES
Treveon Graham,,2018-01-15,11.5,Team.CHARLOTTE_HORNETS
Marvin Williams,,2018-01-15,28.716666666666665,Team.CHARLOTTE_HORNETS
Eric Moreland,,2018-01-15,11.666666666666666,Team.DETROIT_PISTONS
Josh Hart,,2018-01-15,31.75,Team.LOS_ANGELES_LAKERS
Ish Smith,,2018-01-15,34.71666666666667,Team.DETROIT_PISTONS
Dwight Buycks,,2018-01-15,13.283333333333333,Team.DETROIT_PISTONS
Tyler Ennis,,2018-01-15,17.483333333333334,Team.LOS_ANGELES_LAKERS
Corey Brewer,,2018-01-15,19.566666666666666,Team.LOS_ANGELES_LAKERS
Alex Caruso,,2018-01-15,13.416666666666666,Team.LOS_ANGELES_LAKERS
Jordan Clarkson,,2018-01-15,16.75,Team.LOS_ANGELES_LAKERS
R.J. Hunter,,2018-01-15,1.05,Team.HOUSTON_ROCKETS
Michael Kidd-Gilchrist,,2018-01-15,32.31666666666667,Team.CHARLOTTE_HORNETS
Kemba Walker,,2018-01-15,35.233333333333334,Team.CHARLOTTE_HORNETS
Reggie Bullock,,2018-01-15,34.81666666666667,Team.DETROIT_PISTONS
Frank Kaminsky,,2018-01-15,19.85,Team.CHARLOTTE_HORNETS
Mario Chalmers,,2018-01-15,19.9,Team.MEMPHIS_GRIZZLIES
Tyreke Evans,,2018-01-15,35.61666666666667,Team.MEMPHIS_GRIZZLIES
Brook Lopez,,2018-01-15,19.35,Team.LOS_ANGELES_LAKERS
Wayne Selden,,2018-01-15,13.783333333333333,Team.MEMPHIS_GRIZZLIES
Gary Payton,,2018-01-15,12.0,Team.LOS_ANGELES_LAKERS
Deyonta Davis,,2018-01-15,13.566666666666666,Team.MEMPHIS_GRIZZLIES
Dwight Howard,,2018-01-15,36.0,Team.CHARLOTTE_HORNETS
Jarell Martin,,2018-01-15,20.566666666666666,Team.MEMPHIS_GRIZZLIES
Larry Nance,,2018-01-15,26.35,Team.LOS_ANGELES_LAKERS
Andrew Harrison,,2018-01-15,26.7,Team.MEMPHIS_GRIZZLIES
Marc Gasol,,2018-01-15,34.43333333333333,Team.MEMPHIS_GRIZZLIES
Andre Drummond,,2018-01-15,33.7,Team.DETROIT_PISTONS
James Ennis,,2018-01-15,21.266666666666666,Team.MEMPHIS_GRIZZLIES
Larry Drew,,2018-01-24,9.216666666666667,Team.PHILADELPHIA_76ERS
Steven Adams,,2018-01-27,31.8,Team.OKLAHOMA_CITY_THUNDER
Patrick Patterson,,2018-01-27,16.833333333333332,Team.OKLAHOMA_CITY_THUNDER
Tobias Harris,,2018-01-27,32.35,Team.DETROIT_PISTONS
Boban Marjanovi?,,2018-01-27,14.016666666666667,Team.DETROIT_PISTONS
Josh Huestis,,2018-01-27,6.266666666666667,Team.OKLAHOMA_CITY_THUNDER
Omri Casspi,,2018-01-27,4.05,Team.GOLDEN_STATE_WARRIORS
Langston Galloway,,2018-01-27,13.05,Team.DETROIT_PISTONS
Terrance Ferguson,,2018-01-27,23.366666666666667,Team.OKLAHOMA_CITY_THUNDER
Avery Bradley,,2018-01-27,26.083333333333332,Team.DETROIT_PISTONS
Raymond Felton,,2018-01-27,13.533333333333333,Team.OKLAHOMA_CITY_THUNDER
Anthony Tolliver,,2018-01-27,19.066666666666666,Team.DETROIT_PISTONS
Ish Smith,,2018-01-27,34.95,Team.DETROIT_PISTONS
Carmelo Anthony,,2018-01-27,34.9,Team.OKLAHOMA_CITY_THUNDER
Luke Kennard,,2018-01-27,25.366666666666667,Team.DETROIT_PISTONS
Andre Roberson,,2018-01-27,22.083333333333332,Team.OKLAHOMA_CITY_THUNDER
Paul George,,2018-01-27,36.166666666666664,Team.OKLAHOMA_CITY_THUNDER
Jerami Grant,,2018-01-27,12.466666666666667,Team.OKLAHOMA_CITY_THUNDER
Reggie Bullock,,2018-01-27,33.983333333333334,Team.DETROIT_PISTONS
Álex Abrines,,2018-01-27,6.183333333333334,Team.OKLAHOMA_CITY_THUNDER
Stanley Johnson,,2018-01-27,10.566666666666666,Team.DETROIT_PISTONS
Russell Westbrook,,2018-01-27,36.4,Team.OKLAHOMA_CITY_THUNDER
Andre Drummond,,2018-01-27,30.566666666666666,Team.DETROIT_PISTONS
Josh Gray,,2018-02-02,8.883333333333333,Team.PHOENIX_SUNS
Wesley Johnson,,2018-02-03,15.083333333333334,Team.LOS_ANGELES_CLIPPERS
Paul Zipser,,2018-02-03,26.233333333333334,Team.CHICAGO_BULLS
DeAndre Jordan,,2018-02-03,29.416666666666668,Team.LOS_ANGELES_CLIPPERS
Tobias Harris,,2018-02-03,33.583333333333336,Team.LOS_ANGELES_CLIPPERS
Montrezl Harrell,,2018-02-03,18.583333333333332,Team.LOS_ANGELES_CLIPPERS
Avery Bradley,,2018-02-03,32.03333333333333,Team.LOS_ANGELES_CLIPPERS
Justin Holiday,,2018-02-03,38.483333333333334,Team.CHICAGO_BULLS
Milo? Teodosi?,,2018-02-03,23.383333333333333,Team.LOS_ANGELES_CLIPPERS
Lou Williams,,2018-02-03,33.25,Team.LOS_ANGELES_CLIPPERS
David Nwaba,,2018-02-03,12.5,Team.CHICAGO_BULLS
Zach LaVine,,2018-02-03,31.116666666666667,Team.CHICAGO_BULLS
Bobby Portis,,2018-02-03,24.866666666666667,Team.CHICAGO_BULLS
Tyrone Wallace,,2018-02-03,24.816666666666666,Team.LOS_ANGELES_CLIPPERS
Ryan Arcidiacono,,2018-02-03,6.45,Team.CHICAGO_BULLS
Robin Lopez,,2018-02-03,36.3,Team.CHICAGO_BULLS
Jerian Grant,,2018-02-03,36.6,Team.CHICAGO_BULLS
Denzel Valentine,,2018-02-03,18.85,Team.CHICAGO_BULLS
Danilo Gallinari,,2018-02-03,29.85,Team.LOS_ANGELES_CLIPPERS
Cristiano Felício,,2018-02-03,8.6,Team.CHICAGO_BULLS
DeAndre Liggins,,2018-02-05,13.5,Team.NEW_ORLEANS_PELICANS
Kyle Collinsworth,,2018-02-08,19.133333333333333,Team.DALLAS_MAVERICKS
DeMarre Carroll,,2018-02-10,36.38333333333333,Team.BROOKLYN_NETS
Allen Crabbe,,2018-02-10,44.4,Team.BROOKLYN_NETS
Cheick Diallo,,2018-02-10,12.4,Team.NEW_ORLEANS_PELICANS
Ian Clark,,2018-02-10,18.016666666666666,Team.NEW_ORLEANS_PELICANS
Rajon Rondo,,2018-02-10,41.61666666666667,Team.NEW_ORLEANS_PELICANS
Jarrett Allen,,2018-02-10,17.2,Team.BROOKLYN_NETS
Joe Harris,,2018-02-10,34.28333333333333,Team.BROOKLYN_NETS
Darius Miller,,2018-02-10,23.616666666666667,Team.NEW_ORLEANS_PELICANS
Spencer Dinwiddie,,2018-02-10,42.93333333333333,Team.BROOKLYN_NETS
DeAndre Liggins,,2018-02-10,2.75,Team.NEW_ORLEANS_PELICANS
E'Twaun Moore,,2018-02-10,43.95,Team.NEW_ORLEANS_PELICANS
Dante Cunningham,,2018-02-10,19.65,Team.BROOKLYN_NETS
D'Angelo Russell,,2018-02-10,31.583333333333332,Team.BROOKLYN_NETS
Jrue Holiday,,2018-02-10,48.88333333333333,Team.NEW_ORLEANS_PELICANS
Anthony Davis,,2018-02-10,49.766666666666666,Team.NEW_ORLEANS_PELICANS
James Webb,,2018-02-10,6.966666666666667,Team.BROOKLYN_NETS
Nikola Miroti?,,2018-02-10,49.0,Team.NEW_ORLEANS_PELICANS
Quincy Acy,,2018-02-10,39.6,Team.BROOKLYN_NETS
Nik Stauskas,,2018-02-10,11.866666666666667,Team.BROOKLYN_NETS
Jahlil Okafor,,2018-02-10,5.133333333333334,Team.BROOKLYN_NETS
OG Anunoby,,2018-02-11,11.066666666666666,Team.TORONTO_RAPTORS
Fred VanVleet,,2018-02-11,17.016666666666666,Team.TORONTO_RAPTORS
Delon Wright,,2018-02-11,20.483333333333334,Team.TORONTO_RAPTORS
Nicolas Batum,,2018-02-11,25.566666666666666,Team.CHARLOTTE_HORNETS
DeMar DeRozan,,2018-02-11,29.45,Team.TORONTO_RAPTORS
Jeremy Lamb,,2018-02-11,19.316666666666666,Team.CHARLOTTE_HORNETS
Julyan Stone,,2018-02-11,2.1166666666666667,Team.CHARLOTTE_HORNETS
Kemba Walker,,2018-02-11,30.616666666666667,Team.CHARLOTTE_HORNETS
Norman Powell,,2018-02-11,16.45,Team.TORONTO_RAPTORS
Frank Kaminsky,,2018-02-11,22.0,Team.CHARLOTTE_HORNETS
C.J. Miles,,2018-02-11,17.533333333333335,Team.TORONTO_RAPTORS
Marvin Williams,,2018-02-11,23.883333333333333,Team.CHARLOTTE_HORNETS
Kyle Lowry,,2018-02-11,27.3,Team.TORONTO_RAPTORS
Lucas Nogueira,,2018-02-11,5.933333333333334,Team.TORONTO_RAPTORS
Cody Zeller,,2018-02-11,19.216666666666665,Team.CHARLOTTE_HORNETS
Malachi Richardson,,2018-02-11,4.7,Team.TORONTO_RAPTORS
Jonas Valan?i?nas,,2018-02-11,23.883333333333333,Team.TORONTO_RAPTORS
Jakob Pöltl,,2018-02-11,18.183333333333334,Team.TORONTO_RAPTORS
Dwight Howard,,2018-02-11,28.783333333333335,Team.CHARLOTTE_HORNETS
Michael Kidd-Gilchrist,,2018-02-11,23.216666666666665,Team.CHARLOTTE_HORNETS
Malik Monk,,2018-02-11,8.333333333333334,Team.CHARLOTTE_HORNETS
Serge Ibaka,,2018-02-11,25.566666666666666,Team.TORONTO_RAPTORS
Pascal Siakam,,2018-02-11,22.433333333333334,Team.TORONTO_RAPTORS
Treveon Graham,,2018-02-11,15.716666666666667,Team.CHARLOTTE_HORNETS
Dwayne Bacon,,2018-02-11,4.133333333333334,Team.CHARLOTTE_HORNETS
Michael Carter-Williams,,2018-02-11,17.1,Team.CHARLOTTE_HORNETS
D.J. Wilson,,2018-02-15,0.6,Team.MILWAUKEE_BUCKS
Troy Williams,,2018-02-22,6.1,Team.NEW_YORK_KNICKS
Rashad Vaughn,,2018-02-22,0.4,Team.ORLANDO_MAGIC
Dario ?ari?,,2018-02-24,25.416666666666668,Team.PHILADELPHIA_76ERS
Joel Embiid,,2018-02-24,26.95,Team.PHILADELPHIA_76ERS
Marco Belinelli,,2018-02-24,27.066666666666666,Team.PHILADELPHIA_76ERS
Evan Fournier,,2018-02-24,35.36666666666667,Team.ORLANDO_MAGIC
Aaron Gordon,,2018-02-24,31.0,Team.ORLANDO_MAGIC
D.J. Augustin,,2018-02-24,22.716666666666665,Team.ORLANDO_MAGIC
Richaun Holmes,,2018-02-24,21.05,Team.PHILADELPHIA_76ERS
Timothé Luwawu-Cabarrot,,2018-02-24,5.933333333333334,Team.PHILADELPHIA_76ERS
Shelvin Mack,,2018-02-24,18.083333333333332,Team.ORLANDO_MAGIC
Jonathon Simmons,,2018-02-24,32.416666666666664,Team.ORLANDO_MAGIC
J.J. Redick,,2018-02-24,24.4,Team.PHILADELPHIA_76ERS
Trevor Booker,,2018-02-24,22.583333333333332,Team.PHILADELPHIA_76ERS
Ben Simmons,,2018-02-24,28.566666666666666,Team.PHILADELPHIA_76ERS
Arron Afflalo,,2018-02-24,13.0,Team.ORLANDO_MAGIC
T.J. McConnell,,2018-02-24,30.6,Team.PHILADELPHIA_76ERS
Robert Covington,,2018-02-24,27.433333333333334,Team.PHILADELPHIA_76ERS
Rashad Vaughn,,2018-02-24,0.55,Team.ORLANDO_MAGIC
Nikola Vu?evi?,,2018-02-24,29.6,Team.ORLANDO_MAGIC
Bismack Biyombo,,2018-02-24,14.283333333333333,Team.ORLANDO_MAGIC
Mario Hezonja,,2018-02-24,25.416666666666668,Team.ORLANDO_MAGIC
Wesley Iwundu,,2018-02-24,12.05,Team.ORLANDO_MAGIC
Khem Birch,,2018-02-24,5.516666666666667,Team.ORLANDO_MAGIC
Jeremy Lamb,,2018-02-25,21.416666666666668,Team.CHARLOTTE_HORNETS
James Ennis,,2018-02-25,19.916666666666668,Team.DETROIT_PISTONS
Luke Kennard,,2018-02-25,6.05,Team.DETROIT_PISTONS
Michael Carter-Williams,,2018-02-25,18.8,Team.CHARLOTTE_HORNETS
Blake Griffin,,2018-02-25,30.666666666666668,Team.DETROIT_PISTONS
Eric Moreland,,2018-02-25,11.166666666666666,Team.DETROIT_PISTONS
Langston Galloway,,2018-02-25,12.0,Team.DETROIT_PISTONS
Dwayne Bacon,,2018-02-25,3.316666666666667,Team.CHARLOTTE_HORNETS
Frank Kaminsky,,2018-02-25,23.433333333333334,Team.CHARLOTTE_HORNETS
Nicolas Batum,,2018-02-25,29.066666666666666,Team.CHARLOTTE_HORNETS
Cody Zeller,,2018-02-25,21.15,Team.CHARLOTTE_HORNETS
Anthony Tolliver,,2018-02-25,15.0,Team.DETROIT_PISTONS
Malik Monk,,2018-02-25,6.05,Team.CHARLOTTE_HORNETS
Andre Drummond,,2018-02-25,32.38333333333333,Team.DETROIT_PISTONS
Jameer Nelson,,2018-02-25,6.35,Team.DETROIT_PISTONS
Dwight Buycks,,2018-02-25,13.316666666666666,Team.DETROIT_PISTONS
Kemba Walker,,2018-02-25,27.733333333333334,Team.CHARLOTTE_HORNETS
Henry Ellenson,,2018-02-25,6.783333333333333,Team.DETROIT_PISTONS
Treveon Graham,,2018-02-25,17.083333333333332,Team.CHARLOTTE_HORNETS
Dwight Howard,,2018-02-25,23.383333333333333,Team.CHARLOTTE_HORNETS
Ish Smith,,2018-02-25,28.333333333333332,Team.DETROIT_PISTONS
Marvin Williams,,2018-02-25,24.566666666666666,Team.CHARLOTTE_HORNETS
Stanley Johnson,,2018-02-25,28.383333333333333,Team.DETROIT_PISTONS
Reggie Bullock,,2018-02-25,29.65,Team.DETROIT_PISTONS
Willy Hernangómez,,2018-02-25,3.466666666666667,Team.CHARLOTTE_HORNETS
Michael Kidd-Gilchrist,,2018-02-25,20.533333333333335,Team.CHARLOTTE_HORNETS
Cameron Payne,,2018-02-26,17.55,Team.CHICAGO_BULLS
Quinn Cook,,2018-02-26,12.0,Team.GOLDEN_STATE_WARRIORS
Kyle O'Quinn,,2018-02-26,21.25,Team.NEW_YORK_KNICKS
Caris LeVert,,2018-02-26,21.233333333333334,Team.BROOKLYN_NETS
Jakob Pöltl,,2018-02-26,22.1,Team.TORONTO_RAPTORS
Joe Ingles,,2018-02-26,32.233333333333334,Team.UTAH_JAZZ
Spencer Dinwiddie,,2018-02-26,28.8,Team.BROOKLYN_NETS
Emmanuel Mudiay,,2018-02-26,30.533333333333335,Team.NEW_YORK_KNICKS
Josh Huestis,,2018-02-26,21.25,Team.OKLAHOMA_CITY_THUNDER
Malcolm Miller,,2018-02-26,8.9,Team.TORONTO_RAPTORS
C.J. Miles,,2018-02-26,15.05,Team.TORONTO_RAPTORS
Domantas Sabonis,,2018-02-26,16.216666666666665,Team.INDIANA_PACERS
Bruno Caboclo,,2018-02-26,18.516666666666666,Team.SACRAMENTO_KINGS
Bismack Biyombo,,2018-02-26,15.2,Team.ORLANDO_MAGIC
Gerald Green,,2018-02-26,16.183333333333334,Team.HOUSTON_ROCKETS
Joe Johnson,,2018-02-26,29.7,Team.HOUSTON_ROCKETS
Steven Adams,,2018-02-26,34.166666666666664,Team.OKLAHOMA_CITY_THUNDER
Norman Powell,,2018-02-26,8.7,Team.TORONTO_RAPTORS
Jamal Crawford,,2018-02-26,24.083333333333332,Team.MINNESOTA_TIMBERWOLVES
Lucas Nogueira,,2018-02-26,3.9,Team.TORONTO_RAPTORS
J.J. Barea,,2018-02-26,26.083333333333332,Team.DALLAS_MAVERICKS
Ish Smith,,2018-02-26,25.583333333333332,Team.DETROIT_PISTONS
Jarrett Allen,,2018-02-26,23.283333333333335,Team.BROOKLYN_NETS
Kyle Lowry,,2018-02-26,24.533333333333335,Team.TORONTO_RAPTORS
Lance Thomas,,2018-02-26,17.333333333333332,Team.NEW_YORK_KNICKS
Andrew Harrison,,2018-02-26,32.983333333333334,Team.MEMPHIS_GRIZZLIES
Ben McLemore,,2018-02-26,13.433333333333334,Team.MEMPHIS_GRIZZLIES
Brook Lopez,,2018-02-26,21.5,Team.LOS_ANGELES_LAKERS
Josh Hart,,2018-02-26,27.15,Team.LOS_ANGELES_LAKERS
Mike Muscala,,2018-02-26,23.733333333333334,Team.ATLANTA_HAWKS
Terrance Ferguson,,2018-02-26,13.2,Team.OKLAHOMA_CITY_THUNDER
Nikola Miroti?,,2018-02-26,24.933333333333334,Team.NEW_ORLEANS_PELICANS
Bojan Bogdanovi?,,2018-02-26,35.88333333333333,Team.INDIANA_PACERS
Justin Jackson,,2018-02-26,35.63333333333333,Team.SACRAMENTO_KINGS
Shaquille Harrison,,2018-02-26,1.5833333333333333,Team.PHOENIX_SUNS
Nemanja Bjelica,,2018-02-26,33.81666666666667,Team.MINNESOTA_TIMBERWOLVES
Kosta Koufos,,2018-02-26,19.766666666666666,Team.SACRAMENTO_KINGS
David Nwaba,,2018-02-26,31.083333333333332,Team.CHICAGO_BULLS
Glenn Robinson,,2018-02-26,21.066666666666666,Team.INDIANA_PACERS
Brandon Ingram,,2018-02-26,28.683333333333334,Team.LOS_ANGELES_LAKERS
Taj Gibson,,2018-02-26,34.5,Team.MINNESOTA_TIMBERWOLVES
Noah Vonleh,,2018-02-26,14.85,Team.CHICAGO_BULLS
Denzel Valentine,,2018-02-26,29.633333333333333,Team.CHICAGO_BULLS
Myke Henry,,2018-02-26,15.733333333333333,Team.MEMPHIS_GRIZZLIES
DeMar DeRozan,,2018-02-26,29.233333333333334,Team.TORONTO_RAPTORS
Cory Joseph,,2018-02-26,36.55,Team.INDIANA_PACERS
Tyler Ennis,,2018-02-26,5.0,Team.LOS_ANGELES_LAKERS
Enes Kanter,,2018-02-26,17.2,Team.NEW_YORK_KNICKS
Doug McDermott,,2018-02-26,16.35,Team.DALLAS_MAVERICKS
Alec Burks,,2018-02-26,11.716666666666667,Team.UTAH_JAZZ
Walt Lemon,,2018-02-26,4.816666666666666,Team.NEW_ORLEANS_PELICANS
OG Anunoby,,2018-02-26,18.116666666666667,Team.TORONTO_RAPTORS
Jonas Valan?i?nas,,2018-02-26,22.0,Team.TORONTO_RAPTORS
Paul George,,2018-02-26,36.6,Team.OKLAHOMA_CITY_THUNDER
Dewayne Dedmon,,2018-02-26,25.316666666666666,Team.ATLANTA_HAWKS
Mario Hezonja,,2018-02-26,15.366666666666667,Team.ORLANDO_MAGIC
Michael Beasley,,2018-02-26,25.7,Team.NEW_YORK_KNICKS
Kyle Kuzma,,2018-02-26,28.266666666666666,Team.LOS_ANGELES_LAKERS
Delon Wright,,2018-02-26,20.666666666666668,Team.TORONTO_RAPTORS
Raymond Felton,,2018-02-26,12.583333333333334,Team.OKLAHOMA_CITY_THUNDER
Russell Westbrook,,2018-02-26,35.416666666666664,Team.OKLAHOMA_CITY_THUNDER
Trey Burke,,2018-02-26,24.95,Team.NEW_YORK_KNICKS
Kris Dunn,,2018-02-26,30.45,Team.CHICAGO_BULLS
Isaiah Hicks,,2018-02-26,11.933333333333334,Team.NEW_YORK_KNICKS
Carmelo Anthony,,2018-02-26,32.05,Team.OKLAHOMA_CITY_THUNDER
Jonas Jerebko,,2018-02-26,17.266666666666666,Team.UTAH_JAZZ
Álex Abrines,,2018-02-26,21.483333333333334,Team.OKLAHOMA_CITY_THUNDER
Ivica Zubac,,2018-02-26,16.616666666666667,Team.LOS_ANGELES_LAKERS
Blake Griffin,,2018-02-26,32.9,Team.DETROIT_PISTONS
Luke Kennard,,2018-02-26,15.85,Team.DETROIT_PISTONS
DeMarre Carroll,,2018-02-26,26.766666666666666,Team.BROOKLYN_NETS
Tim Hardaway,,2018-02-26,28.633333333333333,Team.NEW_YORK_KNICKS
Donovan Mitchell,,2018-02-26,36.68333333333333,Team.UTAH_JAZZ
Dwight Powell,,2018-02-26,32.63333333333333,Team.DALLAS_MAVERICKS
