player,pos,salary,date,slug
A.J. Hammons,C,3000,2017-12-09,
Nicolas Brussino,SG,3000,2017-12-09,brussni01
C.J. Williams,SG,3000,2017-12-09,willicj01
Gary Payton II,SG,3000,2017-12-09,paytoga02
Chinanu Onuaku,PF/C,3000,2017-12-09,onuakch01
Brice Johnson,PF/C,3000,2017-12-09,johnsbr02
Troy Williams,SG,3000,2017-12-09,willitr02
Wade Baldwin,PG/SG,3000,2017-12-09,baldwwa01
Rodney McGruder,SG/SF,3000,2017-12-09,mcgruro01
Okaro White,SF/PF,3000,2017-12-09,whiteok01
Ron Baker,PG/SG,3000,2017-12-09,bakerro01
Jake Layman,SF/PF,3000,2017-12-09,laymaja01
Ryan Arcidiacono,PG,3000,2017-12-09,arcidry01
Davis Bertans,SF/PF,3000,2017-12-09,bertada01
Joel Bolomboy,PF,3000,2017-12-09,bolomjo01
Marcus Paige,PG,3000,2017-12-09,paigema01
Danuel House,PG/SG,3000,2017-12-09,houseda01
Sheldon McClellan,SG,3000,2017-12-09,
Wayne Selden,PG/SG,3000,2017-12-09,seldewa01
Tyler Dorsey,PG/SG,3000,2017-12-09,dorsety01
Yakuba Ouattara,SG,3000,2017-12-09,
Mangok Mathiang,PF/C,3000,2017-12-09,mathima01
Isaiah Hicks,PF,3000,2017-12-09,hicksis01
Cedi Osman,SG/SF,3000,2017-12-09,osmande01
Zhou Qi,PF/C,3000,2017-12-09,qizh01
Jawun Evans,PG,3000,2017-12-09,evansja01
Thomas Bryant,PF/C,3000,2017-12-09,bryanth01
Alex Caruso,PG/SG,3000,2017-12-09,carusal01
Josh Hart,PG/SG,3000,2017-12-09,hartjo01
Vander Blue,PG/SG,3000,2017-12-09,blueva01
Kobi Simmons,SG,3000,2017-12-09,simmoko01
Ivan Rabb,PF/C,3000,2017-12-09,rabbiv01
Matt Williams,SG,3000,2017-12-09,willima05
Derrick Walton Jr.,PG/SG,3000,2017-12-09,waltode01
Sterling Brown,SG,3000,2017-12-09,brownst02
D.J. Wilson,PF/C,3000,2017-12-09,wilsodj01
Jamel Artis,SG/SF,3000,2017-12-09,artisja01
Luke Kornet,PF,3000,2017-12-09,kornelu01
Terrance Ferguson,SG/SF,3000,2017-12-09,fergute01
Khem Birch,PF/C,3000,2017-12-09,birchkh01
Wesley Iwundu,SG/SF,3000,2017-12-09,iwundwe01
Jacob Pullen,PG,3000,2017-12-09,pulleja01
Furkan Korkmaz,SG/SF,3000,2017-12-09,korkmfu01
Davon Reed,SG/SF,3000,2017-12-09,reedda01
Alec Peters,PF,3000,2017-12-09,peteral01
Zach Collins,PF/C,3000,2017-12-09,colliza01
London Perrantes,PG,3000,2017-12-09,perralo01
Derrick White,PG/SG,3000,2017-12-09,whitede01
Royce O'Neale,SF,3000,2017-12-09,onealro01
Tony Bradley,C,3000,2017-12-09,bradlto01
Eric Griffin,SF/PF,3000,2017-12-09,
Michael Young,PF,3000,2017-12-09,
Devin Robinson,SG,3000,2017-12-09,robinde01
PJ Dozier,PG/SG,3000,2017-12-09,doziepj01
Daniel Hamilton,SF,3000,2017-12-09,hamilda02
Jacob Wiley,PG,3000,2017-12-09,wileyja01
DeMarcus Cousins,PF/C,11300,2017-12-10,couside01
Anthony Davis,PF/C,10300,2017-12-10,davisan02
Ben Simmons,PG/SF,10100,2017-12-10,simmobe01
Joel Embiid,C,9900,2017-12-10,embiijo01
Andre Drummond,C,9100,2017-12-10,drumman01
Victor Oladipo,PG/SG,9000,2017-12-10,oladivi01
Kyrie Irving,PG,8800,2017-12-10,irvinky01
Karl-Anthony Towns,C,8700,2017-12-10,townska01
Kyle Lowry,PG,8600,2017-12-10,lowryky01
DeMar DeRozan,SG/SF,8400,2017-12-10,derozde01
Nikola Jokic,C,8400,2017-12-10,jokicni01
Kristaps Porzingis,PF/C,8400,2017-12-10,porzikr01
Dennis Schroder,PG,7900,2017-12-10,schrode01
Jimmy Butler,SG,7800,2017-12-10,butleji01
Al Horford,PF/C,7500,2017-12-10,horfoal01
Will Barton,SG/SF,7200,2017-12-10,bartowi01
Jrue Holiday,PG/SG,6900,2017-12-10,holidjr01
Gary Harris,SG,6900,2017-12-10,harriga01
Zach Randolph,PF/C,6800,2017-12-10,randoza01
Paul Millsap,PF/C,6600,2017-12-10,millspa01
Harrison Barnes,SF/PF,6600,2017-12-10,barneha02
Jeff Teague,PG,6500,2017-12-10,teaguje01
Enes Kanter,PF/C,6400,2017-12-10,kanteen01
Tim Hardaway Jr.,SG/SF,6300,2017-12-10,hardati02
Andrew Wiggins,SF/PF,6300,2017-12-10,wiggian01
Myles Turner,C,6300,2017-12-10,turnemy01
Tobias Harris,SF/PF,6200,2017-12-10,harrito02
Robert Covington,SF/PF,6200,2017-12-10,covinro01
Thaddeus Young,SF/PF,6100,2017-12-10,youngth01
Taj Gibson,PF/C,6100,2017-12-10,gibsota01
Rajon Rondo,PG,6000,2017-12-10,rondora01
Reggie Jackson,PG,6000,2017-12-10,jacksre01
Darren Collison,PG,5900,2017-12-10,collida01
Jayson Tatum,SF/PF,5900,2017-12-10,tatumja01
Courtney Lee,SG/SF,5800,2017-12-10,leeco01
Jamal Murray,PG/SG,5800,2017-12-10,murraja01
Serge Ibaka,PF/C,5700,2017-12-10,ibakase01
Jaylen Brown,SG/SF,5600,2017-12-10,brownja02
John Collins,PF/C,5500,2017-12-10,collijo01
Buddy Hield,SG/SF,5400,2017-12-10,hieldbu01
Dennis Smith Jr.,PG/SG,5400,2017-12-10,smithde03
Avery Bradley,PG/SG,5300,2017-12-10,bradlav01
Kent Bazemore,SG/SF,5300,2017-12-10,bazemke01
J.J. Redick,SG/SF,5300,2017-12-10,redicjj01
Willie Cauley-Stein,PF/C,5300,2017-12-10,caulewi01
Domantas Sabonis,PF/C,5300,2017-12-10,sabondo01
Dewayne Dedmon,C,5200,2017-12-10,dedmode01
Kenneth Faried,PF/C,5200,2017-12-10,farieke01
Juan Jose Barea,PG/SG,5200,2017-12-10,bareajo01
Taurean Prince,SG/SF,5200,2017-12-10,princta02
Marcus Smart,SG/SF,5100,2017-12-10,smartma01
Dario Saric,PF/C,5100,2017-12-10,saricda01
Bojan Bogdanovic,SG/SF,4900,2017-12-10,bogdabo02
Ersan Ilyasova,SF/PF,4800,2017-12-10,ilyaser01
De'Aaron Fox,PG,4800,2017-12-10,foxde01
Dirk Nowitzki,PF/C,4700,2017-12-10,nowitdi01
Marcus Morris,SF/PF,4700,2017-12-10,morrima03
E'Twaun Moore,SG/SF,4600,2017-12-10,mooreet01
Jonas Valanciunas,C,4500,2017-12-10,valanjo01
Jarrett Jack,PG,4500,2017-12-10,jackja01
Mason Plumlee,PF/C,4500,2017-12-10,plumlma01
Wesley Matthews,SG/SF,4400,2017-12-10,matthwe02
Emmanuel Mudiay,PG,4400,2017-12-10,mudiaem01
Wilson Chandler,SF/PF,4300,2017-12-10,chandwi01
T.J. McConnell,PG,4300,2017-12-10,mccontj01
Trevor Booker,PF/C,4200,2017-12-10,booketr01
Lance Stephenson,SG/SF,4200,2017-12-10,stephla01
Marco Belinelli,SG,4100,2017-12-10,belinma01
Michael Beasley,SF/PF,4100,2017-12-10,beaslmi01
Terry Rozier,PG/SG,4100,2017-12-10,roziete01
Seth Curry,PG/SG,4100,2017-12-10,curryse01
Trey Lyles,SF/PF,4100,2017-12-10,lylestr01
George Hill,PG/SG,4000,2017-12-10,hillge01
Kyle O'Quinn,PF/C,3900,2017-12-10,oquinky01
Pascal Siakam,PF,3900,2017-12-10,siakapa01
Frank Mason III,PG/SG,3900,2017-12-10,masonfr01
Darius Miller,SF,3800,2017-12-10,milleda01
Ishmael Smith,PG,3800,2017-12-10,smithis01
Dwight Powell,PF/C,3800,2017-12-10,poweldw01
Gorgui Dieng,PF/C,3800,2017-12-10,dienggo01
Glenn Robinson III,SG/SF,3800,2017-12-10,robingl02
Garrett Temple,PG/SG,3800,2017-12-10,templga01
Norman Powell,SG/SF,3800,2017-12-10,powelno01
Yogi Ferrell,PG/SG,3800,2017-12-10,ferreyo01
Fred VanVleet,PG,3800,2017-12-10,vanvlfr01
Tyler Cavanaugh,PF,3800,2017-12-10,cavanty01
Markelle Fultz,PG/SG,3800,2017-12-10,fultzma01
Bogdan Bogdanovic,SG/SF,3800,2017-12-10,bogdabo01
Cory Joseph,PG,3700,2017-12-10,josepco01
Luke Babbitt,SF/PF,3700,2017-12-10,babbilu01
C.J. Miles,SG/SF,3700,2017-12-10,milescj01
JaKarr Sampson,SF/PF,3700,2017-12-10,sampsja02
Stanley Johnson,SG/SF,3700,2017-12-10,johnsst04
DeAndre Bembry,SG/SF,3700,2017-12-10,bembrde01
Devin Harris,PG/SG,3600,2017-12-10,harride01
Aron Baynes,C,3600,2017-12-10,baynear01
Miles Plumlee,C,3600,2017-12-10,plumlmi01
Tyus Jones,PG/SG,3600,2017-12-10,jonesty01
Richaun Holmes,PF/C,3600,2017-12-10,holmeri01
Malcolm Delaney,PG/SG,3600,2017-12-10,delanma01
Malik Beasley,SG,3600,2017-12-10,beaslma01
Jakob Poeltl,PF/C,3600,2017-12-10,poeltja01
Daniel Theis,PF/C,3600,2017-12-10,theisda01
Jerryd Bayless,PG/SG,3500,2017-12-10,bayleje01
Amir Johnson,PF/C,3500,2017-12-10,johnsam01
Anthony Tolliver,SF/PF,3500,2017-12-10,tollian01
Shabazz Muhammad,SG/SF,3500,2017-12-10,muhamsh01
Doug McDermott,SF/PF,3500,2017-12-10,mcderdo01
Jamal Crawford,SG,3500,2017-12-10,crawfja01
Mike Muscala,C,3500,2017-12-10,muscami01
Dante Cunningham,SF/PF,3500,2017-12-10,cunnida01
Nemanja Bjelica,SF/PF,3500,2017-12-10,bjeline01
Delon Wright,PG/SG,3500,2017-12-10,wrighde01
Juan Hernangomez,SF/PF,3500,2017-12-10,hernaju01
Guillermo Hernangomez,PF/C,3500,2017-12-10,hernawi01
Frank Ntilikina,PG/SG,3500,2017-12-10,ntilila01
OG Anunoby,SF/PF,3500,2017-12-10,anunoog01
Jameer Nelson,PG/SG,3400,2017-12-10,nelsoja01
Al Jefferson,PF/C,3400,2017-12-10,jeffeal01
Lucas Nogueira,C,3400,2017-12-10,noguelu01
Skal Labissiere,PF/C,3400,2017-12-10,labissk01
Maxi Kleber,PF,3400,2017-12-10,klebima01
Damyean Dotson,SG/SF,3400,2017-12-10,dotsoda01
Joakim Noah,C,3300,2017-12-10,noahjo01
Kosta Koufos,C,3300,2017-12-10,koufoko01
Isaiah Taylor,PG,3300,2017-12-10,taylois01
Justin Jackson,SG/SF,3300,2017-12-10,jacksju01
Ian Clark,PG/SG,3200,2017-12-10,clarkia01
Lance Thomas,SF/PF,3200,2017-12-10,thomala01
Shane Larkin,PG,3200,2017-12-10,larkish01
Timothe Luwawu-Cabarrot,SG/SF,3200,2017-12-10,luwawti01
Semi Ojeleye,SG/SF,3200,2017-12-10,ojelese01
Luke Kennard,SG,3200,2017-12-10,kennalu01
Ramon Sessions,PG,3100,2017-12-10,sessira01
Tony Allen,SG/SF,3100,2017-12-10,allento01
Langston Galloway,PG/SG,3100,2017-12-10,gallola01
Salah Mejri,C,3100,2017-12-10,mejrisa01
Richard Jefferson,SF/PF,3000,2017-12-10,jefferi01
Omer Asik,C,3000,2017-12-10,asikom01
Alexis Ajinca,C,3000,2017-12-10,
Jeff Withey,C,3000,2017-12-10,witheje01
Gordon Hayward,SG/SF,3000,2017-12-10,haywago01
Vince Carter,SG/SF,3000,2017-12-10,cartevi01
Nerlens Noel,PF,3000,2017-12-10,noelne01
Jon Leuer,PF/C,3000,2017-12-10,leuerjo01
Cole Aldrich,C,3000,2017-12-10,aldrico01
Darrell Arthur,PF,3000,2017-12-10,arthuda01
Aaron Brooks,PG/SG,3000,2017-12-10,brookaa01
Reggie Bullock,SG/SF,3000,2017-12-10,bullore01
Solomon Hill,SF/PF,3000,2017-12-10,hillso01
Josh McRoberts,PF/C,3000,2017-12-10,mcrobjo01
Bruno Caboclo,SF,3000,2017-12-10,cabocbr01
Eric Moreland,PF/C,3000,2017-12-10,moreler01
Lorenzo Brown,PG,3000,2017-12-10,brownlo01
James McAdoo,PF,3000,2017-12-10,mcadoja01
Dwight Buyks,PG,3000,2017-12-10,buyckdw01
Malcolm Miller,PF,3000,2017-12-10,millema01
Damien Wilkins,SG/SF,3000,2017-12-10,wilkida02
Jack Cooley,PF,3000,2017-12-10,cooleja01
Justin Anderson,SG/SF,3000,2017-12-10,anderju01
Joseph Young,PG/SG,3000,2017-12-10,youngjo01
Anthony Brown,SG/SF,3000,2017-12-10,brownan02
Luis Montero,SF,3000,2017-12-10,montelu01
Boban Marjanovic,C,3000,2017-12-10,marjabo01
Josh Magette,PG,3000,2017-12-10,magetjo01
Jalen Jones,SF,3000,2017-12-10,jonesja04
Marcus Georges-Hunt,SG/SF,3000,2017-12-10,georgma01
Dorian Finney-Smith,SF,3000,2017-12-10,finnedo01
Henry Ellenson,PF/C,3000,2017-12-10,ellenhe01
Alex Poythress,SF,3000,2017-12-10,poythal01
Cheick Diallo,PF,3000,2017-12-10,diallch01
Ron Baker,PG/SG,3000,2017-12-10,bakerro01
Georgios Papagiannis,C,3000,2017-12-10,papagge01
Malachi Richardson,SG/SF,3000,2017-12-10,richama01
Tyler Dorsey,PG/SG,3000,2017-12-10,dorsety01
Guerschon Yabusele,PF/C,3000,2017-12-10,yabusgu01
Abdel Nader,PF,3000,2017-12-10,naderab01
Jabari Bird,SG,3000,2017-12-10,birdja01
Kadeem Allen,SG,3000,2017-12-10,allenka01
Isaiah Hicks,PF,3000,2017-12-10,hicksis01
Johnathan Motley,PF/C,3000,2017-12-10,motlejo01
Monte Morris,PG,3000,2017-12-10,morrimo01
Torrey Craig,SG/SF,3000,2017-12-10,craigto01
Tyler Lydon,PF,3000,2017-12-10,lydonty01
Antonius Cleveland,SG,3000,2017-12-10,clevean01
Edmond Sumner,PG,3000,2017-12-10,sumneed01
Ike Anigbogu,PF/C,3000,2017-12-10,anigbik01
Justin Patton,C,3000,2017-12-10,pattoju01
Frank Jackson,PG,3000,2017-12-10,jacksfr01
Charles Cooke,SG,3000,2017-12-10,cookech01
Luke Kornet,PF,3000,2017-12-10,kornelu01
Jacob Pullen,PG,3000,2017-12-10,pulleja01
Furkan Korkmaz,SG/SF,3000,2017-12-10,korkmfu01
Harry Giles,PF/C,3000,2017-12-10,gilesha01
Alfonzo McKinnie,PF,3000,2017-12-10,mckinal01
TJ Leaf,SF/PF,3000,2017-12-10,leaftj01
James Harden,PG/SG,11600,2017-12-11,hardeja01
Russell Westbrook,PG,11000,2017-12-11,westbru01
Kevin Durant,SF/PF,10900,2017-12-11,duranke01
DeMarcus Cousins,PF/C,10700,2017-12-11,couside01
Anthony Davis,PF/C,10000,2017-12-11,davisan02
Stephen Curry,PG/SG,9300,2017-12-11,curryst01
Damian Lillard,PG,9200,2017-12-11,lillada01
Kyrie Irving,PG,8500,2017-12-11,irvinky01
Kyle Lowry,PG,8300,2017-12-11,lowryky01
DeMar DeRozan,SG/SF,8200,2017-12-11,derozde01
Chris Paul,PG/SG,8100,2017-12-11,paulch01
Paul George,SF,8000,2017-12-11,georgpa01
Marc Gasol,C,7800,2017-12-11,gasolma01
Blake Griffin,PF/C,7800,2017-12-11,griffbl01
Kemba Walker,PG,7700,2017-12-11,walkeke02
Louis Williams,PG/SG,7600,2017-12-11,willilo02
Dwight Howard,C,7500,2017-12-11,howardw01
Draymond Green,PF/C,7400,2017-12-11,greendr01
Hassan Whiteside,C,7400,2017-12-11,whiteha01
Al Horford,PF/C,7300,2017-12-11,horfoal01
DeAndre Jordan,C,7300,2017-12-11,jordade01
Tyreke Evans,SG/SF,7200,2017-12-11,evansty01
Klay Thompson,SG,7100,2017-12-11,thompkl01
Jusuf Nurkic,C,6900,2017-12-11,nurkiju01
C.J. McCollum,PG/SG,6800,2017-12-11,mccolcj01
Carmelo Anthony,SF/PF,6700,2017-12-11,anthoca01
Jrue Holiday,PG/SG,6600,2017-12-11,holidjr01
Clint Capela,C,6500,2017-12-11,capelca01
Mike Conley,PG,6300,2017-12-11,conlemi01
Austin Rivers,PG/SG,6200,2017-12-11,riverau01
Goran Dragic,PG,6200,2017-12-11,dragigo01
Nicolas Batum,SG/SF,6100,2017-12-11,batumni01
Kris Dunn,PG/SG,6100,2017-12-11,dunnkr01
Jayson Tatum,SF/PF,6000,2017-12-11,tatumja01
Steven Adams,C,5900,2017-12-11,adamsst01
Rajon Rondo,PG,5800,2017-12-11,rondora01
Jaylen Brown,SG/SF,5700,2017-12-11,brownja02
Serge Ibaka,PF/C,5600,2017-12-11,ibakase01
Kelly Olynyk,PF/C,5500,2017-12-11,olynyke01
James Johnson,SF/PF,5400,2017-12-11,johnsja01
Dion Waiters,SG/SF,5400,2017-12-11,waitedi01
Danilo Gallinari,SF/PF,5300,2017-12-11,gallida01
Lauri Markkanen,PF,5200,2017-12-11,markkla01
Justin Holiday,SG/SF,5100,2017-12-11,holidju01
Marcus Smart,SG/SF,5000,2017-12-11,smartma01
Jeremy Lamb,SG/SF,5000,2017-12-11,lambje01
Robin Lopez,C,4900,2017-12-11,lopezro01
Nikola Mirotic,PF/C,4800,2017-12-11,mirotni01
Denzel Valentine,SG/SF,4800,2017-12-11,valende01
Eric Gordon,SG,4700,2017-12-11,gordoer01
Trevor Ariza,SG/SF,4700,2017-12-11,arizatr01
Marvin Williams,SF/PF,4700,2017-12-11,willima02
Zach LaVine,PG/SG,4700,2017-12-11,lavinza01
Ryan Anderson,PF/C,4600,2017-12-11,anderry01
Al-Farouq Aminu,SF/PF,4600,2017-12-11,aminual01
Marcus Morris,SF/PF,4600,2017-12-11,morrima03
Josh Richardson,SG/SF,4600,2017-12-11,richajo01
E'Twaun Moore,SG/SF,4500,2017-12-11,mooreet01
Tyler Johnson,PG/SG,4500,2017-12-11,johnsty01
JaMychal Green,SF/PF,4500,2017-12-11,greenja01
Jonas Valanciunas,C,4400,2017-12-11,valanjo01
Andre Iguodala,SG/SF,4400,2017-12-11,iguodan01
Bobby Portis,PF,4400,2017-12-11,portibo01
Mario Chalmers,PG,4300,2017-12-11,chalmma01
Wesley Johnson,SG/SF,4200,2017-12-11,johnswe01
Ed Davis,PF/C,4200,2017-12-11,davised01
Jerian Grant,PG/SG,4200,2017-12-11,grantje02
Michael Kidd-Gilchrist,SF,4100,2017-12-11,kiddgmi01
Terry Rozier,PG/SG,4100,2017-12-11,roziete01
Frank Kaminsky,PF/C,4000,2017-12-11,kaminfr01
Justise Winslow,SF/PF,4000,2017-12-11,winslju01
Noah Vonleh,PF/C,3900,2017-12-11,vonleno01
Fred VanVleet,PG,3900,2017-12-11,vanvlfr01
Dillon Brooks,SG/SF,3900,2017-12-11,brookdi01
Chandler Parsons,SF/PF,3800,2017-12-11,parsoch01
Evan Turner,SG/SF,3800,2017-12-11,turneev01
Andre Roberson,SG/SF,3800,2017-12-11,roberan03
Cody Zeller,C,3800,2017-12-11,zelleco01
Meyers Leonard,PF/C,3800,2017-12-11,leoname01
Shaun Livingston,PG/SG,3800,2017-12-11,livinsh01
Pascal Siakam,PF,3800,2017-12-11,siakapa01
David Nwaba,PG/SG,3800,2017-12-11,nwabada01
Daniel Theis,PF/C,3800,2017-12-11,theisda01
Milos Teodosic,PG/SG,3800,2017-12-11,teodomi01
Bam Adebayo,PF/C,3800,2017-12-11,adebaba01
Darius Miller,SF,3700,2017-12-11,milleda01
Aron Baynes,C,3700,2017-12-11,baynear01
Wayne Ellington,SG/SF,3700,2017-12-11,ellinwa01
P.J. Tucker,SF/PF,3700,2017-12-11,tuckepj01
Jerami Grant,SF/PF,3700,2017-12-11,grantje01
Montrezl Harrell,PF/C,3700,2017-12-11,harremo01
Norman Powell,SG/SF,3700,2017-12-11,powelno01
Jakob Poeltl,PF/C,3700,2017-12-11,poeltja01
Malik Monk,PG/SG,3700,2017-12-11,monkma01
C.J. Miles,SG/SF,3600,2017-12-11,milescj01
David West,PF/C,3600,2017-12-11,westda01
Michael Carter-Williams,PG,3600,2017-12-11,cartemi01
Pat Connaughton,SG/SF,3600,2017-12-11,connapa01
Jordan Bell,PF/C,3600,2017-12-11,belljo01
James Ennis,SG/SF,3500,2017-12-11,ennisja01
Shabazz Napier,PG/SG,3500,2017-12-11,napiesh01
Dante Cunningham,SF/PF,3500,2017-12-11,cunnida01
Delon Wright,PG/SG,3500,2017-12-11,wrighde01
Andrew Harrison,PG/SG,3500,2017-12-11,harrian01
Semi Ojeleye,SG/SF,3500,2017-12-11,ojelese01
OG Anunoby,SF/PF,3500,2017-12-11,anunoog01
Jameer Nelson,PG/SG,3400,2017-12-11,nelsoja01
Maurice Harkless,SF/PF,3400,2017-12-11,harklma01
Nick Young,SG,3400,2017-12-11,youngni01
Ben McLemore,SG/SF,3400,2017-12-11,mclembe01
Patrick Patterson,PF/C,3400,2017-12-11,pattepa01
Nene Hilario,C,3400,2017-12-11,hilarne01
Luc Mbah a Moute,SF/PF,3400,2017-12-11,mbahalu01
Lucas Nogueira,C,3400,2017-12-11,noguelu01
Quinn Cook,PG,3400,2017-12-11,cookqu01
Sam Dekker,SF/PF,3400,2017-12-11,dekkesa01
Paul Zipser,SG/SF,3400,2017-12-11,zipsepa01
Patrick McCaw,PG/SF,3400,2017-12-11,mccawpa01
Caleb Swanigan,PF,3400,2017-12-11,swanica01
Omri Casspi,SF/PF,3300,2017-12-11,casspom01
Zaza Pachulia,C,3300,2017-12-11,pachuza01
Jarell Martin,PF/C,3300,2017-12-11,martija01
Dwayne Bacon,SG/SF,3300,2017-12-11,bacondw01
Brandan Wright,PF/C,3200,2017-12-11,wrighbr03
Raymond Felton,PG/SG,3200,2017-12-11,feltora01
Ian Clark,PG/SG,3200,2017-12-11,clarkia01
Shane Larkin,PG,3200,2017-12-11,larkish01
Jamil Wilson,SF/PF,3200,2017-12-11,wilsoja02
Deyonta Davis,PF/C,3200,2017-12-11,davisde01
Alex Abrines,SG/SF,3200,2017-12-11,abrinal01
Tony Allen,SG/SF,3100,2017-12-11,allento01
Tarik Black,PF/C,3100,2017-12-11,blackta01
Bobby Brown,PG,3100,2017-12-11,brownbo02
Antonio Blakeney,PG,3100,2017-12-11,blakean01
Sindarius Thornwell,SG,3100,2017-12-11,thornsi01
Dakari Johnson,C,3100,2017-12-11,johnsda04
Patrick Beverley,PG/SG,3000,2017-12-11,beverpa01
Omer Asik,C,3000,2017-12-11,asikom01
Alexis Ajinca,C,3000,2017-12-11,
Gordon Hayward,SG/SF,3000,2017-12-11,haywago01
Kyle Singler,SG/SF,3000,2017-12-11,singlky01
Nick Collison,PF/C,3000,2017-12-11,collini01
Udonis Haslem,PF/C,3000,2017-12-11,hasleud01
JaVale McGee,C,3000,2017-12-11,mcgeeja01
C.J. Wilcox,SG/SF,3000,2017-12-11,
Quincy Pondexter,SG/SF,3000,2017-12-11,pondequ01
Solomon Hill,SF/PF,3000,2017-12-11,hillso01
Bruno Caboclo,SF,3000,2017-12-11,cabocbr01
Johnny O'Bryant,PF/C,3000,2017-12-11,obryajo01
Lorenzo Brown,PG,3000,2017-12-11,brownlo01
Willie Reed,C,3000,2017-12-11,reedwi02
Jordan Mickey,PF/C,3000,2017-12-11,mickejo01
Malcolm Miller,PF,3000,2017-12-11,millema01
Cristiano Da Silva Felicio,PF/C,3000,2017-12-11,feliccr01
Kevon Looney,SF/PF,3000,2017-12-11,looneke01
Julyan Stone,PG/SG,3000,2017-12-11,stoneju01
Josh Huestis,SF/PF,3000,2017-12-11,huestjo01
Cameron Payne,PG/SG,3000,2017-12-11,payneca01
Treveon Graham,SG/SF,3000,2017-12-11,grahatr01
Briante Weber,PG,3000,2017-12-11,weberbr01
Demetrius Jackson,PG,3000,2017-12-11,jacksde01
Jalen Jones,SF,3000,2017-12-11,jonesja04
Vince Hunter,PF,3000,2017-12-11,huntevi01
Kay Felder,PG,3000,2017-12-11,feldeka01
A.J. Hammons,C,3000,2017-12-11,
C.J. Williams,SG,3000,2017-12-11,willicj01
Damian Jones,C,3000,2017-12-11,jonesda03
Chinanu Onuaku,PF/C,3000,2017-12-11,onuakch01
Brice Johnson,PF/C,3000,2017-12-11,johnsbr02
Troy Williams,SG,3000,2017-12-11,willitr02
Wade Baldwin,PG/SG,3000,2017-12-11,baldwwa01
Rodney McGruder,SG/SF,3000,2017-12-11,mcgruro01
Okaro White,SF/PF,3000,2017-12-11,whiteok01
Cheick Diallo,PF,3000,2017-12-11,diallch01
Jake Layman,SF/PF,3000,2017-12-11,laymaja01
Ryan Arcidiacono,PG,3000,2017-12-11,arcidry01
Marcus Paige,PG,3000,2017-12-11,paigema01
Wayne Selden,PG/SG,3000,2017-12-11,seldewa01
Guerschon Yabusele,PF/C,3000,2017-12-11,yabusgu01
Abdel Nader,PF,3000,2017-12-11,naderab01
Jabari Bird,SG,3000,2017-12-11,birdja01
Kadeem Allen,SG,3000,2017-12-11,allenka01
Mangok Mathiang,PF/C,3000,2017-12-11,mathima01
Chris Boucher,PF,3000,2017-12-11,bouchch01
Zhou Qi,PF/C,3000,2017-12-11,qizh01
Jawun Evans,PG,3000,2017-12-11,evansja01
Kobi Simmons,SG,3000,2017-12-11,simmoko01
Ivan Rabb,PF/C,3000,2017-12-11,rabbiv01
Matt Williams,SG,3000,2017-12-11,willima05
Derrick Walton Jr.,PG/SG,3000,2017-12-11,waltode01
Frank Jackson,PG,3000,2017-12-11,jacksfr01
Charles Cooke,SG,3000,2017-12-11,cookech01
Terrance Ferguson,SG/SF,3000,2017-12-11,fergute01
Zach Collins,PF/C,3000,2017-12-11,colliza01
Alfonzo McKinnie,PF,3000,2017-12-11,mckinal01
PJ Dozier,PG/SG,3000,2017-12-11,doziepj01
Daniel Hamilton,SF,3000,2017-12-11,hamilda02
LeBron James,SF/PF,11800,2017-12-12,jamesle01
Joel Embiid,C,10100,2017-12-12,embiijo01
Ben Simmons,PG/SF,9800,2017-12-12,simmobe01
Andre Drummond,C,9400,2017-12-12,drumman01
Karl-Anthony Towns,C,8700,2017-12-12,townska01
Bradley Beal,SG,8600,2017-12-12,bealbr01
Kristaps Porzingis,PF/C,8500,2017-12-12,porzikr01
Nikola Jokic,C,8400,2017-12-12,jokicni01
LaMarcus Aldridge,PF/C,8300,2017-12-12,aldrila01
John Wall,PG,8200,2017-12-12,walljo01
Kevin Love,PF/C,8200,2017-12-12,loveke01
Jimmy Butler,SG,8000,2017-12-12,butleji01
Devin Booker,SG/SF,7800,2017-12-12,bookede01
Dennis Schroder,PG,7600,2017-12-12,schrode01
Will Barton,SG/SF,7400,2017-12-12,bartowi01
Kawhi Leonard,SF/PF,7300,2017-12-12,leonaka01
Otto Porter,SF/PF,7200,2017-12-12,porteot01
Zach Randolph,PF/C,7100,2017-12-12,randoza01
T.J. Warren,SF/PF,6900,2017-12-12,warretj01
D'Angelo Russell,PG/SG,6800,2017-12-12,russeda01
Gary Harris,SG,6700,2017-12-12,harriga01
Brandon Ingram,SG/SF,6700,2017-12-12,ingrabr01
Tobias Harris,SF/PF,6600,2017-12-12,harrito02
Paul Millsap,PF/C,6600,2017-12-12,millspa01
Lonzo Ball,PG,6600,2017-12-12,balllo01
Isaiah Thomas,PG,6500,2017-12-12,thomais02
Jeff Teague,PG,6500,2017-12-12,teaguje01
Enes Kanter,PF/C,6400,2017-12-12,kanteen01
Harrison Barnes,SF/PF,6300,2017-12-12,barneha02
Tim Hardaway Jr.,SG/SF,6300,2017-12-12,hardati02
Robert Covington,SF/PF,6200,2017-12-12,covinro01
Spencer Dinwiddie,PG/SG,6100,2017-12-12,dinwisp01
Taj Gibson,PF/C,6000,2017-12-12,gibsota01
Andrew Wiggins,SF/PF,6000,2017-12-12,wiggian01
Reggie Jackson,PG,5900,2017-12-12,jacksre01
