player,pos,salary,date
Dwayne Bacon,SG/SF,3000,2018-01-02
Mangok Mathiang,PF/C,3000,2018-01-02
Isaiah Hicks,PF/C,3000,2018-01-02
Cedi Osman,SG/SF,3000,2018-01-02
Ante Zizic,PF/C,3000,2018-01-02
Ivan Rabb,PF/C,3000,2018-01-02
Luke Kornet,PF,3000,2018-01-02
Davon Reed,SG/SF,3000,2018-01-02
Alec Peters,PF,3000,2018-01-02
Caleb Swanigan,PF,3000,2018-01-02
Justin Jackson,SG/SF,3000,2018-01-02
Harry Giles,PF/C,3000,2018-01-02
London Perrantes,PG,3000,2018-01-02
Derrick White,PG,3000,2018-01-02
Russell Westbrook,PG,11700,2018-01-03
James Harden,PG/SG,11500,2018-01-03
LeBron James,SF/PF,11300,2018-01-03
Giannis Antetokounmpo,SF/PF,10600,2018-01-03
DeMarcus Cousins,PF/C,10500,2018-01-03
Anthony Davis,PF/C,9900,2018-01-03
Kevin Durant,SF/PF,9700,2018-01-03
Chris Paul,PG/SG,9600,2018-01-03
Joel Embiid,C,9600,2018-01-03
Karl-Anthony Towns,C,9400,2018-01-03
Andre Drummond,C,9100,2018-01-03
Victor Oladipo,PG/SG,9000,2018-01-03
Nikola Jokic,C,9000,2018-01-03
Stephen Curry,PG/SG,8900,2018-01-03
Ben Simmons,PG/SF,8800,2018-01-03
John Wall,PG,8700,2018-01-03
Jimmy Butler,SG,8600,2018-01-03
Kyrie Irving,PG,8500,2018-01-03
Devin Booker,SG/SF,8400,2018-01-03
DeMar DeRozan,SG/SF,8300,2018-01-03
Kristaps Porzingis,PF/C,8200,2018-01-03
Kevin Love,PF/C,8000,2018-01-03
Aaron Gordon,SF/PF,7800,2018-01-03
Nikola Vucevic,C,7700,2018-01-03
Bradley Beal,SG,7700,2018-01-03
LaMarcus Aldridge,PF/C,7600,2018-01-03
Paul George,SF,7600,2018-01-03
Kyle Lowry,PG,7500,2018-01-03
Clint Capela,C,7400,2018-01-03
Draymond Green,PF/C,7300,2018-01-03
Donovan Mitchell,PG/SG,7300,2018-01-03
Eric Bledsoe,PG/SG,7200,2018-01-03
Al Horford,PF/C,7100,2018-01-03
Khris Middleton,SG/SF,7000,2018-01-03
Elfrid Payton,PG,6900,2018-01-03
Myles Turner,C,6900,2018-01-03
Kris Dunn,PG/SG,6900,2018-01-03
Eric Gordon,SG,6800,2018-01-03
Jrue Holiday,PG/SG,6800,2018-01-03
Pau Gasol,PF/C,6800,2018-01-03
D'Angelo Russell,PG/SG,6800,2018-01-03
Dario Saric,PF/C,6800,2018-01-03
Kawhi Leonard,SF/PF,6700,2018-01-03
Paul Millsap,PF/C,6700,2018-01-03
Jamal Murray,PG/SG,6700,2018-01-03
Lonzo Ball,PG,6700,2018-01-03
Kyle Kuzma,SF/PF,6700,2018-01-03
Klay Thompson,SG,6600,2018-01-03
Rudy Gobert,C,6600,2018-01-03
Otto Porter,SF/PF,6600,2018-01-03
Hassan Whiteside,C,6600,2018-01-03
Jordan Clarkson,PG/SG,6500,2018-01-03
Will Barton,SG/SF,6500,2018-01-03
Lance Stephenson,SG/SF,6500,2018-01-03
Nikola Mirotic,PF/C,6500,2018-01-03
Rondae Hollis-Jefferson,SF/PF,6500,2018-01-03
Tobias Harris,SF/PF,6400,2018-01-03
Harrison Barnes,SF/PF,6400,2018-01-03
T.J. Warren,SF/PF,6400,2018-01-03
Brandon Ingram,SG/SF,6400,2018-01-03
Carmelo Anthony,SF/PF,6300,2018-01-03
Darren Collison,PG,6300,2018-01-03
Steven Adams,C,6300,2018-01-03
Gary Harris,SG,6300,2018-01-03
Josh Richardson,SG/SF,6300,2018-01-03
Rajon Rondo,PG,6200,2018-01-03
Enes Kanter,PF/C,6200,2018-01-03
Goran Dragic,PG,6100,2018-01-03
Andrew Wiggins,SG/SF,6100,2018-01-03
Spencer Dinwiddie,PG/SG,6100,2018-01-03
Evan Fournier,SG/SF,6000,2018-01-03
Jeff Teague,PG,6000,2018-01-03
Derrick Favors,PF/C,6000,2018-01-03
Taj Gibson,PF/C,6000,2018-01-03
James Johnson,SF/PF,6000,2018-01-03
Trevor Ariza,SG/SF,5900,2018-01-03
Ishmael Smith,PG,5900,2018-01-03
Isaiah Thomas,PG,5900,2018-01-03
Kelly Olynyk,PF/C,5900,2018-01-03
Tim Hardaway Jr.,SG/SF,5900,2018-01-03
Dion Waiters,SG/SF,5900,2018-01-03
Caris LeVert,SG/SF,5800,2018-01-03
Julius Randle,PF/C,5700,2018-01-03
Robert Covington,SF/PF,5700,2018-01-03
Jayson Tatum,SF/PF,5700,2018-01-03
Lauri Markkanen,PF,5700,2018-01-03
Bismack Biyombo,PF/C,5600,2018-01-03
Tyler Johnson,PG/SG,5600,2018-01-03
Dennis Smith Jr.,PG/SG,5600,2018-01-03
Rodney Hood,SG/SF,5500,2018-01-03
Jonathon Simmons,SG/SF,5500,2018-01-03
J.J. Redick,SG/SF,5400,2018-01-03
Tyus Jones,PG/SG,5400,2018-01-03
Kyle Anderson,PG/SF,5300,2018-01-03
Ricky Rubio,PG,5300,2018-01-03
Serge Ibaka,PF/C,5300,2018-01-03
Reggie Jackson,PG,5300,2018-01-03
Jaylen Brown,SG/SF,5300,2018-01-03
Thaddeus Young,SF/PF,5200,2018-01-03
Courtney Lee,SG/SF,5200,2018-01-03
Dirk Nowitzki,PF/C,5100,2018-01-03
Kentavious Caldwell-Pope,SG,5100,2018-01-03
Juan Jose Barea,PG/SG,5100,2018-01-03
Trey Lyles,SF/PF,5100,2018-01-03
Domantas Sabonis,PF/C,5100,2018-01-03
Jabari Parker,SF/PF,5000,2018-01-03
Marcus Smart,SG/SF,5000,2018-01-03
Justin Holiday,SG/SF,5000,2018-01-03
Jonas Valanciunas,C,4900,2018-01-03
DeMarre Carroll,SF/PF,4900,2018-01-03
Danny Green,SG/SF,4800,2018-01-03
John Henson,C,4800,2018-01-03
Michael Beasley,SF/PF,4800,2018-01-03
Richaun Holmes,PF/C,4800,2018-01-03
Malcolm Brogdon,PG/SG,4800,2018-01-03
Tony Parker,PG,4700,2018-01-03
Wayne Ellington,SG/SF,4700,2018-01-03
Dwyane Wade,PG/SG,4700,2018-01-03
Markieff Morris,SF/PF,4700,2018-01-03
Wilson Chandler,SF/PF,4700,2018-01-03
Avery Bradley,PG/SG,4700,2018-01-03
Marcin Gortat,C,4700,2018-01-03
Robin Lopez,C,4700,2018-01-03
Zach LaVine,PG/SG,4700,2018-01-03
Joe Ingles,SG/SF,4700,2018-01-03
E'Twaun Moore,SG/SF,4700,2018-01-03
Terry Rozier,PG/SG,4700,2018-01-03
Dejounte Murray,PG,4700,2018-01-03
Ryan Anderson,PF/C,4600,2018-01-03
Rudy Gay,SF/PF,4600,2018-01-03
Bojan Bogdanovic,SG/SF,4600,2018-01-03
Alex Len,PF/C,4600,2018-01-03
Brook Lopez,C,4600,2018-01-03
Bobby Portis,PF/C,4600,2018-01-03
Kelly Oubre Jr.,SG/SF,4600,2018-01-03
Denzel Valentine,PG/SF,4600,2018-01-03
Marquese Chriss,PF/C,4600,2018-01-03
Jordan Bell,PF/C,4600,2018-01-03
Josh Hart,PG/SG,4600,2018-01-03
Patrick Mills,PG,4500,2018-01-03
Greg Monroe,PF/C,4500,2018-01-03
Wesley Matthews,SG/SF,4500,2018-01-03
Tyson Chandler,C,4400,2018-01-03
Marcus Morris,SF/PF,4400,2018-01-03
Mason Plumlee,PF/C,4400,2018-01-03
Reggie Bullock,SG/SF,4400,2018-01-03
Allen Crabbe,SG/SF,4400,2018-01-03
Larry Nance Jr.,SF/PF,4400,2018-01-03
Jerian Grant,PG/SG,4400,2018-01-03
T.J. McConnell,PG,4400,2018-01-03
Manu Ginobili,SG/SF,4300,2018-01-03
Jarrett Jack,PG,4300,2018-01-03
Bam Adebayo,PF/C,4300,2018-01-03
Frank Ntilikina,PG/SG,4300,2018-01-03
Alec Burks,PG/SG,4200,2018-01-03
Trevor Booker,PF/C,4200,2018-01-03
Yogi Ferrell,PG/SG,4200,2018-01-03
Isaiah Canaan,PG/SG,4100,2018-01-03
Gerald Green,SG/SF,4100,2018-01-03
Amir Johnson,PF/C,4100,2018-01-03
Mario Hezonja,SG,4100,2018-01-03
Brandon Paul,SG,4100,2018-01-03
Bryn Forbes,PG/SG,4100,2018-01-03
Jakob Poeltl,PF/C,4100,2018-01-03
Cory Joseph,PG,4000,2018-01-03
Mike Scott,PF,4000,2018-01-03
Seth Curry,PG/SG,4000,2018-01-03
Davis Bertans,SF/PF,4000,2018-01-03
Jae Crowder,SF/PF,3900,2018-01-03
Thabo Sefolosha,SG/SF,3900,2018-01-03
Andre Iguodala,SG/SF,3900,2018-01-03
Andre Roberson,SG/SF,3900,2018-01-03
Joe Harris,SG/SF,3900,2018-01-03
Stanley Johnson,SG/SF,3900,2018-01-03
Justise Winslow,SF/PF,3900,2018-01-03
Raymond Felton,PG/SG,3800,2018-01-03
Jeff Green,SF/PF,3800,2018-01-03
Tristan Thompson,PF/C,3800,2018-01-03
Nene Hilario,C,3800,2018-01-03
P.J. Tucker,SF/PF,3800,2018-01-03
Tyler Ennis,PG/SG,3800,2018-01-03
Marreese Speights,PF/C,3800,2018-01-03
Emmanuel Mudiay,PG,3800,2018-01-03
Pascal Siakam,PF,3800,2018-01-03
David Nwaba,SG/SF,3800,2018-01-03
Luke Kennard,SG,3800,2018-01-03
Markelle Fultz,PG/SG,3800,2018-01-03
Josh Jackson,SG/SF,3800,2018-01-03
Channing Frye,PF/C,3700,2018-01-03
Jerryd Bayless,PG/SG,3700,2018-01-03
J.R. Smith,SG/SF,3700,2018-01-03
Anthony Tolliver,SF/PF,3700,2018-01-03
C.J. Miles,SG/SF,3700,2018-01-03
Omri Casspi,SF/PF,3700,2018-01-03
Jamal Crawford,SG,3700,2018-01-03
Jerami Grant,SF/PF,3700,2018-01-03
Kyle O'Quinn,PF/C,3700,2018-01-03
Jordan Mickey,PF/C,3700,2018-01-03
Delon Wright,PG/SG,3700,2018-01-03
Tyler Ulis,PG,3700,2018-01-03
Tomas Satoransky,PG/SG,3700,2018-01-03
Troy Daniels,SG,3600,2018-01-03
Aron Baynes,C,3600,2018-01-03
D.J. Augustin,PG/SG,3600,2018-01-03
Joe Johnson,SG/SF,3600,2018-01-03
Kenneth Faried,PF/C,3600,2018-01-03
Jose Calderon,PG,3600,2018-01-03
Tony Snell,SG/SF,3600,2018-01-03
Gorgui Dieng,PF/C,3600,2018-01-03
Glenn Robinson III,SG/SF,3600,2018-01-03
Adreian Payne,PF,3600,2018-01-03
Langston Galloway,PG/SG,3600,2018-01-03
Tim Frazier,PG,3600,2018-01-03
Daniel Theis,PF/C,3600,2018-01-03
Kyle Korver,SG/SF,3500,2018-01-03
Terrence Ross,SG/SF,3500,2018-01-03
Jonas Jerebko,SF/PF,3500,2018-01-03
Doug McDermott,SF/PF,3500,2018-01-03
Matthew Dellavedova,PG/SG,3500,2018-01-03
Ekpe Udoh,PF/C,3500,2018-01-03
Shaun Livingston,PG/SG,3500,2018-01-03
Tarik Black,PF/C,3500,2018-01-03
Joffrey Lauvergne,PF/C,3500,2018-01-03
Patrick McCaw,PG/SF,3500,2018-01-03
Fred VanVleet,PG,3500,2018-01-03
Jarrett Allen,PF/C,3500,2018-01-03
Maxi Kleber,PF,3500,2018-01-03
Torrey Craig,SG/SF,3500,2018-01-03
OG Anunoby,SF/PF,3500,2018-01-03
Devin Harris,PG/SG,3400,2018-01-03
Derrick Rose,PG,3400,2018-01-03
Arron Afflalo,SG/SF,3400,2018-01-03
Zaza Pachulia,C,3400,2018-01-03
Tyler Zeller,C,3400,2018-01-03
Nik Stauskas,PG/SG,3400,2018-01-03
Shabazz Muhammad,SG/SF,3400,2018-01-03
David West,PF/C,3400,2018-01-03
Norman Powell,SG/SF,3400,2018-01-03
Raulzinho Neto,PG,3400,2018-01-03
Guillermo Hernangomez,PF/C,3400,2018-01-03
Dragan Bender,SF/PF,3400,2018-01-03
Darius Miller,SF,3300,2018-01-03
Corey Brewer,SG/SF,3300,2018-01-03
Iman Shumpert,PG/SG,3300,2018-01-03
Quincy Acy,PF/C,3300,2018-01-03
Ian Mahinmi,C,3300,2018-01-03
Dwight Powell,PF/C,3300,2018-01-03
Shane Larkin,PG,3300,2018-01-03
Lucas Nogueira,PF,3300,2018-01-03
Jahlil Okafor,C,3300,2018-01-03
Juan Hernangomez,SF/PF,3300,2018-01-03
Alex Abrines,SG/SF,3300,2018-01-03
Timothe Luwawu-Cabarrot,SG/SF,3300,2018-01-03
Nick Young,SG,3200,2018-01-03
Lance Thomas,SF/PF,3200,2018-01-03
Al Jefferson,PF/C,3200,2018-01-03
Luc Mbah a Moute,SF/PF,3200,2018-01-03
Dante Cunningham,SF/PF,3200,2018-01-03
Kevon Looney,SF/PF,3200,2018-01-03
Joseph Young,PG/SG,3200,2018-01-03
Isaiah Whitehead,PG/SG,3200,2018-01-03
Paul Zipser,SG/SF,3200,2018-01-03
Malik Beasley,SG,3200,2018-01-03
Ron Baker,PG/SG,3200,2018-01-03
Semi Ojeleye,SG/SF,3200,2018-01-03
Jonathan Isaac,SF/PF,3200,2018-01-03
Mirza Teletovic,SF/PF,3100,2018-01-03
Tony Allen,SG/SF,3100,2018-01-03
Patrick Patterson,PF/C,3100,2018-01-03
JaVale McGee,C,3100,2018-01-03
Jodie Meeks,SG,3100,2018-01-03
Damyean Dotson,SG/SF,3100,2018-01-03
Jameer Nelson,PG/SG,3000,2018-01-03
Jeremy Lin,PG/SG,3000,2018-01-03
Richard Jefferson,SF/PF,3000,2018-01-03
Omer Asik,C,3000,2018-01-03
Alexis Ajinca,C,3000,2018-01-03
Jason Terry,PG/SG,3000,2018-01-03
Luol Deng,SF/PF,3000,2018-01-03
Brandon Knight,PG/SG,3000,2018-01-03
Gordon Hayward,SG/SF,3000,2018-01-03
Joakim Noah,C,3000,2018-01-03
Ramon Sessions,PG,3000,2018-01-03
Kyle Singler,SG/SF,3000,2018-01-03
Jason Smith,PF/C,3000,2018-01-03
Timofey Mozgov,C,3000,2018-01-03
Nerlens Noel,PF,3000,2018-01-03
Andrew Bogut,C,3000,2018-01-03
Jared Dudley,PF,3000,2018-01-03
Jon Leuer,PF/C,3000,2018-01-03
Nick Collison,PF/C,3000,2018-01-03
Udonis Haslem,PF/C,3000,2018-01-03
Dante Exum,PG/SG,3000,2018-01-03
Ian Clark,PG/SG,3000,2018-01-03
