player,pos,salary,date
Rudy Gay,SF/PF,4500,2018-02-07
Marquese Chriss,PF/C,4500,2018-02-07
Tyson Chandler,C,4500,2018-02-07
E'Twaun Moore,SG/SF,4500,2018-02-07
Caris LeVert,SG/SF,4400,2018-02-07
Tyler Ulis,PG,4400,2018-02-07
Dragan Bender,PF/C,4400,2018-02-07
Dillon Brooks,SG/SF,4400,2018-02-07
Anthony Tolliver,SF/PF,4300,2018-02-07
Tristan Thompson,PF/C,4300,2018-02-07
Wayne Selden,PG/SG,4300,2018-02-07
Wayne Ellington,SG/SF,4300,2018-02-07
Alex Len,C,4200,2018-02-07
Jarell Martin,PF/C,4200,2018-02-07
Joe Harris,SG/SF,4100,2018-02-07
Troy Daniels,SG,4100,2018-02-07
Justise Winslow,SG/SF,4100,2018-02-07
Manu Ginobili,SG/SF,4000,2018-02-07
Tyus Jones,PG/SG,4000,2018-02-07
Channing Frye,PF/C,4000,2018-02-07
Mario Chalmers,PG,4000,2018-02-07
Luc Mbah a Moute,SF/PF,4000,2018-02-07
Tony Parker,PG,3900,2018-02-07
Jae Crowder,SF/PF,3900,2018-02-07
Alec Burks,PG/SG,3900,2018-02-07
P.J. Tucker,SF/PF,3900,2018-02-07
Darius Miller,SF/PF,3900,2018-02-07
Patrick Mills,PG,3800,2018-02-07
J.R. Smith,SG/SF,3800,2018-02-07
Ekpe Udoh,C,3800,2018-02-07
Joe Johnson,SF/PF,3800,2018-02-07
Bryn Forbes,PG/SG,3700,2018-02-07
Davis Bertans,SF/PF,3700,2018-02-07
Jamal Crawford,SG,3700,2018-02-07
Jeff Green,SF/PF,3700,2018-02-07
Nemanja Bjelica,SF/PF,3700,2018-02-07
Royce O'Neale,SF,3700,2018-02-07
Chandler Parsons,SF/PF,3700,2018-02-07
Ian Clark,PG/SG,3700,2018-02-07
Luke Kennard,SG/SF,3600,2018-02-07
Quincy Acy,PF/C,3600,2018-02-07
James Ennis,SG/SF,3600,2018-02-07
Dante Cunningham,SF/PF,3600,2018-02-07
Jahlil Okafor,C,3500,2018-02-07
Jared Dudley,SF/PF,3500,2018-02-07
Derrick Rose,PG,3500,2018-02-07
Deyonta Davis,PF/C,3500,2018-02-07
Al Jefferson,PF/C,3500,2018-02-07
Glenn Robinson III,SG/SF,3500,2018-02-07
Dwight Buyks,PG,3400,2018-02-07
Langston Galloway,PG/SG,3400,2018-02-07
Nik Stauskas,PG/SG,3400,2018-02-07
Gorgui Dieng,PF/C,3400,2018-02-07
Kyle Korver,SG/SF,3400,2018-02-07
Ivan Rabb,PF/C,3400,2018-02-07
Ben McLemore,SG/SF,3400,2018-02-07
Nene Hilario,C,3400,2018-02-07
Derrick Jones Jr.,SG/SF,3400,2018-02-07
Willie Reed,C,3300,2018-02-07
Davon Reed,SG/SF,3300,2018-02-07
Joffrey Lauvergne,PF/C,3300,2018-02-07
Jonas Jerebko,SF/PF,3300,2018-02-07
Jordan Mickey,PF/C,3300,2018-02-07
Tarik Black,PF/C,3300,2018-02-07
Eric Moreland,PF/C,3200,2018-02-07
Josh Gray,PG,3200,2018-02-07
Danuel House,SG/SF,3200,2018-02-07
Brandon Paul,SG,3200,2018-02-07
Jose Calderon,PG,3200,2018-02-07
Iman Shumpert,PG/SG,3100,2018-02-07
Myke Henry,SG/SF,3100,2018-02-07
James Webb III,SF,3000,2018-02-07
Reggie Hearn,SG,3000,2018-02-07
Henry Ellenson,PF/C,3000,2018-02-07
Kay Felder,PG,3000,2018-02-07
Rashad Vaughn,SG,3000,2018-02-07
Timofey Mozgov,C,3000,2018-02-07
Jeremy Lin,PG/SG,3000,2018-02-07
Isaiah Whitehead,PG/SG,3000,2018-02-07
Milton Doyle,PG,3000,2018-02-07
Jon Leuer,PF/C,3000,2018-02-07
Brice Johnson,PF,3000,2018-02-07
Isaiah Canaan,PG,3000,2018-02-07
Darrun Hilliard,SG/SF,3000,2018-02-07
Alec Peters,SF/PF,3000,2018-02-07
Alan Williams,C,3000,2018-02-07
Brandon Knight,PG/SG,3000,2018-02-07
Derrick White,PG/SG,3000,2018-02-07
Matt Costello,PF,3000,2018-02-07
Cedi Osman,SG/SF,3000,2018-02-07
Cole Aldrich,C,3000,2018-02-07
Aaron Brooks,PG/SG,3000,2018-02-07
Shabazz Muhammad,SG/SF,3000,2018-02-07
John Holland,SG/SF,3000,2018-02-07
London Perrantes,PG,3000,2018-02-07
Ante Zizic,PF/C,3000,2018-02-07
Marcus Georges-Hunt,SG/SF,3000,2018-02-07
Anthony Brown,SG/SF,3000,2018-02-07
Amile Jefferson,PF,3000,2018-02-07
Justin Patton,C,3000,2018-02-07
Raulzinho Neto,PG,3000,2018-02-07
Brandan Wright,PF/C,3000,2018-02-07
Mike Conley,PG,3000,2018-02-07
Kobi Simmons,SG,3000,2018-02-07
Tony Bradley,PF/C,3000,2018-02-07
Dante Exum,PG/SG,3000,2018-02-07
Erik McCree,SF/PF,3000,2018-02-07
Georges Niang,SF/PF,3000,2018-02-07
Thabo Sefolosha,SF,3000,2018-02-07
Markel Brown,PG/SG,3000,2018-02-07
Zhou Qi,PF/C,3000,2018-02-07
Troy Williams,SG,3000,2018-02-07
Chinanu Onuaku,PF/C,3000,2018-02-07
R.J. Hunter,SG,3000,2018-02-07
Udonis Haslem,PF/C,3000,2018-02-07
Dion Waiters,PG/SG,3000,2018-02-07
Derrick Walton Jr.,PG/SG,3000,2018-02-07
A.J. Hammons,C,3000,2018-02-07
Rodney McGruder,SG/SF,3000,2018-02-07
Okaro White,SF/PF,3000,2018-02-07
Cheick Diallo,PF,3000,2018-02-07
DeAndre Liggins,SG/SF,3000,2018-02-07
Joseph Young,PG/SG,3000,2018-02-07
Emeka Okafor,C,3000,2018-02-07
Mike James,PG,3000,2018-02-07
TJ Leaf,SF/PF,3000,2018-02-07
Charles Cooke,SG,3000,2018-02-07
Ben Moore,SF,3000,2018-02-07
Frank Jackson,PG,3000,2018-02-07
DeMarcus Cousins,PF/C,3000,2018-02-07
Alexis Ajinca,C,3000,2018-02-07
Ike Anigbogu,PF/C,3000,2018-02-07
Edmond Sumner,PG,3000,2018-02-07
Alex Poythress,SF,3000,2018-02-07
Solomon Hill,SF/PF,3000,2018-02-07
Russell Westbrook,PG,11900,2018-02-08
Kevin Durant,SF/PF,10000,2018-02-08
Stephen Curry,PG/SG,9900,2018-02-08
Damian Lillard,PG,9000,2018-02-08
Paul George,SF,8800,2018-02-08
Bradley Beal,SG,8600,2018-02-08
DeMar DeRozan,SG/SF,8500,2018-02-08
Kemba Walker,PG,8400,2018-02-08
Dwight Howard,C,8300,2018-02-08
Kyle Lowry,PG,8100,2018-02-08
John Wall,PG,8000,2018-02-08
Kyrie Irving,PG,7900,2018-02-08
Draymond Green,PF/C,7800,2018-02-08
Aaron Gordon,SF/PF,7800,2018-02-08
Enes Kanter,PF/C,7500,2018-02-08
Al Horford,PF/C,7400,2018-02-08
Dennis Schroder,PG,7300,2018-02-08
Nikola Vucevic,C,7000,2018-02-08
Elfrid Payton,PG,6900,2018-02-08
Lonzo Ball,PG,6800,2018-02-08
C.J. McCollum,PG/SG,6800,2018-02-08
Steven Adams,C,6700,2018-02-08
Otto Porter,SF/PF,6700,2018-02-08
Julius Randle,PF/C,6600,2018-02-08
Evan Fournier,SG/SF,6600,2018-02-08
Nicolas Batum,SG/SF,6600,2018-02-08
Brandon Ingram,SG/SF,6500,2018-02-08
Dennis Smith Jr.,PG,6500,2018-02-08
Harrison Barnes,SF/PF,6400,2018-02-08
Tim Hardaway Jr.,SG/SF,6400,2018-02-08
Klay Thompson,SG,6300,2018-02-08
Michael Beasley,SF/PF,6300,2018-02-08
Carmelo Anthony,SF/PF,6200,2018-02-08
Kent Bazemore,SG/SF,6200,2018-02-08
Markieff Morris,SF/PF,6000,2018-02-08
Terry Rozier,PG/SG,5900,2018-02-08
Wesley Matthews,SG/SF,5800,2018-02-08
Jusuf Nurkic,C,5800,2018-02-08
Jonas Valanciunas,C,5700,2018-02-08
Jaylen Brown,SG/SF,5600,2018-02-08
Jayson Tatum,SF/PF,5600,2018-02-08
Josh Hart,PG/SG,5500,2018-02-08
Courtney Lee,SG/SF,5500,2018-02-08
Brook Lopez,C,5400,2018-02-08
Jonathon Simmons,SG/SF,5400,2018-02-08
Serge Ibaka,PF/C,5400,2018-02-08
Mario Hezonja,SF/PF,5300,2018-02-08
Al-Farouq Aminu,SF/PF,5300,2018-02-08
Bismack Biyombo,PF/C,5200,2018-02-08
Marcus Morris,SF/PF,5200,2018-02-08
Kyle Kuzma,SF/PF,5100,2018-02-08
Dirk Nowitzki,PF/C,5000,2018-02-08
Taurean Prince,SG/SF,4900,2018-02-08
Marcus Smart,SG/SF,4900,2018-02-08
Tomas Satoransky,PG/SG,4900,2018-02-08
Jerami Grant,SF/PF,4800,2018-02-08
Kentavious Caldwell-Pope,SG,4800,2018-02-08
John Collins,PF/C,4800,2018-02-08
Dewayne Dedmon,PF/C,4800,2018-02-08
Jarrett Jack,PG,4800,2018-02-08
Juan Jose Barea,PG/SG,4700,2018-02-08
Marcin Gortat,C,4700,2018-02-08
Ersan Ilyasova,PF/C,4600,2018-02-08
Fred VanVleet,PG/SG,4600,2018-02-08
Dwight Powell,PF/C,4500,2018-02-08
Kelly Oubre Jr.,SG/SF,4500,2018-02-08
Yogi Ferrell,PG/SG,4400,2018-02-08
Shabazz Napier,PG/SG,4400,2018-02-08
Frank Kaminsky,PF/C,4400,2018-02-08
Kyle O'Quinn,PF/C,4400,2018-02-08
Michael Kidd-Gilchrist,SF,4300,2018-02-08
Ed Davis,PF/C,4300,2018-02-08
Greg Monroe,C,4300,2018-02-08
Jeremy Lamb,SG/SF,4200,2018-02-08
Marvin Williams,SF/PF,4200,2018-02-08
Marreese Speights,PF/C,4100,2018-02-08
Jordan Bell,PF/C,4000,2018-02-08
Delon Wright,PG/SG,4000,2018-02-08
Marco Belinelli,SG/SF,3900,2018-02-08
Evan Turner,SG/SF,3900,2018-02-08
Patrick Patterson,PF/C,3800,2018-02-08
Andre Iguodala,SG/SF,3800,2018-02-08
Cody Zeller,C,3800,2018-02-08
Daniel Theis,PF/C,3800,2018-02-08
Aron Baynes,C,3800,2018-02-08
Trey Burke,PG/SG,3800,2018-02-08
Zaza Pachulia,C,3700,2018-02-08
Maxi Kleber,PF,3700,2018-02-08
Mike Scott,PF,3700,2018-02-08
Tim Frazier,PG,3700,2018-02-08
C.J. Miles,SG/SF,3700,2018-02-08
Frank Ntilikina,PG/SG,3700,2018-02-08
Pascal Siakam,PF,3700,2018-02-08
D.J. Augustin,PG/SG,3600,2018-02-08
Shelvin Mack,PG/SG,3600,2018-02-08
Miles Plumlee,C,3600,2018-02-08
Zach Collins,PF/C,3600,2018-02-08
Ian Mahinmi,C,3600,2018-02-08
Jakob Poeltl,PF/C,3600,2018-02-08
Alex Abrines,SG/SF,3500,2018-02-08
David West,PF/C,3500,2018-02-08
Tyler Dorsey,PG/SG,3500,2018-02-08
Khem Birch,PF/C,3500,2018-02-08
Maurice Harkless,SF/PF,3500,2018-02-08
Treveon Graham,SG/SF,3500,2018-02-08
Raymond Felton,PG/SG,3400,2018-02-08
Tyler Ennis,PG/SG,3400,2018-02-08
Josh Huestis,SF,3400,2018-02-08
Terrence Ross,SG/SF,3400,2018-02-08
Mike Muscala,PF/C,3400,2018-02-08
Malcolm Delaney,PG/SG,3400,2018-02-08
Michael Carter-Williams,PG,3400,2018-02-08
Pat Connaughton,SG/SF,3400,2018-02-08
Norman Powell,SG/SF,3400,2018-02-08
Corey Brewer,SG/SF,3300,2018-02-08
Alex Caruso,PG/SG,3300,2018-02-08
Shaun Livingston,PG/SG,3300,2018-02-08
Omri Casspi,SF/PF,3300,2018-02-08
Guillermo Hernangomez,PF/C,3300,2018-02-08
Shane Larkin,PG,3300,2018-02-08
Semi Ojeleye,SG/SF,3300,2018-02-08
Doug McDermott,SF/PF,3300,2018-02-08
OG Anunoby,SF/PF,3300,2018-02-08
Terrance Ferguson,SG/SF,3200,2018-02-08
Kevon Looney,SF/PF,3200,2018-02-08
Jason Smith,PF/C,3200,2018-02-08
Lucas Nogueira,PF,3200,2018-02-08
Salah Mejri,C,3100,2018-02-08
Luol Deng,SF/PF,3000,2018-02-08
Gary Payton II,PG/SG,3000,2018-02-08
Ivica Zubac,C,3000,2018-02-08
Nick Collison,PF/C,3000,2018-02-08
Daniel Hamilton,SF,3000,2018-02-08
Thomas Bryant,PF/C,3000,2018-02-08
PJ Dozier,PG/SG,3000,2018-02-08
Andre Roberson,SG/SF,3000,2018-02-08
Dakari Johnson,C,3000,2018-02-08
Kyle Singler,SG/SF,3000,2018-02-08
Nick Young,SG,3000,2018-02-08
Patrick McCaw,PG/SF,3000,2018-02-08
JaVale McGee,C,3000,2018-02-08
Jalen Jones,SF,3000,2018-02-08
Johnathan Motley,SF,3000,2018-02-08
Josh McRoberts,PF/C,3000,2018-02-08
Quinn Cook,PG,3000,2018-02-08
Damian Jones,C,3000,2018-02-08
Chris Boucher,PF,3000,2018-02-08
Nerlens Noel,PF,3000,2018-02-08
Dorian Finney-Smith,SF,3000,2018-02-08
Seth Curry,PG/SG,3000,2018-02-08
Wesley Iwundu,SG/SF,3000,2018-02-08
Arron Afflalo,SG/SF,3000,2018-02-08
Luke Babbitt,SF/PF,3000,2018-02-08
Isaiah Taylor,PG,3000,2018-02-08
Tyler Cavanaugh,PF,3000,2018-02-08
Jonathan Isaac,SF/PF,3000,2018-02-08
Andrew White III,SF,3000,2018-02-08
DeAndre Bembry,SG/SF,3000,2018-02-08
Josh Magette,PG,3000,2018-02-08
Jamel Artis,SG/SF,3000,2018-02-08
Meyers Leonard,PF/C,3000,2018-02-08
Caleb Swanigan,PF,3000,2018-02-08
Wade Baldwin,PG/SG,3000,2018-02-08
Malik Monk,PG/SG,3000,2018-02-08
Jake Layman,SF/PF,3000,2018-02-08
C.J. Wilcox,SG/SF,3000,2018-02-08
Dwayne Bacon,SG/SF,3000,2018-02-08
Marcus Paige,PG,3000,2018-02-08
Mangok Mathiang,PF/C,3000,2018-02-08
Julyan Stone,PG/SG,3000,2018-02-08
Abdel Nader,PF,3000,2018-02-08
Jodie Meeks,SG,3000,2018-02-08
Gordon Hayward,SG/SF,3000,2018-02-08
Guerschon Yabusele,PF/C,3000,2018-02-08
Chris McCullough,PF/C,3000,2018-02-08
Sheldon McClellan,SG,3000,2018-02-08
Kadeem Allen,SG,3000,2018-02-08
Jabari Bird,SG,3000,2018-02-08
Devin Robinson,SG,3000,2018-02-08
Lance Thomas,SF/PF,3000,2018-02-08
Johnny O'Bryant,PF/C,3000,2018-02-08
Lorenzo Brown,PG,3000,2018-02-08
Joakim Noah,C,3000,2018-02-08
Alfonzo McKinnie,PF,3000,2018-02-08
Ron Baker,PG/SG,3000,2018-02-08
Isaiah Hicks,PF/C,3000,2018-02-08
Bruno Caboclo,SF,3000,2018-02-08
Malcolm Miller,PF,3000,2018-02-08
Damyean Dotson,SG/SF,3000,2018-02-08
Luke Kornet,PF,3000,2018-02-08
Kristaps Porzingis,PF/C,3000,2018-02-08
LeBron James,SF/PF,12100,2018-02-09
James Harden,PG/SG,11200,2018-02-09
Anthony Davis,PF/C,11100,2018-02-09
Giannis Antetokounmpo,SF/PF,10500,2018-02-09
Andre Drummond,C,10200,2018-02-09
Joel Embiid,C,9800,2018-02-09
Jimmy Butler,SG/SF,9600,2018-02-09
Chris Paul,PG,9500,2018-02-09
Karl-Anthony Towns,C,9300,2018-02-09
Blake Griffin,PF/C,9100,2018-02-09
Nikola Jokic,C,8900,2018-02-09
Damian Lillard,PG,8800,2018-02-09
Ben Simmons,PG/SF,8500,2018-02-09
Dwight Howard,C,8200,2018-02-09
Kemba Walker,PG,8100,2018-02-09
Victor Oladipo,PG/SG,8000,2018-02-09
Kyrie Irving,PG,7900,2018-02-09
Jrue Holiday,PG/SG,7800,2018-02-09
Louis Williams,PG/SG,7600,2018-02-09
Al Horford,PF/C,7500,2018-02-09
Hassan Whiteside,C,7400,2018-02-09
C.J. McCollum,PG/SG,7300,2018-02-09
Goran Dragic,PG,7200,2018-02-09
Ricky Rubio,PG,7100,2018-02-09
Dennis Schroder,PG,7000,2018-02-09
DeAndre Jordan,C,7000,2018-02-09
Clint Capela,C,6900,2018-02-09
Khris Middleton,SG/SF,6900,2018-02-09
Donovan Mitchell,PG/SG,6900,2018-02-09
Rudy Gobert,C,6800,2018-02-09
Kevin Love,PF/C,6800,2018-02-09
Nikola Mirotic,PF,6800,2018-02-09
Tobias Harris,SF/PF,6700,2018-02-09
Eric Bledsoe,PG/SG,6700,2018-02-09
Kris Dunn,PG/SG,6700,2018-02-09
Lauri Markkanen,PF,6700,2018-02-09
Nicolas Batum,SG/SF,6500,2018-02-09
Danilo Gallinari,SF/PF,6500,2018-02-09
Willie Cauley-Stein,C,6500,2018-02-09
Will Barton,SG/SF,6400,2018-02-09
Andrew Wiggins,SG/SF,6300,2018-02-09
Jamal Murray,PG/SG,6300,2018-02-09
Dario Saric,PF/C,6300,2018-02-09
Gary Harris,SG,6200,2018-02-09
Josh Richardson,SG/SF,6200,2018-02-09
Zach LaVine,PG/SG,6100,2018-02-09
Kent Bazemore,SG/SF,6000,2018-02-09
Jusuf Nurkic,C,6000,2018-02-09
De'Aaron Fox,PG,6000,2018-02-09
Jeff Teague,PG,5900,2018-02-09
Eric Gordon,PG/SG,5800,2018-02-09
Paul Millsap,PF/C,5800,2018-02-09
Myles Turner,C,5800,2018-02-09
Ishmael Smith,PG,5700,2018-02-09
Zach Randolph,PF/C,5700,2018-02-09
Taj Gibson,PF/C,5700,2018-02-09
Terry Rozier,PG/SG,5700,2018-02-09
Bobby Portis,PF/C,5700,2018-02-09
Robert Covington,SF/PF,5600,2018-02-09
Al-Farouq Aminu,SF/PF,5500,2018-02-09
Jaylen Brown,SG/SF,5500,2018-02-09
John Henson,C,5400,2018-02-09
Jayson Tatum,SF/PF,5400,2018-02-09
Thaddeus Young,SF/PF,5300,2018-02-09
Darren Collison,PG,5300,2018-02-09
Denzel Valentine,SG/SF,5300,2018-02-09
Derrick Favors,PF/C,5200,2018-02-09
Bojan Bogdanovic,SG/SF,5200,2018-02-09
Lance Stephenson,SG/SF,5200,2018-02-09
J.J. Redick,SG/SF,5200,2018-02-09
James Johnson,SF/PF,5100,2018-02-09
Joe Ingles,SG/SF,5100,2018-02-09
Stanley Johnson,SG/SF,5100,2018-02-09
Austin Rivers,PG/SG,5000,2018-02-09
Gerald Green,SG/SF,5000,2018-02-09
Rajon Rondo,PG,5000,2018-02-09
Avery Bradley,PG/SG,5000,2018-02-09
Marcus Morris,SF/PF,5000,2018-02-09
Reggie Jackson,PG,5000,2018-02-09
Tristan Thompson,PF/C,5000,2018-02-09
Justin Holiday,SG/SF,5000,2018-02-09
Jerian Grant,PG,5000,2018-02-09
Trey Lyles,SF/PF,5000,2018-02-09
Malcolm Brogdon,PG/SG,5000,2018-02-09
Domantas Sabonis,PF/C,5000,2018-02-09
Jordan Clarkson,PG/SG,4900,2018-02-09
Dwyane Wade,PG/SG,4900,2018-02-09
Kelly Olynyk,PF/C,4900,2018-02-09
Marcus Smart,SG/SF,4900,2018-02-09
Taurean Prince,SG/SF,4900,2018-02-09
Bogdan Bogdanovic,SG/SF,4900,2018-02-09
Trevor Ariza,SG/SF,4800,2018-02-09
J.R. Smith,SG/SF,4800,2018-02-09
Tyler Johnson,PG/SG,4800,2018-02-09
Skal Labissiere,PF/C,4800,2018-02-09
John Collins,PF/C,4800,2018-02-09
Milos Teodosic,PG/SG,4800,2018-02-09
Dewayne Dedmon,PF/C,4700,2018-02-09
Mason Plumlee,PF/C,4700,2018-02-09
George Hill,PG/SG,4700,2018-02-09
Bam Adebayo,PF/C,4700,2018-02-09
Ryan Anderson,PF/C,4600,2018-02-09
Jeff Green,SF/PF,4500,2018-02-09
Ersan Ilyasova,PF/C,4500,2018-02-09
Jabari Parker,SF/PF,4500,2018-02-09
Rodney Hood,SG/SF,4500,2018-02-09
Reggie Bullock,SG/SF,4500,2018-02-09
Buddy Hield,SG/SF,4500,2018-02-09
Cory Joseph,PG,4400,2018-02-09
Robin Lopez,C,4400,2018-02-09
Jeremy Lamb,SG/SF,4400,2018-02-09
Shabazz Napier,PG/SG,4400,2018-02-09
E'Twaun Moore,SG/SF,4400,2018-02-09
Richaun Holmes,PF/C,4400,2018-02-09
Ed Davis,PF/C,4300,2018-02-09
Wayne Ellington,SG/SF,4300,2018-02-09
Greg Monroe,C,4300,2018-02-09
Frank Kaminsky,PF/C,4300,2018-02-09
Montrezl Harrell,PF/C,4300,2018-02-09
Wesley Johnson,SG/SF,4200,2018-02-09
Kosta Koufos,C,4200,2018-02-09
Michael Kidd-Gilchrist,SF,4200,2018-02-09
Luc Mbah a Moute,SF/PF,4200,2018-02-09
T.J. McConnell,PG,4200,2018-02-09
Anthony Tolliver,SF/PF,4100,2018-02-09
Marvin Williams,SF/PF,4100,2018-02-09
Garrett Temple,SG/SF,4100,2018-02-09
Jae Crowder,SF/PF,4000,2018-02-09
Justise Winslow,SF/PF,4000,2018-02-09
Tyus Jones,PG/SG,4000,2018-02-09
Marco Belinelli,SG/SF,3900,2018-02-09
Darius Miller,SF/PF,3900,2018-02-09
Evan Turner,SG/SF,3900,2018-02-09
Wilson Chandler,SF/PF,3900,2018-02-09
Alec Burks,PG/SG,3900,2018-02-09
Jerryd Bayless,PG/SG,3900,2018-02-09
Amir Johnson,PF/C,3900,2018-02-09
P.J. Tucker,SF/PF,3900,2018-02-09
Larry Nance Jr.,SF/PF,3900,2018-02-09
Aron Baynes,C,3800,2018-02-09
Joe Johnson,SF/PF,3800,2018-02-09
Vince Carter,SG/SF,3800,2018-02-09
Kyle Korver,SG/SF,3800,2018-02-09
Tony Snell,SG/SF,3800,2018-02-09
Cody Zeller,C,3800,2018-02-09
Ekpe Udoh,C,3800,2018-02-09
C.J. Williams,SG/SF,3800,2018-02-09
Daniel Theis,PF/C,3800,2018-02-09
Sterling Brown,SG,3800,2018-02-09
Ian Clark,PG/SG,3700,2018-02-09
Jamal Crawford,SG,3700,2018-02-09
Matthew Dellavedova,PG/SG,3700,2018-02-09
Nemanja Bjelica,SF/PF,3700,2018-02-09
Timothe Luwawu-Cabarrot,SG/SF,3700,2018-02-09
Tyrone Wallace,SG/SF,3700,2018-02-09
Frank Mason III,PG,3700,2018-02-09
Royce O'Neale,SF,3700,2018-02-09
Devin Harris,PG/SG,3600,2018-02-09
Nene Hilario,C,3600,2018-02-09
David Nwaba,SG/SF,3600,2018-02-09
Tyler Dorsey,PG/SG,3600,2018-02-09
Luke Kennard,SG/SF,3600,2018-02-09
Jawun Evans,PG,3600,2018-02-09
Zach Collins,PF/C,3600,2018-02-09
Justin Jackson,SG/SF,3600,2018-02-09
Maurice Harkless,SF/PF,3500,2018-02-09
Derrick Rose,PG,3500,2018-02-09
Miles Plumlee,C,3500,2018-02-09
Al Jefferson,PF/C,3500,2018-02-09
Glenn Robinson III,SG/SF,3500,2018-02-09
Langston Galloway,PG/SG,3500,2018-02-09
Treveon Graham,SG/SF,3500,2018-02-09
Thon Maker,PF/C,3500,2018-02-09
Markelle Fultz,PG/SG,3500,2018-02-09
Darrell Arthur,PF,3400,2018-02-09
Gorgui Dieng,PF/C,3400,2018-02-09
Michael Carter-Williams,PG,3400,2018-02-09
Justin Anderson,SG/SF,3400,2018-02-09
Pat Connaughton,SG/SF,3400,2018-02-09
Paul Zipser,SF/PF,3400,2018-02-09
Malik Beasley,PG/SG,3400,2018-02-09
Derrick Jones Jr.,SG/SF,3400,2018-02-09
Georgios Papagiannis,C,3400,2018-02-09
Torrey Craig,SG/SF,3400,2018-02-09
London Perrantes,PG,3400,2018-02-09
Trevor Booker,PF/C,3300,2018-02-09
Jonas Jerebko,SF/PF,3300,2018-02-09
Shane Larkin,PG,3300,2018-02-09
Tarik Black,PF/C,3300,2018-02-09
James Ennis,SG/SF,3300,2018-02-09
Mike Muscala,PF/C,3300,2018-02-09
Dwight Buyks,PG,3300,2018-02-09
Jordan Mickey,PF/C,3300,2018-02-09
Sam Dekker,SF/PF,3300,2018-02-09
Sean Kilpatrick,PG/SG,3300,2018-02-09
Malcolm Delaney,PG/SG,3300,2018-02-09
John Holland,SG/SF,3300,2018-02-09
Guillermo Hernangomez,C,3300,2018-02-09
Semi Ojeleye,SG/SF,3300,2018-02-09
Kenneth Faried,PF/C,3200,2018-02-09
Jose Calderon,PG,3200,2018-02-09
Iman Shumpert,PG/SG,3100,2018-02-09
Eric Moreland,PF/C,3100,2018-02-09
Juan Hernangomez,SF/PF,3100,2018-02-09
Jameer Nelson,PG/SG,3000,2018-02-09
Patrick Beverley,PG/SG,3000,2018-02-09
Richard Jefferson,SF/PF,3000,2018-02-09
Omer Asik,C,3000,2018-02-09
Alexis Ajinca,C,3000,2018-02-09
Jason Terry,PG/SG,3000,2018-02-09
Luke Babbitt,SF/PF,3000,2018-02-09
DeMarcus Cousins,PF/C,3000,2018-02-09
Gordon Hayward,SG/SF,3000,2018-02-09
Mirza Teletovic,SF/PF,3000,2018-02-09
Tony Allen,SG/SF,3000,2018-02-09
Thabo Sefolosha,SF,3000,2018-02-09
Jon Leuer,PF/C,3000,2018-02-09
Tyler Zeller,C,3000,2018-02-09
Udonis Haslem,PF/C,3000,2018-02-09
Kendrick Perkins,C,3000,2018-02-09
Dante Exum,PG/SG,3000,2018-02-09
Shabazz Muhammad,SG/SF,3000,2018-02-09
Cole Aldrich,C,3000,2018-02-09
Aaron Brooks,PG/SG,3000,2018-02-09
James Young,SG/SF,3000,2018-02-09
Dion Waiters,PG/SG,3000,2018-02-09
C.J. Wilcox,SG/SF,3000,2018-02-09
Solomon Hill,SF/PF,3000,2018-02-09
Meyers Leonard,PF/C,3000,2018-02-09
JaKarr Sampson,SF/PF,3000,2018-02-09
Noah Vonleh,PF/C,3000,2018-02-09
Bruno Caboclo,SF,3000,2018-02-09
Markel Brown,PG/SG,3000,2018-02-09
R.J. Hunter,SG,3000,2018-02-09
Cristiano Da Silva Felicio,PF/C,3000,2018-02-09
Jack Cooley,PF,3000,2018-02-09
Joseph Young,PG/SG,3000,2018-02-09
Anthony Brown,SG/SF,3000,2018-02-09
Rashad Vaughn,SG,3000,2018-02-09
Julyan Stone,PG/SG,3000,2018-02-09
Cameron Payne,PG/SG,3000,2018-02-09
Raulzinho Neto,PG,3000,2018-02-09
Xavier Munford,PG/SG,3000,2018-02-09
Josh Magette,PG,3000,2018-02-09
DeAndre Bembry,SG/SF,3000,2018-02-09
Demetrius Jackson,PG,3000,2018-02-09
Marcus Georges-Hunt,SG/SF,3000,2018-02-09
DeAndre Liggins,SG/SF,3000,2018-02-09
Kay Felder,PG,3000,2018-02-09
A.J. Hammons,C,3000,2018-02-09
Henry Ellenson,PF/C,3000,2018-02-09
Isaiah Taylor,PG,3000,2018-02-09
Chinanu Onuaku,PF/C,3000,2018-02-09
Alex Poythress,SF,3000,2018-02-09
Georges Niang,SF/PF,3000,2018-02-09
Troy Williams,SG,3000,2018-02-09
Wade Baldwin,PG/SG,3000,2018-02-09
Rodney McGruder,SG/SF,3000,2018-02-09
Cheick Diallo,PF,3000,2018-02-09
Marshall Plumlee,C,3000,2018-02-09
Jake Layman,SF/PF,3000,2018-02-09
Ryan Arcidiacono,PG,3000,2018-02-09
Marcus Paige,PG,3000,2018-02-09
Sheldon McClellan,SG,3000,2018-02-09
Tyler Cavanaugh,PF,3000,2018-02-09
Guerschon Yabusele,PF/C,3000,2018-02-09
Abdel Nader,PF,3000,2018-02-09
Jabari Bird,SG,3000,2018-02-09
Kadeem Allen,SG,3000,2018-02-09
Andrew White III,SF,3000,2018-02-09
Malik Monk,PG/SG,3000,2018-02-09
