player,pos,salary,date
Mike Conley,PG,7000,2019-01-18
Draymond Green,PF/C,6900,2019-01-18
Marc Gasol,C,6800,2019-01-18
Justise Winslow,PG/SF,6800,2019-01-18
Danilo Gallinari,SF/PF,6700,2019-01-18
Louis Williams,PG/SG,6700,2019-01-18
Klay Thompson,SG,6600,2019-01-18
Hassan Whiteside,C,6500,2019-01-18
Elfrid Payton,PG,6400,2019-01-18
Aaron Gordon,SF/PF,6400,2019-01-18
C.J. McCollum,PG/SG,6300,2019-01-18
Jayson Tatum,SF/PF,6200,2019-01-18
Jarrett Allen,C,6100,2019-01-18
Robert Covington,SF/PF,6000,2019-01-18
Al Horford,PF/C,6000,2019-01-18
Andrew Wiggins,SG/SF,6000,2019-01-18
Derrick Rose,PG/SG,5900,2019-01-18
Jeff Teague,PG,5900,2019-01-18
Nikola Mirotic,PF/C,5900,2019-01-18
Josh Richardson,SG/SF,5900,2019-01-18
Tristan Thompson,C,5800,2019-01-18
Joe Ingles,SG/SF,5800,2019-01-18
Larry Nance Jr.,PF/C,5800,2019-01-18
Caris LeVert,PG/SG,5800,2019-01-18
Ricky Rubio,PG,5700,2019-01-18
Spencer Dinwiddie,PG/SG,5700,2019-01-18
Derrick White,PG/SG,5600,2019-01-18
Jaren Jackson Jr.,PF/C,5600,2019-01-18
Evan Fournier,SG/SF,5500,2019-01-18
Goran Dragic,PG,5500,2019-01-18
DeMarcus Cousins,PF/C,5500,2019-01-18
Gordon Hayward,SF/PF,5400,2019-01-18
Terrence Ross,SG/SF,5400,2019-01-18
Al-Farouq Aminu,SF/PF,5300,2019-01-18
Jordan Clarkson,PG/SG,5300,2019-01-18
Derrick Favors,PF/C,5300,2019-01-18
JaMychal Green,SF/PF,5300,2019-01-18
Rudy Gay,SF/PF,5200,2019-01-18
Marcus Morris,SF/PF,5200,2019-01-18
DeMarre Carroll,SF/PF,5100,2019-01-18
Kyle Anderson,PG/SF,5000,2019-01-18
Reggie Jackson,PG/SG,5000,2019-01-18
Joe Harris,SG/SF,4900,2019-01-18
Dwyane Wade,PG/SG,4800,2019-01-18
D.J. Augustin,PG,4800,2019-01-18
Alec Burks,PG/SG,4800,2019-01-18
Jae Crowder,SF/PF,4700,2019-01-18
Bam Adebayo,PF/C,4700,2019-01-18
Taj Gibson,PF/C,4600,2019-01-18
Josh Okogie,SG/SF,4500,2019-01-18
Collin Sexton,PG,4500,2019-01-18
Marcus Smart,PG/SG,4400,2019-01-18
Reggie Bullock,SG/SF,4400,2019-01-18
Bryn Forbes,PG/SG,4400,2019-01-18
Cedi Osman,SF/PF,4400,2019-01-18
Evan Turner,SG/SF,4300,2019-01-18
Kyle Korver,SG/SF,4300,2019-01-18
Rodney Hood,SG/SF,4300,2019-01-18
Jaylen Brown,SG/SF,4300,2019-01-18
Royce O'Neale,SF,4300,2019-01-18
Rodions Kurucs,SF/PF,4300,2019-01-18
Rondae Hollis-Jefferson,PF/C,4200,2019-01-18
Dario Saric,PF,4200,2019-01-18
Derrick Jones Jr.,SF/PF,4200,2019-01-18
Shabazz Napier,PG/SG,4100,2019-01-18
Davis Bertans,SF/PF,4100,2019-01-18
Maurice Harkless,SF/PF,4000,2019-01-18
Allen Crabbe,SG/SF,4000,2019-01-18
E'Twaun Moore,SG/SF,4000,2019-01-18
Terry Rozier,PG/SG,4000,2019-01-18
Kevon Looney,PF/C,4000,2019-01-18
Raulzinho Neto,PG,4000,2019-01-18
Patrick Beverley,PG/SG,3900,2019-01-18
Patrick Mills,PG/SG,3900,2019-01-18
Andre Iguodala,SG/SF,3900,2019-01-18
Tyler Johnson,PG/SG,3900,2019-01-18
Tyus Jones,PG,3900,2019-01-18
Marco Belinelli,SG/SF,3800,2019-01-18
James Johnson,PF/C,3800,2019-01-18
Dante Exum,PG/SG,3800,2019-01-18
Justin Holiday,SG/SF,3800,2019-01-18
Shelvin Mack,PG/SG,3800,2019-01-18
Kelly Olynyk,PF/C,3700,2019-01-18
Omri Casspi,SF/PF,3700,2019-01-18
Garrett Temple,SG/SF,3700,2019-01-18
Ante Zizic,C,3700,2019-01-18
Jonathan Isaac,SF/PF,3700,2019-01-18
Bruce Brown Jr.,PG/SG,3700,2019-01-18
Ishmael Smith,PG,3600,2019-01-18
Avery Bradley,SG,3600,2019-01-18
Treveon Graham,SF/PF,3600,2019-01-18
Jake Layman,SF/PF,3600,2019-01-18
Luke Kennard,SG/SF,3600,2019-01-18
Shai Gilgeous-Alexander,PG/SG,3600,2019-01-18
Ed Davis,C,3500,2019-01-18
Aron Baynes,C,3500,2019-01-18
Dion Waiters,SG/SF,3500,2019-01-18
Langston Galloway,PG/SG,3500,2019-01-18
Cameron Payne,PG/SG,3500,2019-01-18
Mohamed Bamba,C,3500,2019-01-18
Jevon Carter,PG/SG,3500,2019-01-18
Darius Miller,SF/PF,3400,2019-01-18
Joakim Noah,C,3400,2019-01-18
Matthew Dellavedova,PG/SG,3400,2019-01-18
Meyers Leonard,PF/C,3400,2019-01-18
Stanley Johnson,SF/PF,3400,2019-01-18
Jakob Poeltl,C,3400,2019-01-18
Daniel Theis,PF/C,3400,2019-01-18
Isaiah Briscoe,PG/SG,3400,2019-01-18
Marcin Gortat,C,3300,2019-01-18
Zaza Pachulia,C,3300,2019-01-18
Jonas Jerebko,PF/C,3300,2019-01-18
Seth Curry,PG/SG,3300,2019-01-18
Rodney McGruder,SG/SF,3300,2019-01-18
Khem Birch,PF/C,3300,2019-01-18
Wesley Iwundu,SG/SF,3300,2019-01-18
Zach Collins,PF/C,3300,2019-01-18
Alfonzo McKinnie,SF/PF,3300,2019-01-18
Jaron Blossomgame,SF/PF,3300,2019-01-18
Grayson Allen,PG/SG,3300,2019-01-18
Anthony Tolliver,SF/PF,3200,2019-01-18
Thabo Sefolosha,SF/PF,3200,2019-01-18
Gorgui Dieng,PF/C,3200,2019-01-18
Tim Frazier,PG/SG,3200,2019-01-18
Quinn Cook,PG,3200,2019-01-18
Frank Jackson,PG/SG,3200,2019-01-18
Brad Wanamaker,PG/SG,3200,2019-01-18
Wayne Ellington,PG/SG,3100,2019-01-18
Channing Frye,PF/C,3100,2019-01-18
Pau Gasol,C,3100,2019-01-18
Kenneth Faried,PF/C,3100,2019-01-18
Jose Calderon,PG,3100,2019-01-18
Jon Leuer,PF/C,3100,2019-01-18
Nik Stauskas,SG/SF,3100,2019-01-18
Shaun Livingston,PG,3100,2019-01-18
Jerian Grant,PG,3100,2019-01-18
Jahlil Okafor,C,3100,2019-01-18
Boban Marjanovic,C,3100,2019-01-18
Jonathon Simmons,SG/SF,3100,2019-01-18
Jalen Jones,SF,3100,2019-01-18
Alan Williams,C,3100,2019-01-18
Jordan Bell,PF/C,3100,2019-01-18
Tyrone Wallace,PG/SG,3100,2019-01-18
Ivan Rabb,PF/C,3100,2019-01-18
Robert Williams,PF/C,3100,2019-01-18
Kenrich Williams,SG/SF,3100,2019-01-18
Chandler Parsons,SF/PF,3000,2019-01-18
Wesley Johnson,SG/SF,3000,2019-01-18
Luol Deng,SF/PF,3000,2019-01-18
Jerryd Bayless,PG/SG,3000,2019-01-18
J.R. Smith,SG/SF,3000,2019-01-18
Mike Scott,SF/PF,3000,2019-01-18
Timofey Mozgov,C,3000,2019-01-18
Jared Dudley,SF/PF,3000,2019-01-18
Udonis Haslem,PF,3000,2019-01-18
Ian Clark,PG/SG,3000,2019-01-18
Glenn Robinson III,SF/PF,3000,2019-01-18
Ekpe Udoh,C,3000,2019-01-18
Luc Mbah a Moute,SF/PF,3000,2019-01-18
John Henson,C,3000,2019-01-18
Quincy Pondexter,SF,3000,2019-01-18
Solomon Hill,SF/PF,3000,2019-01-18
Dante Cunningham,SF/PF,3000,2019-01-18
R.J. Hunter,SG,3000,2019-01-18
Jarell Martin,PF/C,3000,2019-01-18
Isaiah Whitehead,PG,3000,2019-01-18
Damion Lee,SG/SF,3000,2019-01-18
C.J. Williams,SG/SF,3000,2019-01-18
Henry Ellenson,PF/C,3000,2019-01-18
Damian Jones,C,3000,2019-01-18
Georges Niang,SF/PF,3000,2019-01-18
Wade Baldwin,PG/SG,3000,2019-01-18
Cheick Diallo,PF/C,3000,2019-01-18
Dejounte Murray,PG,3000,2019-01-18
David Nwaba,SG/SF,3000,2019-01-18
Tyler Cavanaugh,PF,3000,2019-01-18
Guerschon Yabusele,PF/C,3000,2019-01-18
Jabari Bird,SG/SF,3000,2019-01-18
Semi Ojeleye,SF/PF,3000,2019-01-18
Johnathan Motley,PF/C,3000,2019-01-18
Ben Moore,PF,3000,2019-01-18
Sindarius Thornwell,SG/SF,3000,2019-01-18
Milos Teodosic,PG,3000,2019-01-18
Dillon Brooks,SG/SF,3000,2019-01-18
Amile Jefferson,PF/C,3000,2019-01-18
Troy Caupain,SG,3000,2019-01-18
Kalin Lucas,PG,3000,2019-01-18
Caleb Swanigan,PF/C,3000,2019-01-18
Tony Bradley,C,3000,2019-01-18
Naz Long,PG/SG,3000,2019-01-18
PJ Dozier,PG/SG,3000,2019-01-18
Anfernee Simons,PG/SG,3000,2019-01-18
Gary Trent Jr.,SG,3000,2019-01-18
Deng Adel,SF/PF,3000,2019-01-18
Jared Terrell,PG,3000,2019-01-18
Keita Bates-Diop,SF,3000,2019-01-18
Jacob Evans III,SG/SF,3000,2019-01-18
Marcus Derrickson,SF,3000,2019-01-18
Lonnie Walker IV,PG/SG,3000,2019-01-18
Duncan Robinson,SG/SF,3000,2019-01-18
Yante Maten,PF,3000,2019-01-18
Drew Eubanks,PF/C,3000,2019-01-18
Chimezie Metu,PF/C,3000,2019-01-18
Trevon Bluiett,SG/SF,3000,2019-01-18
Melvin Frazier,SG/SF,3000,2019-01-18
Yuta Watanabe,SF/PF,3000,2019-01-18
Jerome Robinson,SG,3000,2019-01-18
Angel Delgado,C,3000,2019-01-18
Keenan Evans,PG,3000,2019-01-18
Zach Lofton,PG,3000,2019-01-18
Khyri Thomas,SG,3000,2019-01-18
Theo Pinson,SG/SF,3000,2019-01-18
Dzanan Musa,SG/SF,3000,2019-01-18
Julian Washburn,SG/SF,3000,2019-01-18
James Harden,PG/SG,13400,2019-01-19
Russell Westbrook,PG,11200,2019-01-19
Giannis Antetokounmpo,SF/PF,10700,2019-01-19
LeBron James,SF/PF,10500,2019-01-19
Nikola Jokic,C,10100,2019-01-19
Joel Embiid,C,10000,2019-01-19
Paul George,SF/PF,9400,2019-01-19
Kyrie Irving,PG,9400,2019-01-19
Kawhi Leonard,SF/PF,9200,2019-01-19
Blake Griffin,PF/C,9000,2019-01-19
Andre Drummond,C,8800,2019-01-19
Nikola Vucevic,C,8600,2019-01-19
Ben Simmons,PG/SF,8500,2019-01-19
Kemba Walker,PG,8400,2019-01-19
Devin Booker,PG/SG,8200,2019-01-19
Kevin Love,PF/C,8000,2019-01-19
Luka Doncic,PG/SF,7900,2019-01-19
John Collins,PF/C,7700,2019-01-19
De'Aaron Fox,PG,7600,2019-01-19
Kyle Kuzma,SF/PF,7500,2019-01-19
Clint Capela,C,7500,2019-01-19
Kyle Lowry,PG,7400,2019-01-19
Victor Oladipo,PG/SG,7300,2019-01-19
Jamal Murray,PG/SG,7200,2019-01-19
Jimmy Butler,SG/SF,7100,2019-01-19
Justise Winslow,PG/SF,7100,2019-01-19
Myles Turner,C,7000,2019-01-19
Chris Paul,PG,7000,2019-01-19
Lonzo Ball,PG,6900,2019-01-19
Deandre Ayton,C,6800,2019-01-19
Willie Cauley-Stein,C,6800,2019-01-19
Mike Conley,PG,6800,2019-01-19
Trae Young,PG,6800,2019-01-19
Domantas Sabonis,PF/C,6700,2019-01-19
Khris Middleton,SG/SF,6700,2019-01-19
Marc Gasol,C,6700,2019-01-19
Aaron Gordon,SF/PF,6600,2019-01-19
Buddy Hield,SG/SF,6600,2019-01-19
Brandon Ingram,SG/SF,6600,2019-01-19
Steven Adams,C,6500,2019-01-19
Hassan Whiteside,C,6500,2019-01-19
Zach LaVine,PG/SG,6500,2019-01-19
Pascal Siakam,PF/C,6500,2019-01-19
Lauri Markkanen,PF,6400,2019-01-19
Eric Bledsoe,PG/SG,6400,2019-01-19
DeAndre Jordan,C,6300,2019-01-19
Jayson Tatum,SF/PF,6300,2019-01-19
Thaddeus Young,SF/PF,6200,2019-01-19
Serge Ibaka,PF/C,6200,2019-01-19
Josh Richardson,SG/SF,6100,2019-01-19
Al Horford,PF/C,6000,2019-01-19
Kris Dunn,PG/SG,5900,2019-01-19
Eric Gordon,SG/SF,5900,2019-01-19
Paul Millsap,PF/C,5800,2019-01-19
Tristan Thompson,C,5800,2019-01-19
Larry Nance Jr.,PF/C,5800,2019-01-19
Bogdan Bogdanovic,SG/SF,5800,2019-01-19
T.J. Warren,SF/PF,5700,2019-01-19
Bobby Portis,PF/C,5700,2019-01-19
Malcolm Brogdon,PG/SG,5700,2019-01-19
Bojan Bogdanovic,SG/SF,5600,2019-01-19
Austin Rivers,PG/SG,5600,2019-01-19
Jeremy Lamb,SG/SF,5500,2019-01-19
Goran Dragic,PG,5500,2019-01-19
Darren Collison,PG,5500,2019-01-19
Kent Bazemore,SG/SF,5500,2019-01-19
Gordon Hayward,SF/PF,5500,2019-01-19
Kelly Oubre Jr.,SG/SF,5400,2019-01-19
Harrison Barnes,SF/PF,5400,2019-01-19
Evan Fournier,SG/SF,5400,2019-01-19
Jaren Jackson Jr.,PF/C,5400,2019-01-19
Jerami Grant,PF,5300,2019-01-19
Will Barton,SG/SF,5300,2019-01-19
Terrence Ross,SG/SF,5300,2019-01-19
Marvin Bagley III,PF/C,5300,2019-01-19
P.J. Tucker,SF/PF,5300,2019-01-19
Kevin Huerter,SG/SF,5300,2019-01-19
Dennis Schroder,PG/SG,5200,2019-01-19
Jordan Clarkson,PG/SG,5200,2019-01-19
Reggie Jackson,PG/SG,5200,2019-01-19
JaMychal Green,SF/PF,5200,2019-01-19
Marcus Morris,SF/PF,5200,2019-01-19
Dewayne Dedmon,PF/C,5200,2019-01-19
J.J. Redick,SG/SF,5100,2019-01-19
Alex Len,C,5100,2019-01-19
DeAndre Bembry,SG/SF,5100,2019-01-19
Marvin Williams,SF/PF,5000,2019-01-19
Wendell Carter Jr.,PF/C,5000,2019-01-19
Gary Harris,SG,5000,2019-01-19
Rajon Rondo,PG,5000,2019-01-19
Kyle Anderson,PG/SF,5000,2019-01-19
Bam Adebayo,PF/C,4900,2019-01-19
Malik Beasley,PG/SG,4900,2019-01-19
Kentavious Caldwell-Pope,SG/SF,4900,2019-01-19
Fred VanVleet,PG/SG,4900,2019-01-19
Taurean Prince,SF,4900,2019-01-19
Dwyane Wade,PG/SG,4800,2019-01-19
Alec Burks,PG/SG,4800,2019-01-19
D.J. Augustin,PG,4800,2019-01-19
Brook Lopez,C,4700,2019-01-19
Josh Hart,PG/SG,4700,2019-01-19
Nicolas Batum,SG/SF,4600,2019-01-19
Maxi Kleber,PF/C,4600,2019-01-19
Ante Zizic,C,4600,2019-01-19
Reggie Bullock,SG/SF,4600,2019-01-19
Gerald Green,SG/SF,4600,2019-01-19
JaVale McGee,C,4600,2019-01-19
Terry Rozier,PG/SG,4600,2019-01-19
Jabari Parker,SF/PF,4500,2019-01-19
Dennis Smith Jr.,PG,4500,2019-01-19
Jonas Valanciunas,C,4500,2019-01-19
Danny Green,SG/SF,4500,2019-01-19
Guillermo Hernangomez,C,4400,2019-01-19
Collin Sexton,PG,4400,2019-01-19
Nemanja Bjelica,SF/PF,4400,2019-01-19
Marcus Smart,PG/SG,4400,2019-01-19
Jeremy Lin,PG/SG,4400,2019-01-19
Wesley Matthews,SG/SF,4300,2019-01-19
Rodney Hood,SG/SF,4300,2019-01-19
Mason Plumlee,PF/C,4300,2019-01-19
Ivica Zubac,C,4300,2019-01-19
Jaylen Brown,SG/SF,4300,2019-01-19
Jalen Brunson,PG/SG,4200,2019-01-19
Cedi Osman,SF/PF,4200,2019-01-19
Delon Wright,PG/SG,4200,2019-01-19
T.J. McConnell,PG/SG,4100,2019-01-19
Torrey Craig,SG/SF,4100,2019-01-19
Omari Spellman,PF/C,4100,2019-01-19
Josh Jackson,SF/PF,4000,2019-01-19
Cody Zeller,C,4000,2019-01-19
Derrick Jones Jr.,SF/PF,4000,2019-01-19
Isaiah Thomas,PG,4000,2019-01-19
Gary Clark,PF/C,4000,2019-01-19
Richaun Holmes,PF/C,3900,2019-01-19
Bismack Biyombo,C,3900,2019-01-19
Tyler Johnson,PG/SG,3900,2019-01-19
Tyreke Evans,SG/SF,3900,2019-01-19
De'Anthony Melton,PG,3800,2019-01-19
Mikal Bridges,SG/SF,3800,2019-01-19
Wilson Chandler,SF/PF,3800,2019-01-19
Kelly Olynyk,PF/C,3800,2019-01-19
Harry Giles,PF/C,3800,2019-01-19
Justin Holiday,SG/SF,3800,2019-01-19
Norman Powell,SG/SF,3800,2019-01-19
Tony Parker,PG,3700,2019-01-19
Michael Kidd-Gilchrist,SF/PF,3700,2019-01-19
Chandler Hutchison,SF/PF,3700,2019-01-19
James Johnson,PF/C,3700,2019-01-19
Cory Joseph,PG,3700,2019-01-19
Jonathan Isaac,SF/PF,3700,2019-01-19
Omri Casspi,SF/PF,3700,2019-01-19
Shelvin Mack,PG/SG,3700,2019-01-19
Miles Bridges,SF/PF,3600,2019-01-19
Jamal Crawford,PG/SG,3600,2019-01-19
Mike Muscala,PF/C,3600,2019-01-19
Monte Morris,PG,3600,2019-01-19
Luke Kennard,SG/SF,3600,2019-01-19
Iman Shumpert,SG/SF,3600,2019-01-19
Bruce Brown Jr.,PG/SG,3600,2019-01-19
Tyson Chandler,C,3600,2019-01-19
Garrett Temple,SG/SF,3600,2019-01-19
Terrance Ferguson,SG/SF,3500,2019-01-19
Dion Waiters,SG/SF,3500,2019-01-19
Dwight Powell,PF/C,3500,2019-01-19
Dorian Finney-Smith,SF/PF,3500,2019-01-19
Jaron Blossomgame,SF/PF,3500,2019-01-19
Trey Lyles,SF/PF,3500,2019-01-19
Mohamed Bamba,C,3500,2019-01-19
George Hill,PG/SG,3500,2019-01-19
D.J. Wilson,PF/C,3500,2019-01-19
Langston Galloway,PG/SG,3500,2019-01-19
Ishmael Smith,PG,3500,2019-01-19
Michael Beasley,SF/PF,3500,2019-01-19
Jevon Carter,PG/SG,3500,2019-01-19
Greg Monroe,C,3500,2019-01-19
Aron Baynes,C,3500,2019-01-19
Nerlens Noel,C,3400,2019-01-19
Robin Lopez,C,3400,2019-01-19
Shaquille Harrison,PG/SF,3400,2019-01-19
Juan Hernangomez,SF/PF,3400,2019-01-19
Matthew Dellavedova,PG/SG,3400,2019-01-19
Cameron Payne,PG/SG,3400,2019-01-19
Isaiah Briscoe,PG/SG,3400,2019-01-19
Stanley Johnson,SF/PF,3400,2019-01-19
Justin Jackson,SF/PF,3400,2019-01-19
Joakim Noah,C,3400,2019-01-19
Elie Okobo,PG,3300,2019-01-19
Malik Monk,PG/SG,3300,2019-01-19
Wayne Selden,SG/SF,3300,2019-01-19
Kyle O'Quinn,PF/C,3300,2019-01-19
Wesley Iwundu,SG/SF,3300,2019-01-19
Sterling Brown,SG/SF,3300,2019-01-19
Ersan Ilyasova,PF/C,3300,2019-01-19
Zaza Pachulia,C,3300,2019-01-19
James Nunnally,SG/SF,3300,2019-01-19
Lance Stephenson,PG/SG,3300,2019-01-19
Nene Hilario,C,3300,2019-01-19
OG Anunoby,SF/PF,3300,2019-01-19
Daniel Hamilton,SG/SF,3300,2019-01-19
Daniel Theis,PF/C,3300,2019-01-19
Devonte' Graham,PG/SG,3200,2019-01-19
Patrick Patterson,PF/C,3200,2019-01-19
Jonah Bolden,PF,3200,2019-01-19
Ryan Arcidiacono,PG,3200,2019-01-19
Rodney McGruder,SG/SF,3200,2019-01-19
Khem Birch,PF/C,3200,2019-01-19
James Ennis,SG/SF,3200,2019-01-19
Brandon Knight,PG/SG,3200,2019-01-19
C.J. Miles,SG/SF,3200,2019-01-19
Patrick McCaw,SG/SF,3200,2019-01-19
Brad Wanamaker,PG/SG,3200,2019-01-19
Vince Carter,SF/PF,3200,2019-01-19
Abdel Nader,SF,3100,2019-01-19
Landry Shamet,PG/SG,3100,2019-01-19
Wayne Ellington,PG/SG,3100,2019-01-19
Antonio Blakeney,PG/SG,3100,2019-01-19
Doug McDermott,SF/PF,3100,2019-01-19
Aaron Holiday,PG/SG,3100,2019-01-19
TJ Leaf,SF/PF,3100,2019-01-19
Channing Frye,PF/C,3100,2019-01-19
Jonathon Simmons,SG/SF,3100,2019-01-19
Jerian Grant,PG,3100,2019-01-19
Thon Maker,PF/C,3100,2019-01-19
Yogi Ferrell,PG/SG,3100,2019-01-19
Jose Calderon,PG,3100,2019-01-19
Jon Leuer,PF/C,3100,2019-01-19
Marquese Chriss,PF/C,3100,2019-01-19
Svi Mykhailiuk,SG/SF,3100,2019-01-19
Ivan Rabb,PF/C,3100,2019-01-19
Chris Boucher,PF/C,3100,2019-01-19
Robert Williams,PF/C,3100,2019-01-19
Tyler Dorsey,PG/SG,3100,2019-01-19
Justin Anderson,SF/PF,3100,2019-01-19
Dwayne Bacon,SG/SF,3000,2019-01-19
J.P. Macura,SG,3000,2019-01-19
Frank Kaminsky,PF/C,3000,2019-01-19
Joe Chealey,PG,3000,2019-01-19
Ryan Anderson,PF/C,3000,2019-01-19
Quincy Acy,PF/C,3000,2019-01-19
Troy Daniels,SG,3000,2019-01-19
Jawun Evans,PG,3000,2019-01-19
Dragan Bender,PF/C,3000,2019-01-19
George King,SG/SF,3000,2019-01-19
Deonte Burton,PG/SG,3000,2019-01-19
Donte Grantham,SF/PF,3000,2019-01-19
Raymond Felton,PG/SG,3000,2019-01-19
Andre Roberson,SG/SF,3000,2019-01-19
Hamidou Diallo,SG/SF,3000,2019-01-19
Timothe Luwawu-Cabarrot,SG/SF,3000,2019-01-19
Markelle Fultz,PG/SG,3000,2019-01-19
Zhaire Smith,SG/SF,3000,2019-01-19
Haywood Highsmith,SG/SF,3000,2019-01-19
Justin Patton,C,3000,2019-01-19
Shake Milton,PG/SG,3000,2019-01-19
Corey Brewer,SG/SF,3000,2019-01-19
Amir Johnson,PF/C,3000,2019-01-19
Alex Abrines,SG/SF,3000,2019-01-19
Furkan Korkmaz,SG/SF,3000,2019-01-19
Udonis Haslem,PF,3000,2019-01-19
Yante Maten,PF,3000,2019-01-19
Duncan Robinson,SG/SF,3000,2019-01-19
Brandon Sampson,PG/SG,3000,2019-01-19
Cristiano Da Silva Felicio,C,3000,2019-01-19
Denzel Valentine,PG/SF,3000,2019-01-19
Rawle Alkins,PG,3000,2019-01-19
Ike Anigbogu,C,3000,2019-01-19
Alize Johnson,PF,3000,2019-01-19
Edmond Sumner,PG,3000,2019-01-19
Davon Reed,SG/SF,3000,2019-01-19
Dirk Nowitzki,PF/C,3000,2019-01-19
Juan Jose Barea,PG/SG,3000,2019-01-19
Salah Mejri,C,3000,2019-01-19
Ray Spalding,PF,3000,2019-01-19
Daryl Macon,PG/SG,3000,2019-01-19
Kostas Antetokounmpo,SF/PF,3000,2019-01-19
Ryan Broekhoff,SG/SF,3000,2019-01-19
Devin Harris,PG/SG,3000,2019-01-19
Jarred Vanderbilt,SF/PF,3000,2019-01-19
Michael Porter Jr.,SF/PF,3000,2019-01-19
Thomas Welsh,C,3000,2019-01-19
Tyler Lydon,PF,3000,2019-01-19
Brandon Goodwin,PG/SG,3000,2019-01-19
J.R. Smith,SG/SF,3000,2019-01-19
John Henson,C,3000,2019-01-19
David Nwaba,SG/SF,3000,2019-01-19
Deng Adel,SF/PF,3000,2019-01-19
Timofey Mozgov,C,3000,2019-01-19
Troy Caupain,SG,3000,2019-01-19
Jarell Martin,PF/C,3000,2019-01-19
Amile Jefferson,PF/C,3000,2019-01-19
Melvin Frazier,SG/SF,3000,2019-01-19
Donte DiVincenzo,PG/SF,3000,2019-01-19
Christian Wood,PF/C,3000,2019-01-19
Jason Smith,PF/C,3000,2019-01-19
Pat Connaughton,SG/SF,3000,2019-01-19
Tony Snell,SG/SF,3000,2019-01-19
Trevon Duval,PG,3000,2019-01-19
Bonzie Colson,PF/C,3000,2019-01-19
Ben McLemore,SG/SF,3000,2019-01-19
Frank Mason III,PG/SG,3000,2019-01-19
Troy Williams,SF/PF,3000,2019-01-19
Skal Labissiere,PF/C,3000,2019-01-19
Zach Randolph,PF/C,3000,2019-01-19
Kosta Koufos,C,3000,2019-01-19
Wenyen Gabriel,SF/PF,3000,2019-01-19
Kalin Lucas,PG,3000,2019-01-19
Isaiah Whitehead,PG/SG,3000,2019-01-19
Khyri Thomas,SG,3000,2019-01-19
Henry Ellenson,PF/C,3000,2019-01-19
Glenn Robinson III,SF/PF,3000,2019-01-19
Isaac Bonga,PG/SF,3000,2019-01-19
Johnathan Williams,PF/C,3000,2019-01-19
Alex Caruso,PG/SG,3000,2019-01-19
Moritz Wagner,PF/C,3000,2019-01-19
Vincent Edwards,PG/SF,3000,2019-01-19
Carmelo Anthony,SF/PF,3000,2019-01-19
Isaiah Hartenstein,PF/C,3000,2019-01-19
Danuel House,SF/PF,3000,2019-01-19
Yuta Watanabe,SF/PF,3000,2019-01-19
Dillon Brooks,SG/SF,3000,2019-01-19
Chandler Parsons,SF/PF,3000,2019-01-19
Julian Washburn,SG/SF,3000,2019-01-19
Malachi Richardson,SG/SF,3000,2019-01-19
Jordan Loyd,PG/SG,3000,2019-01-19
Guerschon Yabusele,PF/C,3000,2019-01-19
Semi Ojeleye,SF/PF,3000,2019-01-19
Jabari Bird,SG/SF,3000,2019-01-19
R.J. Hunter,SG,3000,2019-01-19
PJ Dozier,PG/SG,3000,2019-01-19
Alex Poythress,SF/PF,3000,2019-01-19
Jaylen Adams,PG,3000,2019-01-19
Miles Plumlee,C,3000,2019-01-19
Karl-Anthony Towns,C,10600,2019-01-20
LaMarcus Aldridge,PF/C,8500,2019-01-20
DeMar DeRozan,SG/SF,8400,2019-01-20
Devin Booker,PG/SG,8300,2019-01-20
Kemba Walker,PG,8100,2019-01-20
Victor Oladipo,PG/SG,7800,2019-01-20
Tobias Harris,SF/PF,7600,2019-01-20
Deandre Ayton,C,7300,2019-01-20
Montrezl Harrell,PF/C,6900,2019-01-20
Myles Turner,C,6800,2019-01-20
Danilo Gallinari,SF/PF,6700,2019-01-20
Louis Williams,PG/SG,6700,2019-01-20
Andrew Wiggins,SG/SF,6600,2019-01-20
Domantas Sabonis,PF/C,6500,2019-01-20
Derrick Rose,PG/SG,6400,2019-01-20
Jeff Teague,PG,6300,2019-01-20
Thaddeus Young,SF/PF,6100,2019-01-20
Robert Covington,SF/PF,6000,2019-01-20
T.J. Warren,SF/PF,5800,2019-01-20
Kelly Oubre Jr.,SG/SF,5700,2019-01-20
Derrick White,PG/SG,5600,2019-01-20
Rudy Gay,SF/PF,5500,2019-01-20
Jeremy Lamb,SG/SF,5400,2019-01-20
Bojan Bogdanovic,SG/SF,5300,2019-01-20
Darren Collison,PG,5100,2019-01-20
Marvin Williams,SF/PF,5000,2019-01-20
Taj Gibson,PF/C,4900,2019-01-20
Shai Gilgeous-Alexander,PG/SG,4700,2019-01-20
Bryn Forbes,PG/SG,4600,2019-01-20
Nicolas Batum,SG/SF,4500,2019-01-20
Guillermo Hernangomez,C,4400,2019-01-20
Josh Okogie,SG/SF,4400,2019-01-20
Marco Belinelli,SG/SF,4300,2019-01-20
Davis Bertans,SF/PF,4200,2019-01-20
Dario Saric,PF,4100,2019-01-20
Cody Zeller,C,4000,2019-01-20
Mikal Bridges,SG/SF,4000,2019-01-20
Patrick Beverley,PG/SG,3900,2019-01-20
Tyus Jones,PG,3900,2019-01-20
Josh Jackson,SF/PF,3900,2019-01-20
Tyreke Evans,SG/SF,3800,2019-01-20
Bismack Biyombo,C,3800,2019-01-20
Richaun Holmes,PF/C,3800,2019-01-20
