player,pos,salary,date
Jayson Tatum,SF/PF,5400,2018-02-28
Dirk Nowitzki,PF/C,5300,2018-02-28
Evan Fournier,SG/SF,5300,2018-02-28
Ishmael Smith,PG,5300,2018-02-28
Cory Joseph,PG,5200,2018-02-28
Kyle Anderson,SG/SF,5100,2018-02-28
Dewayne Dedmon,PF/C,5100,2018-02-28
Marcus Morris,SF/PF,5100,2018-02-28
Darren Collison,PG,5000,2018-02-28
Lance Stephenson,SG/SF,5000,2018-02-28
Reggie Jackson,PG,5000,2018-02-28
Jonathon Simmons,SG/SF,5000,2018-02-28
Markieff Morris,SF/PF,4900,2018-02-28
Terry Rozier,PG/SG,4900,2018-02-28
Kelly Oubre Jr.,SG/SF,4900,2018-02-28
Eric Gordon,PG/SG,4800,2018-02-28
Danny Green,SG/SF,4800,2018-02-28
Marcin Gortat,C,4800,2018-02-28
Marcus Smart,SG/SF,4800,2018-02-28
D.J. Augustin,PG/SG,4700,2018-02-28
John Henson,C,4700,2018-02-28
Tyrone Wallace,SG/SF,4700,2018-02-28
Trevor Ariza,SF/PF,4600,2018-02-28
Wesley Matthews,SG/SF,4600,2018-02-28
Jabari Parker,SF/PF,4600,2018-02-28
Mario Hezonja,SF/PF,4600,2018-02-28
Jeremy Lamb,SG/SF,4500,2018-02-28
Reggie Bullock,SG/SF,4500,2018-02-28
Malcolm Brogdon,PG/SG,4500,2018-02-28
Dillon Brooks,SG/SF,4500,2018-02-28
Patrick Mills,PG,4400,2018-02-28
Frank Kaminsky,PF/C,4400,2018-02-28
Jarell Martin,PF/C,4400,2018-02-28
Fred VanVleet,PG/SG,4400,2018-02-28
Tyson Chandler,C,4300,2018-02-28
Montrezl Harrell,PF/C,4300,2018-02-28
E'Twaun Moore,SG/SF,4200,2018-02-28
Stanley Johnson,SG/SF,4200,2018-02-28
Malcolm Delaney,PG/SG,4200,2018-02-28
Yogi Ferrell,PG/SG,4200,2018-02-28
Jordan Bell,PF/C,4200,2018-02-28
Tony Parker,PG,4100,2018-02-28
Rudy Gay,SF/PF,4100,2018-02-28
Milos Teodosic,PG/SG,4100,2018-02-28
Ryan Anderson,PF/C,4000,2018-02-28
Avery Bradley,PG/SG,4000,2018-02-28
Mike Muscala,PF/C,4000,2018-02-28
Dragan Bender,PF/C,4000,2018-02-28
Pascal Siakam,PF,4000,2018-02-28
Marvin Williams,SF/PF,3900,2018-02-28
Shelvin Mack,PG/SG,3900,2018-02-28
Delon Wright,PG/SG,3900,2018-02-28
Isaiah Taylor,PG,3900,2018-02-28
Davis Bertans,SF/PF,3900,2018-02-28
Wayne Selden,PG/SG,3900,2018-02-28
Tyler Dorsey,PG/SG,3900,2018-02-28
Greg Monroe,PF/C,3800,2018-02-28
Michael Kidd-Gilchrist,SF,3800,2018-02-28
Bismack Biyombo,PF/C,3800,2018-02-28
Deyonta Davis,PF/C,3800,2018-02-28
Marquese Chriss,PF/C,3800,2018-02-28
Jakob Poeltl,PF/C,3800,2018-02-28
Daniel Theis,PF/C,3800,2018-02-28
Chandler Parsons,SF/PF,3700,2018-02-28
Manu Ginobili,SG/SF,3700,2018-02-28
Joe Johnson,SG/SF,3700,2018-02-28
Anthony Tolliver,SF/PF,3700,2018-02-28
C.J. Miles,SG/SF,3700,2018-02-28
Doug McDermott,SF,3700,2018-02-28
Cody Zeller,C,3700,2018-02-28
Matthew Dellavedova,PG/SG,3700,2018-02-28
David West,PF/C,3700,2018-02-28
Raymond Felton,PG/SG,3600,2018-02-28
Gerald Green,SG/SF,3600,2018-02-28
Andre Iguodala,SG/SF,3600,2018-02-28
Ian Clark,PG/SG,3600,2018-02-28
Luc Mbah a Moute,SF/PF,3600,2018-02-28
Michael Carter-Williams,PG,3600,2018-02-28
Jerami Grant,SF/PF,3600,2018-02-28
Emeka Okafor,C,3600,2018-02-28
Darius Miller,SF/PF,3500,2018-02-28
Mario Chalmers,PG,3500,2018-02-28
Mike Scott,PF,3500,2018-02-28
Zaza Pachulia,C,3500,2018-02-28
Tyler Zeller,C,3500,2018-02-28
Ian Mahinmi,C,3500,2018-02-28
P.J. Tucker,SF/PF,3500,2018-02-28
Marreese Speights,PF/C,3500,2018-02-28
James Ennis,SG/SF,3500,2018-02-28
Thon Maker,PF/C,3500,2018-02-28
Bryn Forbes,PG/SG,3500,2018-02-28
Jawun Evans,PG,3500,2018-02-28
Troy Daniels,SG,3400,2018-02-28
Aron Baynes,C,3400,2018-02-28
Terrence Ross,SG/SF,3400,2018-02-28
Ben McLemore,SG/SF,3400,2018-02-28
Omri Casspi,SF/PF,3400,2018-02-28
Jared Dudley,PF,3400,2018-02-28
Tony Snell,SG/SF,3400,2018-02-28
JaVale McGee,C,3400,2018-02-28
Jodie Meeks,SG,3400,2018-02-28
Nene Hilario,C,3400,2018-02-28
Tim Frazier,PG,3400,2018-02-28
Joffrey Lauvergne,PF/C,3400,2018-02-28
Salah Mejri,C,3400,2018-02-28
Joseph Young,PG/SG,3400,2018-02-28
Boban Marjanovic,C,3400,2018-02-28
Treveon Graham,SG/SF,3400,2018-02-28
Alex Abrines,SG/SF,3400,2018-02-28
Luke Kennard,SG/SF,3400,2018-02-28
Ivan Rabb,PF/C,3400,2018-02-28
Sterling Brown,SG,3400,2018-02-28
Derrick White,PG/SG,3400,2018-02-28
Brandan Wright,PF,3300,2018-02-28
Patrick Patterson,PF/C,3300,2018-02-28
Al Jefferson,PF/C,3300,2018-02-28
Glenn Robinson III,SG/SF,3300,2018-02-28
Tarik Black,PF/C,3300,2018-02-28
Dwight Buyks,PG,3300,2018-02-28
Sean Kilpatrick,PG/SG,3300,2018-02-28
DeAndre Bembry,SG/SF,3300,2018-02-28
Maxi Kleber,PF/C,3300,2018-02-28
Khem Birch,PF/C,3300,2018-02-28
Davon Reed,SG/SF,3300,2018-02-28
OG Anunoby,SF/PF,3300,2018-02-28
Jameer Nelson,PG/SG,3200,2018-02-28
Jason Smith,PF/C,3200,2018-02-28
Miles Plumlee,C,3200,2018-02-28
Shane Larkin,PG,3200,2018-02-28
Shaun Livingston,PG/SG,3200,2018-02-28
Kevon Looney,SF/PF,3200,2018-02-28
Sam Dekker,SF/PF,3200,2018-02-28
Josh Huestis,SG/SF,3200,2018-02-28
Norman Powell,SG/SF,3200,2018-02-28
Kyle Collinsworth,PG/SG,3200,2018-02-28
C.J. Williams,SG/SF,3200,2018-02-28
Guillermo Hernangomez,C,3200,2018-02-28
Brandon Paul,SG,3200,2018-02-28
Wesley Johnson,SG/SF,3100,2018-02-28
Lucas Nogueira,PF,3100,2018-02-28
Eric Moreland,PF/C,3100,2018-02-28
Cheick Diallo,PF/C,3100,2018-02-28
Danuel House,SG/SF,3100,2018-02-28
Semi Ojeleye,SG/SF,3100,2018-02-28
Andrew White III,SF,3100,2018-02-28
Patrick Beverley,PG/SG,3000,2018-02-28
Alexis Ajinca,C,3000,2018-02-28
Jason Terry,PG/SG,3000,2018-02-28
Nick Young,SG,3000,2018-02-28
DeMarcus Cousins,PF/C,3000,2018-02-28
Arron Afflalo,SG/SF,3000,2018-02-28
Brandon Knight,PG/SG,3000,2018-02-28
Mike Conley,PG,3000,2018-02-28
Gordon Hayward,SG/SF,3000,2018-02-28
Ramon Sessions,PG/SG,3000,2018-02-28
Kyle Singler,SG/SF,3000,2018-02-28
Mirza Teletovic,SF/PF,3000,2018-02-28
Nerlens Noel,PF,3000,2018-02-28
Jon Leuer,PF/C,3000,2018-02-28
Nick Collison,PF/C,3000,2018-02-28
Andre Roberson,SG/SF,3000,2018-02-28
Solomon Hill,SF/PF,3000,2018-02-28
Markel Brown,PG/SG,3000,2018-02-28
Langston Galloway,PG/SG,3000,2018-02-28
Lorenzo Brown,PG,3000,2018-02-28
Chris McCullough,PF/C,3000,2018-02-28
Malcolm Miller,PF,3000,2018-02-28
R.J. Hunter,SG,3000,2018-02-28
Quinn Cook,PG,3000,2018-02-28
Darrun Hilliard,SG/SF,3000,2018-02-28
Rashad Vaughn,PG/SG,3000,2018-02-28
Julyan Stone,PG/SG,3000,2018-02-28
Seth Curry,PG/SG,3000,2018-02-28
Xavier Munford,PG/SG,3000,2018-02-28
Matt Costello,PF,3000,2018-02-28
Josh Magette,PG,3000,2018-02-28
Jalen Jones,SF,3000,2018-02-28
DeAndre Liggins,SG/SF,3000,2018-02-28
Kay Felder,PG,3000,2018-02-28
Dorian Finney-Smith,SF/PF,3000,2018-02-28
Henry Ellenson,PF/C,3000,2018-02-28
Patrick McCaw,PG/SF,3000,2018-02-28
Damian Jones,C,3000,2018-02-28
Chinanu Onuaku,C,3000,2018-02-28
Alex Poythress,SF,3000,2018-02-28
Brice Johnson,PF/C,3000,2018-02-28
Marshall Plumlee,C,3000,2018-02-28
Alan Williams,C,3000,2018-02-28
Shaquille Harrison,PG/SG,3000,2018-02-28
Malachi Richardson,SG/SF,3000,2018-02-28
Marcus Paige,PG,3000,2018-02-28
Tyler Cavanaugh,PF,3000,2018-02-28
Guerschon Yabusele,PF/C,3000,2018-02-28
Abdel Nader,PF,3000,2018-02-28
Jabari Bird,SG,3000,2018-02-28
Kadeem Allen,SG,3000,2018-02-28
Malik Monk,PG/SG,3000,2018-02-28
Dwayne Bacon,SG/SF,3000,2018-02-28
Mangok Mathiang,PF/C,3000,2018-02-28
Johnathan Motley,SF,3000,2018-02-28
Antonius Cleveland,SG,3000,2018-02-28
Chris Boucher,PF,3000,2018-02-28
Zhou Qi,PF/C,3000,2018-02-28
Ben Moore,SF,3000,2018-02-28
Edmond Sumner,PG,3000,2018-02-28
Ike Anigbogu,PF/C,3000,2018-02-28
Trey McKinney Jones,SG,3000,2018-02-28
Sindarius Thornwell,SG,3000,2018-02-28
Kobi Simmons,SG,3000,2018-02-28
D.J. Wilson,PF/C,3000,2018-02-28
Frank Jackson,PG/SG,3000,2018-02-28
Jamel Artis,SG/SF,3000,2018-02-28
Terrance Ferguson,SG/SF,3000,2018-02-28
Wesley Iwundu,SG/SF,3000,2018-02-28
Jonathan Isaac,SF/PF,3000,2018-02-28
Alec Peters,SF/PF,3000,2018-02-28
Alfonzo McKinnie,PF,3000,2018-02-28
Devin Robinson,SG,3000,2018-02-28
TJ Leaf,SF/PF,3000,2018-02-28
PJ Dozier,PG/SG,3000,2018-02-28
Daniel Hamilton,SF,3000,2018-02-28
Reggie Hearn,SG,3000,2018-02-28
Myke Henry,SG/SF,3000,2018-02-28
Walt Lemon Jr.,SF,3000,2018-02-28
Scotty Hopson,PG/SG,3000,2018-02-28
LeBron James,SF/PF,11900,2018-03-01
Joel Embiid,C,10000,2018-03-01
Karl-Anthony Towns,C,9600,2018-03-01
Damian Lillard,PG,9400,2018-03-01
Ben Simmons,PG/SF,8600,2018-03-01
Hassan Whiteside,C,8000,2018-03-01
Julius Randle,PF/C,7500,2018-03-01
Goran Dragic,PG,7400,2018-03-01
D'Angelo Russell,PG/SG,7300,2018-03-01
Jeff Teague,PG,7200,2018-03-01
Willie Cauley-Stein,C,7100,2018-03-01
Jusuf Nurkic,C,7000,2018-03-01
Jimmy Butler,SG/SF,7000,2018-03-01
C.J. McCollum,PG/SG,6900,2018-03-01
Brandon Ingram,SG/SF,6900,2018-03-01
Spencer Dinwiddie,PG/SG,6800,2018-03-01
Andrew Wiggins,SG/SF,6700,2018-03-01
Kevin Love,PF/C,6600,2018-03-01
Dario Saric,PF/C,6500,2018-03-01
Lonzo Ball,PG,6400,2018-03-01
Zach Randolph,PF/C,6300,2018-03-01
Kentavious Caldwell-Pope,SG,6200,2018-03-01
DeMarre Carroll,SF/PF,5900,2018-03-01
Josh Richardson,SG/SF,5800,2018-03-01
Bogdan Bogdanovic,SG/SF,5800,2018-03-01
Taj Gibson,PF/C,5700,2018-03-01
Rondae Hollis-Jefferson,SF/PF,5600,2018-03-01
De'Aaron Fox,PG,5600,2018-03-01
Larry Nance Jr.,PF/C,5500,2018-03-01
Buddy Hield,SG/SF,5500,2018-03-01
Kyle Kuzma,SF/PF,5400,2018-03-01
Allen Crabbe,SG/SF,5300,2018-03-01
Nemanja Bjelica,SF/PF,5300,2018-03-01
J.J. Redick,SG/SF,5200,2018-03-01
Isaiah Thomas,PG/SG,5100,2018-03-01
Dwyane Wade,PG/SG,5000,2018-03-01
Tyler Johnson,PG/SG,5000,2018-03-01
Al-Farouq Aminu,SF/PF,4900,2018-03-01
Jarrett Allen,PF/C,4900,2018-03-01
Kelly Olynyk,PF/C,4800,2018-03-01
George Hill,PG/SG,4800,2018-03-01
Robert Covington,SF/PF,4700,2018-03-01
Jordan Clarkson,PG/SG,4600,2018-03-01
James Johnson,SF/PF,4600,2018-03-01
Tristan Thompson,PF/C,4500,2018-03-01
Shabazz Napier,PG/SG,4500,2018-03-01
Skal Labissiere,PF/C,4500,2018-03-01
Rodney Hood,SG/SF,4400,2018-03-01
Josh Hart,PG/SG,4400,2018-03-01
Jamal Crawford,SG,4300,2018-03-01
Brook Lopez,C,4300,2018-03-01
Ed Davis,PF/C,4200,2018-03-01
Caris LeVert,PG/SF,4100,2018-03-01
T.J. McConnell,PG,4000,2018-03-01
Wayne Ellington,SG/SF,3900,2018-03-01
Jeff Green,SF/PF,3900,2018-03-01
J.R. Smith,SG/SF,3900,2018-03-01
Joe Harris,SG/SF,3900,2018-03-01
Justise Winslow,SF/PF,3900,2018-03-01
Marco Belinelli,SG/SF,3800,2018-03-01
Maurice Harkless,SF/PF,3800,2018-03-01
Ersan Ilyasova,SF/PF,3800,2018-03-01
Quincy Acy,PF/C,3800,2018-03-01
Garrett Temple,SG/SF,3800,2018-03-01
Bam Adebayo,PF/C,3800,2018-03-01
Jahlil Okafor,C,3700,2018-03-01
Richaun Holmes,PF/C,3700,2018-03-01
Cedi Osman,SG/SF,3700,2018-03-01
Justin Jackson,SG/SF,3700,2018-03-01
Kyle Korver,SG/SF,3600,2018-03-01
Tyus Jones,PG/SG,3600,2018-03-01
Frank Mason III,PG,3600,2018-03-01
Channing Frye,PF/C,3500,2018-03-01
Evan Turner,SG/SF,3500,2018-03-01
Amir Johnson,PF/C,3500,2018-03-01
Kosta Koufos,C,3500,2018-03-01
Dante Cunningham,SF/PF,3500,2018-03-01
Vince Carter,SG/SF,3400,2018-03-01
Gorgui Dieng,PF/C,3400,2018-03-01
Justin Anderson,SG/SF,3400,2018-03-01
Derrick Jones Jr.,SG/SF,3400,2018-03-01
Alex Caruso,PG/SG,3400,2018-03-01
Zach Collins,PF/C,3400,2018-03-01
Nik Stauskas,PG/SG,3300,2018-03-01
Tyler Ennis,PG/SG,3300,2018-03-01
Ivica Zubac,C,3300,2018-03-01
Markelle Fultz,PG/SG,3300,2018-03-01
Jose Calderon,PG,3200,2018-03-01
Pat Connaughton,SG/SF,3200,2018-03-01
Jerryd Bayless,PG/SG,3100,2018-03-01
Iman Shumpert,PG/SG,3100,2018-03-01
Jordan Mickey,PF/C,3100,2018-03-01
Jeremy Lin,PG/SG,3000,2018-03-01
Luke Babbitt,SF/PF,3000,2018-03-01
Luol Deng,SF/PF,3000,2018-03-01
Marcus Thornton,PG,3000,2018-03-01
Corey Brewer,SG/SF,3000,2018-03-01
Timofey Mozgov,C,3000,2018-03-01
Udonis Haslem,PF/C,3000,2018-03-01
Shabazz Muhammad,SG/SF,3000,2018-03-01
Brandon Rush,SG/SF,3000,2018-03-01
Cole Aldrich,C,3000,2018-03-01
Aaron Brooks,PG/SG,3000,2018-03-01
James Young,SG/SF,3000,2018-03-01
Dion Waiters,PG/SG,3000,2018-03-01
C.J. Wilcox,SG/SF,3000,2018-03-01
Meyers Leonard,PF/C,3000,2018-03-01
JaKarr Sampson,SF,3000,2018-03-01
Bruno Caboclo,SF/PF,3000,2018-03-01
Jack Cooley,PF,3000,2018-03-01
Anthony Brown,SG/SF,3000,2018-03-01
Isaiah Whitehead,PG/SG,3000,2018-03-01
Demetrius Jackson,PG,3000,2018-03-01
Marcus Georges-Hunt,SG/SF,3000,2018-03-01
John Holland,SG/SF,3000,2018-03-01
Gary Payton II,PG/SG,3000,2018-03-01
Wade Baldwin,PG/SG,3000,2018-03-01
Rodney McGruder,SG/SF,3000,2018-03-01
Timothe Luwawu-Cabarrot,SG/SF,3000,2018-03-01
James Webb III,SF,3000,2018-03-01
Jake Layman,SF/PF,3000,2018-03-01
Milton Doyle,PG,3000,2018-03-01
Ante Zizic,C,3000,2018-03-01
Thomas Bryant,PF/C,3000,2018-03-01
Derrick Walton Jr.,PG/SG,3000,2018-03-01
Justin Patton,C,3000,2018-03-01
Amile Jefferson,PF,3000,2018-03-01
Furkan Korkmaz,SG/SF,3000,2018-03-01
Caleb Swanigan,PF,3000,2018-03-01
Harry Giles,PF/C,3000,2018-03-01
London Perrantes,PG,3000,2018-03-01
Russell Westbrook,PG,11800,2018-03-02
Kevin Durant,SF/PF,10200,2018-03-02
Giannis Antetokounmpo,SF/PF,10100,2018-03-02
Andre Drummond,C,9900,2018-03-02
Stephen Curry,PG/SG,9800,2018-03-02
Nikola Jokic,C,9700,2018-03-02
Joel Embiid,C,9400,2018-03-02
Karl-Anthony Towns,C,9100,2018-03-02
Paul George,SF/PF,9000,2018-03-02
Victor Oladipo,PG/SG,8900,2018-03-02
Ben Simmons,PG/SF,8600,2018-03-02
Devin Booker,SG/SF,8400,2018-03-02
Bradley Beal,PG/SG,8300,2018-03-02
Louis Williams,PG/SG,8100,2018-03-02
Marc Gasol,C,7900,2018-03-02
Kemba Walker,PG,7800,2018-03-02
Draymond Green,PF/C,7700,2018-03-02
Nikola Vucevic,C,7600,2018-03-02
Kyle Lowry,PG,7600,2018-03-02
Tobias Harris,SF/PF,7500,2018-03-02
DeMar DeRozan,SG/SF,7500,2018-03-02
Donovan Mitchell,PG/SG,7500,2018-03-02
Tyreke Evans,PG/SG,7400,2018-03-02
Blake Griffin,PF/C,7400,2018-03-02
Dwight Howard,C,7300,2018-03-02
Aaron Gordon,SF/PF,7300,2018-03-02
John Wall,PG,7300,2018-03-02
Eric Bledsoe,PG/SG,7200,2018-03-02
Steven Adams,C,7200,2018-03-02
Will Barton,SG/SF,7200,2018-03-02
DeAndre Jordan,C,7200,2018-03-02
Jeff Teague,PG,7100,2018-03-02
Zach LaVine,PG/SG,7100,2018-03-02
Otto Porter,SF/PF,7000,2018-03-02
Rudy Gobert,C,6900,2018-03-02
Jimmy Butler,SG/SF,6900,2018-03-02
Elfrid Payton,PG,6800,2018-03-02
Klay Thompson,SG,6700,2018-03-02
Harrison Barnes,SF/PF,6700,2018-03-02
Khris Middleton,SG/SF,6600,2018-03-02
Dennis Schroder,PG,6600,2018-03-02
JaMychal Green,SF/PF,6600,2018-03-02
Myles Turner,C,6600,2018-03-02
Nicolas Batum,SG/SF,6500,2018-03-02
Enes Kanter,C,6500,2018-03-02
Andrew Wiggins,SG/SF,6500,2018-03-02
Bobby Portis,PF/C,6500,2018-03-02
Jamal Murray,PG/SG,6500,2018-03-02
T.J. Warren,SF/PF,6400,2018-03-02
Kris Dunn,PG/SG,6400,2018-03-02
Dario Saric,PF/C,6400,2018-03-02
Dennis Smith Jr.,PG,6400,2018-03-02
Juan Jose Barea,PG/SG,6300,2018-03-02
Andrew Harrison,PG/SG,6300,2018-03-02
Thaddeus Young,SF/PF,6200,2018-03-02
Tim Hardaway Jr.,SG/SF,6200,2018-03-02
Gary Harris,SG,6200,2018-03-02
Josh Jackson,SG/SF,6200,2018-03-02
Carmelo Anthony,SF/PF,6100,2018-03-02
Dwight Powell,PF/C,6100,2018-03-02
Danilo Gallinari,SF/PF,6000,2018-03-02
Taurean Prince,SG/SF,6000,2018-03-02
Lauri Markkanen,PF,6000,2018-03-02
Ricky Rubio,PG,5900,2018-03-02
John Collins,PF/C,5900,2018-03-02
Austin Rivers,PG/SG,5800,2018-03-02
Michael Beasley,SF/PF,5800,2018-03-02
Evan Fournier,SG/SF,5700,2018-03-02
Joe Ingles,SG/SF,5700,2018-03-02
Taj Gibson,PF/C,5600,2018-03-02
Serge Ibaka,PF/C,5600,2018-03-02
Bojan Bogdanovic,SG/SF,5600,2018-03-02
Alex Len,C,5600,2018-03-02
Dirk Nowitzki,PF/C,5500,2018-03-02
Derrick Favors,PF/C,5500,2018-03-02
Domantas Sabonis,PF/C,5500,2018-03-02
Tomas Satoransky,PG/SG,5500,2018-03-02
Wilson Chandler,SF/PF,5400,2018-03-02
Kent Bazemore,SG/SF,5400,2018-03-02
Nemanja Bjelica,SF/PF,5400,2018-03-02
David Nwaba,SG/SF,5400,2018-03-02
Ishmael Smith,PG,5300,2018-03-02
Dewayne Dedmon,PF/C,5300,2018-03-02
Markieff Morris,SF/PF,5300,2018-03-02
Jonas Valanciunas,C,5300,2018-03-02
Emmanuel Mudiay,PG,5300,2018-03-02
Paul Millsap,PF/C,5200,2018-03-02
J.J. Redick,SG/SF,5200,2018-03-02
Trey Burke,PG/SG,5100,2018-03-02
Lance Stephenson,SG/SF,5100,2018-03-02
Jeremy Lamb,SG/SF,5100,2018-03-02
Kelly Oubre Jr.,SG/SF,5100,2018-03-02
Wesley Matthews,SG/SF,5000,2018-03-02
Darren Collison,PG,5000,2018-03-02
Reggie Jackson,PG,5000,2018-03-02
Jonathon Simmons,SG/SF,4900,2018-03-02
Robert Covington,SF/PF,4800,2018-03-02
Denzel Valentine,SG/SF,4800,2018-03-02
D.J. Augustin,PG/SG,4700,2018-03-02
Marcin Gortat,C,4700,2018-03-02
Jabari Parker,SF/PF,4700,2018-03-02
Montrezl Harrell,PF/C,4700,2018-03-02
Cory Joseph,PG,4600,2018-03-02
Reggie Bullock,SG/SF,4600,2018-03-02
John Henson,C,4600,2018-03-02
Frank Kaminsky,PF/C,4500,2018-03-02
Jarell Martin,PF/C,4500,2018-03-02
Mario Hezonja,SF/PF,4500,2018-03-02
Richaun Holmes,PF/C,4500,2018-03-02
Malcolm Brogdon,PG/SG,4500,2018-03-02
Milos Teodosic,PG/SG,4500,2018-03-02
Jae Crowder,SF/PF,4400,2018-03-02
Andre Iguodala,SG/SF,4400,2018-03-02
Yogi Ferrell,PG/SG,4400,2018-03-02
Pascal Siakam,PF,4400,2018-03-02
Tyson Chandler,C,4300,2018-03-02
Mike Muscala,PF/C,4300,2018-03-02
Stanley Johnson,SG/SF,4300,2018-03-02
Fred VanVleet,PG/SG,4300,2018-03-02
Jakob Poeltl,PF/C,4300,2018-03-02
Dillon Brooks,SG/SF,4300,2018-03-02
Mason Plumlee,PF/C,4200,2018-03-02
Marvin Williams,SF/PF,4200,2018-03-02
Jamal Crawford,SG,4100,2018-03-02
Isaiah Taylor,PG,4100,2018-03-02
Avery Bradley,PG/SG,4000,2018-03-02
Justin Holiday,SG/SF,4000,2018-03-02
Cristiano Da Silva Felicio,PF/C,4000,2018-03-02
T.J. McConnell,PG,4000,2018-03-02
Trey Lyles,SF/PF,4000,2018-03-02
Dragan Bender,PF/C,4000,2018-03-02
Tyrone Wallace,SG/SF,4000,2018-03-02
Shelvin Mack,PG/SG,3900,2018-03-02
Kyle O'Quinn,PF/C,3900,2018-03-02
Wayne Selden,PG/SG,3900,2018-03-02
Amir Johnson,PF/C,3800,2018-03-02
Michael Kidd-Gilchrist,SF,3800,2018-03-02
Bismack Biyombo,PF/C,3800,2018-03-02
Deyonta Davis,PF/C,3800,2018-03-02
Jordan Bell,PF/C,3800,2018-03-02
Frank Ntilikina,PG/SG,3800,2018-03-02
Royce O'Neale,SF,3800,2018-03-02
Chandler Parsons,SF/PF,3700,2018-03-02
Marco Belinelli,SG/SF,3700,2018-03-02
Ersan Ilyasova,SF/PF,3700,2018-03-02
Courtney Lee,SG/SF,3700,2018-03-02
Cody Zeller,C,3700,2018-03-02
Matthew Dellavedova,PG/SG,3700,2018-03-02
Delon Wright,PG/SG,3700,2018-03-02
Malcolm Delaney,PG/SG,3700,2018-03-02
Marquese Chriss,PF/C,3700,2018-03-02
Tyler Dorsey,PG/SG,3700,2018-03-02
Anthony Tolliver,SF/PF,3600,2018-03-02
C.J. Miles,SG/SF,3600,2018-03-02
David West,PF/C,3600,2018-03-02
Michael Carter-Williams,PG,3600,2018-03-02
Dwight Buyks,PG,3600,2018-03-02
Tyus Jones,PG/SG,3600,2018-03-02
Raymond Felton,PG/SG,3500,2018-03-02
Mario Chalmers,PG,3500,2018-03-02
Mike Scott,PF,3500,2018-03-02
Robin Lopez,C,3500,2018-03-02
Trevor Booker,PF/C,3500,2018-03-02
Tyler Zeller,C,3500,2018-03-02
Ian Mahinmi,C,3500,2018-03-02
Doug McDermott,SF,3500,2018-03-02
Jerami Grant,SF/PF,3500,2018-03-02
Marreese Speights,PF/C,3500,2018-03-02
James Ennis,SG/SF,3500,2018-03-02
Cameron Payne,PG/SG,3500,2018-03-02
C.J. Williams,SG/SF,3500,2018-03-02
Thon Maker,PF/C,3500,2018-03-02
Jawun Evans,PG,3500,2018-03-02
Devin Harris,PG/SG,3400,2018-03-02
Troy Daniels,SG,3400,2018-03-02
Jarrett Jack,PG,3400,2018-03-02
Terrence Ross,SG/SF,3400,2018-03-02
Zaza Pachulia,C,3400,2018-03-02
Tony Snell,SG/SF,3400,2018-03-02
Jodie Meeks,SG,3400,2018-03-02
Gorgui Dieng,PF/C,3400,2018-03-02
Tim Frazier,PG,3400,2018-03-02
Salah Mejri,C,3400,2018-03-02
Boban Marjanovic,C,3400,2018-03-02
Treveon Graham,SG/SF,3400,2018-03-02
Torrey Craig,SG/SF,3400,2018-03-02
Luke Kennard,SG/SF,3400,2018-03-02
Sterling Brown,SG,3400,2018-03-02
Alec Burks,PG/SG,3300,2018-03-02
Ben McLemore,SG/SF,3300,2018-03-02
Patrick Patterson,PF/C,3300,2018-03-02
Omri Casspi,SF/PF,3300,2018-03-02
Jared Dudley,PF,3300,2018-03-02
Darrell Arthur,SF/PF,3300,2018-03-02
JaVale McGee,C,3300,2018-03-02
Al Jefferson,PF/C,3300,2018-03-02
Glenn Robinson III,SG/SF,3300,2018-03-02
Justin Anderson,SG/SF,3300,2018-03-02
Sean Kilpatrick,PG/SG,3300,2018-03-02
DeAndre Bembry,SG/SF,3300,2018-03-02
Alex Abrines,SG/SF,3300,2018-03-02
Tyler Ulis,PG,3300,2018-03-02
Maxi Kleber,PF/C,3300,2018-03-02
Ivan Rabb,PF/C,3300,2018-03-02
Khem Birch,PF/C,3300,2018-03-02
Markelle Fultz,PG/SG,3300,2018-03-02
Davon Reed,SG/SF,3300,2018-03-02
OG Anunoby,SF/PF,3300,2018-03-02
Jason Smith,PF/C,3200,2018-03-02
Miles Plumlee,C,3200,2018-03-02
Jonas Jerebko,SF/PF,3200,2018-03-02
Shaun Livingston,PG/SG,3200,2018-03-02
Noah Vonleh,PF/C,3200,2018-03-02
Eric Moreland,PF/C,3200,2018-03-02
Kevon Looney,SF/PF,3200,2018-03-02
Joseph Young,PG/SG,3200,2018-03-02
Jerian Grant,PG,3200,2018-03-02
Josh Huestis,SG/SF,3200,2018-03-02
Norman Powell,SG/SF,3200,2018-03-02
Malik Beasley,PG/SG,3200,2018-03-02
Troy Williams,SF/PF,3200,2018-03-02
Guillermo Hernangomez,C,3200,2018-03-02
Jameer Nelson,PG/SG,3100,2018-03-02
Wesley Johnson,SG/SF,3100,2018-03-02
Jerryd Bayless,PG/SG,3100,2018-03-02
Ekpe Udoh,C,3100,2018-03-02
Lucas Nogueira,PF,3100,2018-03-02
Sam Dekker,SF/PF,3100,2018-03-02
Raulzinho Neto,PG,3100,2018-03-02
Juan Hernangomez,SF/PF,3100,2018-03-02
Danuel House,SG/SF,3100,2018-03-02
Andrew White III,SF,3100,2018-03-02
Patrick Beverley,PG/SG,3000,2018-03-02
Richard Jefferson,SF/PF,3000,2018-03-02
Omer Asik,C,3000,2018-03-02
Jason Terry,PG/SG,3000,2018-03-02
Nick Young,SG,3000,2018-03-02
