,,date,minutes,minutes,td,td,dd,dd,doubles,doubles,dk_per_min,dk_per_min,dk_per_min,dk_score,dk_score,dk_score,points,points,points,game_score,game_score,game_score,fg_pct,three_pct,two_pct,rebounds,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,w
,,len,sum,mean,sum,mean,sum,mean,sum,mean,mean,max,std,mean,max,std,mean,max,std,mean,max,std,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean
fg_pct,mean,0.48030892669566894,0.49100203136557796,0.57528722843621,0.10639467693649399,0.12960386335325064,0.4652252548833364,0.5330412470531135,0.5177218549504429,0.6309973955901379,0.6306114739586454,-0.07559132644400585,-0.18204040756538692,0.6340522118103434,0.5846734794169002,0.5288816977613909,0.5534240579894721,0.46640040122501886,0.43586289178577625,0.6590152599378767,0.5761428650242264,0.5731179743020681,1.0,-0.11121678452437832,0.938547800786597,0.7117629602521616,0.6667587322061476,0.6813758933231997,0.20020979760036264,0.3400767857371365,0.5799587426997681,0.4269084345449037,0.10384848158437142
three_pct,mean,0.2206011826738946,0.2870602375726579,0.4576118756569086,0.06905812475045679,0.058668696551076205,-0.0794649542970335,-0.12241036148949291,0.19433280820563428,0.25188170693692463,-0.033487724136652866,-0.050704335765560195,-0.1259615598594924,0.29893889732796597,0.25926320879166814,0.23185261487589662,0.42517091012729,0.44882875389254084,0.4950327602453323,0.30246007656218354,0.34120825342693606,0.4178726378981491,-0.11121678452437832,1.0,-0.024563533528078427,-0.20313375586035934,-0.48502576330222713,-0.05581583152497193,0.43025166245460394,0.3916272148035308,-0.33480056189322466,0.29406937475243267,0.08170158167894244
two_pct,mean,0.469409250841118,0.5040821065142964,0.6298102871096136,0.12300814187972005,0.1483999827738578,0.4276988267269583,0.4925591492100257,0.5242271587463383,0.6549160951592976,0.6283805887228497,-0.10110739929770712,-0.208523229939351,0.6726408084781094,0.616706138050664,0.5705949087249407,0.6092763148098627,0.5193506455963631,0.5051138188156471,0.6900570282854704,0.6105006914571758,0.6306119315411945,0.938547800786597,-0.024563533528078427,1.0,0.6753415913160687,0.5925429231696563,0.6653714797376133,0.26804876715704234,0.4231599800187031,0.5216939634484861,0.48565368116912094,0.0726086570391641
rebounds,mean,0.44142264665021796,0.5056873356888703,0.5976804573172121,0.19778081741342754,0.2446503054664678,0.7350818522154892,0.834712339699829,0.632216945418272,0.7569476775429215,0.693967292746832,-0.053795614723738505,-0.14348208553597294,0.730617031762939,0.6525624853721114,0.608245991844091,0.5702843705076526,0.4473884416617783,0.40474852581313375,0.7023070851418797,0.5750680643678048,0.5633970026666476,0.7117629602521616,-0.20313375586035934,0.6753415913160687,1.0,0.8938394736698777,0.9775024611507669,0.13489669275280455,0.3539030609567112,0.747447317681819,0.4735735536659977,0.09467235514114089
offensive_rebounds,mean,0.29296529724603604,0.3059587485602013,0.3259995019051162,0.09464920442831248,0.12591579523333798,0.6024841098569994,0.7055073011249643,0.42814654577030187,0.5186656015932585,0.5575232857793037,-0.030862788448189127,-0.08301774901287784,0.470219349823015,0.42798359600197416,0.4108525314153755,0.30047944982872155,0.19803677702858516,0.15591977861652215,0.4553579169257997,0.34332331962006063,0.3194942422023687,0.6667587322061476,-0.48502576330222713,0.5925429231696563,0.8938394736698777,1.0,0.7791546788350996,-0.10068962712341689,0.1261605398811328,0.7387239557341327,0.23269960255751584,0.033868401997119726
defensive_rebounds,mean,0.4792829512316005,0.5630108581557994,0.6821871874681316,0.23196808329878918,0.2827822261387776,0.7442101757860294,0.835027871518044,0.6824175721314447,0.814206677102046,0.7078831005822352,-0.06068661098325751,-0.16153159404580322,0.800186635525685,0.7109366784911141,0.6570421081273161,0.6558930680642658,0.5322779046537274,0.49248067421646086,0.7676010884995472,0.6424265124269621,0.6373200611154113,0.6813758933231997,-0.05581583152497193,0.6653714797376133,0.9775024611507669,0.7791546788350996,1.0,0.23594653577755856,0.435399167671093,0.6974086760196818,0.5525783016131786,0.11641720757486644
assists,mean,0.3881533404277612,0.5127598982851992,0.6469694343027225,0.3828476593440565,0.4423660533438304,0.3654462710354313,0.35062768357059587,0.5332495360651064,0.5891557849992094,0.4531483173718273,-0.07748480490337402,-0.1520829679488897,0.6763936021192697,0.585665205156633,0.518629284579231,0.6239401635842866,0.5551300155732672,0.5311955932265582,0.6505984464934496,0.5684793501053249,0.6024520362952214,0.20020979760036264,0.43025166245460394,0.26804876715704234,0.13489669275280455,-0.10068962712341689,0.23594653577755856,1.0,0.7007996493339356,-0.0738182817249586,0.8248298088234443,0.103934723491132
steals,mean,0.4745520495631538,0.5988045773826163,0.7585105222030504,0.2968706613509741,0.3247339353375828,0.38444094054579997,0.35668575320888296,0.5775872332536796,0.6200045786953156,0.44353745934798267,-0.09313771638021727,-0.20177143246627927,0.7299371083433767,0.6470186235276818,0.5833202115914281,0.6569886037254961,0.5776514077460599,0.5639210089863353,0.7000249647995174,0.6324156931810511,0.6623704065889643,0.3400767857371365,0.3916272148035308,0.4231599800187031,0.3539030609567112,0.1261605398811328,0.435399167671093,0.7007996493339356,1.0,0.14919568591257446,0.6989028374279128,0.10112455886450383
blocks,mean,0.26346388004526994,0.2858582736945555,0.32497536776728425,0.06192635788119371,0.0767095087389275,0.4937447625740989,0.5795352081064319,0.3757423274885771,0.4534870713012239,0.5265776125433974,-0.00332308672434701,-0.06153870864457444,0.45965019815483843,0.4136772308011875,0.38997013031219485,0.2993933848484973,0.20725187003164808,0.16346629518708866,0.43758003514480126,0.34121758978492633,0.31224814374068977,0.5799587426997681,-0.33480056189322466,0.5216939634484861,0.747447317681819,0.7387239557341327,0.6974086760196818,-0.0738182817249586,0.14919568591257446,1.0,0.23186399623913642,0.07600895886253771
turnovers,mean,0.4661460789300329,0.6060307072824112,0.7892692105981873,0.3763480637134732,0.43206217025041876,0.5448874254638695,0.5800630171393518,0.6860570605741715,0.824254164985379,0.6635824255741583,-0.08967888435560034,-0.18259942159697198,0.8707271958202873,0.7577800147707642,0.6855121050804326,0.8389806251636708,0.716810746259492,0.7019414404185753,0.8297806678676399,0.7215034225424157,0.7705221382779881,0.4269084345449037,0.29406937475243267,0.48565368116912094,0.4735735536659977,0.23269960255751584,0.5525783016131786,0.8248298088234443,0.6989028374279128,0.23186399623913642,1.0,0.056388600284908705
w,mean,0.3403643311836375,0.3109640259712534,0.11460160772272188,0.1151069332393858,0.09672168035754587,0.1786132992806009,0.0983096755434133,0.26379255865890444,0.12591216714820144,0.08738620713448687,0.03332188537305697,-0.01062757331494249,0.13707628355923207,0.1640907795615693,0.025760078399349292,0.11739933116672904,0.16069281292405369,0.05886948991065224,0.16291771788048645,0.18590098587287868,0.08341883282882202,0.10384848158437142,0.08170158167894244,0.0726086570391641,0.09467235514114089,0.033868401997119726,0.11641720757486644,0.103934723491132,0.10112455886450383,0.07600895886253771,0.056388600284908705,1.0
