,,date,minutes,minutes,td,td,dd,dd,doubles,doubles,dk_per_min,dk_per_min,dk_per_min,dk_score,dk_score,dk_score,points,points,points,game_score,game_score,game_score,fg_pct,three_pct,two_pct,rebounds,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,w
,,len,sum,mean,sum,mean,sum,mean,sum,mean,mean,max,std,mean,max,std,mean,max,std,mean,max,std,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean
game_score,max,0.7722610760457382,0.7802698065551225,0.8655235784199469,0.22382048157904336,0.23408060046913226,0.5135220394969168,0.5383992261860785,0.7440102306746045,0.8438149597692963,0.36773687767561636,0.02325528346473148,-0.19409908847958882,0.883436604567402,0.9625540785670483,0.8538128879115898,0.8730441362436873,0.9617112286571512,0.8949995539913214,0.8864886479909886,1.0,0.9265936674427265,0.5991918565654717,0.4181220792469376,0.6239351335830314,0.6749372807798953,0.45104439320315587,0.7292236710594603,0.6200223515875675,0.6800361810389655,0.44507986264315436,0.7517097419975639,0.09805876087648326
game_score,std,0.6503444110734069,0.6798550942607802,0.8839085052203469,0.18792481023646754,0.21179460822739868,0.448986055531375,0.5083941712509583,0.6621992160135067,0.8427014173928017,0.36749347570332336,-0.005788137257346489,-0.18037864309467963,0.8830996642244526,0.9147349261378055,0.9326171298754494,0.8780361691504948,0.9098840959979947,0.9596254085088746,0.8731688950831834,0.9265936674427265,1.0,0.6070860296349887,0.49910147483733347,0.6276224669895204,0.6558789190515086,0.42958938597918517,0.7130226630680588,0.6283766486796801,0.7019109443015263,0.40986074683883006,0.7707640562795514,0.037285953351364615
fg_pct,mean,0.49127230664459426,0.469498071323711,0.6074039619367398,0.09129930902942976,0.11237492178577076,0.3614385915585109,0.41426322119883663,0.44909065543267845,0.5668495018409992,0.3883623077232053,0.004340088939172278,-0.1296772714123124,0.6222460678104612,0.6016198248635831,0.5741879943963194,0.5802173989763186,0.5441935068047504,0.5493514297777684,0.640013568181182,0.5991918565654717,0.6070860296349887,1.0,0.19064664870325385,0.9027815538397462,0.6266165825881959,0.5497008291207172,0.6185541058398203,0.300851622957977,0.4173128358010574,0.5023557070463381,0.4686901225542516,-0.0008239447332933981
three_pct,mean,0.3054520676911156,0.3392161828946772,0.5000191232321971,0.07418323072093808,0.07033947559899476,-0.004644540198442736,-0.029831527108372242,0.2497181269025315,0.32861256914955866,-0.008437486407506394,-0.02161287259247251,-0.07716832939420025,0.38667375298717704,0.36866224752002913,0.3638679741966329,0.47650485542973786,0.48470322075823163,0.5400399093086697,0.38500092218437265,0.4181220792469376,0.49910147483733347,0.19064664870325385,1.0,0.10574828817545986,-0.0028148206179327796,-0.27326297664141824,0.11811850026910278,0.4504930546347554,0.41656612239883045,-0.17172844233767406,0.36186956498243183,0.0308268612731761
two_pct,mean,0.4933954079218713,0.4829432277487242,0.6466890852794741,0.10195928614723163,0.12454534218678628,0.3438721612124385,0.3974484640399256,0.4582509608558849,0.5893072451451862,0.4160367582141239,-0.013126345100196555,-0.1946803071888456,0.6514854503029981,0.6294527126788579,0.597723093871323,0.612393079135897,0.5779473901436516,0.5756127777615004,0.658312631784168,0.6239351335830314,0.6276224669895204,0.9027815538397462,0.10574828817545986,1.0,0.6245267023914016,0.525955493354529,0.6262738233094847,0.3495094553148091,0.47651876489248013,0.4800680497975047,0.5102008796175325,-0.036626706358782825
rebounds,mean,0.5574446693034542,0.587495807311063,0.7032922556547906,0.19690861727759446,0.24396324805353528,0.7083402403518304,0.8092483380651518,0.6643785642812436,0.8001980965039253,0.4116197617645861,-0.009869006168379067,-0.1618580285070292,0.7954828127325917,0.7245479711492423,0.6798945201648418,0.666263230340635,0.5908385437784991,0.5525865549522964,0.7690826274382836,0.6749372807798953,0.6558789190515086,0.6266165825881959,-0.0028148206179327796,0.6245267023914016,1.0,0.8937912102232436,0.9797494367178058,0.28062464037450213,0.4830869032086528,0.7557912069675448,0.5668439875828954,0.026294575151181426
offensive_rebounds,mean,0.3903822816299712,0.3862820580687252,0.44922626376398805,0.1039314023517032,0.13674303791774367,0.591050384804888,0.6986006232403869,0.46934638662041883,0.5739894028454697,0.37212988440603056,0.005004457205057273,-0.08799940399062944,0.5517149913582152,0.5096514380801261,0.4949131070193633,0.40888805663483485,0.35020305119332534,0.31961896303021825,0.5373471432322261,0.45104439320315587,0.42958938597918517,0.5497008291207172,-0.27326297664141824,0.525955493354529,0.8937912102232436,1.0,0.7858927560941584,0.037411685631285836,0.26307870547646195,0.7319462412071073,0.3301154250608569,-0.0052264502649303135
defensive_rebounds,mean,0.5943093035298539,0.6375739774081799,0.7691308461209002,0.2250943234397224,0.2753237146202188,0.7127728963539327,0.803887332495561,0.7064944422308861,0.8470422434474641,0.4013967267241601,-0.01584151798021906,-0.18401566338661846,0.8504853883054242,0.7714608417798795,0.7169537304505049,0.7360848997298773,0.6582905398715488,0.6196532126979286,0.8204997567443891,0.7292236710594603,0.7130226630680588,0.6185541058398203,0.11811850026910278,0.6262738233094847,0.9797494367178058,0.7858927560941584,1.0,0.3702189033838254,0.5486210821566881,0.7152940428112273,0.6341753794687893,0.03858798411380019
assists,mean,0.4872547657836743,0.5762595639780025,0.6935440536179295,0.3693931489661455,0.42865875955368565,0.39735950285246746,0.39082146582752764,0.5784758077528017,0.6446918839422923,0.2807267858770453,-0.04267893681250304,-0.15745173177276053,0.7247770893346585,0.630564207646768,0.5590910192223242,0.6817185435232508,0.6150311521945875,0.5802755656124707,0.6994308326152084,0.6200223515875675,0.6283766486796801,0.300851622957977,0.4504930546347554,0.3495094553148091,0.28062464037450213,0.037411685631285836,0.3702189033838254,1.0,0.7152718007995149,0.050962613821138925,0.8312809803127508,0.03225076117400222
steals,mean,0.5555094373895967,0.6291697558452702,0.7874565674601609,0.2676888321130869,0.29695005399574875,0.39395559711971057,0.390069069755893,0.5911937867180531,0.6613339702730504,0.2871219567296304,-0.044520440364627725,-0.20145552875316716,0.7696209308011266,0.6945699493317113,0.6566596114156682,0.7027258888957404,0.6455415498403817,0.6285400221547824,0.7352343626124086,0.6800361810389655,0.7019109443015263,0.4173128358010574,0.41656612239883045,0.47651876489248013,0.4830869032086528,0.26307870547646195,0.5486210821566881,0.7152718007995149,1.0,0.2583450142676523,0.7249391409524967,0.02859318096009989
blocks,mean,0.36203910062577227,0.3657331750067136,0.4285260594387198,0.07459918668825993,0.09271436766585074,0.5000766390257108,0.5863141441826458,0.4243426105384496,0.5200550333334628,0.3208485884893556,0.020780744400159222,-0.10164206242249674,0.532491969574653,0.49308648591570764,0.45366712407696014,0.39984616703654147,0.3493150854285192,0.3068510667862103,0.5128402621123787,0.44507986264315436,0.40986074683883006,0.5023557070463381,-0.17172844233767406,0.4800680497975047,0.7557912069675448,0.7319462412071073,0.7152940428112273,0.050962613821138925,0.2583450142676523,1.0,0.33359038475542924,0.03486498773585107
turnovers,mean,0.5698894651449552,0.6582903867187576,0.8146103050315437,0.34626856099553316,0.4001702814443314,0.5427792356226737,0.580810542184657,0.700514320442098,0.8356766468201183,0.34666727038756306,-0.04371890954692763,-0.1923592837453299,0.8763874364169295,0.77338054106431,0.6961769531480493,0.8542951310458319,0.7565887892059455,0.7321463915614992,0.8369372199419707,0.7517097419975639,0.7707640562795514,0.4686901225542516,0.36186956498243183,0.5102008796175325,0.5668439875828954,0.3301154250608569,0.6341753794687893,0.8312809803127508,0.7249391409524967,0.33359038475542924,1.0,0.002660620020565296
w,mean,0.20113217124557814,0.18915958345842082,0.0002265939414670516,0.07433423985584192,0.063122135880995,0.11631970023589192,0.06983799648790351,0.1662761912787007,0.06887978985973087,0.03666924876405921,0.026859688027592175,-0.03452921624401465,0.045657834404277814,0.07671008970304073,-0.0052548929585455335,0.043656231321911175,0.08258857766075112,0.018874300570619344,0.07593236633145029,0.09805876087648326,0.037285953351364615,-0.0008239447332933981,0.0308268612731761,-0.036626706358782825,0.026294575151181426,-0.0052264502649303135,0.03858798411380019,0.03225076117400222,0.02859318096009989,0.03486498773585107,0.002660620020565296,1.0
