,,date,minutes,minutes,td,td,dd,dd,doubles,doubles,dk_per_min,dk_per_min,dk_per_min,dk_score,dk_score,dk_score,points,points,points,game_score,game_score,game_score,fg_pct,three_pct,two_pct,rebounds,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,w
,,len,sum,mean,sum,mean,sum,mean,sum,mean,mean,max,std,mean,max,std,mean,max,std,mean,max,std,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean
slug,name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mcraejo01,Jordan McRae,88,916.4499999999996,10.41420454545454,0,0.0,0,0.0,12,0.13636363636363635,0.85982559492418,9.130434782608695,1.1821981644970758,8.434659090909092,50.5,9.361090778969098,4.875,36,6.188258254944201,3.1738636363636363,19.7,4.833729535521256,0.34911086062144053,0.23200757575757572,0.33088924963924965,1.1704545454545454,0.18181818181818182,0.9886363636363636,0.8409090909090909,0.2727272727272727,0.1590909090909091,0.5,0.5340909090909091
adrieje01,Jeff Adrien,153,2149.0166666666664,14.0458605664488,0,0.0,5,0.032679738562091505,36,0.23529411764705882,0.8597685428198637,2.4857142857142858,0.4254448549357548,12.436274509803921,45.0,9.758748159199257,4.633986928104576,21,4.609417753485117,4.2398692810457534,23.9,4.545071649445101,0.40065933841885415,0.0,0.40283798765632695,4.30718954248366,1.4444444444444444,2.8627450980392157,0.6535947712418301,0.32679738562091504,0.5163398692810458,0.5947712418300654,0.28104575163398693
magetjo01,Josh Magette,18,216.15000000000003,12.008333333333335,0,0.0,0,0.0,0,0.0,0.8586976151649712,2.1575342465753424,0.5577234856435671,9.597222222222221,21.5,6.293167915946678,2.5555555555555554,8,2.6171880334844837,3.305555555555556,9.2,2.7603222791854067,0.2638888888888889,0.25462962962962965,0.1527777777777778,1.0555555555555556,0.1111111111111111,0.9444444444444444,3.1666666666666665,0.4444444444444444,0.05555555555555555,0.5,0.16666666666666666
simshe01,Henry Sims,135,2541.283333333333,18.824320987654318,0,0.0,8,0.05925925925925926,60,0.4444444444444444,0.8584645239739264,2.2261484098939928,0.3849179670051434,17.007407407407406,47.0,9.672189549992778,7.637037037037037,24,5.3526495146774025,6.048888888888891,21.5,5.219808234978587,0.4158487191820525,0.014814814814814814,0.4212034673145784,4.962962962962963,1.837037037037037,3.1259259259259258,1.037037037037037,0.562962962962963,0.4740740740740741,1.1333333333333333,0.2
chandty01,Tyson Chandler,619,17108.433333333323,27.638826063543334,0,0.0,152,0.2455573505654281,523,0.8449111470113085,0.8583556141270619,1.9965277777777777,0.2903184151565299,24.126009693053312,60.75,10.932885595749378,8.447495961227787,28,5.234167623408244,9.355896607431328,27.2,5.96656351866821,0.616306543931746,0.0,0.6170668588277636,9.331179321486267,3.10016155088853,6.231017770597738,0.8093699515347335,0.5831987075928917,0.9547657512116317,1.2875605815831987,0.5121163166397416
harrial01,Al Harrington,240,5533.149999999999,23.054791666666663,0,0.0,13,0.05416666666666667,150,0.625,0.8574725854653111,1.697674418604651,0.32180172464663925,20.688541666666666,56.75,11.400154331624963,11.425,37,7.266778305797329,6.873749999999997,28.6,6.32228065974501,0.39767303227267414,0.2963921957671957,0.4622304142616642,4.5375,0.9041666666666667,3.6333333333333333,1.2416666666666667,0.65,0.14166666666666666,1.3875,0.5208333333333334
batumni01,Nicolas Batum,721,23873.84999999995,33.112135922330026,9,0.012482662968099861,73,0.10124826629680998,563,0.7808599167822469,0.8555931517915482,2.0142857142857142,0.27917484616330485,28.783980582524272,59.5,11.497126300112281,12.489597780859917,35,6.634523760786416,10.608460471567264,34.6,6.448444945092863,0.4229910684077377,0.3335838418015946,0.4950911971369668,5.535367545076283,1.0388349514563107,4.496532593619972,4.0624133148405,0.9764216366158114,0.6421636615811374,1.9916782246879334,0.5201109570041609
brandel01,Elton Brand,413,10231.499999999987,24.773607748183988,0,0.0,51,0.1234866828087167,244,0.5907990314769975,0.8553663256625816,1.7647058823529411,0.29554898916218963,21.997578692493946,64.0,11.736241953496066,9.14043583535109,33,6.496050839442039,7.9288135593220295,31.8,6.123575150030259,0.4548458327822755,0.0,0.4569487081010296,5.9225181598062955,1.8789346246973366,4.043583535108959,1.1937046004842615,0.7990314769975787,1.1840193704600483,0.9757869249394673,0.48426150121065376
collida01,Darren Collison,722,21247.01666666669,29.428000923361065,1,0.0013850415512465374,48,0.0664819944598338,536,0.7423822714681441,0.854602962830529,1.81301652892562,0.25416988829196185,25.496191135734072,61.25,10.254497475846405,12.520775623268698,35,6.108381768546109,10.459418282548478,30.1,6.338537762361306,0.46147709958838967,0.32277074264608907,0.48210645551092396,2.660664819944598,0.47645429362880887,2.1842105263157894,4.966759002770083,1.1537396121883656,0.14958448753462603,1.9210526315789473,0.5013850415512465
greenja01,JaMychal Green,320,6962.516666666661,21.757864583333316,0,0.0,39,0.121875,179,0.559375,0.8535099300944271,2.2193877551020407,0.35648316721541246,19.01171875,50.5,10.637297390912753,8.275,29,5.327458885981021,6.561562500000003,28.0,5.639059154375993,0.45243684369143955,0.25697916666666665,0.4794168112320684,5.953125,1.84375,4.109375,0.91875,0.571875,0.428125,1.165625,0.425
adamsst01,Steven Adams,519,13928.43333333333,26.83705844572896,0,0.0,98,0.18882466281310212,381,0.7341040462427746,0.8532498285507589,3.4210526315789473,0.3120184319945212,23.43256262042389,54.25,11.09726997730777,9.48169556840077,27,5.817623356753348,9.219460500963388,29.2,6.146175231690781,0.5599229623626085,0.0,0.5615331966445531,7.333333333333333,3.368015414258189,3.9653179190751446,0.9807321772639692,0.8535645472061657,1.001926782273603,1.3622350674373795,0.6011560693641619
johnsam01,Amir Johnson,745,16604.949999999997,22.28852348993288,0,0.0,66,0.08859060402684564,338,0.45369127516778524,0.8528506408430083,2.1549295774647885,0.3183941963584425,19.421476510067116,60.0,10.777317839158084,7.609395973154363,32,5.387078106149745,7.148590604026845,29.8,5.720027189495472,0.5430729705589449,0.09172259507829979,0.5618857951381798,5.624161073825503,2.0281879194630874,3.595973154362416,1.3879194630872482,0.625503355704698,0.9100671140939597,1.1503355704697986,0.5100671140939598
bartowi01,Will Barton,459,10603.699999999999,23.101742919389977,0,0.0,17,0.037037037037037035,244,0.5315904139433552,0.852283115069438,3.0,0.40368983781247825,20.92864923747277,58.0,13.853154210416134,10.435729847494553,37,7.825171291636508,7.624618736383438,30.0,7.160028513561896,0.39122799857971907,0.24215867042664435,0.42653095654825773,3.9281045751633985,0.690631808278867,3.237472766884532,2.315904139433551,0.6862745098039216,0.4074074074074074,1.3246187363834423,0.5010893246187363
crawfjo02,Jordan Crawford,294,6973.899999999996,23.720748299319713,3,0.01020408163265306,6,0.02040816326530612,181,0.6156462585034014,0.8520188636158051,3.1818181818181817,0.3565899900477153,20.737244897959183,63.75,12.059457318368043,11.92517006802721,41,7.632862698515618,7.282653061224489,28.9,6.66290775074384,0.39617146225776956,0.2680683167928067,0.4366080472563857,2.445578231292517,0.5340136054421769,1.91156462585034,3.0136054421768708,0.6802721088435374,0.0782312925170068,1.836734693877551,0.3843537414965986
gibsota01,Taj Gibson,773,19787.499999999996,25.59831824062095,0,0.0,105,0.13583441138421734,508,0.6571798188874515,0.8519895398810622,1.793002915451895,0.27563405144196257,22.016494178525228,56.75,9.639064463399158,9.72445019404916,32,5.071804092276305,8.226390685640359,27.5,5.447797676193764,0.509402676776962,0.019103061664510562,0.5157210943426204,6.285899094437258,2.313065976714101,3.9728331177231566,1.0103492884864165,0.5498059508408797,1.094437257438551,1.1746442432082795,0.5730918499353169
chrisma01,Marquese Chriss,197,3769.1000000000013,19.132487309644677,0,0.0,9,0.04568527918781726,72,0.36548223350253806,0.8517701126684796,1.9935838680109992,0.34108469384255785,17.140862944162436,45.25,10.552354547513364,7.568527918781726,27,5.736708183366512,5.0182741116751295,21.7,5.548107883571184,0.39326484159761177,0.23920715494319555,0.45930888062867753,4.49238578680203,1.0761421319796953,3.416243654822335,0.8375634517766497,0.6852791878172588,0.766497461928934,1.2741116751269035,0.30456852791878175
mccontj01,T.J. McConnell,333,7145.61666666666,21.45830830830829,1,0.003003003003003003,7,0.021021021021021023,93,0.27927927927927926,0.8516952158231996,1.9440353460972017,0.31420260828606267,18.674924924924923,54.5,9.773141847720828,6.273273273273273,19,4.2660512384490525,6.7468468468468465,22.9,5.006227804935289,0.4698955948955947,0.15725725725725725,0.49072633239299895,2.8018018018018016,0.4624624624624625,2.339339339339339,4.4924924924924925,1.2252252252252251,0.15315315315315314,1.5285285285285286,0.43243243243243246
roziete01,Terry Rozier,322,6667.149999999994,20.705434782608677,1,0.003105590062111801,4,0.012422360248447204,124,0.38509316770186336,0.851025834285486,2.225806451612903,0.3713367345418354,18.446428571428573,58.75,11.818314156869349,8.01552795031056,33,6.35965730190383,6.4583850931677,33.8,6.322334036123476,0.3478611012155955,0.28578744409489754,0.37295223754851103,3.642857142857143,0.577639751552795,3.0652173913043477,2.468944099378882,0.7453416149068323,0.2080745341614907,0.8012422360248447,0.6180124223602484
wallara01,Rasheed Wallace,93,1818.1499999999996,19.549999999999997,0,0.0,0,0.0,29,0.3118279569892473,0.8507062794025656,2.4545454545454546,0.37962933637079144,16.631720430107528,47.5,8.879751590686277,7.720430107526882,29,5.171757735419003,5.154838709677421,27.8,5.384973378664007,0.4205225777806423,0.2595366103430619,0.5004309609148317,3.7311827956989245,0.3333333333333333,3.3978494623655915,0.7311827956989247,0.7311827956989247,0.7849462365591398,0.6451612903225806,0.6129032258064516
mcculch01,Chris McCullough,59,532.5999999999999,9.027118644067794,0,0.0,0,0.0,4,0.06779661016949153,0.8478527102409588,2.048458149779736,0.4159547156016863,7.661016949152542,27.75,6.794990978379552,3.288135593220339,13,3.1516325679505304,2.5711864406779648,13.1,3.3967048356462515,0.3984261501210654,0.13983050847457626,0.4039951573849878,1.8983050847457628,0.6949152542372882,1.2033898305084745,0.2542372881355932,0.5084745762711864,0.3220338983050847,0.3389830508474576,0.3220338983050847
macklve01,Vernon Macklin,23,135.45,5.889130434782608,0,0.0,0,0.0,0,0.0,0.8470910649551118,4.534883720930233,0.974700785656756,4.804347826086956,23.75,5.877517121189986,2.0,8,2.467976720090587,2.008695652173913,8.5,2.432901941654762,0.33747412008281574,0.0,0.33747412008281574,1.4782608695652173,0.6086956521739131,0.8695652173913043,0.21739130434782608,0.17391304347826086,0.17391304347826086,0.13043478260869565,0.21739130434782608
fredeji01,Jimmer Fredette,241,3211.166666666666,13.324343015214382,0,0.0,0,0.0,59,0.24481327800829875,0.8469139141719971,20.0,1.4804467345293455,10.096473029045644,34.25,7.753210222781563,5.966804979253112,24,5.07187278027638,3.5481327800829856,20.2,4.414616659344573,0.35865667297202564,0.27452578541790157,0.3749950602647698,1.008298755186722,0.21991701244813278,0.7883817427385892,1.3734439834024896,0.3900414937759336,0.04564315352697095,0.9253112033195021,0.3900414937759336
knighbr03,Brandon Knight,421,12675.966666666662,30.109184481393495,1,0.0023752969121140144,16,0.03800475059382423,322,0.7648456057007126,0.8467316000216604,1.9125459746628524,0.3176496682612587,26.213776722090262,78.0,12.774359092581465,14.45605700712589,38,7.738653299636864,9.203087885985738,34.0,7.397519852360465,0.3944798980069677,0.34009603487038187,0.4210601650208072,3.173396674584323,0.5510688836104513,2.6223277909738716,4.038004750593824,0.8907363420427553,0.171021377672209,2.489311163895487,0.35391923990498814
wiggian01,Andrew Wiggins,405,14547.93333333334,35.920823045267504,0,0.0,8,0.019753086419753086,379,0.9358024691358025,0.8464590524014344,1.7146654851572884,0.23889561860170722,30.642592592592592,64.5,9.985983714040081,19.37530864197531,47,7.32535152510687,12.08271604938273,37.5,7.053006348034157,0.4367373071012879,0.2795257691553989,0.4662551460906013,4.269135802469136,1.2617283950617284,3.0074074074074075,2.1654320987654323,1.0098765432098766,0.5604938271604938,2.051851851851852,0.38271604938271603
miltosh01,Shake Milton,20,268.23333333333335,13.411666666666667,0,0.0,0,0.0,3,0.15,0.8462007556910752,2.5770925110132157,0.719336550665646,9.6875,23.75,7.206025895771282,4.35,13,4.132986686086518,3.08,9.3,4.206711429683712,0.3263492063492064,0.25499999999999995,0.33392857142857146,1.75,0.45,1.3,0.9,0.4,0.4,0.3,0.5
kornelu01,Luke Kornet,66,1110.4833333333331,16.825505050505047,0,0.0,2,0.030303030303030304,19,0.2878787878787879,0.8451526075793302,2.004950495049505,0.4514973114763906,15.761363636363637,48.75,12.968484863327314,6.909090909090909,24,6.667319315373072,5.586363636363636,23.7,6.51013142638543,0.31481610462225434,0.28458914822551185,0.2668109668109668,3.015151515151515,0.5909090909090909,2.4242424242424243,1.2121212121212122,0.5,0.8787878787878788,0.5606060606060606,0.22727272727272727
johnsja01,James Johnson,604,12549.783333333336,20.777786975717444,0,0.0,16,0.026490066225165563,237,0.3923841059602649,0.8450834440186398,2.1070234113712374,0.366802918166341,18.6341059602649,60.75,11.521827465927068,7.983443708609271,31,5.910026676636137,6.386423841059605,30.1,5.9725447956307045,0.43909035792800855,0.19905786818038482,0.48250324067899864,3.609271523178808,0.8112582781456954,2.7980132450331126,2.1589403973509933,0.7897350993377483,0.8807947019867549,1.4586092715231789,0.48509933774834435
kiddja01,Jason Kidd,295,9181.199999999993,31.122711864406757,4,0.013559322033898305,29,0.09830508474576272,171,0.5796610169491525,0.8443244558710006,1.621196222455404,0.28435135549204305,26.885593220338983,73.5,11.697225712012953,7.596610169491526,26,5.428883640824372,9.207118644067798,28.9,6.29587788987708,0.357200106861124,0.3509354957660043,0.30577616357277365,4.552542372881356,0.5423728813559322,4.010169491525423,6.257627118644068,1.7220338983050847,0.3288135593220339,1.8779661016949152,0.6338983050847458
korkmfu01,Furkan Korkmaz,67,796.1833333333333,11.883333333333333,0,0.0,0,0.0,12,0.1791044776119403,0.8437581842730257,3.1666666666666665,0.6131312930508097,9.76865671641791,36.25,8.928197737220895,4.835820895522388,18,5.044039431409846,3.3029850746268647,15.8,4.586606659752829,0.3432421227197347,0.2722222222222222,0.3705789235639982,1.8507462686567164,0.26865671641791045,1.5820895522388059,0.9104477611940298,0.4626865671641791,0.05970149253731343,0.417910447761194,0.6716417910447762
lylestr01,Trey Lyles,292,5068.633333333334,17.358333333333334,0,0.0,9,0.030821917808219176,114,0.3904109589041096,0.8427703926488224,2.388059701492537,0.391425136467744,15.429794520547945,47.25,10.115006338220352,7.551369863013699,26,6.096088952970179,5.233561643835618,22.1,5.490933200154424,0.376794227685646,0.2517082517938683,0.4214350527706692,3.8698630136986303,0.708904109589041,3.160958904109589,1.0582191780821917,0.386986301369863,0.3253424657534247,0.886986301369863,0.5616438356164384
millean02,Andre Miller,495,11781.666666666672,23.80134680134681,0,0.0,32,0.06464646464646465,262,0.5292929292929293,0.8423229622737769,1.8560057887120116,0.3131447325110168,21.155050505050504,64.75,12.167275199353238,8.896969696969697,52,6.787662279439639,8.036767676767683,41.2,6.364707032048796,0.4427649266381302,0.11579124579124578,0.46465798822797616,2.797979797979798,0.7676767676767676,2.0303030303030303,5.056565656565657,0.8525252525252526,0.11313131313131314,1.8767676767676769,0.5757575757575758
rodrise01,Sergio Rodríguez,108,2196.5500000000006,20.338425925925932,0,0.0,1,0.009259259259259259,39,0.3611111111111111,0.8421275775148706,2.0,0.3323971530178947,17.555555555555557,39.25,9.270489641499335,7.453703703703703,21,4.629011035169875,5.75925925925926,19.5,5.200090528274477,0.43639870931537605,0.3061728395061728,0.4614845545401102,1.9444444444444444,0.32407407407407407,1.6203703703703705,4.342592592592593,0.7314814814814815,0.05555555555555555,1.8981481481481481,0.32407407407407407
looneke01,Kevon Looney,246,3677.6666666666674,14.94986449864499,0,0.0,2,0.008130081300813009,37,0.15040650406504066,0.8420247567086606,2.1189591078066914,0.4081441697475719,12.840447154471544,35.0,8.201741987893268,4.658536585365853,19,3.716107835022174,5.061788617886179,17.5,4.362109961750224,0.5408633372048006,0.02032520325203252,0.5524736329614377,3.8577235772357725,1.6585365853658536,2.1991869918699187,0.9471544715447154,0.491869918699187,0.5894308943089431,0.491869918699187,0.7276422764227642
blackta01,Tarik Black,227,3337.1333333333323,14.701027900146839,0,0.0,9,0.039647577092511016,42,0.18502202643171806,0.8420196479064967,2.2613065326633164,0.4148818901004088,12.659691629955947,37.75,8.191134501261807,4.744493392070485,18,3.8907540825280065,4.297797356828194,17.9,4.2445326095812135,0.4575587774926981,0.006607929515418502,0.4644936072248847,4.568281938325991,1.7400881057268722,2.828193832599119,0.4933920704845815,0.3656387665198238,0.5154185022026432,0.7224669603524229,0.44052863436123346
sessira01,Ramon Sessions,584,13377.616666666654,22.906877853881255,0,0.0,19,0.032534246575342464,324,0.5547945205479452,0.8412806115789316,3.6363636363636362,0.3023066832576749,19.74571917808219,55.5,9.992888920851087,10.188356164383562,32,5.949369112223436,7.760787671232885,29.5,5.759388194958301,0.40717948289999983,0.18515981735159812,0.42560045576010536,2.5273972602739727,0.4195205479452055,2.107876712328767,3.7517123287671232,0.6095890410958904,0.07191780821917808,1.6455479452054795,0.3613013698630137
martike02,Kevin Martin,416,12373.900000000021,29.744951923076975,0,0.0,1,0.002403846153846154,328,0.7884615384615384,0.840220776604223,1.6623711340206186,0.3005669245433099,25.622596153846153,59.0,11.933777878298374,17.295673076923077,45,9.08044797625592,11.073317307692314,35.4,7.778006345066357,0.40975697656232357,0.351982219169719,0.4297015080867076,2.8173076923076925,0.3942307692307692,2.423076923076923,1.9158653846153846,0.8389423076923077,0.10576923076923077,1.6658653846153846,0.5024038461538461
harrish01,Shaquille Harrison,96,1814.3166666666668,18.899131944444445,0,0.0,2,0.020833333333333332,28,0.2916666666666667,0.8389074326779289,1.5486194477791115,0.32400193012449585,16.1640625,42.5,9.15910735458946,6.520833333333333,21,5.119578861517638,5.70625,19.9,4.803371896797849,0.39713623964543077,0.17118055555555556,0.41763129810004807,2.9479166666666665,0.4375,2.5104166666666665,2.0208333333333335,1.1979166666666667,0.3854166666666667,0.8541666666666666,0.23958333333333334
gibsojo01,Jonathan Gibson,21,271.15,12.911904761904761,0,0.0,0,0.0,6,0.2857142857142857,0.8380389329938597,1.8435754189944134,0.5125174397197468,10.988095238095237,41.5,10.432064809541599,6.666666666666667,26,6.740425308044984,3.6333333333333333,15.5,4.469936614017399,0.3415867201581487,0.26772486772486775,0.3108534322820037,1.1904761904761905,0.047619047619047616,1.1428571428571428,1.4285714285714286,0.38095238095238093,0.0,1.1428571428571428,0.2857142857142857
nelsoja01,Jameer Nelson,559,15994.066666666678,28.611926058437707,0,0.0,37,0.06618962432915922,363,0.6493738819320215,0.8379056333104061,1.6282595512431777,0.26808686045969077,24.53980322003578,57.75,10.908511020539084,10.9695885509839,32,6.525725629514059,8.346332737030407,29.0,6.09316997941533,0.4020545751564213,0.32405533246320417,0.4414735705091381,2.953488372093023,0.44543828264758495,2.5080500894454385,5.524150268336315,0.8103756708407871,0.07871198568872988,2.103756708407871,0.47227191413237923
wrighde01,Delon Wright,226,4154.783333333331,18.38399705014748,3,0.01327433628318584,5,0.022123893805309734,80,0.35398230088495575,0.8373687255728597,2.075098814229249,0.3703571736475528,16.672566371681416,69.0,11.954523999354006,7.017699115044247,26,5.480441670579246,6.605752212389379,31.1,6.006175533796268,0.37803735515179687,0.23102612726506538,0.41662507846136176,2.601769911504425,0.6415929203539823,1.9601769911504425,2.5442477876106193,0.9601769911504425,0.38495575221238937,0.9380530973451328,0.6327433628318584
vanvlfr01,Fred VanVleet,214,4309.933333333333,20.1398753894081,0,0.0,1,0.004672897196261682,90,0.4205607476635514,0.8350298482955041,2.558664259927798,0.40662723741149287,17.397196261682243,47.25,10.749492469241376,7.9953271028037385,30,6.033939738325271,6.484112149532711,24.4,5.977809505581119,0.3675414035295838,0.32718085393319046,0.37267214872355064,2.0841121495327104,0.27102803738317754,1.8130841121495327,3.102803738317757,0.7476635514018691,0.22429906542056074,0.9205607476635514,0.677570093457944
anthojo01,Joel Anthony,430,6148.533333333326,14.298914728682153,0,0.0,1,0.002325581395348837,13,0.030232558139534883,0.8345681322900208,120.0,5.773675003258542,8.022093023255813,30.75,6.788091196295806,2.0534883720930233,13,2.528056905803089,2.509767441860463,15.1,3.135561491429654,0.32406053894425985,0.0,0.32406053894425985,2.7162790697674417,1.086046511627907,1.630232558139535,0.17906976744186046,0.2534883720930233,1.0,0.4116279069767442,0.6558139534883721
jackja01,Jarrett Jack,536,14713.099999999999,27.449813432835818,2,0.0037313432835820895,31,0.05783582089552239,345,0.6436567164179104,0.8345664989051174,1.9310344827586208,0.2745354967437101,23.486473880597014,67.5,10.982959565357135,11.164179104477611,35,6.622469855606919,8.669962686567159,29.1,6.61597703654856,0.4185620561377229,0.27614827647476914,0.4439245582648653,3.0205223880597014,0.31156716417910446,2.708955223880597,4.867537313432836,0.7444029850746269,0.15298507462686567,1.9962686567164178,0.43843283582089554
landrca01,Carl Landry,388,8945.233333333328,23.05472508591064,0,0.0,30,0.07731958762886598,250,0.6443298969072165,0.8336824475413536,3.173076923076923,0.33909692292342986,19.318298969072163,51.5,10.190205318712586,10.989690721649485,31,6.459965912760084,8.01288659793815,25.7,6.061774065759632,0.5006088144507841,0.014175257731958763,0.5028622273508011,4.871134020618556,1.8737113402061856,2.997422680412371,0.7603092783505154,0.4329896907216495,0.36597938144329895,1.25,0.36855670103092786
kaminfr01,Frank Kaminsky,289,6442.066666666672,22.290888119953884,0,0.0,7,0.02422145328719723,146,0.5051903114186851,0.8335995021377903,2.2693726937269374,0.3466561598505655,19.03287197231834,51.75,9.727571731556635,9.716262975778546,27,6.21901585529265,7.007612456747404,22.1,5.605405145864903,0.39667843122533697,0.3258197396605701,0.4378175169697664,3.986159169550173,0.740484429065744,3.245674740484429,1.5916955017301038,0.47750865051903113,0.39100346020761245,0.8408304498269896,0.47750865051903113
teodomi01,Milo Teodosi?,60,1284.0833333333335,21.401388888888892,0,0.0,0,0.0,24,0.4,0.8335059500026859,1.8181818181818181,0.29159375298639423,17.833333333333332,33.5,8.677199162790632,7.95,18,4.7422550596575315,5.655000000000002,14.6,4.523551364708103,0.42668956043956036,0.39044973544973544,0.403968253968254,2.3666666666666667,0.31666666666666665,2.05,4.016666666666667,0.43333333333333335,0.1,1.9666666666666666,0.6166666666666667
ezelife01,Festus Ezeli,225,2914.233333333331,12.952148148148137,0,0.0,6,0.02666666666666667,33,0.14666666666666667,0.8328895568418561,1.805037313432836,0.40108928130023047,11.22,34.5,7.725294723920155,3.9955555555555557,16,3.7038804190645997,3.595999999999998,15.8,3.884703518747786,0.4285584415584416,0.0,0.4285584415584416,3.902222222222222,1.5644444444444445,2.3377777777777777,0.3511111111111111,0.23555555555555555,0.8444444444444444,0.76,0.7111111111111111
lopezro01,Robin Lopez,719,17639.766666666674,24.533750579508588,0,0.0,80,0.11126564673157163,455,0.6328233657858137,0.8325205251561307,2.051282051282051,0.3013319642598956,20.77990264255911,56.75,10.437953839360727,9.680111265646731,30,5.642855515783106,8.301529902642564,27.4,5.845466819322792,0.5111561935994525,0.013676402410755677,0.5135368544842492,5.6731571627260085,2.6175243393602226,3.055632823365786,0.9040333796940194,0.2614742698191933,1.2698191933240612,1.1696801112656467,0.4617524339360223
papagge01,Georgios Papagiannis,39,476.64999999999986,12.221794871794868,0,0.0,2,0.05128205128205128,9,0.23076923076923078,0.8323299423407903,1.9419642857142858,0.5444001018477183,10.365384615384615,34.25,8.59426180846201,4.102564102564102,14,4.1914378376755765,3.299999999999999,14.1,3.8004847336262664,0.45013227513227505,0.0,0.45526048026048027,3.1538461538461537,0.9487179487179487,2.2051282051282053,0.7435897435897436,0.1794871794871795,0.5897435897435898,0.8205128205128205,0.2564102564102564
noguelu01,Lucas Nogueira,154,1813.8333333333326,11.778138528138523,0,0.0,0,0.0,13,0.08441558441558442,0.8318089896908014,3.475609756097561,0.6048462119593042,9.737012987012987,44.75,9.210536388393551,2.961038961038961,17,3.5014154315956145,3.551948051948053,20.6,4.500823755818916,0.4091244073386931,0.05519480519480519,0.40783343640486497,2.6103896103896105,0.7987012987012987,1.8116883116883118,0.474025974025974,0.577922077922078,0.935064935064935,0.5064935064935064,0.6103896103896104
anderry01,Ryan Anderson,602,15947.366666666667,26.490642303433003,0,0.0,50,0.08305647840531562,432,0.717607973421927,0.831439802002967,2.0480120030007503,0.3491700804641659,22.837209302325583,59.75,12.149275808935164,12.524916943521594,36,7.907969636393932,8.963455149501662,28.6,7.190171237051184,0.38309928914373653,0.33511245813986684,0.4170991360983059,5.275747508305648,1.9385382059800664,3.3372093023255816,0.9003322259136213,0.4850498338870432,0.3388704318936877,0.9086378737541528,0.553156146179402
smithis01,Ish Smith,556,10624.000000000002,19.10791366906475,0,0.0,18,0.03237410071942446,210,0.3776978417266187,0.8313563162865172,12.5,0.6431056393308923,17.199640287769785,53.25,12.46306904259396,7.280575539568345,28,6.364347516265671,5.812769784172672,25.3,5.986182187282445,0.35843986301944264,0.1535114765330592,0.37547184446018933,2.3309352517985613,0.3363309352517986,1.9946043165467626,3.7194244604316546,0.6906474820143885,0.21942446043165467,1.2392086330935252,0.4262589928057554
willima01,Mo Williams,417,11276.783333333333,27.042645883293364,0,0.0,34,0.0815347721822542,268,0.6426858513189448,0.8312495073263245,2.142857142857143,0.3082435091746082,23.25,69.0,12.042180973401532,11.892086330935252,52,7.351109264295149,8.022302158273385,38.4,6.859006324844012,0.3962787674068977,0.324024057477295,0.41450344689870716,2.184652278177458,0.3764988009592326,1.8081534772182255,4.695443645083933,0.7410071942446043,0.17985611510791366,2.1654676258992804,0.513189448441247
lucaska01,Kalin Lucas,2,11.116666666666667,5.558333333333334,0,0.0,0,0.0,0,0.0,0.8299766229095487,1.2985074626865671,0.6626026680027152,4.625,7.25,3.7123106012293743,1.0,2,1.4142135623730951,1.2,2.5,1.8384776310850237,0.0,0.0,0.0,1.5,0.0,1.5,0.5,0.5,0.0,0.0,0.0
fryech01,Channing Frye,624,14009.083333333328,22.450454059829053,0,0.0,23,0.03685897435897436,286,0.4583333333333333,0.8270630591466045,5.0675675675675675,0.4067281198038337,18.479166666666668,53.0,10.737275807219433,8.679487179487179,33,6.229672875413831,6.304166666666673,26.8,5.7900103774703675,0.41189611131835857,0.35344612207593,0.42485095922595917,4.3173076923076925,0.6057692307692307,3.7115384615384617,1.0320512820512822,0.5448717948717948,0.6410256410256411,0.780448717948718,0.5176282051282052
burketr01,Trey Burke,364,8547.700000000003,23.482692307692314,0,0.0,15,0.04120879120879121,213,0.5851648351648352,0.8270338216034511,2.682926829268293,0.3306636343232148,20.121565934065934,65.25,11.750585614316728,10.780219780219781,42,7.196650885905341,7.2271978021978045,35.6,6.519316654889293,0.383318687148836,0.28561741982071653,0.40450613161707205,2.0357142857142856,0.36813186813186816,1.6675824175824177,3.587912087912088,0.5769230769230769,0.11813186813186813,1.304945054945055,0.42032967032967034
vasqugr01,Greivis Vásquez,425,9951.250000000004,23.41470588235295,1,0.002352941176470588,32,0.07529411764705882,224,0.5270588235294118,0.8268894690798047,3.3333333333333335,0.33824036259971063,20.11235294117647,58.75,12.041760829902437,8.818823529411764,27,6.239150850046321,6.66329411764706,27.8,6.1008558377808875,0.3957289720336525,0.29039079874373985,0.4262146142976594,2.5247058823529414,0.30823529411764705,2.216470588235294,4.724705882352941,0.5811764705882353,0.08705882352941176,1.8258823529411765,0.4776470588235294
whitede01,Derrick White,94,2075.483333333333,22.07960992907801,0,0.0,0,0.0,41,0.43617021276595747,0.8268858544752181,1.8534773801485482,0.35180557790023415,19.98404255319149,57.75,12.787910564291586,8.829787234042554,36,7.180676425848646,7.691489361702124,33.8,7.19114837576386,0.41874580710625764,0.26968085106382983,0.4401888318189944,3.127659574468085,0.43617021276595747,2.6914893617021276,3.127659574468085,0.8191489361702128,0.6063829787234043,1.2553191489361701,0.5425531914893617
