,,date,minutes,minutes,td,td,dd,dd,doubles,doubles,dk_per_min,dk_per_min,dk_per_min,dk_score,dk_score,dk_score,points,points,points,game_score,game_score,game_score,fg_pct,three_pct,two_pct,rebounds,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,w
,,len,sum,mean,sum,mean,sum,mean,sum,mean,mean,max,std,mean,max,std,mean,max,std,mean,max,std,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean
slug,name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whiteha01,Hassan Whiteside,358,9298.199999999999,25.97262569832402,4,0.0111731843575419,192,0.5363128491620112,482,1.3463687150837989,1.296641138338494,3.103448275862069,0.4007753790970789,34.149441340782126,76.0,14.627195412156121,13.20949720670391,32,7.02322830904311,12.817597765363134,33.9,7.359922347294319,0.5572403543913864,0.008379888268156424,0.5591349398876807,11.307262569832401,3.2374301675977653,8.069832402234637,0.5782122905027933,0.6201117318435754,2.3240223463687153,1.5865921787709498,0.4888268156424581
longsh01,Shawn Long,17,233.61666666666667,13.742156862745098,0,0.0,1,0.058823529411764705,8,0.47058823529411764,1.2887492918230161,1.9948849104859334,0.4118768246221277,18.13235294117647,32.0,8.724121395169089,8.705882352941176,18,5.955718952006896,7.258823529411765,17.2,5.612158544571933,0.5279653353182765,0.196078431372549,0.6056277056277056,5.0,2.411764705882353,2.588235294117647,0.7647058823529411,0.5294117647058824,0.5294117647058824,0.7647058823529411,0.29411764705882354
curryst01,Stephen Curry,775,27103.900000000012,34.9727741935484,9,0.011612903225806452,134,0.17290322580645162,883,1.1393548387096775,1.2809758118475323,2.315247895229186,0.3544596010647329,44.66483870967742,82.5,13.315419378423876,24.409032258064517,54,9.321929410015649,19.253032258064525,49.2,8.974798938546208,0.46930947265108247,0.42182226297621267,0.514971313898658,4.672258064516129,0.7264516129032258,3.945806451612903,6.647741935483871,1.7083870967741936,0.22451612903225807,3.190967741935484,0.6838709677419355
haislma01,Marcus Haislip,5,20.750000000000004,4.15,0,0.0,0,0.0,0,0.0,1.2802720761439654,2.9381443298969074,1.0760253441441228,3.55,7.25,2.4199690080660123,2.4,4,1.140175425099138,0.8800000000000001,3.0,1.8308467986153292,0.43,0.2,0.27999999999999997,1.0,0.6,0.4,0.0,0.0,0.0,0.4,0.6
hardeja01,James Harden,849,29470.283333333362,34.71175893207699,45,0.053003533568904596,217,0.25559481743227325,1040,1.2249705535924618,1.2669065499338497,2.976324689966178,0.4238727590845369,45.00029446407538,103.5,18.352052556866226,24.700824499411073,61,11.140505382093568,19.037338044758556,56.6,10.278772684792582,0.43864273224021577,0.35915946523097014,0.5081364227539418,5.32037691401649,0.7491166077738516,4.571260306242638,6.262661955241461,1.60188457008245,0.5064782096584217,3.6819787985865724,0.6372202591283863
simmobe01,Ben Simmons,182,6222.283333333334,34.188369963369965,24,0.13186813186813187,86,0.4725274725274725,276,1.5164835164835164,1.255738033580577,2.165590405904059,0.3259199871732664,42.592032967032964,78.25,11.636446351421677,16.186813186813186,32,5.751602395820156,15.993956043956045,34.0,6.727803016923228,0.5625106096910607,0.0,0.5660120394004736,8.434065934065934,1.9615384615384615,6.472527472527473,7.802197802197802,1.5604395604395604,0.8296703296703297,3.4505494505494507,0.6208791208791209
paulch01,Chris Paul,713,24477.83333333336,34.33076203833571,5,0.0070126227208976155,304,0.426367461430575,986,1.3828892005610098,1.2545959523161971,2.1871508379888267,0.30821229172483894,42.80224403927069,84.25,11.104370559334408,18.35764375876578,42,7.198802260855025,18.103646563814852,47.5,7.4328294058205735,0.4617239311215579,0.34896095800724103,0.5051651393454164,4.4403927068723705,0.6283309957924264,3.8120617110799437,9.340813464235625,2.152875175315568,0.15287517531556802,2.3856942496493687,0.6577840112201964
drumman01,Andre Drummond,550,16969.14999999999,30.852999999999984,0,0.0,366,0.6654545454545454,850,1.5454545454545454,1.2476778836753948,2.2743682310469313,0.31976647557915666,38.85,83.0,13.667233095019208,14.154545454545454,33,6.284665414647672,13.938363636363638,34.7,7.106878646311116,0.5479016788891419,0.01606060606060606,0.5519973636050125,13.658181818181818,4.8,8.858181818181817,1.1545454545454545,1.3327272727272728,1.5563636363636364,1.789090909090909,0.43636363636363634
howardw01,Dwight Howard,664,22312.066666666688,33.602510040160674,0,0.0,453,0.6822289156626506,1066,1.605421686746988,1.2129648182186594,2.727272727272727,0.305002612994283,40.88968373493976,90.25,13.243270400863357,17.427710843373493,46,7.663800053016265,15.139457831325299,41.3,7.712070244639197,0.58922316511096,0.007530120481927711,0.5926567781919129,12.667168674698795,3.4518072289156625,9.215361445783133,1.4789156626506024,0.9683734939759037,1.9503012048192772,2.9096385542168677,0.5647590361445783
marjabo01,Boban Marjanovi?,198,1966.0166666666653,9.929377104377098,0,0.0,15,0.07575757575757576,70,0.35353535353535354,1.212502172595606,3.75,0.6646850151041639,13.06439393939394,46.5,10.771594171773478,6.2272727272727275,27,5.515447953547198,5.6297979797979805,23.8,5.669821343804034,0.4844336219336217,0.010942760942760942,0.48944805194805174,3.9545454545454546,1.3686868686868687,2.585858585858586,0.6060606060606061,0.22727272727272727,0.3939393939393939,0.7626262626262627,0.5959595959595959
loveke01,Kevin Love,624,20453.900000000012,32.77868589743592,3,0.004807692307692308,398,0.6378205128205128,971,1.5560897435897436,1.2097020512069565,2.3324808184143224,0.32766461877855074,40.08293269230769,80.25,13.752171620904367,18.987179487179485,51,8.41899341595402,15.552884615384613,41.0,8.21792219950972,0.4247279256291328,0.32546452390202396,0.4550808571527792,11.34775641025641,2.7259615384615383,8.621794871794872,2.4198717948717947,0.717948717948718,0.44871794871794873,1.9759615384615385,0.5224358974358975
griffbl01,Blake Griffin,657,23029.849999999966,35.05304414003039,13,0.0197869101978691,279,0.4246575342465753,928,1.4124809741248097,1.2044673309781233,2.197986577181208,0.2749972014140403,42.212709284627095,82.0,11.34168845088244,21.799086757990867,50,7.262864894915148,16.942922374429212,40.0,7.228838923258446,0.5009510477182495,0.14759925513350178,0.5182908841950148,8.926940639269406,2.1948249619482496,6.732115677321157,4.418569254185693,0.9193302891933028,0.547945205479452,2.6057838660578385,0.5814307458143074
youngtr01,Trae Young,81,2503.2999999999997,30.904938271604934,1,0.012345679012345678,30,0.37037037037037035,103,1.271604938271605,1.201855637303732,2.0418848167539267,0.31302821916602513,37.66358024691358,87.0,13.052667381482028,19.123456790123456,49,8.199668767775599,14.109876543209877,37.8,8.076967329051659,0.410587980633984,0.3124180003809632,0.47586730525183674,3.7160493827160495,0.7901234567901234,2.925925925925926,8.061728395061728,0.8888888888888888,0.18518518518518517,3.802469135802469,0.35802469135802467
antetgi01,Giannis Antetokounmpo,499,16458.566666666673,32.98309953239814,14,0.028056112224448898,177,0.35470941883767537,602,1.2064128256513027,1.1993500900974539,2.5138121546961325,0.4566909165772574,40.519038076152306,91.0,18.068543864575734,19.090180360721444,52,10.036773938467615,16.196392785571142,50.4,10.012086421524547,0.501106694709787,0.18985351655692326,0.5375220577998556,8.404809619238478,1.6332665330661322,6.771543086172345,4.16432865731463,1.2064128256513027,1.3647294589178356,2.6573146292585172,0.48296593186372744
terryem01,Emanuel Terry,3,22.75,7.583333333333333,0,0.0,0,0.0,0,0.0,1.1957887336719883,1.6132075471698113,0.3981080556311806,8.916666666666666,14.25,5.251983752196243,3.3333333333333335,5,2.0816659994661326,3.3333333333333335,6.6,2.8571547618799604,0.5,0.0,0.5,2.3333333333333335,1.0,1.3333333333333333,0.6666666666666666,1.0,0.0,0.6666666666666666,0.0
huntevi01,Vince Hunter,4,7.4,1.85,0,0.0,0,0.0,0,0.0,1.1944659406642177,2.234042553191489,0.9309224565024014,2.8125,5.25,2.3037559911298477,1.5,2,1.0,1.275,1.7,0.85,0.5833333333333334,0.0,0.5833333333333334,0.75,0.5,0.25,0.0,0.0,0.25,0.25,0.0
nurkiju01,Jusuf Nurki?,315,7213.33333333334,22.89947089947092,1,0.0031746031746031746,86,0.273015873015873,292,0.926984126984127,1.1919928802922795,2.5280898876404496,0.36709055272920393,28.143650793650792,82.75,14.17923678261773,11.60952380952381,33,6.798503822983351,9.60190476190476,34.9,7.2881062818549935,0.4803878442965126,0.007936507936507936,0.4861729407748865,8.00952380952381,2.5015873015873016,5.507936507936508,1.8952380952380952,0.8476190476190476,1.288888888888889,2.034920634920635,0.5142857142857142
walljo01,John Wall,610,21977.116666666676,36.02806010928963,7,0.011475409836065573,270,0.4426229508196721,853,1.3983606557377048,1.1793138756911568,1.9019507186858315,0.2769183598396814,42.55655737704918,79.5,11.768440009071432,19.162295081967212,52,7.529791164878036,15.70590163934426,41.4,7.469183405543463,0.4286651534881414,0.24819689872968553,0.45362992484721365,4.331147540983607,0.5737704918032787,3.7573770491803278,9.255737704918033,1.7049180327868851,0.7163934426229508,3.8295081967213114,0.47704918032786886
duncati01,Tim Duncan,556,16343.433333333323,29.394664268585114,2,0.0035971223021582736,226,0.4064748201438849,693,1.2464028776978417,1.1791719232047224,2.4578313253012047,0.3187778232797578,34.81744604316547,77.0,11.959727525096916,14.642086330935252,34,6.400981791228019,13.189928057553953,31.2,6.314679536799365,0.49545194211739635,0.011690647482014389,0.4974082596377984,9.172661870503598,2.1744604316546763,6.998201438848921,2.6870503597122304,0.6762589928057554,1.789568345323741,1.7589928057553956,0.7194244604316546
johnsbr02,Brice Johnson,21,107.18333333333334,5.1039682539682545,0,0.0,0,0.0,0,0.0,1.168621100908003,2.8636363636363638,0.812745106070594,6.0476190476190474,17.5,4.507368306186999,2.238095238095238,9,2.4880667576405964,1.985714285714285,9.8,2.529285613426391,0.382936507936508,0.0,0.382936507936508,1.619047619047619,0.47619047619047616,1.1428571428571428,0.14285714285714285,0.5238095238095238,0.3333333333333333,0.2857142857142857,0.14285714285714285
vucevni01,Nikola Vu?evi?,542,16255.08333333333,29.99092865928659,2,0.0036900369003690036,286,0.5276752767527675,752,1.3874538745387455,1.1663002312537156,2.874251497005988,0.34436885820366536,35.61808118081181,72.75,13.849055420950092,15.623616236162361,41,7.371225681302241,13.130442804428048,36.3,7.485691550691996,0.4853713130388834,0.11185863644350733,0.4981678126502869,10.107011070110701,2.708487084870849,7.398523985239852,2.444649446494465,0.8542435424354243,0.948339483394834,1.7619926199261993,0.3671586715867159
cooleja01,Jack Cooley,23,174.41666666666669,7.583333333333334,0,0.0,0,0.0,1,0.043478260869565216,1.1552082717721668,6.617647058823529,1.3435885968943844,7.0978260869565215,20.75,6.018314439745748,2.9130434782608696,10,3.043817033658126,2.3652173913043484,9.2,2.8191889058657496,0.2990683229813664,0.0,0.2990683229813664,2.391304347826087,1.0434782608695652,1.3478260869565217,0.30434782608695654,0.30434782608695654,0.13043478260869565,0.2608695652173913,0.6086956521739131
jeffeam01,Amile Jefferson,12,68.25,5.6875,0,0.0,0,0.0,0,0.0,1.1469563083587186,2.4782608695652173,0.6463135816741373,5.770833333333333,17.75,4.967460405356833,2.25,6,1.9128750375000738,2.591666666666667,7.6,2.3639175240701737,0.4930555555555556,0.0,0.4930555555555556,1.75,0.5,1.25,0.25,0.25,0.25,0.08333333333333333,0.75
willial03,Alan Williams,67,871.7,13.01044776119403,0,0.0,16,0.23880597014925373,39,0.582089552238806,1.1423701786170144,2.3826714801444044,0.6158079723567287,16.175373134328357,48.75,14.146823107161833,6.164179104477612,17,5.663805913163074,5.480597014925371,21.2,6.254822110833591,0.40676765191690567,0.0,0.4072651643547166,5.537313432835821,1.7164179104477613,3.8208955223880596,0.582089552238806,0.5522388059701493,0.5671641791044776,0.7611940298507462,0.23880597014925373
aytonde01,Deandre Ayton,71,2182.7166666666662,30.742488262910793,0,0.0,39,0.5492957746478874,101,1.4225352112676057,1.1419603502555649,1.875,0.2834003261213174,35.34154929577465,61.5,10.615709336085342,16.323943661971832,33,6.032707631587102,14.480281690140847,36.7,7.243728710671239,0.5838980767097455,0.0,0.5866423466890044,10.267605633802816,3.140845070422535,7.126760563380282,1.7605633802816902,0.8591549295774648,0.9436619718309859,1.7746478873239437,0.23943661971830985
capelca01,Clint Capela,356,8701.699999999999,24.442977528089884,0,0.0,128,0.3595505617977528,371,1.0421348314606742,1.1411876195040649,5.769230769230769,0.39806202115516115,27.98876404494382,66.75,12.903633078986942,11.337078651685394,31,6.567000421826957,11.400561797752813,32.4,6.946256441906938,0.6077728300492837,0.0,0.6084249167266513,8.915730337078651,3.00561797752809,5.910112359550562,0.9353932584269663,0.6376404494382022,1.4213483146067416,1.1067415730337078,0.6460674157303371
gasolpa01,Pau Gasol,702,22066.31666666667,31.433499525166194,8,0.011396011396011397,316,0.45014245014245013,912,1.2991452991452992,1.1317027126237555,2.1218074656188604,0.2878769034153653,35.69088319088319,75.0,12.713100595486463,15.14102564102564,46,6.92522096358603,13.667521367521376,38.9,6.975676048225385,0.4793778064944833,0.12989417989417992,0.486102426055674,9.555555555555555,2.4472934472934473,7.1082621082621085,3.230769230769231,0.4515669515669516,1.4729344729344729,1.8418803418803418,0.5811965811965812
irvinky01,Kyrie Irving,569,19390.28333333332,34.07782659636787,2,0.0035149384885764497,55,0.09666080843585237,591,1.038664323374341,1.1295364079114838,2.0338983050847457,0.2919513727545924,38.614235500878735,78.75,11.961670349793026,22.370826010544814,57,8.568361770853498,16.451669595782075,48.2,8.054652766346635,0.46167259266798605,0.37896953404769557,0.49615623680231724,3.606326889279438,0.7521968365553603,2.854130052724077,5.606326889279438,1.3356766256590509,0.37434094903339193,2.6133567662565906,0.5659050966608085
bryanko01,Kobe Bryant,412,14667.466666666674,35.600647249190956,5,0.012135922330097087,44,0.10679611650485436,441,1.0703883495145632,1.1287195184687975,1.918421052631579,0.28589074261143965,40.501820388349515,78.5,12.75444783205089,24.614077669902912,60,9.25097987175557,16.081796116504847,42.8,8.419126277534103,0.42680166904485445,0.2831633144918413,0.46421066108498316,5.046116504854369,0.9004854368932039,4.145631067961165,4.798543689320389,1.2160194174757282,0.2645631067961165,3.1723300970873787,0.5121359223300971
lillada01,Damian Lillard,600,21972.600000000006,36.62100000000001,0,0.0,76,0.12666666666666668,668,1.1133333333333333,1.1262418040814983,2.508038585209003,0.2987988050250976,41.11416666666667,82.5,11.35080910851375,23.625,59,8.35468189196093,17.309333333333335,48.6,8.100473793655025,0.4289393964578276,0.35266928673178716,0.4726683608707941,4.206666666666667,0.6466666666666666,3.56,6.301666666666667,0.995,0.30833333333333335,2.7983333333333333,0.55
collijo01,John Collins,135,3613.1499999999996,26.76407407407407,0,0.0,43,0.31851851851851853,147,1.0888888888888888,1.1242837081251493,2.147632311977716,0.31340909916172627,30.2,64.25,11.229782829069299,14.555555555555555,35,7.220066013121406,12.450370370370369,32.8,6.611250859066202,0.5731267713990452,0.2010758377425044,0.6078224523313964,8.414814814814815,2.925925925925926,5.488888888888889,1.6222222222222222,0.5111111111111111,0.8814814814814815,1.6666666666666667,0.3333333333333333
randlju01,Julius Randle,311,8853.96666666667,28.46934619506968,6,0.01929260450160772,111,0.35691318327974275,380,1.2218649517684887,1.1236900659334117,2.3684210526315788,0.31791653434638445,32.36736334405145,76.75,12.029411703356299,15.382636655948554,45,7.465936891695578,11.784565916398709,36.9,7.255348620244665,0.4875589881229084,0.136410963099066,0.5096413231273559,8.85209003215434,2.1382636655948555,6.713826366559486,2.7234726688102895,0.6334405144694534,0.5016077170418006,2.392282958199357,0.3440514469453376
robinde01,Devin Robinson,8,107.73333333333333,13.466666666666667,0,0.0,0,0.0,2,0.25,1.1213133626839644,1.5420560747663552,0.2700672993471263,13.78125,25.75,7.696749661847061,6.125,14,4.421942042651783,5.925000000000001,11.7,3.390638372258028,0.5889880952380953,0.0,0.6076388888888888,3.125,1.0,2.125,0.75,0.625,0.75,0.25,0.125
jeffeal01,Al Jefferson,567,16498.89999999998,29.098589065255695,0,0.0,203,0.35802469135802467,660,1.164021164021164,1.1124097449222858,2.7300613496932513,0.3088759545281456,32.65299823633157,75.0,13.72907433736064,16.05114638447972,40,8.067681540107868,12.519576719576722,34.0,7.317384872704692,0.4848489071236878,0.012345679012345678,0.4870586123682428,8.27336860670194,1.8977072310405643,6.375661375661376,1.7001763668430334,0.7019400352733686,1.1675485008818343,1.146384479717813,0.47442680776014107
baglema01,Marvin Bagley,62,1567.4666666666662,25.28172043010752,0,0.0,19,0.3064516129032258,70,1.1290322580645162,1.111152863598861,1.7964071856287425,0.27135825590702056,28.762096774193548,55.0,11.703774385886254,14.887096774193548,32,6.164692801327858,11.558064516129033,27.8,6.694273265496897,0.5151163422061257,0.24193548387096775,0.5485879571730468,7.596774193548387,2.6129032258064515,4.983870967741935,1.0,0.532258064516129,0.9516129032258065,1.5806451612903225,0.4838709677419355
wadedw01,Dwyane Wade,746,23949.31666666669,32.10364164432532,2,0.002680965147453083,59,0.07908847184986595,737,0.9879356568364611,1.1085794115934364,2.049689440993789,0.28903551691208396,35.87801608579088,81.75,12.31160850491375,19.89142091152815,46,8.178561358684263,14.754825737265424,39.4,8.077173705589278,0.4738062137347597,0.17885697858888205,0.4948244903579153,4.646112600536193,1.193029490616622,3.453083109919571,4.563002680965147,1.3699731903485255,0.7841823056300268,2.7627345844504023,0.599195710455764
onuakar01,Arinze Onuaku,19,126.74999999999999,6.671052631578947,0,0.0,0,0.0,1,0.05263157894736842,1.1058345714060527,11.25,2.5018000224024393,5.197368421052632,24.5,7.619227754762773,1.7894736842105263,12,3.4412360080584268,1.9315789473684213,14.0,3.8794404853705595,0.27192982456140347,0.0,0.27192982456140347,1.8421052631578947,0.5789473684210527,1.263157894736842,0.47368421052631576,0.05263157894736842,0.21052631578947367,0.2631578947368421,0.2631578947368421
