,p1,p2,p3,team,date,venue
7798,Kyle Kuzma,Kentavious Caldwell-Pope,LeBron James,Team.LOS_ANGELES_LAKERS,12/18/2018,Location.AWAY
7799,Luka Don?i?,Dorian Finney-Smith,Dwight Powell,Team.DALLAS_MAVERICKS,12/18/2018,Location.AWAY
7800,Cedi Osman,Rodney Hood,Larry Nance,Team.CLEVELAND_CAVALIERS,12/18/2018,Location.AWAY
7801,Bojan Bogdanovi?,Thaddeus Young,Darren Collison,Team.INDIANA_PACERS,12/18/2018,Location.HOME
7802,D'Angelo Russell,Joe Harris,Jarrett Allen,Team.BROOKLYN_NETS,12/18/2018,Location.HOME
7803,Jamal Murray,Nikola Joki?,Mason Plumlee,Team.DENVER_NUGGETS,12/18/2018,Location.HOME
7804,Trae Young,Kevin Huerter,DeAndre' Bembry,Team.ATLANTA_HAWKS,12/18/2018,Location.HOME
7805,Bradley Beal,Tomá? Satoranský,Jeff Green,Team.WASHINGTON_WIZARDS,12/19/2018,Location.AWAY
7806,Justin Holiday,Kris Dunn,Lauri Markkanen,Team.CHICAGO_BULLS,12/19/2018,Location.HOME
7807,Ben Simmons,J.J. Redick,Joel Embiid,Team.PHILADELPHIA_76ERS,12/19/2018,Location.HOME
7808,Kemba Walker,Nicolas Batum,Jeremy Lamb,Team.CHARLOTTE_HORNETS,12/19/2018,Location.HOME
7809,Kevin Knox,Damyean Dotson,Noah Vonleh,Team.NEW_YORK_KNICKS,12/19/2018,Location.AWAY
7810,Aaron Gordon,Mohamed Bamba,Jonathan Isaac,Team.ORLANDO_MAGIC,12/19/2018,Location.HOME
7811,Kawhi Leonard,Pascal Siakam,Fred VanVleet,Team.TORONTO_RAPTORS,12/19/2018,Location.HOME
7812,Klay Thompson,Stephen Curry,Kevin Durant,Team.GOLDEN_STATE_WARRIORS,12/19/2018,Location.AWAY
7813,Buddy Hield,De'Aaron Fox,Willie Cauley-Stein,Team.SACRAMENTO_KINGS,12/19/2018,Location.HOME
7814,Paul George,Steven Adams,Russell Westbrook,Team.OKLAHOMA_CITY_THUNDER,12/19/2018,Location.AWAY
7815,Collin Sexton,Cedi Osman,Jordan Clarkson,Team.CLEVELAND_CAVALIERS,12/19/2018,Location.AWAY
7816,Jrue Holiday,Darius Miller,Solomon Hill,Team.NEW_ORLEANS_PELICANS,12/19/2018,Location.AWAY
7817,Donovan Mitchell,Rudy Gobert,Joe Ingles,Team.UTAH_JAZZ,12/19/2018,Location.HOME
7818,Bojan Bogdanovi?,Thaddeus Young,Darren Collison,Team.INDIANA_PACERS,12/19/2018,Location.AWAY
7819,D'Angelo Russell,Joe Harris,Jarrett Allen,Team.BROOKLYN_NETS,12/19/2018,Location.AWAY
7820,Khris Middleton,Giannis Antetokounmpo,Brook Lopez,Team.MILWAUKEE_BUCKS,12/19/2018,Location.HOME
7821,Mikal Bridges,Devin Booker,Deandre Ayton,Team.PHOENIX_SUNS,12/19/2018,Location.AWAY
7822,DeMar DeRozan,LaMarcus Aldridge,Bryn Forbes,Team.SAN_ANTONIO_SPURS,12/19/2018,Location.AWAY
7823,James Harden,P.J. Tucker,Clint Capela,Team.HOUSTON_ROCKETS,12/19/2018,Location.HOME
7824,Karl-Anthony Towns,Andrew Wiggins,Josh Okogie,Team.MINNESOTA_TIMBERWOLVES,12/19/2018,Location.HOME
7825,Kyrie Irving,Jayson Tatum,Marcus Smart,Team.BOSTON_CELTICS,12/19/2018,Location.HOME
7826,Mike Conley,Marc Gasol,Garrett Temple,Team.MEMPHIS_GRIZZLIES,12/19/2018,Location.AWAY
7827,Andre Drummond,Blake Griffin,Reggie Jackson,Team.DETROIT_PISTONS,12/19/2018,Location.AWAY
7828,Damian Lillard,CJ McCollum,Al-Farouq Aminu,Team.PORTLAND_TRAIL_BLAZERS,12/19/2018,Location.HOME
7829,Josh Richardson,Tyler Johnson,Derrick Jones,Team.MIAMI_HEAT,12/20/2018,Location.HOME
7830,Harrison Barnes,DeAndre Jordan,Luka Don?i?,Team.DALLAS_MAVERICKS,12/20/2018,Location.AWAY
7831,Shai Gilgeous-Alexander,Patrick Beverley,Montrezl Harrell,Team.LOS_ANGELES_CLIPPERS,12/20/2018,Location.HOME
7832,James Harden,P.J. Tucker,Clint Capela,Team.HOUSTON_ROCKETS,12/20/2018,Location.AWAY
7833,Lauri Markkanen,Justin Holiday,Kris Dunn,Team.CHICAGO_BULLS,12/21/2018,Location.HOME
7834,Kemba Walker,Nicolas Batum,Jeremy Lamb,Team.CHARLOTTE_HORNETS,12/21/2018,Location.HOME
7835,Kevin Knox,Damyean Dotson,Noah Vonleh,Team.NEW_YORK_KNICKS,12/21/2018,Location.HOME
7836,Aaron Gordon,Evan Fournier,Nikola Vu?evi?,Team.ORLANDO_MAGIC,12/21/2018,Location.AWAY
7837,Kyle Kuzma,Kentavious Caldwell-Pope,LeBron James,Team.LOS_ANGELES_LAKERS,12/21/2018,Location.HOME
7838,Fred VanVleet,Pascal Siakam,Delon Wright,Team.TORONTO_RAPTORS,12/21/2018,Location.HOME
7839,Buddy Hield,De'Aaron Fox,Willie Cauley-Stein,Team.SACRAMENTO_KINGS,12/21/2018,Location.HOME
7840,Collin Sexton,Cedi Osman,Jordan Clarkson,Team.CLEVELAND_CAVALIERS,12/21/2018,Location.AWAY
7841,Jrue Holiday,Julius Randle,Anthony Davis,Team.NEW_ORLEANS_PELICANS,12/21/2018,Location.AWAY
7842,Donovan Mitchell,Rudy Gobert,Joe Ingles,Team.UTAH_JAZZ,12/21/2018,Location.AWAY
7843,Bojan Bogdanovi?,Thaddeus Young,Darren Collison,Team.INDIANA_PACERS,12/21/2018,Location.AWAY
7844,D'Angelo Russell,Joe Harris,Jarrett Allen,Team.BROOKLYN_NETS,12/21/2018,Location.HOME
7845,Khris Middleton,Giannis Antetokounmpo,Brook Lopez,Team.MILWAUKEE_BUCKS,12/21/2018,Location.AWAY
7846,DeMar DeRozan,LaMarcus Aldridge,Bryn Forbes,Team.SAN_ANTONIO_SPURS,12/21/2018,Location.HOME
7847,Karl-Anthony Towns,Andrew Wiggins,Josh Okogie,Team.MINNESOTA_TIMBERWOLVES,12/21/2018,Location.AWAY
7848,Kyrie Irving,Gordon Hayward,Jayson Tatum,Team.BOSTON_CELTICS,12/21/2018,Location.HOME
7849,Mike Conley,Marc Gasol,Garrett Temple,Team.MEMPHIS_GRIZZLIES,12/21/2018,Location.AWAY
7850,Andre Drummond,Blake Griffin,Reggie Jackson,Team.DETROIT_PISTONS,12/21/2018,Location.AWAY
7851,Trae Young,Kevin Huerter,DeAndre' Bembry,Team.ATLANTA_HAWKS,12/21/2018,Location.AWAY
7852,Damian Lillard,CJ McCollum,Al-Farouq Aminu,Team.PORTLAND_TRAIL_BLAZERS,12/21/2018,Location.HOME
7853,Bradley Beal,Tomá? Satoranský,Jeff Green,Team.WASHINGTON_WIZARDS,12/22/2018,Location.HOME
7854,Josh Richardson,Justise Winslow,Bam Adebayo,Team.MIAMI_HEAT,12/22/2018,Location.HOME
7855,Ben Simmons,J.J. Redick,Joel Embiid,Team.PHILADELPHIA_76ERS,12/22/2018,Location.HOME
7856,DeAndre Jordan,Harrison Barnes,Wesley Matthews,Team.DALLAS_MAVERICKS,12/22/2018,Location.AWAY
7857,Pascal Siakam,Kyle Lowry,Fred VanVleet,Team.TORONTO_RAPTORS,12/22/2018,Location.AWAY
7858,Klay Thompson,Stephen Curry,Kevin Durant,Team.GOLDEN_STATE_WARRIORS,12/22/2018,Location.HOME
7859,Paul George,Steven Adams,Russell Westbrook,Team.OKLAHOMA_CITY_THUNDER,12/22/2018,Location.AWAY
7860,Donovan Mitchell,Rudy Gobert,Joe Ingles,Team.UTAH_JAZZ,12/22/2018,Location.HOME
7861,Shai Gilgeous-Alexander,Patrick Beverley,Montrezl Harrell,Team.LOS_ANGELES_CLIPPERS,12/22/2018,Location.HOME
7862,Khris Middleton,Giannis Antetokounmpo,Brook Lopez,Team.MILWAUKEE_BUCKS,12/22/2018,Location.AWAY
7863,Mikal Bridges,Devin Booker,Deandre Ayton,Team.PHOENIX_SUNS,12/22/2018,Location.AWAY
7864,DeMar DeRozan,LaMarcus Aldridge,Bryn Forbes,Team.SAN_ANTONIO_SPURS,12/22/2018,Location.AWAY
7865,Jamal Murray,Mason Plumlee,Malik Beasley,Team.DENVER_NUGGETS,12/22/2018,Location.AWAY
7866,James Harden,P.J. Tucker,Clint Capela,Team.HOUSTON_ROCKETS,12/22/2018,Location.HOME
7867,Bradley Beal,Tomá? Satoranský,Jeff Green,Team.WASHINGTON_WIZARDS,12/23/2018,Location.AWAY
7868,Justin Holiday,Ryan Arcidiacono,Chandler Hutchison,Team.CHICAGO_BULLS,12/23/2018,Location.AWAY
7869,Josh Richardson,Justise Winslow,Bam Adebayo,Team.MIAMI_HEAT,12/23/2018,Location.AWAY
7870,Kemba Walker,Nicolas Batum,Jeremy Lamb,Team.CHARLOTTE_HORNETS,12/23/2018,Location.AWAY
7871,Aaron Gordon,Evan Fournier,Nikola Vu?evi?,Team.ORLANDO_MAGIC,12/23/2018,Location.HOME
7872,Kyle Kuzma,Kentavious Caldwell-Pope,LeBron James,Team.LOS_ANGELES_LAKERS,12/23/2018,Location.HOME
7873,Luka Don?i?,Dorian Finney-Smith,Dwight Powell,Team.DALLAS_MAVERICKS,12/23/2018,Location.AWAY
7874,Klay Thompson,Stephen Curry,Kevin Durant,Team.GOLDEN_STATE_WARRIORS,12/23/2018,Location.HOME
7875,Buddy Hield,De'Aaron Fox,Willie Cauley-Stein,Team.SACRAMENTO_KINGS,12/23/2018,Location.HOME
7876,Paul George,Steven Adams,Russell Westbrook,Team.OKLAHOMA_CITY_THUNDER,12/23/2018,Location.HOME
7877,Collin Sexton,Cedi Osman,Jordan Clarkson,Team.CLEVELAND_CAVALIERS,12/23/2018,Location.HOME
7878,Jrue Holiday,Julius Randle,Anthony Davis,Team.NEW_ORLEANS_PELICANS,12/23/2018,Location.AWAY
7879,Bojan Bogdanovi?,Thaddeus Young,Darren Collison,Team.INDIANA_PACERS,12/23/2018,Location.HOME
7880,Shai Gilgeous-Alexander,Patrick Beverley,Montrezl Harrell,Team.LOS_ANGELES_CLIPPERS,12/23/2018,Location.AWAY
7881,D'Angelo Russell,Joe Harris,Jarrett Allen,Team.BROOKLYN_NETS,12/23/2018,Location.HOME
7882,Mikal Bridges,Devin Booker,Deandre Ayton,Team.PHOENIX_SUNS,12/23/2018,Location.AWAY
7883,Karl-Anthony Towns,Andrew Wiggins,Josh Okogie,Team.MINNESOTA_TIMBERWOLVES,12/23/2018,Location.AWAY
7884,Jayson Tatum,Kyrie Irving,Marcus Morris,Team.BOSTON_CELTICS,12/23/2018,Location.HOME
7885,Mike Conley,Marc Gasol,Garrett Temple,Team.MEMPHIS_GRIZZLIES,12/23/2018,Location.AWAY
7886,Andre Drummond,Blake Griffin,Reggie Jackson,Team.DETROIT_PISTONS,12/23/2018,Location.HOME
7887,Trae Young,Kevin Huerter,DeAndre' Bembry,Team.ATLANTA_HAWKS,12/23/2018,Location.AWAY
7888,Damian Lillard,CJ McCollum,Al-Farouq Aminu,Team.PORTLAND_TRAIL_BLAZERS,12/23/2018,Location.HOME
7889,Ben Simmons,J.J. Redick,Joel Embiid,Team.PHILADELPHIA_76ERS,12/25/2018,Location.AWAY
7890,Kevin Knox,Damyean Dotson,Noah Vonleh,Team.NEW_YORK_KNICKS,12/25/2018,Location.HOME
7891,Kyle Kuzma,Kentavious Caldwell-Pope,LeBron James,Team.LOS_ANGELES_LAKERS,12/25/2018,Location.AWAY
7892,Klay Thompson,Stephen Curry,Kevin Durant,Team.GOLDEN_STATE_WARRIORS,12/25/2018,Location.HOME
7893,Paul George,Steven Adams,Russell Westbrook,Team.OKLAHOMA_CITY_THUNDER,12/25/2018,Location.AWAY
7894,Donovan Mitchell,Rudy Gobert,Joe Ingles,Team.UTAH_JAZZ,12/25/2018,Location.HOME
7895,Khris Middleton,Giannis Antetokounmpo,Brook Lopez,Team.MILWAUKEE_BUCKS,12/25/2018,Location.AWAY
7896,James Harden,P.J. Tucker,Clint Capela,Team.HOUSTON_ROCKETS,12/25/2018,Location.HOME
7897,Jayson Tatum,Kyrie Irving,Marcus Morris,Team.BOSTON_CELTICS,12/25/2018,Location.HOME
7898,Damian Lillard,CJ McCollum,Al-Farouq Aminu,Team.PORTLAND_TRAIL_BLAZERS,12/25/2018,Location.AWAY
7899,Bradley Beal,Trevor Ariza,John Wall,Team.WASHINGTON_WIZARDS,12/26/2018,Location.AWAY
7900,Zach LaVine,Ryan Arcidiacono,Lauri Markkanen,Team.CHICAGO_BULLS,12/26/2018,Location.HOME
7901,Josh Richardson,Justise Winslow,Bam Adebayo,Team.MIAMI_HEAT,12/26/2018,Location.HOME
7902,Kemba Walker,Nicolas Batum,Jeremy Lamb,Team.CHARLOTTE_HORNETS,12/26/2018,Location.AWAY
7903,Aaron Gordon,Evan Fournier,Nikola Vu?evi?,Team.ORLANDO_MAGIC,12/26/2018,Location.HOME
7904,Luka Don?i?,Dorian Finney-Smith,Dwight Powell,Team.DALLAS_MAVERICKS,12/26/2018,Location.HOME
7905,Fred VanVleet,Kawhi Leonard,Danny Green,Team.TORONTO_RAPTORS,12/26/2018,Location.AWAY
7906,Buddy Hield,De'Aaron Fox,Willie Cauley-Stein,Team.SACRAMENTO_KINGS,12/26/2018,Location.AWAY
7907,Collin Sexton,Cedi Osman,Jordan Clarkson,Team.CLEVELAND_CAVALIERS,12/26/2018,Location.AWAY
7908,Jrue Holiday,Julius Randle,Anthony Davis,Team.NEW_ORLEANS_PELICANS,12/26/2018,Location.AWAY
7909,Bojan Bogdanovi?,Thaddeus Young,Darren Collison,Team.INDIANA_PACERS,12/26/2018,Location.AWAY
7910,Shai Gilgeous-Alexander,Patrick Beverley,Montrezl Harrell,Team.LOS_ANGELES_CLIPPERS,12/26/2018,Location.HOME
7911,D'Angelo Russell,Joe Harris,Jarrett Allen,Team.BROOKLYN_NETS,12/26/2018,Location.HOME
7912,Mikal Bridges,Devin Booker,Deandre Ayton,Team.PHOENIX_SUNS,12/26/2018,Location.AWAY
7913,DeMar DeRozan,LaMarcus Aldridge,Bryn Forbes,Team.SAN_ANTONIO_SPURS,12/26/2018,Location.HOME
7914,Juan Hernangómez,Torrey Craig,Nikola Joki?,Team.DENVER_NUGGETS,12/26/2018,Location.AWAY
7915,Karl-Anthony Towns,Andrew Wiggins,Josh Okogie,Team.MINNESOTA_TIMBERWOLVES,12/26/2018,Location.AWAY
7916,Mike Conley,Marc Gasol,Garrett Temple,Team.MEMPHIS_GRIZZLIES,12/26/2018,Location.HOME
7917,Andre Drummond,Blake Griffin,Reggie Jackson,Team.DETROIT_PISTONS,12/26/2018,Location.HOME
7918,Trae Young,Kevin Huerter,DeAndre' Bembry,Team.ATLANTA_HAWKS,12/26/2018,Location.HOME
7919,Ben Simmons,J.J. Redick,Joel Embiid,Team.PHILADELPHIA_76ERS,12/27/2018,Location.AWAY
7920,Kevin Knox,Damyean Dotson,Noah Vonleh,Team.NEW_YORK_KNICKS,12/27/2018,Location.AWAY
7921,Kyle Kuzma,Brandon Ingram,Lonzo Ball,Team.LOS_ANGELES_LAKERS,12/27/2018,Location.AWAY
7922,Klay Thompson,Stephen Curry,Kevin Durant,Team.GOLDEN_STATE_WARRIORS,12/27/2018,Location.HOME
7923,Buddy Hield,De'Aaron Fox,Willie Cauley-Stein,Team.SACRAMENTO_KINGS,12/27/2018,Location.HOME
7924,Donovan Mitchell,Rudy Gobert,Joe Ingles,Team.UTAH_JAZZ,12/27/2018,Location.HOME
7925,Khris Middleton,Giannis Antetokounmpo,Brook Lopez,Team.MILWAUKEE_BUCKS,12/27/2018,Location.HOME
7926,James Harden,P.J. Tucker,Clint Capela,Team.HOUSTON_ROCKETS,12/27/2018,Location.HOME
7927,Jayson Tatum,Kyrie Irving,Marcus Morris,Team.BOSTON_CELTICS,12/27/2018,Location.AWAY
7928,Damian Lillard,CJ McCollum,Al-Farouq Aminu,Team.PORTLAND_TRAIL_BLAZERS,12/27/2018,Location.AWAY
7929,Bradley Beal,Tomá? Satoranský,Jeff Green,Team.WASHINGTON_WIZARDS,12/28/2018,Location.HOME
7930,Zach LaVine,Ryan Arcidiacono,Lauri Markkanen,Team.CHICAGO_BULLS,12/28/2018,Location.AWAY
7931,Josh Richardson,Justise Winslow,Bam Adebayo,Team.MIAMI_HEAT,12/28/2018,Location.HOME
7932,Kemba Walker,Nicolas Batum,Jeremy Lamb,Team.CHARLOTTE_HORNETS,12/28/2018,Location.HOME
7933,Aaron Gordon,Evan Fournier,Nikola Vu?evi?,Team.ORLANDO_MAGIC,12/28/2018,Location.HOME
7934,Lonzo Ball,Kyle Kuzma,Josh Hart,Team.LOS_ANGELES_LAKERS,12/28/2018,Location.HOME
7935,Luka Don?i?,Dorian Finney-Smith,Dwight Powell,Team.DALLAS_MAVERICKS,12/28/2018,Location.AWAY
7936,Serge Ibaka,Delon Wright,Kawhi Leonard,Team.TORONTO_RAPTORS,12/28/2018,Location.AWAY
7937,Russell Westbrook,Dennis Schröder,Jerami Grant,Team.OKLAHOMA_CITY_THUNDER,12/28/2018,Location.AWAY
7938,Collin Sexton,Cedi Osman,Jordan Clarkson,Team.CLEVELAND_CAVALIERS,12/28/2018,Location.AWAY
7939,Jrue Holiday,Julius Randle,Anthony Davis,Team.NEW_ORLEANS_PELICANS,12/28/2018,Location.HOME
7940,Bojan Bogdanovi?,Thaddeus Young,Darren Collison,Team.INDIANA_PACERS,12/28/2018,Location.HOME
7941,Shai Gilgeous-Alexander,Patrick Beverley,Montrezl Harrell,Team.LOS_ANGELES_CLIPPERS,12/28/2018,Location.AWAY
7942,D'Angelo Russell,Joe Harris,Jarrett Allen,Team.BROOKLYN_NETS,12/28/2018,Location.AWAY
7943,Mikal Bridges,Devin Booker,Deandre Ayton,Team.PHOENIX_SUNS,12/28/2018,Location.HOME
7944,DeMar DeRozan,LaMarcus Aldridge,Bryn Forbes,Team.SAN_ANTONIO_SPURS,12/28/2018,Location.AWAY
7945,Jamal Murray,Nikola Joki?,Mason Plumlee,Team.DENVER_NUGGETS,12/28/2018,Location.HOME
7946,Robert Covington,Karl-Anthony Towns,Andrew Wiggins,Team.MINNESOTA_TIMBERWOLVES,12/28/2018,Location.HOME
7947,Andre Drummond,Blake Griffin,Reggie Jackson,Team.DETROIT_PISTONS,12/28/2018,Location.AWAY
7948,Trae Young,Kevin Huerter,DeAndre' Bembry,Team.ATLANTA_HAWKS,12/28/2018,Location.AWAY
7949,Bradley Beal,Tomá? Satoranský,Jeff Green,Team.WASHINGTON_WIZARDS,12/29/2018,Location.HOME
7950,Kemba Walker,Nicolas Batum,Jeremy Lamb,Team.CHARLOTTE_HORNETS,12/29/2018,Location.AWAY
7951,Kevin Knox,Damyean Dotson,Noah Vonleh,Team.NEW_YORK_KNICKS,12/29/2018,Location.AWAY
7952,Klay Thompson,Stephen Curry,Kevin Durant,Team.GOLDEN_STATE_WARRIORS,12/29/2018,Location.AWAY
7953,Collin Sexton,Cedi Osman,Jordan Clarkson,Team.CLEVELAND_CAVALIERS,12/29/2018,Location.AWAY
7954,Jrue Holiday,Julius Randle,Anthony Davis,Team.NEW_ORLEANS_PELICANS,12/29/2018,Location.HOME
7955,Donovan Mitchell,Rudy Gobert,Joe Ingles,Team.UTAH_JAZZ,12/29/2018,Location.HOME
7956,Shai Gilgeous-Alexander,Patrick Beverley,Montrezl Harrell,Team.LOS_ANGELES_CLIPPERS,12/29/2018,Location.HOME
7957,DeMarre Carroll,Shabazz Napier,Jared Dudley,Team.BROOKLYN_NETS,12/29/2018,Location.AWAY
7958,Khris Middleton,Giannis Antetokounmpo,Brook Lopez,Team.MILWAUKEE_BUCKS,12/29/2018,Location.HOME
7959,Mikal Bridges,Devin Booker,Deandre Ayton,Team.PHOENIX_SUNS,12/29/2018,Location.HOME
7960,DeMar DeRozan,LaMarcus Aldridge,Bryn Forbes,Team.SAN_ANTONIO_SPURS,12/29/2018,Location.AWAY
7961,Nikola Joki?,Jamal Murray,Paul Millsap,Team.DENVER_NUGGETS,12/29/2018,Location.AWAY
7962,James Harden,P.J. Tucker,Clint Capela,Team.HOUSTON_ROCKETS,12/29/2018,Location.AWAY
7963,Jayson Tatum,Kyrie Irving,Marcus Morris,Team.BOSTON_CELTICS,12/29/2018,Location.AWAY
7964,Mike Conley,Marc Gasol,Garrett Temple,Team.MEMPHIS_GRIZZLIES,12/29/2018,Location.HOME
7965,Trae Young,Kevin Huerter,DeAndre' Bembry,Team.ATLANTA_HAWKS,12/29/2018,Location.HOME
7966,Damian Lillard,CJ McCollum,Al-Farouq Aminu,Team.PORTLAND_TRAIL_BLAZERS,12/29/2018,Location.HOME
7967,Zach LaVine,Ryan Arcidiacono,Lauri Markkanen,Team.CHICAGO_BULLS,12/30/2018,Location.AWAY
7968,Josh Richardson,Justise Winslow,Bam Adebayo,Team.MIAMI_HEAT,12/30/2018,Location.HOME
7969,T.J. McConnell,Jonah Bolden,Jimmy Butler,Team.PHILADELPHIA_76ERS,12/30/2018,Location.AWAY
7970,Aaron Gordon,Evan Fournier,Nikola Vu?evi?,Team.ORLANDO_MAGIC,12/30/2018,Location.HOME
7971,Kyle Kuzma,Josh Hart,Brandon Ingram,Team.LOS_ANGELES_LAKERS,12/30/2018,Location.HOME
7972,Luka Don?i?,Dorian Finney-Smith,Dwight Powell,Team.DALLAS_MAVERICKS,12/30/2018,Location.HOME
7973,Kawhi Leonard,Pascal Siakam,Fred VanVleet,Team.TORONTO_RAPTORS,12/30/2018,Location.HOME
7974,Buddy Hield,De'Aaron Fox,Willie Cauley-Stein,Team.SACRAMENTO_KINGS,12/30/2018,Location.AWAY
7975,Paul George,Steven Adams,Russell Westbrook,Team.OKLAHOMA_CITY_THUNDER,12/30/2018,Location.AWAY
7976,Karl-Anthony Towns,Andrew Wiggins,Josh Okogie,Team.MINNESOTA_TIMBERWOLVES,12/30/2018,Location.AWAY
7977,Andre Drummond,Blake Griffin,Reggie Jackson,Team.DETROIT_PISTONS,12/30/2018,Location.AWAY
7978,Damian Lillard,CJ McCollum,Al-Farouq Aminu,Team.PORTLAND_TRAIL_BLAZERS,12/30/2018,Location.HOME
7979,Kemba Walker,Nicolas Batum,Malik Monk,Team.CHARLOTTE_HORNETS,12/31/2018,Location.HOME
7980,Aaron Gordon,Evan Fournier,Nikola Vu?evi?,Team.ORLANDO_MAGIC,12/31/2018,Location.AWAY
7981,Luka Don?i?,Dorian Finney-Smith,Dwight Powell,Team.DALLAS_MAVERICKS,12/31/2018,Location.AWAY
7982,Klay Thompson,Stephen Curry,Kevin Durant,Team.GOLDEN_STATE_WARRIORS,12/31/2018,Location.AWAY
7983,Paul George,Steven Adams,Russell Westbrook,Team.OKLAHOMA_CITY_THUNDER,12/31/2018,Location.HOME
7984,Jrue Holiday,Julius Randle,E'Twaun Moore,Team.NEW_ORLEANS_PELICANS,12/31/2018,Location.HOME
7985,Bojan Bogdanovi?,Thaddeus Young,Darren Collison,Team.INDIANA_PACERS,12/31/2018,Location.HOME
7986,Mikal Bridges,Devin Booker,Deandre Ayton,Team.PHOENIX_SUNS,12/31/2018,Location.HOME
7987,DeMar DeRozan,LaMarcus Aldridge,Bryn Forbes,Team.SAN_ANTONIO_SPURS,12/31/2018,Location.HOME
7988,James Harden,P.J. Tucker,Clint Capela,Team.HOUSTON_ROCKETS,12/31/2018,Location.HOME
7989,Karl-Anthony Towns,Andrew Wiggins,Josh Okogie,Team.MINNESOTA_TIMBERWOLVES,12/31/2018,Location.AWAY
7990,Jayson Tatum,Kyrie Irving,Marcus Morris,Team.BOSTON_CELTICS,12/31/2018,Location.AWAY
7991,Mike Conley,Marc Gasol,Garrett Temple,Team.MEMPHIS_GRIZZLIES,12/31/2018,Location.AWAY
7992,Trae Young,Kevin Huerter,DeAndre' Bembry,Team.ATLANTA_HAWKS,12/31/2018,Location.AWAY
7993,Ben Simmons,J.J. Redick,Joel Embiid,Team.PHILADELPHIA_76ERS,1/1/2019,Location.AWAY
7994,Kevin Knox,Damyean Dotson,Noah Vonleh,Team.NEW_YORK_KNICKS,1/1/2019,Location.AWAY
7995,Kawhi Leonard,Fred VanVleet,Pascal Siakam,Team.TORONTO_RAPTORS,1/1/2019,Location.HOME
7996,Buddy Hield,De'Aaron Fox,Willie Cauley-Stein,Team.SACRAMENTO_KINGS,1/1/2019,Location.HOME
7997,Donovan Mitchell,Rudy Gobert,Joe Ingles,Team.UTAH_JAZZ,1/1/2019,Location.AWAY
7998,Shai Gilgeous-Alexander,Patrick Beverley,Montrezl Harrell,Team.LOS_ANGELES_CLIPPERS,1/1/2019,Location.HOME
7999,Khris Middleton,Giannis Antetokounmpo,Brook Lopez,Team.MILWAUKEE_BUCKS,1/1/2019,Location.HOME
8000,Nikola Joki?,Jamal Murray,Paul Millsap,Team.DENVER_NUGGETS,1/1/2019,Location.HOME
8001,Andre Drummond,Blake Griffin,Reggie Jackson,Team.DETROIT_PISTONS,1/1/2019,Location.AWAY
8002,Damian Lillard,CJ McCollum,Al-Farouq Aminu,Team.PORTLAND_TRAIL_BLAZERS,1/1/2019,Location.AWAY
8003,Bradley Beal,Tomá? Satoranský,Jeff Green,Team.WASHINGTON_WIZARDS,1/2/2019,Location.HOME
8004,Zach LaVine,Ryan Arcidiacono,Lauri Markkanen,Team.CHICAGO_BULLS,1/2/2019,Location.HOME
8005,Josh Richardson,Justise Winslow,Bam Adebayo,Team.MIAMI_HEAT,1/2/2019,Location.AWAY
8006,Ben Simmons,J.J. Redick,Joel Embiid,Team.PHILADELPHIA_76ERS,1/2/2019,Location.AWAY
8007,Devonte' Graham,Nicolas Batum,Kemba Walker,Team.CHARLOTTE_HORNETS,1/2/2019,Location.HOME
8008,Aaron Gordon,Evan Fournier,Nikola Vu?evi?,Team.ORLANDO_MAGIC,1/2/2019,Location.AWAY
8009,Brandon Ingram,Josh Hart,Lonzo Ball,Team.LOS_ANGELES_LAKERS,1/2/2019,Location.HOME
8010,Luka Don?i?,Dorian Finney-Smith,Dwight Powell,Team.DALLAS_MAVERICKS,1/2/2019,Location.AWAY
8011,Paul George,Steven Adams,Russell Westbrook,Team.OKLAHOMA_CITY_THUNDER,1/2/2019,Location.AWAY
8012,Collin Sexton,Cedi Osman,Jordan Clarkson,Team.CLEVELAND_CAVALIERS,1/2/2019,Location.HOME
8013,Jrue Holiday,Julius Randle,Anthony Davis,Team.NEW_ORLEANS_PELICANS,1/2/2019,Location.AWAY
8014,D'Angelo Russell,Joe Harris,Jarrett Allen,Team.BROOKLYN_NETS,1/2/2019,Location.HOME
8015,Mikal Bridges,Devin Booker,Deandre Ayton,Team.PHOENIX_SUNS,1/2/2019,Location.HOME
8016,Karl-Anthony Towns,Andrew Wiggins,Josh Okogie,Team.MINNESOTA_TIMBERWOLVES,1/2/2019,Location.AWAY
8017,Terry Rozier,Gordon Hayward,Jayson Tatum,Team.BOSTON_CELTICS,1/2/2019,Location.HOME
8018,Mike Conley,Marc Gasol,Garrett Temple,Team.MEMPHIS_GRIZZLIES,1/2/2019,Location.HOME
8019,Andre Drummond,Blake Griffin,Reggie Jackson,Team.DETROIT_PISTONS,1/2/2019,Location.AWAY
8020,Trae Young,Kevin Huerter,DeAndre' Bembry,Team.ATLANTA_HAWKS,1/2/2019,Location.AWAY
8021,Kawhi Leonard,Fred VanVleet,Pascal Siakam,Team.TORONTO_RAPTORS,1/3/2019,Location.AWAY
8022,Klay Thompson,Stephen Curry,Kevin Durant,Team.GOLDEN_STATE_WARRIORS,1/3/2019,Location.HOME
8023,Buddy Hield,De'Aaron Fox,Willie Cauley-Stein,Team.SACRAMENTO_KINGS,1/3/2019,Location.HOME
