,p1,p2,p3,team,date,venue
827,jordade01,paulch01,crawfja01,Team.LOS_ANGELES_CLIPPERS,3/2/16,Location.HOME
828,antetgi01,parkeja01,middlkh01,Team.MILWAUKEE_BUCKS,3/2/16,Location.HOME
829,aldrila01,leonaka01,greenda02,Team.SAN_ANTONIO_SPURS,3/2/16,Location.HOME
830,harriga01,mudiaem01,bartowi01,Team.DENVER_NUGGETS,3/2/16,Location.HOME
831,hardeja01,arizatr01,howardw01,Team.HOUSTON_ROCKETS,3/2/16,Location.HOME
832,wiggian01,townska01,rubiori01,Team.MINNESOTA_TIMBERWOLVES,3/2/16,Location.HOME
833,thomais02,turneev01,bradlav01,Team.BOSTON_CELTICS,3/2/16,Location.HOME
834,randoza01,conlemi01,anderch01,Team.MEMPHIS_GRIZZLIES,3/2/16,Location.HOME
835,morrima03,caldwke01,drumman01,Team.DETROIT_PISTONS,3/2/16,Location.AWAY
836,lillada01,mccolcj01,aminual01,Team.PORTLAND_TRAIL_BLAZERS,3/2/16,Location.AWAY
837,denglu01,dragigo01,wadedw01,Team.MIAMI_HEAT,3/3/16,Location.HOME
838,matthwe02,nowitdi01,feltora01,Team.DALLAS_MAVERICKS,3/3/16,Location.HOME
839,greendr01,thompkl01,barneha02,Team.GOLDEN_STATE_WARRIORS,3/3/16,Location.HOME
840,couside01,rondora01,collida01,Team.SACRAMENTO_KINGS,3/3/16,Location.AWAY
841,duranke01,westbru01,ibakase01,Team.OKLAHOMA_CITY_THUNDER,3/3/16,Location.AWAY
842,cunnida01,holidjr01,davisan02,Team.NEW_ORLEANS_PELICANS,3/3/16,Location.HOME
843,bookede01,tuckepj01,lenal01,Team.PHOENIX_SUNS,3/3/16,Location.AWAY
844,aldrila01,leonaka01,greenda02,Team.SAN_ANTONIO_SPURS,3/3/16,Location.AWAY
845,walljo01,gortama01,porteot01,Team.WASHINGTON_WIZARDS,3/4/16,Location.AWAY
846,denglu01,dragigo01,wadedw01,Team.MIAMI_HEAT,3/4/16,Location.AWAY
847,smithis01,thompho01,covinro01,Team.PHILADELPHIA_76ERS,3/4/16,Location.HOME
848,walkeke02,willima02,batumni01,Team.CHARLOTTE_HORNETS,3/4/16,Location.HOME
849,afflaar01,anthoca01,lopezro01,Team.NEW_YORK_KNICKS,3/4/16,Location.AWAY
850,paytoel01,hezonma01,vucevni01,Team.ORLANDO_MAGIC,3/4/16,Location.HOME
851,brownan02,huertma01,russeda01,Team.LOS_ANGELES_LAKERS,3/4/16,Location.HOME
852,lowryky01,derozde01,pattepa01,Team.TORONTO_RAPTORS,3/4/16,Location.HOME
853,jamesle01,irvinky01,smithjr01,Team.CLEVELAND_CAVALIERS,3/4/16,Location.HOME
854,haywago01,hoodro01,goberru01,Team.UTAH_JAZZ,3/4/16,Location.AWAY
855,georgpa01,ellismo01,hillge01,Team.INDIANA_PACERS,3/4/16,Location.AWAY
856,lopezbr01,youngth01,bogdabo02,Team.BROOKLYN_NETS,3/4/16,Location.AWAY
857,antetgi01,parkeja01,middlkh01,Team.MILWAUKEE_BUCKS,3/4/16,Location.HOME
858,bookede01,tuckepj01,lenal01,Team.PHOENIX_SUNS,3/4/16,Location.AWAY
859,harriga01,mudiaem01,bartowi01,Team.DENVER_NUGGETS,3/4/16,Location.HOME
860,wiggian01,townska01,rubiori01,Team.MINNESOTA_TIMBERWOLVES,3/4/16,Location.AWAY
861,thomais02,turneev01,bradlav01,Team.BOSTON_CELTICS,3/4/16,Location.HOME
862,randoza01,chalmma01,conlemi01,Team.MEMPHIS_GRIZZLIES,3/4/16,Location.HOME
863,horfoal01,millspa01,korveky01,Team.ATLANTA_HAWKS,3/4/16,Location.AWAY
864,lillada01,mccolcj01,aminual01,Team.PORTLAND_TRAIL_BLAZERS,3/4/16,Location.AWAY
865,walljo01,gortama01,porteot01,Team.WASHINGTON_WIZARDS,3/5/16,Location.HOME
866,gasolpa01,butleji01,mcderdo01,Team.CHICAGO_BULLS,3/5/16,Location.HOME
867,afflaar01,anthoca01,lopezro01,Team.NEW_YORK_KNICKS,3/5/16,Location.HOME
868,couside01,rondora01,collida01,Team.SACRAMENTO_KINGS,3/5/16,Location.AWAY
869,jamesle01,irvinky01,smithjr01,Team.CLEVELAND_CAVALIERS,3/5/16,Location.HOME
870,cunnida01,holidjr01,davisan02,Team.NEW_ORLEANS_PELICANS,3/5/16,Location.HOME
871,haywago01,hoodro01,goberru01,Team.UTAH_JAZZ,3/5/16,Location.AWAY
872,georgpa01,ellismo01,hillge01,Team.INDIANA_PACERS,3/5/16,Location.AWAY
873,jordade01,paulch01,crawfja01,Team.LOS_ANGELES_CLIPPERS,3/5/16,Location.HOME
874,robinth01,larkish01,reedwi02,Team.BROOKLYN_NETS,3/5/16,Location.AWAY
875,leonaka01,parketo01,diawbo01,Team.SAN_ANTONIO_SPURS,3/5/16,Location.HOME
876,hardeja01,arizatr01,howardw01,Team.HOUSTON_ROCKETS,3/5/16,Location.AWAY
877,wiggian01,townska01,rubiori01,Team.MINNESOTA_TIMBERWOLVES,3/5/16,Location.HOME
878,thomais02,turneev01,bradlav01,Team.BOSTON_CELTICS,3/5/16,Location.AWAY
879,morrima03,caldwke01,drumman01,Team.DETROIT_PISTONS,3/5/16,Location.AWAY
880,horfoal01,millspa01,korveky01,Team.ATLANTA_HAWKS,3/5/16,Location.AWAY
881,denglu01,dragigo01,wadedw01,Team.MIAMI_HEAT,3/6/16,Location.HOME
882,smithis01,thompho01,covinro01,Team.PHILADELPHIA_76ERS,3/6/16,Location.AWAY
883,clarkjo01,randlju01,russeda01,Team.LOS_ANGELES_LAKERS,3/6/16,Location.HOME
884,matthwe02,nowitdi01,feltora01,Team.DALLAS_MAVERICKS,3/6/16,Location.AWAY
885,lowryky01,derozde01,pattepa01,Team.TORONTO_RAPTORS,3/6/16,Location.HOME
886,greendr01,thompkl01,barneha02,Team.GOLDEN_STATE_WARRIORS,3/6/16,Location.AWAY
887,duranke01,westbru01,ibakase01,Team.OKLAHOMA_CITY_THUNDER,3/6/16,Location.AWAY
888,antetgi01,parkeja01,middlkh01,Team.MILWAUKEE_BUCKS,3/6/16,Location.HOME
889,bookede01,tuckepj01,lenal01,Team.PHOENIX_SUNS,3/6/16,Location.AWAY
890,harriga01,mudiaem01,bartowi01,Team.DENVER_NUGGETS,3/6/16,Location.HOME
891,hardeja01,arizatr01,howardw01,Team.HOUSTON_ROCKETS,3/6/16,Location.AWAY
892,barnema02,randoza01,conlemi01,Team.MEMPHIS_GRIZZLIES,3/6/16,Location.HOME
893,morrima03,caldwke01,drumman01,Team.DETROIT_PISTONS,3/6/16,Location.HOME
894,lillada01,mccolcj01,aminual01,Team.PORTLAND_TRAIL_BLAZERS,3/6/16,Location.AWAY
895,rosede01,gibsota01,mooreet01,Team.CHICAGO_BULLS,3/7/16,Location.HOME
896,walkeke02,willima02,batumni01,Team.CHARLOTTE_HORNETS,3/7/16,Location.HOME
897,fournev01,oladivi01,gordoaa01,Team.ORLANDO_MAGIC,3/7/16,Location.AWAY
898,matthwe02,nowitdi01,feltora01,Team.DALLAS_MAVERICKS,3/7/16,Location.HOME
899,greendr01,thompkl01,barneha02,Team.GOLDEN_STATE_WARRIORS,3/7/16,Location.HOME
900,couside01,rondora01,collida01,Team.SACRAMENTO_KINGS,3/7/16,Location.AWAY
901,jamesle01,irvinky01,smithjr01,Team.CLEVELAND_CAVALIERS,3/7/16,Location.HOME
902,cunnida01,holidjr01,davisan02,Team.NEW_ORLEANS_PELICANS,3/7/16,Location.HOME
903,georgpa01,ellismo01,hillge01,Team.INDIANA_PACERS,3/7/16,Location.HOME
904,jordade01,paulch01,crawfja01,Team.LOS_ANGELES_CLIPPERS,3/7/16,Location.AWAY
905,antetgi01,parkeja01,middlkh01,Team.MILWAUKEE_BUCKS,3/7/16,Location.AWAY
906,aldrila01,leonaka01,greenda02,Team.SAN_ANTONIO_SPURS,3/7/16,Location.AWAY
907,wiggian01,townska01,rubiori01,Team.MINNESOTA_TIMBERWOLVES,3/7/16,Location.AWAY
908,chalmma01,greenja01,hairspj02,Team.MEMPHIS_GRIZZLIES,3/7/16,Location.AWAY
909,walljo01,gortama01,porteot01,Team.WASHINGTON_WIZARDS,3/8/16,Location.AWAY
910,afflaar01,anthoca01,lopezro01,Team.NEW_YORK_KNICKS,3/8/16,Location.AWAY
911,fournev01,oladivi01,gordoaa01,Team.ORLANDO_MAGIC,3/8/16,Location.AWAY
912,clarkjo01,randlju01,russeda01,Team.LOS_ANGELES_LAKERS,3/8/16,Location.HOME
913,lowryky01,derozde01,pattepa01,Team.TORONTO_RAPTORS,3/8/16,Location.HOME
914,haywago01,hoodro01,goberru01,Team.UTAH_JAZZ,3/8/16,Location.HOME
915,lopezbr01,youngth01,bogdabo02,Team.BROOKLYN_NETS,3/8/16,Location.AWAY
916,aldrila01,leonaka01,greenda02,Team.SAN_ANTONIO_SPURS,3/8/16,Location.AWAY
917,harriga01,mudiaem01,bartowi01,Team.DENVER_NUGGETS,3/8/16,Location.HOME
918,wiggian01,townska01,rubiori01,Team.MINNESOTA_TIMBERWOLVES,3/8/16,Location.HOME
919,horfoal01,millspa01,korveky01,Team.ATLANTA_HAWKS,3/8/16,Location.AWAY
920,lillada01,mccolcj01,aminual01,Team.PORTLAND_TRAIL_BLAZERS,3/8/16,Location.HOME
921,denglu01,dragigo01,wadedw01,Team.MIAMI_HEAT,3/9/16,Location.AWAY
922,smithis01,thompho01,covinro01,Team.PHILADELPHIA_76ERS,3/9/16,Location.HOME
923,walkeke02,willima02,batumni01,Team.CHARLOTTE_HORNETS,3/9/16,Location.HOME
924,caldejo01,vujacsa01,anthoca01,Team.NEW_YORK_KNICKS,3/9/16,Location.AWAY
925,matthwe02,nowitdi01,feltora01,Team.DALLAS_MAVERICKS,3/9/16,Location.HOME
926,greendr01,thompkl01,barneha02,Team.GOLDEN_STATE_WARRIORS,3/9/16,Location.HOME
927,couside01,rondora01,collida01,Team.SACRAMENTO_KINGS,3/9/16,Location.HOME
928,duranke01,westbru01,ibakase01,Team.OKLAHOMA_CITY_THUNDER,3/9/16,Location.HOME
929,jamesle01,irvinky01,smithjr01,Team.CLEVELAND_CAVALIERS,3/9/16,Location.AWAY
930,cunnida01,holidjr01,davisan02,Team.NEW_ORLEANS_PELICANS,3/9/16,Location.AWAY
931,haywago01,goberru01,macksh01,Team.UTAH_JAZZ,3/9/16,Location.AWAY
932,jordade01,paulch01,crawfja01,Team.LOS_ANGELES_CLIPPERS,3/9/16,Location.AWAY
933,antetgi01,parkeja01,middlkh01,Team.MILWAUKEE_BUCKS,3/9/16,Location.HOME
934,bookede01,tuckepj01,lenal01,Team.PHOENIX_SUNS,3/9/16,Location.HOME
935,hardeja01,arizatr01,howardw01,Team.HOUSTON_ROCKETS,3/9/16,Location.AWAY
936,thomais02,turneev01,bradlav01,Team.BOSTON_CELTICS,3/9/16,Location.HOME
937,greenja01,barnema02,cartevi01,Team.MEMPHIS_GRIZZLIES,3/9/16,Location.AWAY
938,morrima03,caldwke01,drumman01,Team.DETROIT_PISTONS,3/9/16,Location.AWAY
939,mooreet01,rosede01,gasolpa01,Team.CHICAGO_BULLS,3/10/16,Location.AWAY
940,clarkjo01,randlju01,russeda01,Team.LOS_ANGELES_LAKERS,3/10/16,Location.HOME
941,lowryky01,derozde01,pattepa01,Team.TORONTO_RAPTORS,3/10/16,Location.HOME
942,jamesle01,irvinky01,smithjr01,Team.CLEVELAND_CAVALIERS,3/10/16,Location.AWAY
943,bookede01,tuckepj01,lenal01,Team.PHOENIX_SUNS,3/10/16,Location.AWAY
944,aldrila01,leonaka01,greenda02,Team.SAN_ANTONIO_SPURS,3/10/16,Location.HOME
945,harriga01,mudiaem01,bartowi01,Team.DENVER_NUGGETS,3/10/16,Location.HOME
946,horfoal01,millspa01,korveky01,Team.ATLANTA_HAWKS,3/10/16,Location.AWAY
947,walljo01,gortama01,porteot01,Team.WASHINGTON_WIZARDS,3/11/16,Location.AWAY
948,holidju01,gasolpa01,mooreet01,Team.CHICAGO_BULLS,3/11/16,Location.HOME
949,denglu01,dragigo01,wadedw01,Team.MIAMI_HEAT,3/11/16,Location.AWAY
950,smithis01,thompho01,covinro01,Team.PHILADELPHIA_76ERS,3/11/16,Location.HOME
951,walkeke02,willima02,batumni01,Team.CHARLOTTE_HORNETS,3/11/16,Location.HOME
952,lopezro01,anthoca01,caldejo01,Team.NEW_YORK_KNICKS,3/11/16,Location.AWAY
953,fournev01,oladivi01,gordoaa01,Team.ORLANDO_MAGIC,3/11/16,Location.AWAY
954,greendr01,thompkl01,barneha02,Team.GOLDEN_STATE_WARRIORS,3/11/16,Location.HOME
955,rondora01,collida01,gayru01,Team.SACRAMENTO_KINGS,3/11/16,Location.HOME
956,duranke01,westbru01,ibakase01,Team.OKLAHOMA_CITY_THUNDER,3/11/16,Location.HOME
957,cunnida01,holidjr01,davisan02,Team.NEW_ORLEANS_PELICANS,3/11/16,Location.AWAY
958,haywago01,hoodro01,goberru01,Team.UTAH_JAZZ,3/11/16,Location.HOME
959,jordade01,paulch01,crawfja01,Team.LOS_ANGELES_CLIPPERS,3/11/16,Location.HOME
960,youngth01,lopezbr01,sloando01,Team.BROOKLYN_NETS,3/11/16,Location.AWAY
961,hardeja01,arizatr01,howardw01,Team.HOUSTON_ROCKETS,3/11/16,Location.AWAY
962,wiggian01,townska01,rubiori01,Team.MINNESOTA_TIMBERWOLVES,3/11/16,Location.AWAY
963,thomais02,turneev01,bradlav01,Team.BOSTON_CELTICS,3/11/16,Location.HOME
964,barnema02,weberbr01,greenja01,Team.MEMPHIS_GRIZZLIES,3/11/16,Location.HOME
965,morrima03,caldwke01,drumman01,Team.DETROIT_PISTONS,3/11/16,Location.AWAY
966,lillada01,mccolcj01,aminual01,Team.PORTLAND_TRAIL_BLAZERS,3/11/16,Location.AWAY
967,walljo01,templga01,porteot01,Team.WASHINGTON_WIZARDS,3/12/16,Location.AWAY
968,johnsjo02,winslju01,dragigo01,Team.MIAMI_HEAT,3/12/16,Location.AWAY
969,noelne01,thompho01,canaais01,Team.PHILADELPHIA_76ERS,3/12/16,Location.HOME
970,walkeke02,willima02,batumni01,Team.CHARLOTTE_HORNETS,3/12/16,Location.HOME
971,fournev01,oladivi01,gordoaa01,Team.ORLANDO_MAGIC,3/12/16,Location.AWAY
972,matthwe02,nowitdi01,feltora01,Team.DALLAS_MAVERICKS,3/12/16,Location.HOME
973,lowryky01,derozde01,pattepa01,Team.TORONTO_RAPTORS,3/12/16,Location.HOME
974,greendr01,thompkl01,barneha02,Team.GOLDEN_STATE_WARRIORS,3/12/16,Location.HOME
975,duranke01,westbru01,ibakase01,Team.OKLAHOMA_CITY_THUNDER,3/12/16,Location.AWAY
976,cunnida01,holidjr01,davisan02,Team.NEW_ORLEANS_PELICANS,3/12/16,Location.AWAY
977,georgpa01,ellismo01,hillge01,Team.INDIANA_PACERS,3/12/16,Location.AWAY
978,antetgi01,parkeja01,middlkh01,Team.MILWAUKEE_BUCKS,3/12/16,Location.HOME
979,bookede01,tuckepj01,lenal01,Team.PHOENIX_SUNS,3/12/16,Location.AWAY
980,aldrila01,leonaka01,greenda02,Team.SAN_ANTONIO_SPURS,3/12/16,Location.HOME
981,harriga01,mudiaem01,bartowi01,Team.DENVER_NUGGETS,3/12/16,Location.HOME
982,hardeja01,arizatr01,howardw01,Team.HOUSTON_ROCKETS,3/12/16,Location.AWAY
983,weberbr01,stephla01,mccalra01,Team.MEMPHIS_GRIZZLIES,3/12/16,Location.AWAY
984,morrima03,caldwke01,drumman01,Team.DETROIT_PISTONS,3/12/16,Location.AWAY
985,horfoal01,millspa01,korveky01,Team.ATLANTA_HAWKS,3/12/16,Location.HOME
986,lillada01,mccolcj01,aminual01,Team.PORTLAND_TRAIL_BLAZERS,3/12/16,Location.HOME
987,afflaar01,anthoca01,lopezro01,Team.NEW_YORK_KNICKS,3/13/16,Location.AWAY
988,clarkjo01,randlju01,russeda01,Team.LOS_ANGELES_LAKERS,3/13/16,Location.HOME
989,couside01,rondora01,collida01,Team.SACRAMENTO_KINGS,3/13/16,Location.HOME
990,jamesle01,irvinky01,smithjr01,Team.CLEVELAND_CAVALIERS,3/13/16,Location.AWAY
991,haywago01,hoodro01,goberru01,Team.UTAH_JAZZ,3/13/16,Location.AWAY
992,georgpa01,ellismo01,hillge01,Team.INDIANA_PACERS,3/13/16,Location.AWAY
993,jordade01,paulch01,crawfja01,Team.LOS_ANGELES_CLIPPERS,3/13/16,Location.HOME
994,lopezbr01,youngth01,bogdabo02,Team.BROOKLYN_NETS,3/13/16,Location.HOME
995,antetgi01,parkeja01,middlkh01,Team.MILWAUKEE_BUCKS,3/13/16,Location.AWAY
996,horfoal01,millspa01,korveky01,Team.ATLANTA_HAWKS,3/13/16,Location.HOME
997,walljo01,gortama01,porteot01,Team.WASHINGTON_WIZARDS,3/14/16,Location.HOME
998,mcderdo01,gibsota01,butleji01,Team.CHICAGO_BULLS,3/14/16,Location.AWAY
999,denglu01,dragigo01,wadedw01,Team.MIAMI_HEAT,3/14/16,Location.HOME
1000,walkeke02,willima02,batumni01,Team.CHARLOTTE_HORNETS,3/14/16,Location.HOME
1001,matthwe02,nowitdi01,feltora01,Team.DALLAS_MAVERICKS,3/14/16,Location.AWAY
1002,lowryky01,derozde01,pattepa01,Team.TORONTO_RAPTORS,3/14/16,Location.HOME
1003,greendr01,thompkl01,barneha02,Team.GOLDEN_STATE_WARRIORS,3/14/16,Location.HOME
1004,duranke01,westbru01,ibakase01,Team.OKLAHOMA_CITY_THUNDER,3/14/16,Location.HOME
1005,jamesle01,irvinky01,smithjr01,Team.CLEVELAND_CAVALIERS,3/14/16,Location.AWAY
1006,cunnida01,holidjr01,davisan02,Team.NEW_ORLEANS_PELICANS,3/14/16,Location.AWAY
1007,macksh01,inglejo01,hoodro01,Team.UTAH_JAZZ,3/14/16,Location.HOME
1008,bookede01,tuckepj01,lenal01,Team.PHOENIX_SUNS,3/14/16,Location.HOME
1009,harriga01,mudiaem01,bartowi01,Team.DENVER_NUGGETS,3/14/16,Location.AWAY
1010,hardeja01,arizatr01,howardw01,Team.HOUSTON_ROCKETS,3/14/16,Location.HOME
1011,wiggian01,townska01,rubiori01,Team.MINNESOTA_TIMBERWOLVES,3/14/16,Location.AWAY
1012,weberbr01,martija01,greenja01,Team.MEMPHIS_GRIZZLIES,3/14/16,Location.AWAY
1013,morrima03,caldwke01,drumman01,Team.DETROIT_PISTONS,3/14/16,Location.AWAY
1014,lillada01,mccolcj01,aminual01,Team.PORTLAND_TRAIL_BLAZERS,3/14/16,Location.AWAY
1015,thompho01,canaais01,stausni01,Team.PHILADELPHIA_76ERS,3/15/16,Location.AWAY
1016,fournev01,oladivi01,gordoaa01,Team.ORLANDO_MAGIC,3/15/16,Location.HOME
1017,clarkjo01,randlju01,russeda01,Team.LOS_ANGELES_LAKERS,3/15/16,Location.HOME
1018,powelno01,rosste01,lowryky01,Team.TORONTO_RAPTORS,3/15/16,Location.AWAY
1019,couside01,rondora01,collida01,Team.SACRAMENTO_KINGS,3/15/16,Location.AWAY
1020,georgpa01,ellismo01,hillge01,Team.INDIANA_PACERS,3/15/16,Location.HOME
1021,jordade01,paulch01,crawfja01,Team.LOS_ANGELES_CLIPPERS,3/15/16,Location.AWAY
1022,lopezbr01,youngth01,bogdabo02,Team.BROOKLYN_NETS,3/15/16,Location.HOME
1023,antetgi01,parkeja01,middlkh01,Team.MILWAUKEE_BUCKS,3/15/16,Location.HOME
1024,aldrila01,leonaka01,greenda02,Team.SAN_ANTONIO_SPURS,3/15/16,Location.HOME
1025,harriga01,mudiaem01,bartowi01,Team.DENVER_NUGGETS,3/15/16,Location.AWAY
1026,thomais02,turneev01,bradlav01,Team.BOSTON_CELTICS,3/15/16,Location.AWAY
1027,walljo01,gortama01,porteot01,Team.WASHINGTON_WIZARDS,3/16/16,Location.HOME
1028,mcderdo01,holidju01,rosede01,Team.CHICAGO_BULLS,3/16/16,Location.AWAY
1029,walkeke02,willima02,batumni01,Team.CHARLOTTE_HORNETS,3/16/16,Location.HOME
1030,afflaar01,anthoca01,lopezro01,Team.NEW_YORK_KNICKS,3/16/16,Location.AWAY
1031,fournev01,oladivi01,gordoaa01,Team.ORLANDO_MAGIC,3/16/16,Location.AWAY
1032,matthwe02,nowitdi01,feltora01,Team.DALLAS_MAVERICKS,3/16/16,Location.AWAY
1033,greendr01,thompkl01,barneha02,Team.GOLDEN_STATE_WARRIORS,3/16/16,Location.HOME
1034,couside01,curryse01,anderja01,Team.SACRAMENTO_KINGS,3/16/16,Location.HOME
1035,duranke01,westbru01,ibakase01,Team.OKLAHOMA_CITY_THUNDER,3/16/16,Location.AWAY
1036,smithjr01,irvinky01,thomptr01,Team.CLEVELAND_CAVALIERS,3/16/16,Location.HOME
1037,cunnida01,holidjr01,davisan02,Team.NEW_ORLEANS_PELICANS,3/16/16,Location.AWAY
1038,jordade01,paulch01,crawfja01,Team.LOS_ANGELES_CLIPPERS,3/16/16,Location.AWAY
1039,hardeja01,arizatr01,howardw01,Team.HOUSTON_ROCKETS,3/16/16,Location.HOME
1040,wiggian01,townska01,rubiori01,Team.MINNESOTA_TIMBERWOLVES,3/16/16,Location.AWAY
1041,thomais02,turneev01,bradlav01,Team.BOSTON_CELTICS,3/16/16,Location.HOME
1042,barnema02,stephla01,weberbr01,Team.MEMPHIS_GRIZZLIES,3/16/16,Location.HOME
1043,morrima03,caldwke01,drumman01,Team.DETROIT_PISTONS,3/16/16,Location.HOME
1044,horfoal01,millspa01,korveky01,Team.ATLANTA_HAWKS,3/16/16,Location.AWAY
1045,walljo01,gortama01,porteot01,Team.WASHINGTON_WIZARDS,3/17/16,Location.AWAY
1046,butleji01,rosede01,mcderdo01,Team.CHICAGO_BULLS,3/17/16,Location.HOME
1047,denglu01,dragigo01,wadedw01,Team.MIAMI_HEAT,3/17/16,Location.HOME
1048,smithis01,thompho01,noelne01,Team.PHILADELPHIA_76ERS,3/17/16,Location.HOME
1049,walkeke02,willima02,batumni01,Team.CHARLOTTE_HORNETS,3/17/16,Location.AWAY
1050,lowryky01,derozde01,pattepa01,Team.TORONTO_RAPTORS,3/17/16,Location.AWAY
1051,goberru01,hoodro01,macksh01,Team.UTAH_JAZZ,3/17/16,Location.HOME
1052,georgpa01,ellismo01,hillge01,Team.INDIANA_PACERS,3/17/16,Location.HOME
1053,lopezbr01,youngth01,bogdabo02,Team.BROOKLYN_NETS,3/17/16,Location.AWAY
1054,antetgi01,parkeja01,middlkh01,Team.MILWAUKEE_BUCKS,3/17/16,Location.HOME
1055,bookede01,tuckepj01,lenal01,Team.PHOENIX_SUNS,3/17/16,Location.AWAY
1056,aldrila01,leonaka01,greenda02,Team.SAN_ANTONIO_SPURS,3/17/16,Location.HOME
1057,harriga01,mudiaem01,bartowi01,Team.DENVER_NUGGETS,3/17/16,Location.AWAY
1058,stephla01,greenja01,barnema02,Team.MEMPHIS_GRIZZLIES,3/17/16,Location.AWAY
1059,horfoal01,millspa01,korveky01,Team.ATLANTA_HAWKS,3/17/16,Location.HOME
1060,lillada01,mccolcj01,aminual01,Team.PORTLAND_TRAIL_BLAZERS,3/17/16,Location.AWAY
1061,noelne01,grantje01,stausni01,Team.PHILADELPHIA_76ERS,3/18/16,Location.HOME
1062,fournev01,oladivi01,gordoaa01,Team.ORLANDO_MAGIC,3/18/16,Location.HOME
1063,clarkjo01,randlju01,russeda01,Team.LOS_ANGELES_LAKERS,3/18/16,Location.HOME
1064,matthwe02,nowitdi01,feltora01,Team.DALLAS_MAVERICKS,3/18/16,Location.HOME
1065,lowryky01,derozde01,pattepa01,Team.TORONTO_RAPTORS,3/18/16,Location.HOME
1066,greendr01,thompkl01,barneha02,Team.GOLDEN_STATE_WARRIORS,3/18/16,Location.AWAY
1067,couside01,rondora01,collida01,Team.SACRAMENTO_KINGS,3/18/16,Location.AWAY
1068,duranke01,westbru01,foyera01,Team.OKLAHOMA_CITY_THUNDER,3/18/16,Location.AWAY
1069,jamesle01,irvinky01,smithjr01,Team.CLEVELAND_CAVALIERS,3/18/16,Location.AWAY
1070,cunnida01,holidjr01,davisan02,Team.NEW_ORLEANS_PELICANS,3/18/16,Location.HOME
1071,bookede01,tuckepj01,lenal01,Team.PHOENIX_SUNS,3/18/16,Location.AWAY
1072,hardeja01,arizatr01,howardw01,Team.HOUSTON_ROCKETS,3/18/16,Location.HOME
1073,wiggian01,townska01,rubiori01,Team.MINNESOTA_TIMBERWOLVES,3/18/16,Location.AWAY
1074,thomais02,turneev01,bradlav01,Team.BOSTON_CELTICS,3/18/16,Location.AWAY
1075,morrima03,caldwke01,drumman01,Team.DETROIT_PISTONS,3/18/16,Location.HOME
1076,lillada01,mccolcj01,aminual01,Team.PORTLAND_TRAIL_BLAZERS,3/18/16,Location.AWAY
1077,walljo01,gortama01,porteot01,Team.WASHINGTON_WIZARDS,3/19/16,Location.HOME
1078,butleji01,mirotni01,gibsota01,Team.CHICAGO_BULLS,3/19/16,Location.HOME
1079,denglu01,dragigo01,wadedw01,Team.MIAMI_HEAT,3/19/16,Location.HOME
1080,walkeke02,willima02,batumni01,Team.CHARLOTTE_HORNETS,3/19/16,Location.HOME
1081,afflaar01,anthoca01,lopezro01,Team.NEW_YORK_KNICKS,3/19/16,Location.AWAY
1082,greendr01,thompkl01,barneha02,Team.GOLDEN_STATE_WARRIORS,3/19/16,Location.AWAY
1083,duranke01,westbru01,ibakase01,Team.OKLAHOMA_CITY_THUNDER,3/19/16,Location.AWAY
1084,jamesle01,irvinky01,smithjr01,Team.CLEVELAND_CAVALIERS,3/19/16,Location.AWAY
1085,haywago01,hoodro01,goberru01,Team.UTAH_JAZZ,3/19/16,Location.AWAY
1086,georgpa01,ellismo01,hillge01,Team.INDIANA_PACERS,3/19/16,Location.HOME
1087,jordade01,paulch01,crawfja01,Team.LOS_ANGELES_CLIPPERS,3/19/16,Location.AWAY
1088,bogdabo02,reedwi02,ellinwa01,Team.BROOKLYN_NETS,3/19/16,Location.AWAY
1089,aldrila01,leonaka01,greenda02,Team.SAN_ANTONIO_SPURS,3/19/16,Location.HOME
1090,harriga01,mudiaem01,bartowi01,Team.DENVER_NUGGETS,3/19/16,Location.AWAY
1091,hardeja01,arizatr01,howardw01,Team.HOUSTON_ROCKETS,3/19/16,Location.AWAY
1092,randoza01,mccalra01,allento01,Team.MEMPHIS_GRIZZLIES,3/19/16,Location.HOME
1093,morrima03,caldwke01,drumman01,Team.DETROIT_PISTONS,3/19/16,Location.HOME
1094,horfoal01,millspa01,korveky01,Team.ATLANTA_HAWKS,3/19/16,Location.HOME
1095,smithis01,thompho01,canaais01,Team.PHILADELPHIA_76ERS,3/20/16,Location.HOME
1096,lopezro01,porzikr01,caldejo01,Team.NEW_YORK_KNICKS,3/20/16,Location.HOME
1097,fournev01,oladivi01,gordoaa01,Team.ORLANDO_MAGIC,3/20/16,Location.AWAY
1098,matthwe02,nowitdi01,feltora01,Team.DALLAS_MAVERICKS,3/20/16,Location.HOME
1099,lowryky01,derozde01,biyombi01,Team.TORONTO_RAPTORS,3/20/16,Location.HOME
1100,couside01,rondora01,collida01,Team.SACRAMENTO_KINGS,3/20/16,Location.AWAY
1101,cunnida01,holidjr01,douglto01,Team.NEW_ORLEANS_PELICANS,3/20/16,Location.HOME
1102,haywago01,hoodro01,goberru01,Team.UTAH_JAZZ,3/20/16,Location.AWAY
1103,jordade01,paulch01,crawfja01,Team.LOS_ANGELES_CLIPPERS,3/20/16,Location.AWAY
1104,antetgi01,parkeja01,middlkh01,Team.MILWAUKEE_BUCKS,3/20/16,Location.HOME
1105,thomais02,turneev01,bradlav01,Team.BOSTON_CELTICS,3/20/16,Location.AWAY
