,p1,p2,p3,team,date,venue
236,Tony Allen,Zach Randolph,Matt Barnes,Team.MEMPHIS_GRIZZLIES,1/30/2016,Location.HOME
237,Rajon Rondo,DeMarcus Cousins,Darren Collison,Team.SACRAMENTO_KINGS,1/30/2016,Location.AWAY
238,Gary Harris,Nikola Joki?,Kenneth Faried,Team.DENVER_NUGGETS,1/30/2016,Location.AWAY
239,John Wall,Marcin Gortat,Otto Porter,Team.WASHINGTON_WIZARDS,2/1/2016,Location.AWAY
240,Jimmy Butler,Pau Gasol,Derrick Rose,Team.CHICAGO_BULLS,2/1/2016,Location.AWAY
241,Jrue Holiday,Anthony Davis,Ryan Anderson,Team.NEW_ORLEANS_PELICANS,2/1/2016,Location.HOME
242,Giannis Antetokounmpo,Greg Monroe,Khris Middleton,Team.MILWAUKEE_BUCKS,2/1/2016,Location.AWAY
243,Wesley Matthews,Zaza Pachulia,Dirk Nowitzki,Team.DALLAS_MAVERICKS,2/1/2016,Location.AWAY
244,Kevin Durant,Enes Kanter,Russell Westbrook,Team.OKLAHOMA_CITY_THUNDER,2/1/2016,Location.HOME
245,Jeff Teague,Al Horford,Paul Millsap,Team.ATLANTA_HAWKS,2/1/2016,Location.HOME
246,LeBron James,Tristan Thompson,Kyrie Irving,Team.CLEVELAND_CAVALIERS,2/1/2016,Location.AWAY
247,Reggie Jackson,Andre Drummond,Marcus Morris,Team.DETROIT_PISTONS,2/1/2016,Location.AWAY
248,Victor Oladipo,Nikola Vu?evi?,Evan Fournier,Team.ORLANDO_MAGIC,2/1/2016,Location.AWAY
249,Monta Ellis,Myles Turner,Paul George,Team.INDIANA_PACERS,2/1/2016,Location.HOME
250,Kyle Lowry,Jonas Valan?i?nas,DeMar DeRozan,Team.TORONTO_RAPTORS,2/1/2016,Location.AWAY
251,Tony Parker,LaMarcus Aldridge,Kawhi Leonard,Team.SAN_ANTONIO_SPURS,2/1/2016,Location.HOME
252,Donald Sloan,Brook Lopez,Thaddeus Young,Team.BROOKLYN_NETS,2/1/2016,Location.HOME
253,Mike Conley,Zach Randolph,Jeff Green,Team.MEMPHIS_GRIZZLIES,2/1/2016,Location.AWAY
254,Rajon Rondo,Quincy Acy,Rudy Gay,Team.SACRAMENTO_KINGS,2/1/2016,Location.HOME
255,Gary Harris,Nikola Joki?,Kenneth Faried,Team.DENVER_NUGGETS,2/1/2016,Location.HOME
256,Gordon Hayward,Rudy Gobert,Rodney Hood,Team.UTAH_JAZZ,2/1/2016,Location.HOME
257,John Wall,Marcin Gortat,Otto Porter,Team.WASHINGTON_WIZARDS,2/3/2016,Location.HOME
258,E'Twaun Moore,Pau Gasol,Derrick Rose,Team.CHICAGO_BULLS,2/3/2016,Location.AWAY
259,Jrue Holiday,Anthony Davis,Ryan Anderson,Team.NEW_ORLEANS_PELICANS,2/3/2016,Location.AWAY
260,Dwyane Wade,Hassan Whiteside,Luol Deng,Team.MIAMI_HEAT,2/3/2016,Location.AWAY
261,Andrew Wiggins,Karl-Anthony Towns,Ricky Rubio,Team.MINNESOTA_TIMBERWOLVES,2/3/2016,Location.AWAY
262,Ish Smith,Nerlens Noel,Robert Covington,Team.PHILADELPHIA_76ERS,2/3/2016,Location.HOME
263,Wesley Matthews,Zaza Pachulia,Dirk Nowitzki,Team.DALLAS_MAVERICKS,2/3/2016,Location.HOME
264,Kevin Durant,Enes Kanter,Russell Westbrook,Team.OKLAHOMA_CITY_THUNDER,2/3/2016,Location.HOME
265,Jeremy Lin,Frank Kaminsky,Marvin Williams,Team.CHARLOTTE_HORNETS,2/3/2016,Location.HOME
266,Jeff Teague,Al Horford,Paul Millsap,Team.ATLANTA_HAWKS,2/3/2016,Location.AWAY
267,LeBron James,Tristan Thompson,Kyrie Irving,Team.CLEVELAND_CAVALIERS,2/3/2016,Location.AWAY
268,Reggie Jackson,Andre Drummond,Marcus Morris,Team.DETROIT_PISTONS,2/3/2016,Location.AWAY
269,Victor Oladipo,Nikola Vu?evi?,Evan Fournier,Team.ORLANDO_MAGIC,2/3/2016,Location.AWAY
270,Monta Ellis,Myles Turner,Paul George,Team.INDIANA_PACERS,2/3/2016,Location.AWAY
271,Chris Paul,DeAndre Jordan,J.J. Redick,Team.LOS_ANGELES_CLIPPERS,2/3/2016,Location.HOME
272,Stephen Curry,Andrew Bogut,Klay Thompson,Team.GOLDEN_STATE_WARRIORS,2/3/2016,Location.AWAY
273,Isaiah Thomas,Amir Johnson,Evan Turner,Team.BOSTON_CELTICS,2/3/2016,Location.HOME
274,Tony Parker,LaMarcus Aldridge,Kawhi Leonard,Team.SAN_ANTONIO_SPURS,2/3/2016,Location.HOME
275,Donald Sloan,Brook Lopez,Thaddeus Young,Team.BROOKLYN_NETS,2/3/2016,Location.HOME
276,Rajon Rondo,DeMarcus Cousins,Darren Collison,Team.SACRAMENTO_KINGS,2/3/2016,Location.HOME
277,Gary Harris,Nikola Joki?,Kenneth Faried,Team.DENVER_NUGGETS,2/3/2016,Location.AWAY
278,Gordon Hayward,Rudy Gobert,Rodney Hood,Team.UTAH_JAZZ,2/3/2016,Location.HOME
279,John Wall,Marcin Gortat,Otto Porter,Team.WASHINGTON_WIZARDS,2/5/2016,Location.HOME
280,Derrick Rose,Cameron Bairstow,Jimmy Butler,Team.CHICAGO_BULLS,2/5/2016,Location.AWAY
281,Giannis Antetokounmpo,Greg Monroe,Khris Middleton,Team.MILWAUKEE_BUCKS,2/5/2016,Location.AWAY
282,Dwyane Wade,Hassan Whiteside,Luol Deng,Team.MIAMI_HEAT,2/5/2016,Location.AWAY
283,Ish Smith,Nerlens Noel,Robert Covington,Team.PHILADELPHIA_76ERS,2/5/2016,Location.AWAY
284,Wesley Matthews,Zaza Pachulia,Dirk Nowitzki,Team.DALLAS_MAVERICKS,2/5/2016,Location.HOME
285,Kemba Walker,Cody Zeller,Marvin Williams,Team.CHARLOTTE_HORNETS,2/5/2016,Location.HOME
286,José Calderón,Kristaps Porzi??is,Sasha Vuja?i?,Team.NEW_YORK_KNICKS,2/5/2016,Location.HOME
287,Jeff Teague,Al Horford,Paul Millsap,Team.ATLANTA_HAWKS,2/5/2016,Location.HOME
288,LeBron James,Tristan Thompson,Kyrie Irving,Team.CLEVELAND_CAVALIERS,2/5/2016,Location.HOME
289,Victor Oladipo,Nikola Vu?evi?,Evan Fournier,Team.ORLANDO_MAGIC,2/5/2016,Location.HOME
290,Monta Ellis,Myles Turner,Paul George,Team.INDIANA_PACERS,2/5/2016,Location.AWAY
291,Chris Paul,DeAndre Jordan,J.J. Redick,Team.LOS_ANGELES_CLIPPERS,2/5/2016,Location.AWAY
292,Isaiah Thomas,Amir Johnson,Evan Turner,Team.BOSTON_CELTICS,2/5/2016,Location.AWAY
293,Tony Parker,LaMarcus Aldridge,Kawhi Leonard,Team.SAN_ANTONIO_SPURS,2/5/2016,Location.AWAY
294,Donald Sloan,Brook Lopez,Thaddeus Young,Team.BROOKLYN_NETS,2/5/2016,Location.HOME
295,Tony Allen,Zach Randolph,Matt Barnes,Team.MEMPHIS_GRIZZLIES,2/5/2016,Location.AWAY
296,Rajon Rondo,DeMarcus Cousins,Darren Collison,Team.SACRAMENTO_KINGS,2/5/2016,Location.AWAY
297,Gary Harris,Nikola Joki?,Kenneth Faried,Team.DENVER_NUGGETS,2/5/2016,Location.HOME
298,Gordon Hayward,Rudy Gobert,Rodney Hood,Team.UTAH_JAZZ,2/5/2016,Location.HOME
299,John Wall,Marcin Gortat,Otto Porter,Team.WASHINGTON_WIZARDS,2/6/2016,Location.AWAY
300,E'Twaun Moore,Pau Gasol,Bobby Portis,Team.CHICAGO_BULLS,2/6/2016,Location.AWAY
301,Jrue Holiday,Anthony Davis,Ryan Anderson,Team.NEW_ORLEANS_PELICANS,2/6/2016,Location.AWAY
302,Andrew Wiggins,Karl-Anthony Towns,Ricky Rubio,Team.MINNESOTA_TIMBERWOLVES,2/6/2016,Location.HOME
303,T.J. McConnell,Jahlil Okafor,Nerlens Noel,Team.PHILADELPHIA_76ERS,2/6/2016,Location.HOME
304,Wesley Matthews,Zaza Pachulia,Dirk Nowitzki,Team.DALLAS_MAVERICKS,2/6/2016,Location.AWAY
305,Kevin Durant,Enes Kanter,Russell Westbrook,Team.OKLAHOMA_CITY_THUNDER,2/6/2016,Location.AWAY
306,Kemba Walker,Cody Zeller,Marvin Williams,Team.CHARLOTTE_HORNETS,2/6/2016,Location.HOME
307,Jordan Clarkson,Julius Randle,Lou Williams,Team.LOS_ANGELES_LAKERS,2/6/2016,Location.AWAY
308,LeBron James,Tristan Thompson,Kyrie Irving,Team.CLEVELAND_CAVALIERS,2/6/2016,Location.HOME
309,Reggie Jackson,Andre Drummond,Marcus Morris,Team.DETROIT_PISTONS,2/6/2016,Location.AWAY
310,Monta Ellis,Myles Turner,Paul George,Team.INDIANA_PACERS,2/6/2016,Location.HOME
311,James Harden,Dwight Howard,Trevor Ariza,Team.HOUSTON_ROCKETS,2/6/2016,Location.HOME
312,Stephen Curry,Andrew Bogut,Klay Thompson,Team.GOLDEN_STATE_WARRIORS,2/6/2016,Location.HOME
313,Tony Parker,LaMarcus Aldridge,Kawhi Leonard,Team.SAN_ANTONIO_SPURS,2/6/2016,Location.HOME
314,Donald Sloan,Brook Lopez,Thaddeus Young,Team.BROOKLYN_NETS,2/6/2016,Location.AWAY
315,Tony Allen,Zach Randolph,Matt Barnes,Team.MEMPHIS_GRIZZLIES,2/6/2016,Location.HOME
316,Devin Booker,Tyson Chandler,Mirza Teletovi?,Team.PHOENIX_SUNS,2/6/2016,Location.HOME
317,Damian Lillard,Mason Plumlee,CJ McCollum,Team.PORTLAND_TRAIL_BLAZERS,2/6/2016,Location.AWAY
318,Gordon Hayward,Rudy Gobert,Rodney Hood,Team.UTAH_JAZZ,2/6/2016,Location.AWAY
319,John Wall,Marcin Gortat,Otto Porter,Team.WASHINGTON_WIZARDS,2/9/2016,Location.AWAY
320,Giannis Antetokounmpo,Greg Monroe,Khris Middleton,Team.MILWAUKEE_BUCKS,2/9/2016,Location.HOME
321,Dwyane Wade,Hassan Whiteside,Luol Deng,Team.MIAMI_HEAT,2/9/2016,Location.HOME
322,Wesley Matthews,Zaza Pachulia,Dirk Nowitzki,Team.DALLAS_MAVERICKS,2/9/2016,Location.HOME
323,Arron Afflalo,Robin Lopez,Carmelo Anthony,Team.NEW_YORK_KNICKS,2/9/2016,Location.HOME
324,James Harden,Dwight Howard,Trevor Ariza,Team.HOUSTON_ROCKETS,2/9/2016,Location.AWAY
325,Stephen Curry,Andrew Bogut,Klay Thompson,Team.GOLDEN_STATE_WARRIORS,2/9/2016,Location.HOME
326,Isaiah Thomas,Amir Johnson,Evan Turner,Team.BOSTON_CELTICS,2/9/2016,Location.AWAY
327,Tony Parker,LaMarcus Aldridge,Kawhi Leonard,Team.SAN_ANTONIO_SPURS,2/9/2016,Location.AWAY
328,Gordon Hayward,Rudy Gobert,Rodney Hood,Team.UTAH_JAZZ,2/9/2016,Location.AWAY
329,John Wall,Marcin Gortat,Otto Porter,Team.WASHINGTON_WIZARDS,2/11/2016,Location.AWAY
330,Jrue Holiday,Anthony Davis,Ryan Anderson,Team.NEW_ORLEANS_PELICANS,2/11/2016,Location.AWAY
331,Giannis Antetokounmpo,Greg Monroe,Khris Middleton,Team.MILWAUKEE_BUCKS,2/11/2016,Location.HOME
332,Kevin Durant,Enes Kanter,Russell Westbrook,Team.OKLAHOMA_CITY_THUNDER,2/11/2016,Location.HOME
333,John Wall,Marcin Gortat,Otto Porter,Team.WASHINGTON_WIZARDS,2/18/2016,Location.HOME
334,Derrick Rose,Pau Gasol,Bobby Portis,Team.CHICAGO_BULLS,2/18/2016,Location.AWAY
335,LeBron James,Tristan Thompson,Kyrie Irving,Team.CLEVELAND_CAVALIERS,2/18/2016,Location.HOME
336,Chris Paul,DeAndre Jordan,J.J. Redick,Team.LOS_ANGELES_CLIPPERS,2/18/2016,Location.HOME
337,Tony Parker,David West,Rasual Butler,Team.SAN_ANTONIO_SPURS,2/18/2016,Location.AWAY
338,Gordon Hayward,Rudy Gobert,Rodney Hood,Team.UTAH_JAZZ,2/18/2016,Location.AWAY
339,John Wall,Marcin Gortat,Otto Porter,Team.WASHINGTON_WIZARDS,2/19/2016,Location.HOME
340,Derrick Rose,Pau Gasol,Doug McDermott,Team.CHICAGO_BULLS,2/19/2016,Location.HOME
341,Jrue Holiday,Anthony Davis,Ryan Anderson,Team.NEW_ORLEANS_PELICANS,2/19/2016,Location.HOME
342,Giannis Antetokounmpo,Greg Monroe,Khris Middleton,Team.MILWAUKEE_BUCKS,2/19/2016,Location.HOME
343,Goran Dragi?,Udonis Haslem,Luol Deng,Team.MIAMI_HEAT,2/19/2016,Location.AWAY
344,Andrew Wiggins,Karl-Anthony Towns,Ricky Rubio,Team.MINNESOTA_TIMBERWOLVES,2/19/2016,Location.AWAY
345,Ish Smith,Nerlens Noel,Robert Covington,Team.PHILADELPHIA_76ERS,2/19/2016,Location.AWAY
346,Wesley Matthews,Zaza Pachulia,Dirk Nowitzki,Team.DALLAS_MAVERICKS,2/19/2016,Location.AWAY
347,Kevin Durant,Enes Kanter,Russell Westbrook,Team.OKLAHOMA_CITY_THUNDER,2/19/2016,Location.HOME
348,Kemba Walker,Cody Zeller,Marvin Williams,Team.CHARLOTTE_HORNETS,2/19/2016,Location.AWAY
349,Arron Afflalo,Robin Lopez,Carmelo Anthony,Team.NEW_YORK_KNICKS,2/19/2016,Location.AWAY
350,Jordan Clarkson,Julius Randle,Lou Williams,Team.LOS_ANGELES_LAKERS,2/19/2016,Location.HOME
351,Jeff Teague,Al Horford,Paul Millsap,Team.ATLANTA_HAWKS,2/19/2016,Location.HOME
352,Reggie Jackson,Andre Drummond,Marcus Morris,Team.DETROIT_PISTONS,2/19/2016,Location.AWAY
353,Victor Oladipo,Nikola Vu?evi?,Evan Fournier,Team.ORLANDO_MAGIC,2/19/2016,Location.HOME
354,Monta Ellis,Myles Turner,Paul George,Team.INDIANA_PACERS,2/19/2016,Location.AWAY
355,James Harden,Dwight Howard,Trevor Ariza,Team.HOUSTON_ROCKETS,2/19/2016,Location.AWAY
356,Stephen Curry,Andrew Bogut,Klay Thompson,Team.GOLDEN_STATE_WARRIORS,2/19/2016,Location.AWAY
357,Kyle Lowry,Jonas Valan?i?nas,DeMar DeRozan,Team.TORONTO_RAPTORS,2/19/2016,Location.AWAY
358,Isaiah Thomas,Amir Johnson,Evan Turner,Team.BOSTON_CELTICS,2/19/2016,Location.AWAY
359,Tony Parker,LaMarcus Aldridge,Tim Duncan,Team.SAN_ANTONIO_SPURS,2/19/2016,Location.AWAY
360,Donald Sloan,Brook Lopez,Thaddeus Young,Team.BROOKLYN_NETS,2/19/2016,Location.HOME
361,Tony Allen,Zach Randolph,Matt Barnes,Team.MEMPHIS_GRIZZLIES,2/19/2016,Location.HOME
362,Jordan McRae,Kris Humphries,Mirza Teletovi?,Team.PHOENIX_SUNS,2/19/2016,Location.HOME
363,Rajon Rondo,DeMarcus Cousins,Darren Collison,Team.SACRAMENTO_KINGS,2/19/2016,Location.HOME
364,Damian Lillard,Mason Plumlee,CJ McCollum,Team.PORTLAND_TRAIL_BLAZERS,2/19/2016,Location.HOME
365,Gary Harris,Joffrey Lauvergne,Danilo Gallinari,Team.DENVER_NUGGETS,2/19/2016,Location.AWAY
366,Gordon Hayward,Rudy Gobert,Rodney Hood,Team.UTAH_JAZZ,2/19/2016,Location.HOME
367,John Wall,Marcin Gortat,Otto Porter,Team.WASHINGTON_WIZARDS,2/20/2016,Location.AWAY
368,Giannis Antetokounmpo,Greg Monroe,Khris Middleton,Team.MILWAUKEE_BUCKS,2/20/2016,Location.AWAY
369,Goran Dragi?,Hassan Whiteside,Luol Deng,Team.MIAMI_HEAT,2/20/2016,Location.HOME
370,Andrew Wiggins,Karl-Anthony Towns,Ricky Rubio,Team.MINNESOTA_TIMBERWOLVES,2/20/2016,Location.HOME
371,Arron Afflalo,Robin Lopez,Carmelo Anthony,Team.NEW_YORK_KNICKS,2/20/2016,Location.AWAY
372,Jeff Teague,Al Horford,Paul Millsap,Team.ATLANTA_HAWKS,2/20/2016,Location.HOME
373,Chris Paul,DeAndre Jordan,J.J. Redick,Team.LOS_ANGELES_CLIPPERS,2/20/2016,Location.HOME
374,Klay Thompson,Draymond Green,Stephen Curry,Team.GOLDEN_STATE_WARRIORS,2/20/2016,Location.AWAY
375,John Wall,Marcin Gortat,Otto Porter,Team.WASHINGTON_WIZARDS,2/23/2016,Location.HOME
376,Jrue Holiday,Anthony Davis,Ryan Anderson,Team.NEW_ORLEANS_PELICANS,2/23/2016,Location.AWAY
377,Ish Smith,Nerlens Noel,Robert Covington,Team.PHILADELPHIA_76ERS,2/23/2016,Location.HOME
378,Victor Oladipo,Nikola Vu?evi?,Evan Fournier,Team.ORLANDO_MAGIC,2/23/2016,Location.AWAY
379,James Harden,Dwight Howard,Trevor Ariza,Team.HOUSTON_ROCKETS,2/23/2016,Location.AWAY
380,Donald Sloan,Brook Lopez,Thaddeus Young,Team.BROOKLYN_NETS,2/23/2016,Location.AWAY
381,Rajon Rondo,DeMarcus Cousins,Darren Collison,Team.SACRAMENTO_KINGS,2/23/2016,Location.AWAY
382,Damian Lillard,Mason Plumlee,CJ McCollum,Team.PORTLAND_TRAIL_BLAZERS,2/23/2016,Location.HOME
383,Gary Harris,Nikola Joki?,Kenneth Faried,Team.DENVER_NUGGETS,2/23/2016,Location.HOME
384,Gordon Hayward,Rudy Gobert,Rodney Hood,Team.UTAH_JAZZ,2/23/2016,Location.HOME
385,John Wall,Marcin Gortat,Otto Porter,Team.WASHINGTON_WIZARDS,2/24/2016,Location.AWAY
386,Mike Dunleavy,Pau Gasol,Taj Gibson,Team.CHICAGO_BULLS,2/24/2016,Location.HOME
387,Dwyane Wade,Hassan Whiteside,Luol Deng,Team.MIAMI_HEAT,2/24/2016,Location.HOME
388,Andrew Wiggins,Karl-Anthony Towns,Ricky Rubio,Team.MINNESOTA_TIMBERWOLVES,2/24/2016,Location.AWAY
389,Ish Smith,Nerlens Noel,Robert Covington,Team.PHILADELPHIA_76ERS,2/24/2016,Location.AWAY
390,Wesley Matthews,Zaza Pachulia,Dirk Nowitzki,Team.DALLAS_MAVERICKS,2/24/2016,Location.HOME
391,Kevin Durant,Enes Kanter,Russell Westbrook,Team.OKLAHOMA_CITY_THUNDER,2/24/2016,Location.AWAY
392,Kemba Walker,Cody Zeller,Marvin Williams,Team.CHARLOTTE_HORNETS,2/24/2016,Location.AWAY
393,Arron Afflalo,Robin Lopez,Carmelo Anthony,Team.NEW_YORK_KNICKS,2/24/2016,Location.AWAY
394,Jordan Clarkson,Julius Randle,Lou Williams,Team.LOS_ANGELES_LAKERS,2/24/2016,Location.AWAY
395,LeBron James,Tristan Thompson,Kyrie Irving,Team.CLEVELAND_CAVALIERS,2/24/2016,Location.HOME
396,Reggie Jackson,Andre Drummond,Marcus Morris,Team.DETROIT_PISTONS,2/24/2016,Location.HOME
397,Monta Ellis,Myles Turner,Paul George,Team.INDIANA_PACERS,2/24/2016,Location.HOME
398,Chris Paul,DeAndre Jordan,J.J. Redick,Team.LOS_ANGELES_CLIPPERS,2/24/2016,Location.HOME
399,Stephen Curry,Andrew Bogut,Klay Thompson,Team.GOLDEN_STATE_WARRIORS,2/24/2016,Location.AWAY
400,Kyle Lowry,Jonas Valan?i?nas,DeMar DeRozan,Team.TORONTO_RAPTORS,2/24/2016,Location.HOME
401,Tony Parker,LaMarcus Aldridge,Kawhi Leonard,Team.SAN_ANTONIO_SPURS,2/24/2016,Location.AWAY
402,Mike Conley,Brandan Wright,Matt Barnes,Team.MEMPHIS_GRIZZLIES,2/24/2016,Location.HOME
403,Rajon Rondo,DeMarcus Cousins,Darren Collison,Team.SACRAMENTO_KINGS,2/24/2016,Location.HOME
404,Gary Harris,Nikola Joki?,Kenneth Faried,Team.DENVER_NUGGETS,2/24/2016,Location.AWAY
405,John Wall,Marcin Gortat,Otto Porter,Team.WASHINGTON_WIZARDS,2/26/2016,Location.AWAY
406,Mike Dunleavy,Pau Gasol,Doug McDermott,Team.CHICAGO_BULLS,2/26/2016,Location.AWAY
407,Ish Smith,Nerlens Noel,Robert Covington,Team.PHILADELPHIA_76ERS,2/26/2016,Location.HOME
408,Raymond Felton,Chandler Parsons,David Lee,Team.DALLAS_MAVERICKS,2/26/2016,Location.HOME
409,Kemba Walker,Cody Zeller,Marvin Williams,Team.CHARLOTTE_HORNETS,2/26/2016,Location.AWAY
410,Arron Afflalo,Robin Lopez,Carmelo Anthony,Team.NEW_YORK_KNICKS,2/26/2016,Location.HOME
411,Jordan Clarkson,Julius Randle,Lou Williams,Team.LOS_ANGELES_LAKERS,2/26/2016,Location.HOME
412,Jeff Teague,Al Horford,Paul Millsap,Team.ATLANTA_HAWKS,2/26/2016,Location.HOME
413,LeBron James,Tristan Thompson,Kyrie Irving,Team.CLEVELAND_CAVALIERS,2/26/2016,Location.AWAY
414,Victor Oladipo,Nikola Vu?evi?,Evan Fournier,Team.ORLANDO_MAGIC,2/26/2016,Location.AWAY
415,Monta Ellis,Myles Turner,Paul George,Team.INDIANA_PACERS,2/26/2016,Location.HOME
416,Chris Paul,DeAndre Jordan,J.J. Redick,Team.LOS_ANGELES_CLIPPERS,2/26/2016,Location.AWAY
417,Kyle Lowry,Jonas Valan?i?nas,DeMar DeRozan,Team.TORONTO_RAPTORS,2/26/2016,Location.HOME
418,Mike Conley,Zach Randolph,Vince Carter,Team.MEMPHIS_GRIZZLIES,2/26/2016,Location.AWAY
419,Darren Collison,DeMarcus Cousins,Rudy Gay,Team.SACRAMENTO_KINGS,2/26/2016,Location.HOME
420,Gary Harris,Nikola Joki?,Kenneth Faried,Team.DENVER_NUGGETS,2/26/2016,Location.AWAY
421,John Wall,Marcin Gortat,Otto Porter,Team.WASHINGTON_WIZARDS,2/28/2016,Location.HOME
422,Dwyane Wade,Hassan Whiteside,Luol Deng,Team.MIAMI_HEAT,2/28/2016,Location.AWAY
423,Andrew Wiggins,Karl-Anthony Towns,Ricky Rubio,Team.MINNESOTA_TIMBERWOLVES,2/28/2016,Location.AWAY
424,Ish Smith,Nerlens Noel,Robert Covington,Team.PHILADELPHIA_76ERS,2/28/2016,Location.AWAY
425,Wesley Matthews,Zaza Pachulia,Dirk Nowitzki,Team.DALLAS_MAVERICKS,2/28/2016,Location.HOME
426,Kemba Walker,Cody Zeller,Marvin Williams,Team.CHARLOTTE_HORNETS,2/28/2016,Location.AWAY
427,Langston Galloway,Robin Lopez,Carmelo Anthony,Team.NEW_YORK_KNICKS,2/28/2016,Location.HOME
428,Jeff Teague,Al Horford,Paul Millsap,Team.ATLANTA_HAWKS,2/28/2016,Location.HOME
429,Kyrie Irving,Timofey Mozgov,Richard Jefferson,Team.CLEVELAND_CAVALIERS,2/28/2016,Location.AWAY
430,Reggie Jackson,Andre Drummond,Marcus Morris,Team.DETROIT_PISTONS,2/28/2016,Location.HOME
431,Victor Oladipo,Nikola Vu?evi?,Aaron Gordon,Team.ORLANDO_MAGIC,2/28/2016,Location.HOME
432,Monta Ellis,Myles Turner,Paul George,Team.INDIANA_PACERS,2/28/2016,Location.HOME
433,Terrence Ross,Jonas Valan?i?nas,DeMar DeRozan,Team.TORONTO_RAPTORS,2/28/2016,Location.AWAY
434,Damian Lillard,Mason Plumlee,CJ McCollum,Team.PORTLAND_TRAIL_BLAZERS,2/28/2016,Location.AWAY
435,John Wall,Marcin Gortat,Otto Porter,Team.WASHINGTON_WIZARDS,2/29/2016,Location.HOME
436,Giannis Antetokounmpo,Greg Monroe,Khris Middleton,Team.MILWAUKEE_BUCKS,2/29/2016,Location.HOME
437,Ish Smith,Nerlens Noel,Robert Covington,Team.PHILADELPHIA_76ERS,2/29/2016,Location.AWAY
438,Kevin Durant,Enes Kanter,Russell Westbrook,Team.OKLAHOMA_CITY_THUNDER,2/29/2016,Location.AWAY
439,LeBron James,Tristan Thompson,Kyrie Irving,Team.CLEVELAND_CAVALIERS,2/29/2016,Location.HOME
440,Monta Ellis,Myles Turner,Paul George,Team.INDIANA_PACERS,2/29/2016,Location.AWAY
441,James Harden,Dwight Howard,Trevor Ariza,Team.HOUSTON_ROCKETS,2/29/2016,Location.AWAY
442,Chris Paul,DeAndre Jordan,J.J. Redick,Team.LOS_ANGELES_CLIPPERS,2/29/2016,Location.HOME
443,Isaiah Thomas,Amir Johnson,Evan Turner,Team.BOSTON_CELTICS,2/29/2016,Location.HOME
444,Donald Sloan,Brook Lopez,Thaddeus Young,Team.BROOKLYN_NETS,2/29/2016,Location.AWAY
445,Mario Chalmers,Zach Randolph,Matt Barnes,Team.MEMPHIS_GRIZZLIES,2/29/2016,Location.AWAY
446,Rajon Rondo,DeMarcus Cousins,Darren Collison,Team.SACRAMENTO_KINGS,2/29/2016,Location.HOME
447,Gary Harris,Nikola Joki?,Kenneth Faried,Team.DENVER_NUGGETS,2/29/2016,Location.HOME
448,Gordon Hayward,Rudy Gobert,Rodney Hood,Team.UTAH_JAZZ,2/29/2016,Location.AWAY
449,John Wall,Marcin Gortat,Otto Porter,Team.WASHINGTON_WIZARDS,3/2/2016,Location.AWAY
450,Derrick Rose,Pau Gasol,E'Twaun Moore,Team.CHICAGO_BULLS,3/2/2016,Location.AWAY
451,Jrue Holiday,Anthony Davis,Ryan Anderson,Team.NEW_ORLEANS_PELICANS,3/2/2016,Location.AWAY
452,Giannis Antetokounmpo,Greg Monroe,Khris Middleton,Team.MILWAUKEE_BUCKS,3/2/2016,Location.HOME
453,Andrew Wiggins,Karl-Anthony Towns,Ricky Rubio,Team.MINNESOTA_TIMBERWOLVES,3/2/2016,Location.HOME
454,Ish Smith,Nerlens Noel,Robert Covington,Team.PHILADELPHIA_76ERS,3/2/2016,Location.HOME
455,Kevin Durant,Enes Kanter,Russell Westbrook,Team.OKLAHOMA_CITY_THUNDER,3/2/2016,Location.AWAY
456,Kemba Walker,Cody Zeller,Marvin Williams,Team.CHARLOTTE_HORNETS,3/2/2016,Location.AWAY
457,D'Angelo Russell,Julius Randle,Marcelo Huertas,Team.LOS_ANGELES_LAKERS,3/2/2016,Location.AWAY
458,Reggie Jackson,Andre Drummond,Marcus Morris,Team.DETROIT_PISTONS,3/2/2016,Location.AWAY
459,Mario Hezonja,Nikola Vu?evi?,Aaron Gordon,Team.ORLANDO_MAGIC,3/2/2016,Location.HOME
460,Monta Ellis,Myles Turner,Paul George,Team.INDIANA_PACERS,3/2/2016,Location.AWAY
461,James Harden,Dwight Howard,Trevor Ariza,Team.HOUSTON_ROCKETS,3/2/2016,Location.HOME
462,Chris Paul,DeAndre Jordan,J.J. Redick,Team.LOS_ANGELES_CLIPPERS,3/2/2016,Location.HOME
463,Kyle Lowry,Jonas Valan?i?nas,DeMar DeRozan,Team.TORONTO_RAPTORS,3/2/2016,Location.HOME
464,Isaiah Thomas,Amir Johnson,Evan Turner,Team.BOSTON_CELTICS,3/2/2016,Location.HOME
465,Tony Parker,LaMarcus Aldridge,Kawhi Leonard,Team.SAN_ANTONIO_SPURS,3/2/2016,Location.HOME
466,Mike Conley,Zach Randolph,Mario Chalmers,Team.MEMPHIS_GRIZZLIES,3/2/2016,Location.HOME
467,Rajon Rondo,DeMarcus Cousins,Darren Collison,Team.SACRAMENTO_KINGS,3/2/2016,Location.AWAY
468,Damian Lillard,Mason Plumlee,CJ McCollum,Team.PORTLAND_TRAIL_BLAZERS,3/2/2016,Location.AWAY
469,Gary Harris,Nikola Joki?,Kenneth Faried,Team.DENVER_NUGGETS,3/2/2016,Location.HOME
470,Gordon Hayward,Rudy Gobert,Rodney Hood,Team.UTAH_JAZZ,3/2/2016,Location.AWAY
